"","S1559","S1581","S1587","S1598","S1619","S1674","S417","S469","S491","S517","S561","S591","S666","S678"
"S1559",1,-0.0168589625567376,0.0761173427078515,0.160796860689497,0.0870261060535596,0.0445976143988286,-0.425752589155524,0.113162801401721,0.0630798488499901,0.137690668321079,0.211344951450292,-0.548924985190311,0.114763635609429,-0.288849269115597
"S1581",-0.0168589625567376,1,-0.150597833422667,0.448033205928913,0.0951278284901739,-0.369624112442371,0.441086049101601,0.113684746589205,0.507746729111242,0.259221152437784,0.0376876180178623,0.118829781434113,0.233670943998354,0.063519877729135
"S1587",0.0761173427078515,-0.150597833422667,1,-0.201023165521029,-0.0558859229001202,-0.00716595348348058,0.379697542477261,-0.0982100417782527,-0.197491820086921,-0.0252866609395419,-0.0424962796614022,0.221394407927348,-0.0290667414053866,-0.127153133826434
"S1598",0.160796860689497,0.448033205928913,-0.201023165521029,1,0.869071661177252,-0.0777261157111872,0.138727949925277,0.862613718528675,0.745312118056744,0.498095304464774,0.488748150240654,-0.527942894492482,0.842154048898542,0.644306883575178
"S1619",0.0870261060535596,0.0951278284901739,-0.0558859229001202,0.869071661177252,1,-0.0871298067087415,0.0956197073557642,0.934885924044505,0.559163489361959,0.654967690711914,0.634380193102834,-0.402289560017276,0.952950248374121,0.810763930738952
"S1674",0.0445976143988286,-0.369624112442371,-0.00716595348348058,-0.0777261157111872,-0.0871298067087415,1,-0.200599405740653,0.205679249215819,0.147039112008009,-0.542626869660782,0.309026640124313,-0.14381790863424,-0.0569534346022139,-0.267816543015525
"S417",-0.425752589155524,0.441086049101601,0.379697542477261,0.138727949925277,0.0956197073557642,-0.200599405740653,1,0.115807914420419,0.234146056218617,0.241781912525705,-0.269954790819369,0.260037244436289,0.172407783172259,0.00678832741601019
"S469",0.113162801401721,0.113684746589205,-0.0982100417782527,0.862613718528675,0.934885924044505,0.205679249215819,0.115807914420419,1,0.591286411004175,0.470080059038245,0.693920239048873,-0.424033260951884,0.914887319724142,0.645539756572701
"S491",0.0630798488499901,0.507746729111242,-0.197491820086921,0.745312118056744,0.559163489361959,0.147039112008009,0.234146056218617,0.591286411004175,1,0.406516232007596,0.450187042318867,-0.299805489622575,0.648344140396064,0.429314859781945
"S517",0.137690668321079,0.259221152437784,-0.0252866609395419,0.498095304464774,0.654967690711914,-0.542626869660782,0.241781912525705,0.470080059038245,0.406516232007596,1,0.404827312426657,0.030874356891837,0.648070590086816,0.652378341919647
"S561",0.211344951450292,0.0376876180178623,-0.0424962796614022,0.488748150240654,0.634380193102834,0.309026640124313,-0.269954790819369,0.693920239048873,0.450187042318867,0.404827312426657,1,0.0317299327223921,0.693453713713051,0.566742312480482
"S591",-0.548924985190311,0.118829781434113,0.221394407927348,-0.527942894492482,-0.402289560017276,-0.14381790863424,0.260037244436289,-0.424033260951884,-0.299805489622575,0.030874356891837,0.0317299327223921,1,-0.329262545414292,0.00866023647020259
"S666",0.114763635609429,0.233670943998354,-0.0290667414053866,0.842154048898542,0.952950248374121,-0.0569534346022139,0.172407783172259,0.914887319724142,0.648344140396064,0.648070590086816,0.693453713713051,-0.329262545414292,1,0.713435732302833
"S678",-0.288849269115597,0.063519877729135,-0.127153133826434,0.644306883575178,0.810763930738952,-0.267816543015525,0.00678832741601019,0.645539756572701,0.429314859781945,0.652378341919647,0.566742312480482,0.00866023647020259,0.713435732302833,1
