"","S10203","S10328","S10458","S10580","S10806","S10918","S11151","S11264","S11383","S11384","S11498","S11618","S11784","S11804","S11816","S11830","S11849","S11872","S11988","S1296","S1298","S1664","S1697","S176","S3234","S4287","S4401","S4573","S4668","S5110","S5557","S5610","S5646","S6018","S6120","S6165","S6923","S8633","S8702","S8888","S9019","S9163","S9165","S9269","S9272","S9313","S936","S9445","S9447","S9840","S995","S9964"
"S10203",1,0.998624920535275,0.967662476078876,0.968806871930615,0.967685081427689,0.965965512175087,0.973511309071972,0.975100801910118,0.975100801910118,0.972575798650726,0.960128864305224,0.975100801910118,0.982223612475054,0.958367059328327,0.980726135052,0.981711872047743,0.982445048092548,0.981711872047743,0.957228937652579,0.991696938127438,0.97199068009345,0.944724330589236,0.944724330589236,0.970308684901779,0.972982581018533,0.918706249143351,0.911532913844006,0.785664027015841,0.785664027015841,0.992773404807095,0.99212197659932,0.830516472741124,0.828872802447597,0.991050134752752,0.886890018161952,0.886890018161952,0.99212197659932,0.992585359664235,0.771185779331891,0.992442163603229,0.993881007320966,0.992939711036386,0.941549586403684,0.786448585554485,0.786448585554485,0.936488419631349,0.962783815570042,0.994151295682644,0.941549586403684,0.999883867897937,0.958486586411188,0.999667067923654
"S10328",0.998624920535275,1,0.960415911468126,0.961742231317462,0.960934668640058,0.95874029219131,0.972730992209763,0.974530466668295,0.974530466668295,0.972289724628329,0.959228708229149,0.974530466668295,0.982623571097666,0.956956192231108,0.981573479200644,0.982133749738103,0.982832112087755,0.982133749738103,0.956030889513267,0.994645861970684,0.971264402140279,0.935775631895358,0.935775631895358,0.962639097337077,0.971773845603884,0.907341242700946,0.899865330171562,0.765214302852648,0.765214302852648,0.995071022334269,0.994660990451192,0.811889606150983,0.810614381725198,0.993935238931677,0.873583082415892,0.873583082415892,0.994660990451192,0.987318506008006,0.753885654166798,0.987002149778719,0.988973663478603,0.987783106711492,0.939211957941951,0.773287165254586,0.773287165254586,0.934109015041544,0.95482606491872,0.989411173548089,0.939211957941951,0.998082923316451,0.950275066380977,0.99945258051393
"S10458",0.967662476078876,0.960415911468126,1,0.999859400492335,0.999735313837796,0.99973615182081,0.932710838318908,0.933409505807172,0.933409505807172,0.915701484462839,0.902679624221911,0.933409505807172,0.943871871438439,0.899700937045577,0.943676665391212,0.94430907768381,0.943405537184095,0.94430907768381,0.89748484140209,0.94967067624177,0.917973946796711,0.980262937327385,0.980262937327385,0.998886698482487,0.918552667641953,0.94250730299191,0.935160000795123,0.824154164475544,0.824154164475544,0.949260810719857,0.950939011325773,0.866123967292426,0.862332292943247,0.948563586635103,0.911765282186543,0.911765282186543,0.950939011325773,0.987711571630502,0.786731310264767,0.986920430978016,0.987162972362101,0.988488461755102,0.884245248096083,0.774870345240662,0.774870345240662,0.877913325130145,0.987999327564008,0.987134042264654,0.884245248096083,0.969939839997349,0.986902795641031,0.963927476725195
"S10580",0.968806871930615,0.961742231317462,0.999859400492335,1,0.999768219738297,0.999720730810732,0.933711380891837,0.934374040409735,0.934374040409735,0.916655510948978,0.903577610902257,0.934374040409735,0.944920222232786,0.90051672083762,0.944696814609763,0.945302532630094,0.944449326032017,0.945302532630094,0.898457457051109,0.951291865365121,0.918823666621426,0.979215025071015,0.979215025071015,0.998723322910088,0.919392843963366,0.941157538449109,0.933685217362037,0.820807212353945,0.820807212353945,0.950823452577158,0.952490635930691,0.86334638451943,0.859731212261552,0.950266579709477,0.909918703469484,0.909918703469484,0.952490635930691,0.988558568362953,0.783130809770553,0.987766262623219,0.987997729754488,0.989350208142716,0.884826982978904,0.771710365275485,0.771710365275485,0.878505873609213,0.987359381111849,0.987854120211464,0.884826982978904,0.971016321538145,0.986209933895748,0.965192047096655
"S10806",0.967685081427689,0.960934668640058,0.999735313837796,0.999768219738297,1,0.999643513009986,0.934324904720009,0.93496350856489,0.93496350856489,0.913933758492017,0.900365310017832,0.93496350856489,0.945921262065902,0.897128769395249,0.945919885376971,0.946423883198294,0.945415347892895,0.946423883198294,0.894922090690733,0.951819474902756,0.915997252332416,0.978000949816659,0.978000949816659,0.998244963475916,0.916547365506285,0.938826712379116,0.931292850212778,0.818315683097092,0.818315683097092,0.951180073610764,0.953033632124863,0.861010672369378,0.857249545909312,0.950908636896992,0.908033907467221,0.908033907467221,0.953033632124863,0.98712255577014,0.780411637103813,0.986066538919862,0.986621357886749,0.988421198456095,0.880838497063761,0.769237844611342,0.769237844611342,0.874263801221643,0.985544231529543,0.98683667760826,0.880838497063761,0.969901696920361,0.98439646522115,0.964154643752546
"S10918",0.965965512175087,0.95874029219131,0.99973615182081,0.999720730810732,0.999643513009986,1,0.932925095861388,0.933527426992035,0.933527426992035,0.910936920740946,0.897372188520733,0.933527426992035,0.943626565520222,0.894313193299142,0.943533023301729,0.944068572497291,0.943061618604396,0.944068572497291,0.892219324563576,0.948827063332795,0.913005249278118,0.976775154709774,0.976775154709774,0.998058658688294,0.913668434474719,0.936713291620976,0.929112796815665,0.816966477029445,0.816966477029445,0.948072934695489,0.950003253231306,0.859531142888229,0.855702245156079,0.94773393070558,0.905356254887798,0.905356254887798,0.950003253231306,0.986368097645637,0.777874598132949,0.985460716905738,0.985955034513212,0.987687889916979,0.878192667847125,0.765431408193908,0.765431408193908,0.871484187719646,0.984948975905386,0.986135652399319,0.878192667847125,0.968226855566574,0.983726374624305,0.962057611429822
"S11151",0.973511309071972,0.972730992209763,0.932710838318908,0.933711380891837,0.934324904720009,0.932925095861388,1,0.999928172772009,0.999928172772009,0.958075353044285,0.946582496245434,0.999928172772009,0.997909313427909,0.944689356727586,0.997624067849515,0.997740087630771,0.997727507290831,0.997740087630771,0.945347459304536,0.986337726299519,0.953158812315233,0.888084091327614,0.888084091327614,0.929994934108729,0.954846965386309,0.857925930686898,0.852024543622796,0.72172508898194,0.72172508898194,0.987130536315625,0.987149908312661,0.772742092265037,0.768959693653654,0.986724590371941,0.830331040395793,0.830331040395793,0.987149908312661,0.955345332613108,0.724343271963463,0.953812590537792,0.960388798654014,0.965412058185998,0.926802609130771,0.771202595907331,0.771202595907331,0.919968096299142,0.905383558013659,0.966077953493768,0.926802609130771,0.972230844617215,0.897815397934799,0.971806688014726
"S11264",0.975100801910118,0.974530466668295,0.933409505807172,0.934374040409735,0.93496350856489,0.933527426992035,0.999928172772009,1,1,0.95991596239846,0.948388303166965,1,0.998246404302535,0.946536245397958,0.997905217322763,0.998039892406486,0.998074912441917,0.998039892406486,0.947091941889218,0.987365429681367,0.955128403540523,0.889741859358079,0.889741859358079,0.931016429825924,0.956762979705183,0.859861547012118,0.853868962103745,0.72352426188729,0.72352426188729,0.988192685168293,0.988156833832086,0.77422424169857,0.770567935822183,0.987724481769005,0.831970372882955,0.831970372882955,0.988156833832086,0.956636449863471,0.726544988216561,0.955147099102416,0.961591639901438,0.966276399397971,0.928714679038557,0.772830916127933,0.772830916127933,0.92194220663562,0.907136364036142,0.967079152443339,0.928714679038557,0.97381404399258,0.899611224794125,0.973563808621802
"S11383",0.975100801910118,0.974530466668295,0.933409505807172,0.934374040409735,0.93496350856489,0.933527426992035,0.999928172772009,1,1,0.95991596239846,0.948388303166965,1,0.998246404302535,0.946536245397958,0.997905217322763,0.998039892406486,0.998074912441917,0.998039892406486,0.947091941889218,0.987365429681367,0.955128403540523,0.889741859358079,0.889741859358079,0.931016429825924,0.956762979705183,0.859861547012118,0.853868962103745,0.72352426188729,0.72352426188729,0.988192685168293,0.988156833832086,0.77422424169857,0.770567935822183,0.987724481769005,0.831970372882955,0.831970372882955,0.988156833832086,0.956636449863471,0.726544988216561,0.955147099102416,0.961591639901438,0.966276399397971,0.928714679038557,0.772830916127933,0.772830916127933,0.92194220663562,0.907136364036142,0.967079152443339,0.928714679038557,0.97381404399258,0.899611224794125,0.973563808621802
"S11384",0.972575798650726,0.972289724628329,0.915701484462839,0.916655510948978,0.913933758492017,0.910936920740946,0.958075353044285,0.95991596239846,0.95991596239846,1,0.998568623259017,0.95991596239846,0.962944838849182,0.998084714766406,0.960394587080158,0.962058728496746,0.964332783670727,0.962058728496746,0.997873740292867,0.964965201143377,0.999612013592962,0.920663821191544,0.920663821191544,0.9235603024392,0.999587217551404,0.92240480264385,0.91987371818453,0.807027573246448,0.807027573246448,0.970175490712884,0.967215200094239,0.847469767566644,0.846886662613041,0.964911083663306,0.899832278314601,0.899832278314601,0.967215200094239,0.956609263007663,0.825839650121093,0.957567835673735,0.959136209920673,0.95525292543609,0.992535644410362,0.867825907123238,0.867825907123238,0.990799784508243,0.931787770753416,0.958697174019098,0.992535644410362,0.972054131201376,0.925693638183388,0.973513425306802
