"","S10089","S10329","S10459","S8637","S8762","S8891","S9167","S9315","S9449","S9583","S9721","S9965"
"S10089",1,-0.523060778380026,0.523966895363223,-0.884198812877807,0.781125910840409,-0.811699590540229,0.506954381390488,0.611175445329504,0.282709148625865,0.309884445160607,-0.850931983150201,0.487815507717747
"S10329",-0.523060778380026,1,-0.11460001161817,0.328854088588625,-0.701207815402078,0.333220955595971,0.182707571350798,-0.0356302299888319,-0.398734897869446,-0.139823852220868,0.514344663821497,-0.494140648613765
"S10459",0.523966895363223,-0.11460001161817,1,-0.633690105413172,0.575791520815071,-0.748452246232039,0.399027831129692,0.202855468890357,-0.566878718503116,-0.371596067135826,-0.593137767694963,0.221926270044202
"S8637",-0.884198812877807,0.328854088588625,-0.633690105413172,1,-0.699377022777161,0.860614097347568,-0.650692848709972,-0.798587233115579,-0.0267985650118748,-0.118097471729027,0.883758592303346,-0.548873609894177
"S8762",0.781125910840409,-0.701207815402078,0.575791520815071,-0.699377022777161,1,-0.701597586093155,0.0275221854013181,0.319025528221956,0.225125550943593,-0.0614270694417573,-0.671584132947335,0.667925155345354
"S8891",-0.811699590540229,0.333220955595971,-0.748452246232039,0.860614097347568,-0.701597586093155,1,-0.494089234621067,-0.53630186137899,0.187421820319941,-0.0661130498495917,0.738866493038492,-0.570702601148837
"S9167",0.506954381390488,0.182707571350798,0.399027831129692,-0.650692848709972,0.0275221854013181,-0.494089234621067,1,0.536184632586619,-0.279806534440157,0.0138708833881785,-0.67340134670232,-0.0136785125665136
"S9315",0.611175445329504,-0.0356302299888319,0.202855468890357,-0.798587233115579,0.319025528221956,-0.53630186137899,0.536184632586619,1,0.265801137794973,0.461316572702061,-0.576973385118721,0.350455335577794
"S9449",0.282709148625865,-0.398734897869446,-0.566878718503116,-0.0267985650118748,0.225125550943593,0.187421820319941,-0.279806534440157,0.265801137794973,1,0.668997165995965,-0.0259924260121269,0.180957840288179
"S9583",0.309884445160607,-0.139823852220868,-0.371596067135826,-0.118097471729027,-0.0614270694417573,-0.0661130498495917,0.0138708833881785,0.461316572702061,0.668997165995965,1,-0.0653970742850092,-0.0660242070360691
"S9721",-0.850931983150201,0.514344663821497,-0.593137767694963,0.883758592303346,-0.671584132947335,0.738866493038492,-0.67340134670232,-0.576973385118721,-0.0259924260121269,-0.0653970742850092,1,-0.334991082300939
"S9965",0.487815507717747,-0.494140648613765,0.221926270044202,-0.548873609894177,0.667925155345354,-0.570702601148837,-0.0136785125665136,0.350455335577794,0.180957840288179,-0.0660242070360691,-0.334991082300939,1
