"","S1095","S1657","S2075","S4061","S4714","S5118","S522","S5934","S8253"
"S1095",1,0.950443908744898,0.964818705371266,0.936075885926191,0.948477542504117,0.836376148092072,0.958523377405146,0.951061967775328,0.926180652440281
"S1657",0.950443908744898,1,0.994659064541398,0.993081528948015,0.911974329867487,0.779491498289872,0.928448977765551,0.978780394082167,0.938221391528569
"S2075",0.964818705371266,0.994659064541398,1,0.990479457265019,0.930539914256138,0.775787613633231,0.936837575454791,0.98167450844906,0.942174026382978
"S4061",0.936075885926191,0.993081528948015,0.990479457265019,1,0.921034334814266,0.745853945799136,0.908484451131778,0.97800571572968,0.935073253760773
"S4714",0.948477542504117,0.911974329867487,0.930539914256138,0.921034334814266,1,0.798454443599214,0.944924306127005,0.942549929900094,0.868869582416383
"S5118",0.836376148092072,0.779491498289872,0.775787613633231,0.745853945799136,0.798454443599214,1,0.884197522851766,0.745893189350497,0.639297252173295
"S522",0.958523377405146,0.928448977765551,0.936837575454791,0.908484451131778,0.944924306127005,0.884197522851766,1,0.918359051248573,0.842557727015316
"S5934",0.951061967775328,0.978780394082167,0.98167450844906,0.97800571572968,0.942549929900094,0.745893189350497,0.918359051248573,1,0.966133205461491
"S8253",0.926180652440281,0.938221391528569,0.942174026382978,0.935073253760773,0.868869582416383,0.639297252173295,0.842557727015316,0.966133205461491,1
