"","S8045","S8090","S8091","S8092","S8093","S8094","S8095","S8096","S8097","S8098","S8099","S8100","S8101","S8102","S8103","S8104","S8105","S8108","S8109","S8110","S8114","S8115","S8116","S8119","S8120","S8121","S8122","S8123","S8124","S8126","S8128","S8129","S8130","S8131","S8132","S8134","S8135","S8136","S8138"
"S8045",1,0.496554355197331,0.297399861614113,-0.307799468986794,0.467966152041496,0.684541257300472,0.692350245949742,0.581708526738476,-0.0574579151888713,-0.510332398545355,0.369108370390961,-0.172351069220925,-0.332656308010124,-0.239951500719021,-0.385152749857235,0.20735070822095,0.513848194678769,0.183801685016135,0.529258962219918,0.513678277338088,0.442582451596051,0.570765922329689,0.265966313752295,0.478588227650506,0.644644017608353,-0.4189680020678,0.331216610355432,0.65135956268999,-0.40895671951767,-0.0736044500653966,0.176017558299513,0.412438526478773,0.569444631698085,0.11870389758155,0.524596011516527,0.521252493306768,-0.00157767425316851,0.34721670876561,0.726654799538744
"S8090",0.496554355197331,1,0.179698843028196,-0.164903508367318,0.287562584225734,0.172211888258744,0.174498311897009,0.84389445802034,0.124688252430225,-0.211645871790708,0.5328582762276,-0.05287240208836,-0.0681449456386057,0.0358469404352155,-0.222325407085426,0.0491083161037304,0.908559180342183,0.716508499274804,0.223458475896892,0.851052223901214,0.449321469535253,0.871520389219301,0.299489988637506,0.832240131192141,0.700760532016007,-0.473836445607256,0.322478179240078,0.652517925695076,0.107492308401701,0.078503206522575,0.186707349876917,0.0607620674689744,0.645855566814154,0.306014692470337,0.162691279212948,0.423749203607249,-0.0502396446034535,0.287749099508186,0.810816063871554
"S8091",0.297399861614113,0.179698843028196,1,0.735455096873993,0.261547879144682,0.344924150720025,0.0727298310279929,0.174213766025779,-0.287990911734041,0.584580449254699,0.0513988161004554,0.0388981593108635,0.713744798892452,0.775683559042709,0.0295866625607664,0.0195179031096544,0.288077725099071,-0.146308374570373,-0.0290662693833432,0.456595339626743,0.207212047762332,0.285341544149768,0.737713793104626,0.414660230087602,0.216682093733809,-0.0858631147362165,0.840973045408621,0.6005155179266,-0.547960522526273,-0.305166408741628,0.223740931647061,0.0277874316613199,0.190503235553956,-0.548155525746107,0.0116084024215179,0.495524817392162,-0.153409808065233,0.240886384796917,0.359882942902065
"S8092",-0.307799468986794,-0.164903508367318,0.735455096873993,1,-0.0870727925248522,-0.0869587266724604,-0.388795152045249,-0.319745320778432,-0.222238952094022,0.945347765926002,-0.225466688207228,0.0820477045710692,0.980804826482829,0.928605329997481,0.348972384897605,-0.155455185190001,-0.0888642277014892,-0.305343604443457,-0.345958393534274,0.0535215245249075,-0.181044826002341,-0.188270960669537,0.49530053775053,0.0842878209454395,-0.207254255580697,0.0137791151864218,0.578866323074284,0.118356438456603,-0.144936881555168,-0.194763391274297,0.0764284076247416,-0.0729263088649508,-0.100353838177927,-0.399752305546974,-0.27964833390206,0.0779781643178047,-0.168790956148474,-0.0244606559128092,-0.169511821194414
"S8093",0.467966152041496,0.287562584225734,0.261547879144682,-0.0870727925248522,1,0.725693579927044,0.424522630063018,0.391986487976323,0.273471160190182,-0.189451569890758,0.531237897535467,0.240864283067134,-0.0954094367425438,0.0108145194633942,-0.199666682258961,-0.202417514361487,0.449480180797755,0.211358525562145,0.310918736407259,0.244116826609328,0.0864483896209376,0.389396781540525,0.124022481990027,0.455348500062485,0.493862350440484,0.223993950252124,0.526128676630196,0.577683440220759,-0.386803657610187,-0.33198583090568,0.204136016578668,0.327086908486891,0.201507266821136,-0.101081616269377,0.675625833166894,0.0993454271895068,0.535113774641081,0.017844913797808,0.640647210790633
"S8094",0.684541257300472,0.172211888258744,0.344924150720025,-0.0869587266724604,0.725693579927044,1,0.795239965779135,0.228435779613995,-0.140183601599415,-0.332883240005676,0.119402311585666,-0.107058108544852,-0.150182385199092,0.00152553274250425,0.126046368261143,-0.368308027926372,0.30260149341971,-0.0683536520749813,0.300400727957209,0.0536775992530227,0.16154312079082,0.398847395012166,0.129077929043753,0.344733614267224,0.369426751589877,-0.108956283367644,0.580933262147008,0.553927111343028,-0.204941428266545,-0.110948750459965,0.0255209014056444,0.737436699924908,0.126841044636674,0.134789943346811,0.634369674624064,0.111839538985261,0.0707977988696664,0.170608732120499,0.599831746608307
"S8095",0.692350245949742,0.174498311897009,0.0727298310279929,-0.388795152045249,0.424522630063018,0.795239965779135,1,0.417431457165677,0.124143256495271,-0.598831599681363,-0.150749291476548,0.120296950583315,-0.444050797581634,-0.341898894679686,0.237338602340053,-0.316382305732786,0.0993266812841539,-0.228135508654665,0.323480652331671,0.0366124442596493,0.423331662396714,0.403990313040626,0.10586121240553,0.282659913890737,0.073086886056456,-0.288828211516808,0.16542308613036,0.379997011037437,-0.146825853733811,-0.0179577644787274,-0.0704704433682384,0.790658690665075,-0.0165792133913365,0.350969878474821,0.353292497131254,0.345466844922418,-0.301577764132507,0.362112955642738,0.365500822646192
"S8096",0.581708526738476,0.84389445802034,0.174213766025779,-0.319745320778432,0.391986487976323,0.228435779613995,0.417431457165677,1,0.321943775621894,-0.383749240088058,0.500312816051371,0.218792584369793,-0.26854293408122,-0.198399046935785,-0.262426844013085,0.0329231887352002,0.665405430281648,0.40376782872268,0.444525079469731,0.823098876042255,0.733839111421146,0.866933371797782,0.472258405732809,0.769532214400146,0.525881397815412,-0.292361030926167,0.185508294821793,0.718121992517358,-0.229281361633202,-0.102043549993626,0.344838929898002,0.0658526602673433,0.409354711987629,0.154618020151013,0.196136707433996,0.683947926157644,-0.123120615160788,0.52546543870224,0.689329750627407
"S8097",-0.0574579151888713,0.124688252430225,-0.287990911734041,-0.222238952094022,0.273471160190182,-0.140183601599415,0.124143256495271,0.321943775621894,1,-0.080721157005527,-0.0610284266507911,0.886040181968298,-0.135506352749123,-0.205015603709777,0.0277628439929806,0.104661802322698,0.0236432105102963,0.10729011191047,-0.202025625694791,0.0714903915797876,-0.0660796183133922,-0.0697007379518007,-0.201114086042626,0.147316552156509,-0.260050273141752,-0.0431104579023233,-0.293950677555782,-0.190450758792034,-0.109526911757068,-0.228480280724247,-0.26699683345905,0.096754526241336,0.0250012333219627,0.150289301809334,-0.161269483269747,0.194624596690765,0.16052967027933,-0.21260863015313,-0.108038821366134
"S8098",-0.510332398545355,-0.211645871790708,0.584580449254699,0.945347765926002,-0.189451569890758,-0.332883240005676,-0.598831599681363,-0.383749240088058,-0.080721157005527,1,-0.248701222315375,0.202470735950492,0.969713753429467,0.905731612135042,0.26499722350226,0.00625776783616135,-0.115170827407151,-0.179318100667164,-0.529502786405799,-0.00208908960529898,-0.336168552251328,-0.334474964391604,0.319591141293711,-0.00987587557162298,-0.292965368383333,0.118174350057418,0.42494789017416,-0.098909573490275,-0.0975046960549937,-0.159695086928366,-0.036599966237521,-0.281140938362548,-0.118309243625029,-0.471317167465412,-0.456641535186879,-0.0341550082059956,-0.0659163612400172,-0.20936964495864,-0.29957129376398
"S8099",0.369108370390961,0.5328582762276,0.0513988161004554,-0.225466688207228,0.531237897535467,0.119402311585666,-0.150749291476548,0.500312816051371,-0.0610284266507911,-0.248701222315375,1,-0.271226027968642,-0.221062580772751,-0.193122345702152,-0.720118040177796,0.169227572950683,0.585221031557404,0.54889370720995,0.637944435256069,0.594010868813941,0.30450192525606,0.530078588953105,0.239439552153199,0.418130594761117,0.843615923925787,0.178839929129837,0.189463763744857,0.615616810833516,-0.262628759138824,-0.163181529046776,0.61894334027683,-0.348377198825692,0.484067560710485,-0.120969420336981,0.624082716089199,0.140509790338741,0.58413005585493,0.212610057497615,0.657853290841167
