"","S6914","S6916","S6939","S7049","S7064","S7080","S7081","S7084","S7085","S7087","S7090","S7091","S7092","S7095","S7109","S7111","S7112","S7113","S7116","S7124","S7125","S7129","S7132","S7140","S7144","S7148","S7151","S7153","S7154","S7155","S7158","S7159","S7164","S7168","S7169","S7170","S7171","S7173","S7174","S7178","S7185"
"S6914",1,0.394827925425344,0.288020888885805,0.344079348001984,0.615008288793214,NA,0.380871480329762,-0.0777898960876068,0.215505655917083,0.555690517381053,0.459974346755305,0.15914459919757,0.0727750933198105,0.0918808002037398,NA,0.43071349194678,-0.180040653798996,0.128625435783376,-0.0883830822720834,0.224913457781295,-0.439847602989326,-0.183313944310536,-0.222051511149269,0.620660237545654,0.19783121050902,0.360931604532367,-0.546505256919183,-0.348710728355424,-0.271063023359028,0.713621497530936,0.807392762750052,-0.0678429783149258,-0.0583212158519119,-0.0187002507362339,-0.556699349034701,-0.5637427589369,0.261897537891552,0.15729326926681,-0.392631296378693,0.180865396334646,-0.118516469775367
"S6916",0.394827925425344,1,-0.272505989789473,0.652224723587861,0.396127189939612,NA,0.173175561964794,0.345443402962617,-0.0554324336155294,0.18256274463625,0.581278970835115,0.450248970213453,0.0160474589809613,-0.0604473761658155,NA,0.191744232891718,-0.17260328623009,0.317872634565361,-0.0549271648966614,-0.275133171457196,-0.109657296833576,0.0449124042518558,0.0596129075684501,0.0838986679542306,0.241013039619524,-0.148324573824188,-0.0830879334294755,0.38004718115494,0.392214776184709,-0.146594994702188,0.1609953882219,0.233797135141395,0.609414558511912,-0.0345581509697722,0.124181866074002,-0.217645933419998,0.136455440732662,0.0508874159845846,0.286392946156715,0.0745654661446857,-0.0209545516052365
"S6939",0.288020888885805,-0.272505989789473,1,0.0602350203237216,0.315087697027736,NA,0.663164431836099,0.548479114787859,0.757148792340412,0.494053179189889,2.24547291482958e-05,0.0622008615472211,0.59108935108821,-0.382822174621559,NA,-0.102673683075878,0.26389118943234,0.177661507540123,-0.324969993677493,0.43196132407428,-0.231614440469903,-0.25671041641719,-0.093897161298075,0.71381683111188,0.180170337876318,0.405185390717999,-0.678212123807922,-0.557687435143638,-0.224653280107738,0.344363326550977,0.342545707904666,-0.372368647832666,-0.184199595394784,0.328942843103399,-0.065899014236583,-0.330459206002765,0.263925870583366,-0.290884256402205,-0.195874168956823,0.0612768890246888,-0.730754951857474
"S7049",0.344079348001984,0.652224723587861,0.0602350203237216,1,0.547231240080496,NA,0.292383333799895,0.340698131399723,-0.144214197808321,0.314495426985938,0.872462773023851,0.243209772979894,0.229840269799023,-0.166666666666667,NA,0.386514474413812,-0.2229206106461,0.469291040479513,-0.16279308786884,-0.234260634837762,-0.068300150919138,-0.333490783693365,-0.328120027457671,0.300205967540847,-0.108552807538603,0.167084550781171,-0.170867896735619,0.11205087994132,0.167683052729963,-0.102790007162247,0.179255064460021,0.124432273543836,0.211379336512894,0.111111111111111,0.0156377230597471,-0.366335704909747,-0.111111111111111,0.250869306105376,0.128144999744333,0.120217100794394,-0.0542428746591419
"S7064",0.615008288793214,0.396127189939612,0.315087697027736,0.547231240080496,1,NA,0.555648716632674,0.280750470514595,0.186357726965747,0.717782308523564,0.554962416326256,0.623564028172593,0.365358298882164,-0.285991495349915,NA,0.700651526681379,0.321282903287158,0.480652144891795,-0.162724584562616,0.168698625732427,-0.683951581244522,-0.259170380434881,-0.130149791901324,0.365696693654958,0.248914122460541,0.606842220004365,-0.675373450347488,-0.341906410552143,-0.507058146161963,0.0175128826226389,0.454551024832588,0.0373098702996206,0.11556865771373,0.352667667843273,-0.503231434775634,-0.928164395570864,0.333550846550869,0.0934487224062304,-0.527405802627433,-0.376606243744297,-0.0138365060191559
"S7080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S7081",0.380871480329762,0.173175561964794,0.663164431836099,0.292383333799895,0.555648716632674,NA,1,0.625402967360862,0.53488932092543,0.734632817384753,0.362369323657616,0.635419712026821,0.184246089285092,-0.390331377934604,NA,0.0293956953164896,0.550369591508206,0.619957321548881,-0.063316903889588,0.56291068318517,-0.606267934325485,-0.0354647924893207,0.257963305288984,0.428372784171837,0.630038592747456,0.624032281104527,-0.799703974280128,-0.269130777729094,-0.190465804165084,0.0382367692944792,0.125724090460323,-0.496903736263483,0.101436177075326,-0.0329625111479634,-0.239369580009442,-0.660577384960623,0.400163807269762,-0.644264322772082,-0.295354481575439,-0.254301646414633,-0.398629907462974
"S7084",-0.0777898960876068,0.345443402962617,0.548479114787859,0.340698131399723,0.280750470514595,NA,0.625402967360862,1,0.660562800145305,0.377017839900797,0.116614016114437,0.500457720220373,0.571380966477002,-0.39500723656756,NA,-0.153836628351389,0.358124442417358,0.28833789107432,-0.127971102797041,0.119993431863963,-0.196984088716446,-0.145915010892122,0.0599323767092744,0.286504867169006,0.398381677373721,0.110620564080606,-0.470276832641496,0.0841624289575284,0.34739197447535,-0.3485025677838,-0.168146437918635,-0.19294795964756,0.448489198050941,0.223412765813283,0.289509112209193,-0.206227571255739,0.395260140327188,-0.521977568497739,0.372809235068203,-0.0378719661737618,-0.583434160703966
"S7085",0.215505655917083,-0.0554324336155294,0.757148792340412,-0.144214197808321,0.186357726965747,NA,0.53488932092543,0.660562800145305,1,0.590394150948773,-0.282164395291316,0.332048870579556,0.670905628191824,-0.325054538446281,NA,-0.259997274297828,0.331870477527966,-0.059896428569113,0.0113883253789173,0.570346859340893,-0.422796774845866,-0.40185356723959,-0.0769533976574689,0.62959705131138,0.569713543435062,0.282086675456106,-0.745634034074194,-0.061451303542344,0.171879949035944,0.269990969753283,0.30199879214549,-0.545675345049118,0.0867306210436466,0.299871476247634,0.00483870579484807,-0.219650774421585,0.74643255124746,-0.404751744168061,0.178333616218305,0.234465777348891,-0.508975268646708
"S7087",0.555690517381053,0.18256274463625,0.494053179189889,0.314495426985938,0.717782308523564,NA,0.734632817384753,0.377017839900797,0.590394150948773,1,0.318246766937464,0.722871697027158,0.419134430931215,-0.362314797514416,NA,0.261592738028234,0.450778348090014,0.397179179586861,0.183856925379472,0.727211244762266,-0.893919436844201,-0.577018434245635,-0.132285587038345,0.588522660501509,0.701514803317824,0.777981928912442,-0.957885999705959,-0.0159992622806834,-0.17409827297161,0.238605346293765,0.461396383116419,-0.642143072385787,-0.025081233613084,0.198644245888724,-0.464895017708285,-0.809243645382292,0.762194057443787,-0.214824695377486,-0.262387215775959,-0.0231075366772441,0.0542641912922444
