"","S7300","S7303","S7304","S7305","S7323","S7328","S7329","S7332","S7346","S7347","S7350","S7352"
"S7300",1,1,0.999918693104443,0.999918693104443,0.999931903647666,0.999883408081185,0.999883408081185,0.999817945667046,0.999740781755025,0.999791877717143,0.999791877717143,0.999791877717143
"S7303",1,1,0.999918693104443,0.999918693104443,0.999931903647666,0.999883408081185,0.999883408081185,0.999817945667046,0.999740781755025,0.999791877717143,0.999791877717143,0.999791877717143
"S7304",0.999918693104443,0.999918693104443,1,1,0.999869955751747,0.999864896058706,0.999864896058706,0.999858225289247,0.999822007356301,0.999806665171315,0.999806665171315,0.999806665171315
"S7305",0.999918693104443,0.999918693104443,1,1,0.999869955751747,0.999864896058706,0.999864896058706,0.999858225289247,0.999822007356301,0.999806665171315,0.999806665171315,0.999806665171315
"S7323",0.999931903647666,0.999931903647666,0.999869955751747,0.999869955751747,1,0.999935519348314,0.999935519348314,0.999841346847899,0.999751992551741,0.999819410910767,0.999819410910767,0.999819410910767
"S7328",0.999883408081185,0.999883408081185,0.999864896058706,0.999864896058706,0.999935519348314,1,1,0.999945624140682,0.9998183349335,0.999886849813332,0.999886849813332,0.999886849813332
"S7329",0.999883408081185,0.999883408081185,0.999864896058706,0.999864896058706,0.999935519348314,1,1,0.999945624140682,0.9998183349335,0.999886849813332,0.999886849813332,0.999886849813332
"S7332",0.999817945667046,0.999817945667046,0.999858225289247,0.999858225289247,0.999841346847899,0.999945624140682,0.999945624140682,1,0.999930028226846,0.999958788047178,0.999958788047178,0.999958788047178
"S7346",0.999740781755025,0.999740781755025,0.999822007356301,0.999822007356301,0.999751992551741,0.9998183349335,0.9998183349335,0.999930028226846,1,0.999963801940154,0.999963801940154,0.999963801940154
"S7347",0.999791877717143,0.999791877717143,0.999806665171315,0.999806665171315,0.999819410910767,0.999886849813332,0.999886849813332,0.999958788047178,0.999963801940154,1,1,1
"S7350",0.999791877717143,0.999791877717143,0.999806665171315,0.999806665171315,0.999819410910767,0.999886849813332,0.999886849813332,0.999958788047178,0.999963801940154,1,1,1
"S7352",0.999791877717143,0.999791877717143,0.999806665171315,0.999806665171315,0.999819410910767,0.999886849813332,0.999886849813332,0.999958788047178,0.999963801940154,1,1,1
