"","S1133","S1157","S1159","S2247","S2252","S2257","S2290","S3715","S3723","S4684","S4690","S4692","S4693","S4707","S4723","S5017","S5513","S810","S811","S813","S819","S892","S894","S903"
"S1133",1,-0.725595051414071,-0.691948519267863,0.377949557293209,-0.405770152624987,-0.135050296924414,0.116480254585328,-0.447892006492726,-0.218150673130205,-0.137102871410303,-0.037404938719035,0.231263437140744,-0.336353607886111,0.160552992203465,0.269048410396264,-0.104892612923361,0.0854609895014084,-0.332078316523551,0.243134780142006,-0.477615285323777,0.0523211390257654,-0.507274122867002,-0.605379761159918,-0.0364367862106714
"S1157",-0.725595051414071,1,0.484773862355865,-0.449771767830438,0.389822864799066,0.347589450620589,-0.5254126501876,0.244575409400662,0.336255845734461,0.398259161686887,0.337912704621342,-0.300622561311342,0.442711397844788,0.02102356122107,-0.108940964534237,-0.153350803195565,0.0137339597026084,0.564180293191705,-0.38574522552713,0.571806021569725,0.375423928096441,0.176938281713317,0.755221408809113,0.234195374786852
"S1159",-0.691948519267863,0.484773862355865,1,-0.337465048984179,0.233758094581908,0.0725387609837487,0.366741044823116,0.268199749730079,0.364246869844664,-0.0599939013263677,-0.0287636277855314,-0.324143956630989,-0.0410830018748993,-0.625311903035715,-0.48267160714798,0.175450045830022,-0.124469889725621,-0.0488889534219476,-0.195958599708012,0.218633112346575,-0.257717436202873,0.359395473084333,0.773907311312989,-0.285824639502275
"S2247",0.377949557293209,-0.449771767830438,-0.337465048984179,1,-0.380697277501792,-0.11892235000265,0.119415275253128,-0.0813072816121498,0.315207213826733,-0.495527412311086,-0.413346387088833,0.0869562594653143,-0.700040594571593,0.0894821096095708,0.59636487027262,-0.0814679029344309,-0.266719357561376,-0.124345216482806,-0.182089755754793,-0.42089046434449,-0.208419614272145,-0.589205117731651,-0.195167591083336,0.22718146265423
"S2252",-0.405770152624987,0.389822864799066,0.233758094581908,-0.380697277501792,1,-0.523795471191484,-0.286397275217174,-0.180982315840505,-0.468858448325234,-0.368132786990186,0.122089010883742,0.0639306288448133,0.149725502703844,0.507960949646417,-0.0862406781099965,0.592540589724439,-0.245099649738729,0.581376814237109,-0.462035662295153,0.717786602185535,-0.0390786043878869,0.643485953964325,0.284204389547413,0.00374074674658814
"S2257",-0.135050296924414,0.347589450620589,0.0725387609837487,-0.11892235000265,-0.523795471191484,1,-0.262980175115342,0.23936474723023,0.480947381505654,0.477726148706522,0.282614746925287,0.234963408173048,0.468345295182866,-0.337199243656697,-0.232919338539472,-0.823940279890731,0.358535079061019,-0.0267026108705543,-0.0908846144182032,-0.177247219243499,0.503795420004257,-0.528783334701801,0.0760898588058094,-0.0262614783592461
"S2290",0.116480254585328,-0.5254126501876,0.366741044823116,0.119415275253128,-0.286397275217174,-0.262980175115342,1,0.145301288916339,-0.114527048715905,-0.276877676123464,-0.263235461640322,0.0258481463002396,-0.49449808831949,-0.537439357818727,-0.249157158249926,0.159387396396641,-0.415473303890673,-0.57266916396621,0.543040423197354,-0.562932664158865,-0.66153268240062,0.133885707109288,-0.0382645159806382,-0.591856293653927
"S3715",-0.447892006492726,0.244575409400662,0.268199749730079,-0.0813072816121498,-0.180982315840505,0.23936474723023,0.145301288916339,1,0.105976904439773,0.247724923051694,-0.598228993337667,-0.0356389254947632,0.411273880634742,-0.307084066500137,-0.207865550808104,-0.514187144309091,-0.229834650214034,0.260385127154852,0.194033850823277,-0.210692653497166,-0.543291267962278,0.139289454974416,0.297114538213285,0.0850724666611329
"S3723",-0.218150673130205,0.336255845734461,0.364246869844664,0.315207213826733,-0.468858448325234,0.480947381505654,-0.114527048715905,0.105976904439773,1,0.192738340295268,-0.0457472783337228,-0.522768459042447,-0.193427636423521,-0.518740065495434,0.20141605302844,-0.268117483051839,0.364402100009046,-0.271781735997487,-0.313523129090299,0.0305647113593152,0.244748651314095,-0.409672268285696,0.529743770755781,0.216964960399739
"S4684",-0.137102871410303,0.398259161686887,-0.0599939013263677,-0.495527412311086,-0.368132786990186,0.477726148706522,-0.276877676123464,0.247724923051694,0.192738340295268,1,0.333499359227013,-0.405481112956617,0.512021782050454,-0.244653434169265,-0.227099883133211,-0.397262287361439,0.354416569743313,0.0292011615181912,0.471080173892367,-0.085905004132605,0.382792985963369,-0.0892349749085951,0.0518812166589087,0.321693954269761
"S4690",-0.037404938719035,0.337912704621342,-0.0287636277855314,-0.413346387088833,0.122089010883742,0.282614746925287,-0.263235461640322,-0.598228993337667,-0.0457472783337228,0.333499359227013,1,0.0636678531300646,0.128179770570434,0.237354012578576,0.0144043793896504,0.0678054121879791,0.161547944859231,-0.0683847329429417,0.0653149453679911,0.295745588788569,0.816039309003315,-0.0135395924854356,-0.00556382240122751,-0.248104398024694
"S4692",0.231263437140744,-0.300622561311342,-0.324143956630989,0.0869562594653143,0.0639306288448133,0.234963408173048,0.0258481463002396,-0.0356389254947632,-0.522768459042447,-0.405481112956617,0.0636678531300646,1,0.206005757066607,0.348941291832435,-0.133930355037928,-0.348755966107684,-0.252858472958517,0.180746482094302,-0.106613931025242,-0.225942758088561,0.0213891625091264,-0.199682447655239,-0.505247496806355,-0.393644072619104
"S4693",-0.336353607886111,0.442711397844788,-0.0410830018748993,-0.700040594571593,0.149725502703844,0.468345295182866,-0.49449808831949,0.411273880634742,-0.193427636423521,0.512021782050454,0.128179770570434,0.206005757066607,1,0.122501065267228,-0.356399744719387,-0.424265222618858,0.404531281818434,0.341882317402605,-0.0214375960680228,0.350341817170078,0.282410756818901,0.282652095125023,-0.00196684898970726,0.0283798701242103
"S4707",0.160552992203465,0.02102356122107,-0.625311903035715,0.0894821096095708,0.507960949646417,-0.337199243656697,-0.537439357818727,-0.307084066500137,-0.518740065495434,-0.244653434169265,0.237354012578576,0.348941291832435,0.122501065267228,1,0.57818175696314,0.185458003769664,-0.175043214226649,0.450819325182669,-0.19949752589454,0.428648950517959,0.298775550706458,0.16698774689615,-0.292079765677844,0.0985163903547642
"S4723",0.269048410396264,-0.108940964534237,-0.48267160714798,0.59636487027262,-0.0862406781099965,-0.232919338539472,-0.249157158249926,-0.207865550808104,0.20141605302844,-0.227099883133211,0.0144043793896504,-0.133930355037928,-0.356399744719387,0.57818175696314,1,0.0656429894432709,-0.0635595269679343,-0.0893567877634468,-0.0998818114273239,0.190818798142197,0.20890909418556,-0.135781102875313,-0.0184909502219905,0.0845278052527707
"S5017",-0.104892612923361,-0.153350803195565,0.175450045830022,-0.0814679029344309,0.592540589724439,-0.823940279890731,0.159387396396641,-0.514187144309091,-0.268117483051839,-0.397262287361439,0.0678054121879791,-0.348755966107684,-0.424265222618858,0.185458003769664,0.0656429894432709,1,-0.0441895634937169,-0.132024792247106,-0.0889032120635338,0.430909380995273,-0.160396443807894,0.596395896200506,0.0200096108937086,-0.0320341346394021
"S5513",0.0854609895014084,0.0137339597026084,-0.124469889725621,-0.266719357561376,-0.245099649738729,0.358535079061019,-0.415473303890673,-0.229834650214034,0.364402100009046,0.354416569743313,0.161547944859231,-0.252858472958517,0.404531281818434,-0.175043214226649,-0.0635595269679343,-0.0441895634937169,1,-0.390511195389252,-0.173953941952146,0.329648388104468,0.528630125439848,-0.024313091101425,-0.146146442752941,0.133757928424416
"S810",-0.332078316523551,0.564180293191705,-0.0488889534219476,-0.124345216482806,0.581376814237109,-0.0267026108705543,-0.57266916396621,0.260385127154852,-0.271781735997487,0.0292011615181912,-0.0683847329429417,0.180746482094302,0.341882317402605,0.450819325182669,-0.0893567877634468,-0.132024792247106,-0.390511195389252,1,-0.41094420577911,0.258875583008197,-0.00257050203109044,0.0201513373193283,0.226188248858188,0.51808253985242
