"","S1558","S2467","S2515","S2523","S2528","S2541","S2543","S2545","S2552","S3159","S3175","S3257","S3260","S3270","S3283","S3867","S4857","S4863","S4864"
"S1558",1,0.966473222728517,0.937715599958528,-0.371734112581816,0.966374114623935,-0.620531430217864,-0.199477094225433,-0.349165626850009,-0.49999481831917,0.971387592858754,0.84808677617143,0.671194860232614,-0.321827248889656,0.972642253407229,0.88086497172148,-0.414717131257453,-0.36839030976099,-0.352699855383262,0.177141539449149
"S2467",0.966473222728517,1,0.942234608421608,-0.334628109112159,0.956839161832556,-0.587396622791785,-0.312149287122474,-0.317997650267063,-0.418061728932936,0.976901701739269,0.861473691133282,0.669504774782082,-0.372374152545017,0.98272550119848,0.843930142987809,-0.482183420313148,-0.477398507740503,-0.474435707392293,0.117956121696254
"S2515",0.937715599958528,0.942234608421608,1,-0.312540682846785,0.922842575146025,-0.590680369959065,-0.134150363793935,-0.375781340074244,-0.345937189724835,0.972784036112308,0.904389493682997,0.696846496101114,-0.261625981751956,0.970330996354077,0.799655791313139,-0.246859258367989,-0.369213257499453,-0.37068151608568,0.336620681965599
"S2523",-0.371734112581816,-0.334628109112159,-0.312540682846785,1,-0.359577027999066,0.528486272634696,0.463576163174341,0.802233358175578,0.895647585652761,-0.306916765969365,-0.287609791201457,-0.186941750246579,0.0803990745033318,-0.305863112669031,-0.361097706288556,0.313653552450403,0.228604214759155,0.178474877372928,0.38912595254833
"S2528",0.966374114623935,0.956839161832556,0.922842575146025,-0.359577027999066,1,-0.502691641684134,-0.187799774896951,-0.307096004476315,-0.503155559010619,0.933533445190277,0.809802650054979,0.556189038901848,-0.264643777181405,0.938351452485028,0.926717493841079,-0.44024143395164,-0.330551217179514,-0.326323210150507,0.120263715773246
"S2541",-0.620531430217864,-0.587396622791785,-0.590680369959065,0.528486272634696,-0.502691641684134,1,0.605263029540713,0.691214302583886,0.501535574893852,-0.660155109865742,-0.467219270045502,-0.371402023052764,0.441479460254005,-0.650913907198418,-0.343849450879629,0.124823221520937,0.736671886381995,0.34047769170389,0.235858151159738
"S2543",-0.199477094225433,-0.312149287122474,-0.134150363793935,0.463576163174341,-0.187799774896951,0.605263029540713,1,0.605856220929407,0.426921046058887,-0.254197897965733,-0.142136261313215,-0.0671039856315483,0.665989906921829,-0.252116237157385,0.0173828584861673,0.502017387484761,0.761911067366967,0.642596401762314,0.698754941619074
"S2545",-0.349165626850009,-0.317997650267063,-0.375781340074244,0.802233358175578,-0.307096004476315,0.691214302583886,0.605856220929407,1,0.698067475359626,-0.372850340007835,-0.392613627403472,-0.269242265447948,0.474597907245141,-0.348638744574703,-0.104745645512874,0.223181353321321,0.391777795486036,0.45408038642741,0.237026430513184
"S2552",-0.49999481831917,-0.418061728932936,-0.345937189724835,0.895647585652761,-0.503155559010619,0.501535574893852,0.426921046058887,0.698067475359626,1,-0.368608460639024,-0.256270575125209,-0.117808306447325,0.10870403983132,-0.368344188402585,-0.509988912312429,0.371117634217876,0.147183651531289,0.113376458946196,0.41914156416453
"S3159",0.971387592858754,0.976901701739269,0.972784036112308,-0.306916765969365,0.933533445190277,-0.660155109865742,-0.254197897965733,-0.372850340007835,-0.368608460639024,1,0.895504005424242,0.707339677162855,-0.401954114116703,0.998725010942196,0.792271876361758,-0.374771013603291,-0.484044301946246,-0.453071201593883,0.217939911907815
