"","S26","S3870","S3901","S3957","S3966","S3972","S42","S5","S6","S62","S63","S7","S8"
"S26",1,0.880806940350073,0.920696023976153,0.978777561631297,0.992262813508612,0.989701274946376,0.997587499719144,0.993749739298791,0.995974922362724,0.999032956149733,0.993625001182866,0.995974922362724,0.992563082025579
"S3870",0.880806940350073,1,0.994432476379902,0.956203700889371,0.92307835868095,0.937679929496298,0.867801495221201,0.849463585440633,0.855495545728522,0.872138718608611,0.85875917228944,0.855495545728522,0.874109682996361
"S3901",0.920696023976153,0.994432476379902,1,0.978855064357991,0.953215469232316,0.96487054379422,0.909389269064744,0.894086206510188,0.899331234190628,0.913386734561159,0.899870523010575,0.899331234190628,0.915971020746007
"S3957",0.978777561631297,0.956203700889371,0.978855064357991,1,0.988947132477536,0.996994599014391,0.971676401246081,0.961653385821247,0.965120818199883,0.974775381173488,0.962045085146583,0.965120818199883,0.973348446362807
"S3966",0.992262813508612,0.92307835868095,0.953215469232316,0.988947132477536,1,0.996291933890406,0.986546449871097,0.97903646608686,0.982601003489034,0.988619146122753,0.987208763917229,0.982601003489034,0.982628741337405
"S3972",0.989701274946376,0.937679929496298,0.96487054379422,0.996994599014391,0.996291933890406,1,0.983868865546676,0.975305410563678,0.978849237773547,0.986415100760772,0.978351684921025,0.978849237773547,0.982929787187228
"S42",0.997587499719144,0.867801495221201,0.909389269064744,0.971676401246081,0.986546449871097,0.983868865546676,1,0.998589933797542,0.99928096292208,0.998812620609216,0.993425983664266,0.99928096292208,0.995688512275804
"S5",0.993749739298791,0.849463585440633,0.894086206510188,0.961653385821247,0.97903646608686,0.975305410563678,0.998589933797542,1,0.999414932240572,0.996544392395595,0.98932794317881,0.999414932240572,0.995990640074134
"S6",0.995974922362724,0.855495545728522,0.899331234190628,0.965120818199883,0.982601003489034,0.978849237773547,0.99928096292208,0.999414932240572,1,0.998291677298312,0.991764258261453,1,0.995085760223239
"S62",0.999032956149733,0.872138718608611,0.913386734561159,0.974775381173488,0.988619146122753,0.986415100760772,0.998812620609216,0.996544392395595,0.998291677298312,1,0.992725128016378,0.998291677298312,0.994098962987644
"S63",0.993625001182866,0.85875917228944,0.899870523010575,0.962045085146583,0.987208763917229,0.978351684921025,0.993425983664266,0.98932794317881,0.991764258261453,0.992725128016378,1,0.991764258261453,0.983058705100558
"S7",0.995974922362724,0.855495545728522,0.899331234190628,0.965120818199883,0.982601003489034,0.978849237773547,0.99928096292208,0.999414932240572,1,0.998291677298312,0.991764258261453,1,0.995085760223239
"S8",0.992563082025579,0.874109682996361,0.915971020746007,0.973348446362807,0.982628741337405,0.982929787187228,0.995688512275804,0.995990640074134,0.995085760223239,0.994098962987644,0.983058705100558,0.995085760223239,1
