"","S7300","S7303","S7304","S7305","S7323","S7328","S7329","S7332","S7346","S7347","S7350","S7352"
"S7300",1,-0.161984595776014,0.174531977143348,-0.225627219931797,-0.192623492539723,-0.275243004152467,-0.366223345255673,-0.747885335666274,-0.498265674388596,0.224224009883322,0.197990743800103,-0.187367262470988
"S7303",-0.161984595776014,1,0.472122996644564,0.406270931815186,0.50471745151805,0.368045471052146,0.674098494873289,0.178740771997663,0.380076513316526,0.120221276244181,0.149762263448147,0.320717980109236
"S7304",0.174531977143348,0.472122996644564,1,0.477766545711593,0.0414296912745358,-0.201124970238931,0.250621606988716,0.334652517796987,-0.162144912072783,-0.0876841265589215,0.539443290059688,0.0790706193215304
"S7305",-0.225627219931797,0.406270931815186,0.477766545711593,1,-0.160065316794655,0.117751519258478,0.131443526981222,0.431768816691727,-0.142144365915311,-0.0701461801586158,0.498384914107919,0.169299153349326
"S7323",-0.192623492539723,0.50471745151805,0.0414296912745358,-0.160065316794655,1,0.555163011191677,0.563541651259585,-0.218640314322322,0.479703395662359,0.10437741475476,-0.0114304513933554,0.26965712551876
"S7328",-0.275243004152467,0.368045471052146,-0.201124970238931,0.117751519258478,0.555163011191677,1,0.709400855925233,-0.0904248305105552,0.086464324869623,-0.407289651482821,0.0728703591197787,0.25995534564345
"S7329",-0.366223345255673,0.674098494873289,0.250621606988716,0.131443526981222,0.563541651259585,0.709400855925233,1,0.278914999867154,0.332207616503926,-0.409111444214646,0.291870970920597,0.407373261903504
"S7332",-0.747885335666274,0.178740771997663,0.334652517796987,0.431768816691727,-0.218640314322322,-0.0904248305105552,0.278914999867154,1,0.285593025185111,-0.234213167554013,0.109168614850511,0.262471800935679
"S7346",-0.498265674388596,0.380076513316526,-0.162144912072783,-0.142144365915311,0.479703395662359,0.086464324869623,0.332207616503926,0.285593025185111,1,0.550248080114943,-0.276899233954888,0.66729543372353
"S7347",0.224224009883322,0.120221276244181,-0.0876841265589215,-0.0701461801586158,0.10437741475476,-0.407289651482821,-0.409111444214646,-0.234213167554013,0.550248080114943,1,-0.239467774458705,0.409099268709503
"S7350",0.197990743800103,0.149762263448147,0.539443290059688,0.498384914107919,-0.0114304513933554,0.0728703591197787,0.291870970920597,0.109168614850511,-0.276899233954888,-0.239467774458705,1,0.32315851194558
"S7352",-0.187367262470988,0.320717980109236,0.0790706193215304,0.169299153349326,0.26965712551876,0.25995534564345,0.407373261903504,0.262471800935679,0.66729543372353,0.409099268709503,0.32315851194558,1
