"","S6914","S6916","S6939","S7049","S7064","S7080","S7081","S7084","S7085","S7087","S7090","S7091","S7092","S7095","S7109","S7111","S7112","S7113","S7116","S7124","S7125","S7129","S7132","S7140","S7144","S7148","S7151","S7153","S7154","S7155","S7158","S7159","S7164","S7168","S7169","S7170","S7171","S7173","S7174","S7178","S7185"
"S6914",1,0.370678657295951,0.00580463104549919,-0.349835387242645,0.0629392614249261,NA,0.473333217216123,-0.00447691118010415,-0.00190299765671655,0.505598834991473,-0.315842125051822,-0.0136645599945533,-0.462729372267456,-0.173341109053458,NA,-0.222027908601005,-0.203020367695427,-0.0492733217088807,0.0486427701189556,0.202766313804928,-0.213662097323851,-0.274565179055452,-0.280563609174483,0.090378840058096,-0.0917197130935341,0.608490409775759,-0.268127038951412,-0.355254477374591,-0.354651246615746,0.836301950840817,0.898003749766505,-0.362740021225519,-0.122260873421222,-0.140157792175507,-0.521075981296587,-0.48423777971254,-0.209803911433329,0.185096589709433,0.0969403286460842,0.171403030202076,-0.402669604751491
"S6916",0.370678657295951,1,-0.346134450241084,0.451472383459079,-0.0105085883834358,NA,0.258521535143412,0.292140725652921,-0.228928436920581,0.166236894786207,0.48954823972532,-0.347380220985444,-0.153577850180625,-0.0091119029911283,NA,0.213275253322499,-0.225353174235705,-0.144624147693929,0.0930906678866916,-0.174598400849688,-0.012789038860597,-0.0687263382821379,-0.0644331627293126,0.196703062218107,-0.0382470523839528,0.507911830016814,-0.286967805895929,-0.325167389716997,-0.370488394816817,0.693399406451593,0.588941368312542,-0.37304189900796,-0.444483944114821,-0.136758853272206,-0.310294090322185,0.0626946285025317,-0.0397175283162256,-0.0186382961529406,0.226568073001618,0.386196357674085,-0.107318113282556
"S6939",0.00580463104549919,-0.346134450241084,1,0.114826147331764,-0.178414578375095,NA,-0.442172318405841,0.42604626781953,-0.141322081438923,-0.206600347082532,0.139995456013272,0.111271770165915,0.0267359611597129,-0.547006799641875,NA,0.0469217045680722,-0.0378493114281229,-0.034554968145038,0.14546390262721,0.350367426187362,0.0403643490911097,0.0768084999348392,0.0190477661166438,0.394272676221889,0.0334742147783422,-0.0112830530735409,0.247746036614691,0.204139522885439,0.117321144444505,-0.0542590718466642,-0.067539570042306,0.291987272923105,0.346807120560743,-0.528971705262376,-0.239806494386134,0.161631672287162,-0.0938150421314771,0.125668226850742,0.337522458329246,0.154217526652725,0.637232765562894
"S7049",-0.349835387242645,0.451472383459079,0.114826147331764,1,-0.260443911534842,NA,-0.308610731113859,0.321001809342303,-0.0317261370977873,-0.314495785279439,0.995740793660144,-0.243209869910514,0.204554600887431,-0.166666666666667,NA,0.110260570155146,0.1520294258941,-0.161914047640189,0.171532583290474,-0.00931744289614144,0.135497000809897,0.0537105801294738,-0.02980124444778,0.448794323536463,0.0309391077373977,-0.140490033918774,-0.325806323135457,0.111083271986233,-0.0825663922172601,0.102805624732494,-0.136836255805917,0.0862831283762799,-0.211378178983707,-0.111111111111111,-0.0156387419381691,0.468954400195023,-0.111111111111111,-0.250869838392268,0.279796249452195,0.232310953403763,0.465610485659281
"S7064",0.0629392614249261,-0.0105085883834358,-0.178414578375095,-0.260443911534842,1,NA,-0.0914221586427501,-0.0316343228193453,0.625746882925322,-0.415723792097975,-0.234125158788036,-0.369595068411792,0.713110517307877,-0.0233463921986559,NA,0.739543173610091,-0.0621534209574787,0.259121722017415,0.219053631871074,0.100346855680626,0.462233647413864,0.736838628584759,0.813663868020583,-0.0808353882598242,0.00639074240288796,-0.327910112598377,0.505771300588787,-0.656487949363939,-0.289412373021656,-0.0675010777901171,-0.0106299636605328,0.454161459770935,-0.158047405426098,0.0973826439586804,-0.016376083802269,0.124160455547247,0.829601330290183,0.33117999193922,-0.741208756973557,-0.431769996138614,-0.483550582183265
"S7080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S7081",0.473333217216123,0.258521535143412,-0.442172318405841,-0.308610731113859,-0.0914221586427501,NA,1,-0.449619328949357,0.125090503823354,0.764414420377363,-0.281596110850455,0.560077759631635,-0.255583627082665,0.326454238353596,NA,-0.208264902669511,0.332079862867692,0.484375899422926,-0.286051420291028,0.278953055454953,-0.216688269321689,-0.364710728300899,-0.382209460155842,-0.0462015538484912,0.423222714168288,0.645152798262858,-0.00272408205989498,-0.339118344500914,-0.298164110051401,0.198791409448892,0.239397322226361,-0.57634834020152,0.0807236895583056,-0.0615635143159909,-0.314832194895846,-0.773703849846864,-0.411250922975662,-0.564861576525394,-0.208450976089514,-0.371342101149746,-0.516991649620114
"S7084",-0.00447691118010415,0.292140725652921,0.42604626781953,0.321001809342303,-0.0316343228193453,NA,-0.449619328949357,1,-0.0657627106075505,-0.36739195676045,0.354336773820184,-0.412312897519792,-0.178319269338301,-0.459862614723298,NA,0.127238090300798,-0.7317958095487,-0.438586912915874,0.64143541356143,0.222804361361101,0.401534154337273,-0.102947209423982,0.0177521108961985,0.48448843567696,-0.489220083983646,-0.175583804416206,-0.100936473371713,0.195103455752896,0.15369351782983,0.254142923437433,0.242031375353722,0.514798452431579,0.327287632047389,-0.356381157256597,-0.106955372558738,0.415747266837788,0.0648980187800922,0.368085049546346,0.133133903777928,0.525170268966587,0.339836920011204
"S7085",-0.00190299765671655,-0.228928436920581,-0.141322081438923,-0.0317261370977873,0.625746882925322,NA,0.125090503823354,-0.0657627106075505,1,-0.29369556946961,-0.0290943390958779,-0.052403129523829,0.501854594649486,-0.0407346923158139,NA,0.200710464428673,0.129711326712501,0.312576243810743,0.343640640567137,0.544234516822058,0.55475607978408,0.298901627366684,0.349982966115495,0.175229014432921,0.0455874814280472,-0.522702980089642,0.0981269221905361,-0.328716287471382,-0.0968102393878554,-0.154459612934074,-0.172191986199689,0.611809240999524,0.291334428507902,0.105715729362372,0.05269738912311,-0.0565705048257483,0.355612360544968,-0.137530932374066,-0.850765391824364,-0.572465935409294,-0.512780172427829
"S7087",0.505598834991473,0.166236894786207,-0.206600347082532,-0.314495785279439,-0.415723792097975,NA,0.764414420377363,-0.36739195676045,-0.29369556946961,1,-0.304881164234741,0.722871429916461,-0.560260075455629,0.362314580804357,NA,-0.498834528340544,0.309173366974137,0.22314945224108,-0.10593092734246,0.283942400662465,-0.553869477939295,-0.692934215520308,-0.724428416218492,0.196619054511677,0.139987841199354,0.684941697483774,-0.22974857910407,-0.254769786149575,-0.465798229256753,0.238593744728305,0.341931064970129,-0.787056908840017,-0.0250828021654848,0.198643681437621,-0.464896393314211,-0.91009792053798,-0.762193332658557,-0.214824569131916,0.127358726608228,-0.237685932739641,-0.155661833223435
"S7090",-0.315842125051822,0.48954823972532,0.139995456013272,0.995740793660144,-0.234125158788036,NA,-0.281596110850455,0.354336773820184,-0.0290943390958779,-0.304881164234741,1,-0.23460499136867,0.214297238004798,-0.166775406654395,NA,0.160970973097982,0.131989760017468,-0.114770570706053,0.187743282612893,0.0231926843272488,0.174826044634075,0.075972400831105,-0.00356738788941269,0.472431406125448,0.0710635666225673,-0.0933740611183598,-0.288164492512859,0.0767780005405573,-0.0994956249473436,0.130775885961273,-0.104687852454759,0.087390836317821,-0.185909978671041,-0.158257533528997,-0.0382108575996362,0.458200401534504,-0.0979222132573362,-0.249526852812698,0.267805681776526,0.231700588779553,0.449497410809082
"S7091",-0.0136645599945533,-0.347380220985444,0.111271770165915,-0.243209869910514,-0.369595068411792,NA,0.560077759631635,-0.412312897519792,-0.052403129523829,0.722871429916461,-0.23460499136867,1,-0.172465005234529,0.434293940683824,NA,-0.329959348063675,0.57022768633695,0.586345353693795,-0.085962756247564,0.531014126427526,-0.251137625013494,-0.449130558696134,-0.495576430321882,0.268676808844323,0.453121529139535,0.316648951286575,0.11983796724761,-0.0800669616947264,-0.229120588430836,-0.373462227193264,-0.274383054269286,-0.408088026867713,0.384269624217408,0.127566946050446,-0.187749240565603,-0.778479762672354,-0.66571801643438,-0.412956099152442,-0.106025619165841,-0.587963755158832,0.0364126814386371
