"","S10089","S10329","S10459","S8637","S8762","S8891","S9167","S9315","S9449","S9583","S9721","S9965"
"S10089",1,0.998960472754324,0.997973236544761,0.997288742629385,0.997172295674885,0.9948719508451,0.991362151815565,0.991233799973976,0.988788704992399,0.998309060358607,0.999794205313169,0.999901298281927
"S10329",0.998960472754324,1,0.999703184387303,0.99377348396568,0.999300923918367,0.998260347812356,0.99600627360657,0.995841105380272,0.994188377240742,0.995125714855515,0.998182072997574,0.998822090509119
"S10459",0.997973236544761,0.999703184387303,1,0.99167135553833,0.999836685147161,0.999207776150425,0.997444057946749,0.997170887020779,0.995548420043119,0.993444481312047,0.996984350890139,0.997669964780281
"S8637",0.997288742629385,0.99377348396568,0.99167135553833,1,0.990334389729584,0.986804177121442,0.98185053954259,0.982309846190009,0.978450355697093,0.999674810945284,0.997893115301773,0.99748051967538
"S8762",0.997172295674885,0.999300923918367,0.999836685147161,0.990334389729584,1,0.999470006867371,0.998138440528748,0.99794354212325,0.996419901308626,0.992330816219031,0.996055040015955,0.9969126973351
"S8891",0.9948719508451,0.998260347812356,0.999207776150425,0.986804177121442,0.999470006867371,1,0.999298655038823,0.99900334421932,0.997955251341741,0.988915175407334,0.993460799910009,0.994609632371308
"S9167",0.991362151815565,0.99600627360657,0.997444057946749,0.98185053954259,0.998138440528748,0.999298655038823,1,0.999865583204141,0.999373504635375,0.984339472938212,0.98981910197293,0.991086146390593
"S9315",0.991233799973976,0.995841105380272,0.997170887020779,0.982309846190009,0.99794354212325,0.99900334421932,0.999865583204141,1,0.999505337083595,0.984573386600387,0.989759120633569,0.991009552113868
"S9449",0.988788704992399,0.994188377240742,0.995548420043119,0.978450355697093,0.996419901308626,0.997955251341741,0.999373504635375,0.999505337083595,1,0.980839988103956,0.987056214429785,0.988562323739811
"S9583",0.998309060358607,0.995125714855515,0.993444481312047,0.999674810945284,0.992330816219031,0.988915175407334,0.984339472938212,0.984573386600387,0.980839988103956,1,0.998866635655454,0.99842887913444
"S9721",0.999794205313169,0.998182072997574,0.996984350890139,0.997893115301773,0.996055040015955,0.993460799910009,0.98981910197293,0.989759120633569,0.987056214429785,0.998866635655454,1,0.999766064602938
"S9965",0.999901298281927,0.998822090509119,0.997669964780281,0.99748051967538,0.9969126973351,0.994609632371308,0.991086146390593,0.991009552113868,0.988562323739811,0.99842887913444,0.999766064602938,1
