"","S1558","S2467","S2515","S2523","S2528","S2541","S2543","S2545","S2552","S3159","S3175","S3257","S3260","S3270","S3283","S3867","S4857","S4863","S4864"
"S1558",1,0.960267894713971,0.733777759085628,0.197068741465255,0.935745680614859,-0.0662288454392681,0.0324445225937712,-0.035826851338908,0.196275911439858,0.949455099102318,0.417639825296789,0.396289025545626,-0.150118590433495,0.953176028997994,0.894010660997727,0.195406031600165,0.00875292794245663,0.0102949505214227,-0.0353986188613634
"S2467",0.960267894713971,1,0.803508258446472,0.182216938361262,0.975581453623958,-0.201617795760819,0.0199408011339068,-0.115065530609969,0.199946251323642,0.977560139280557,0.484930804777923,0.354848420818817,-0.260582375276419,0.978989101059044,0.898496374629225,-0.00351213230463684,0.0026932861367037,-0.116618064185427,-0.084552561436976
"S2515",0.733777759085628,0.803508258446472,1,0.307299936838932,0.74214391043049,-0.236682276899477,0.322182731762202,-0.00755131435871714,0.333456951249364,0.865563049277125,0.789153042771331,0.648339873845998,-0.111472861162442,0.855134511003306,0.734317201588275,-0.0244519524076236,0.284049656544792,0.0139507195987111,0.319838474062063
"S2523",0.197068741465255,0.182216938361262,0.307299936838932,1,0.259211588631161,0.566227681478091,0.842549194009356,0.745043416183991,0.988513990074896,0.114587886047651,0.628241954446008,0.518937331190726,0.385974041537569,0.104355192556294,0.33652715116871,0.494716310011195,0.813925966545894,0.425148166165504,0.540253239586979
"S2528",0.935745680614859,0.975581453623958,0.74214391043049,0.259211588631161,1,-0.0688724659473091,0.104872677789492,-0.0141937313841017,0.285143875588856,0.932530095306324,0.478160848850759,0.333729499830474,-0.216987811698482,0.93627767898312,0.952902653639922,0.0369960356092378,0.0338213839723793,-0.0859122377290034,-0.0951592977901081
"S2541",-0.0662288454392681,-0.201617795760819,-0.236682276899477,0.566227681478091,-0.0688724659473091,1,0.698307202528703,0.799544252653837,0.556439392772418,-0.252463423905487,0.0549104196718043,0.245284466715452,0.357796877535896,-0.255805504533488,0.0866806380402572,0.570824926389158,0.501696439244242,0.418510347416098,0.41953286974106
"S2543",0.0324445225937712,0.0199408011339068,0.322182731762202,0.842549194009356,0.104872677789492,0.698307202528703,1,0.759575617569148,0.854639731338904,0.0155611160172767,0.677367708723118,0.672316205907862,0.400223659946222,0.000309698875830801,0.235862072855457,0.409256002198633,0.819239576344055,0.448004324149274,0.770972188810595
"S2545",-0.035826851338908,-0.115065530609969,-0.00755131435871714,0.745043416183991,-0.0141937313841017,0.799544252653837,0.759575617569148,1,0.758183954250998,-0.124511298147988,0.185776429950542,0.280135221749107,0.0928285258450036,-0.134629787417257,0.168628503025584,0.309112470087069,0.496890701622222,0.133222018552619,0.334943626248708
"S2552",0.196275911439858,0.199946251323642,0.333456951249364,0.988513990074896,0.285143875588856,0.556439392772418,0.854639731338904,0.758183954250998,1,0.139181491648663,0.662556573560144,0.545018262475728,0.335731945986426,0.127200205993182,0.366053618107747,0.419684085760874,0.790954591799803,0.398366989685896,0.540541436616614
"S3159",0.949455099102318,0.977560139280557,0.865563049277125,0.114587886047651,0.932530095306324,-0.252463423905487,0.0155611160172767,-0.124511298147988,0.139181491648663,1,0.507828315203086,0.431075682432804,-0.297928742212641,0.999552217444656,0.878808376825477,-0.0373705308507464,-0.0438649267796449,-0.133500591903495,-0.0292613449893125
"S3175",0.417639825296789,0.484930804777923,0.789153042771331,0.628241954446008,0.478160848850759,0.0549104196718043,0.677367708723118,0.185776429950542,0.662556573560144,0.507828315203086,1,0.856603151832253,0.325093336289782,0.492268572764866,0.478324700993744,0.219423302012054,0.666842745613646,0.434334338305324,0.722110249600209
"S3257",0.396289025545626,0.354848420818817,0.648339873845998,0.518937331190726,0.333729499830474,0.245284466715452,0.672316205907862,0.280135221749107,0.545018262475728,0.431075682432804,0.856603151832253,1,0.292966751003636,0.416582928664198,0.35752181742497,0.392560278118612,0.525133703692901,0.512859781611496,0.851511906361274
"S3260",-0.150118590433495,-0.260582375276419,-0.111472861162442,0.385974041537569,-0.216987811698482,0.357796877535896,0.400223659946222,0.0928285258450036,0.335731945986426,-0.297928742212641,0.325093336289782,0.292966751003636,1,-0.297902938768032,-0.128554697703236,0.722304354403269,0.656915896039417,0.891672593443301,0.572354518446465
"S3270",0.953176028997994,0.978989101059044,0.855134511003306,0.104355192556294,0.93627767898312,-0.255805504533488,0.000309698875830801,-0.134629787417257,0.127200205993182,0.999552217444656,0.492268572764866,0.416582928664198,-0.297902938768032,1,0.882356935595177,-0.0333585256221707,-0.0598643774922559,-0.137446576249808,-0.0468747278054543
"S3283",0.894010660997727,0.898496374629225,0.734317201588275,0.33652715116871,0.952902653639922,0.0866806380402572,0.235862072855457,0.168628503025584,0.366053618107747,0.878808376825477,0.478324700993744,0.35752181742497,-0.128554697703236,0.882356935595177,1,0.132307297376846,0.11255411559111,-0.0139743392894592,-0.0394689154574973
"S3867",0.195406031600165,-0.00351213230463684,-0.0244519524076236,0.494716310011195,0.0369960356092378,0.570824926389158,0.409256002198633,0.309112470087069,0.419684085760874,-0.0373705308507464,0.219423302012054,0.392560278118612,0.722304354403269,-0.0333585256221707,0.132307297376846,1,0.573828348509768,0.844026813091807,0.525157986372542
"S4857",0.00875292794245663,0.0026932861367037,0.284049656544792,0.813925966545894,0.0338213839723793,0.501696439244242,0.819239576344055,0.496890701622222,0.790954591799803,-0.0438649267796449,0.666842745613646,0.525133703692901,0.656915896039417,-0.0598643774922559,0.11255411559111,0.573828348509768,1,0.683848136622848,0.754235104429812
"S4863",0.0102949505214227,-0.116618064185427,0.0139507195987111,0.425148166165504,-0.0859122377290034,0.418510347416098,0.448004324149274,0.133222018552619,0.398366989685896,-0.133500591903495,0.434334338305324,0.512859781611496,0.891672593443301,-0.137446576249808,-0.0139743392894592,0.844026813091807,0.683848136622848,1,0.718160643140005
"S4864",-0.0353986188613634,-0.084552561436976,0.319838474062063,0.540253239586979,-0.0951592977901081,0.41953286974106,0.770972188810595,0.334943626248708,0.540541436616614,-0.0292613449893125,0.722110249600209,0.851511906361274,0.572354518446465,-0.0468747278054543,-0.0394689154574973,0.525157986372542,0.754235104429812,0.718160643140005,1
