"","S10089","S10329","S10459","S8637","S8762","S8891","S9167","S9315","S9449","S9583","S9721","S9965"
"S10089",1,0.999545981948898,0.999166103133769,0.998535493225626,0.99879629517347,0.997854621214074,0.996919197318295,0.996452595491374,0.995606962288291,0.999236916213145,0.999833972352012,0.999955848505236
"S10329",0.999545981948898,1,0.999870985298601,0.996657405631254,0.999724157967723,0.999251940860396,0.998652446273242,0.998218994699208,0.99734103622027,0.99784012891194,0.999088636175839,0.999416177146873
"S10459",0.999166103133769,0.999870985298601,1,0.995786395857838,0.999887681701584,0.999613272327993,0.999165027928864,0.998777296844448,0.997859904765636,0.99715523130414,0.998689628151866,0.99898883394731
"S8637",0.998535493225626,0.996657405631254,0.995786395857838,1,0.994909444312094,0.99324729288066,0.991979958947596,0.991479856123348,0.990979760572695,0.999746626708377,0.999019715978734,0.998771911598912
"S8762",0.99879629517347,0.999724157967723,0.999887681701584,0.994909444312094,1,0.999806107938962,0.999379831286427,0.999016190279894,0.99790708354436,0.996355371559198,0.998140911896926,0.998610145158622
"S8891",0.997854621214074,0.999251940860396,0.999613272327993,0.99324729288066,0.999806107938962,1,0.999613496912451,0.999142790754795,0.99783526116216,0.994905139817357,0.997066708782073,0.997635715564651
"S9167",0.996919197318295,0.998652446273242,0.999165027928864,0.991979958947596,0.999379831286427,0.999613496912451,1,0.999849827879969,0.999144634837328,0.993985378991857,0.996288546446532,0.996769010143288
"S9315",0.996452595491374,0.998218994699208,0.998777296844448,0.991479856123348,0.999016190279894,0.999142790754795,0.999849827879969,1,0.999588704568712,0.993597466429396,0.99586612671283,0.996333384407244
"S9449",0.995606962288291,0.99734103622027,0.997859904765636,0.990979760572695,0.99790708354436,0.99783526116216,0.999144634837328,0.999588704568712,1,0.993230607542523,0.995303169680421,0.995537976767139
"S9583",0.999236916213145,0.99784012891194,0.99715523130414,0.999746626708377,0.996355371559198,0.994905139817357,0.993985378991857,0.993597466429396,0.993230607542523,1,0.999626025827527,0.999403976079894
"S9721",0.999833972352012,0.999088636175839,0.998689628151866,0.999019715978734,0.998140911896926,0.997066708782073,0.996288546446532,0.99586612671283,0.995303169680421,0.999626025827527,1,0.999886127212106
"S9965",0.999955848505236,0.999416177146873,0.99898883394731,0.998771911598912,0.998610145158622,0.997635715564651,0.996769010143288,0.996333384407244,0.995537976767139,0.999403976079894,0.999886127212106,1
