"","S10015","S10038","S11887","S11924","S11928","S12211","S12290","S12298","S12306","S12317"
"S10015",1,0.518788604626623,0.773070318383423,0.230855746862667,-0.0428785997586291,-0.0537250703774419,0.82738753553158,0.378370039770802,0.293280922967162,0.0615186035524197
"S10038",0.518788604626623,1,0.577316511473567,0.0563675171618298,0.10757027770897,0.610414983027504,0.163500035386064,-0.0787308051949676,0.133603977411648,0.301198575042789
"S11887",0.773070318383423,0.577316511473567,1,0.19174044750865,-0.298248466040555,-0.0834264760460778,0.366477310693269,0.160605236621011,0.107463955521931,0.170659972587134
"S11924",0.230855746862667,0.0563675171618298,0.19174044750865,1,0.310927420325084,0.000320493433989165,0.228314521500106,-0.39522532891817,0.404869848678101,0.696287263031353
"S11928",-0.0428785997586291,0.10757027770897,-0.298248466040555,0.310927420325084,1,0.6396549314393,0.116719409862042,-0.16380000344666,-0.122719681524497,0.438022225098432
"S12211",-0.0537250703774419,0.610414983027504,-0.0834264760460778,0.000320493433989165,0.6396549314393,1,-0.203858171824027,-0.140654630167795,0.057731051240499,0.431933841740695
"S12290",0.82738753553158,0.163500035386064,0.366477310693269,0.228314521500106,0.116719409862042,-0.203858171824027,1,0.2407551104705,0.0987962214399826,-0.0086095602615873
"S12298",0.378370039770802,-0.0787308051949676,0.160605236621011,-0.39522532891817,-0.16380000344666,-0.140654630167795,0.2407551104705,1,0.428689070225263,-0.667078434404917
"S12306",0.293280922967162,0.133603977411648,0.107463955521931,0.404869848678101,-0.122719681524497,0.057731051240499,0.0987962214399826,0.428689070225263,1,0.0237169932739603
"S12317",0.0615186035524197,0.301198575042789,0.170659972587134,0.696287263031353,0.438022225098432,0.431933841740695,-0.0086095602615873,-0.667078434404917,0.0237169932739603,1
