"","S2805","S2867","S2896","S2966","S2976","S3039","S3090","S3103","S3109","S3115","S3149","S3151","S3154","S3165","S3176","S3191","S3217","S3224","S3253","S3269","S3271","S3282","S3338","S3346","S3410"
"S2805",1,0.999908573677384,0.998152518495057,0.998575995575182,0.999924570300613,0.997577656591428,0.999933277870856,0.997748905874208,0.997748905874208,0.997748905874208,0.99964409184726,0.999753512661927,0.99964409184726,0.999636461180483,0.99957717335193,0.99957717335193,0.997655488995056,0.999389581075473,0.997655488995056,0.999461813892387,0.999185127276513,0.999454599154373,0.998981159235888,0.99894123772487,0.998734733782594
"S2867",0.999908573677384,1,0.998415227503841,0.998763937111247,0.999821108450727,0.997977436861704,0.999856698230349,0.998135672323819,0.998135672323819,0.998135672323819,0.999656623516703,0.999726775035797,0.999656623516703,0.999564908156933,0.999560698239127,0.999560698239127,0.998115433304608,0.999387446197406,0.998115433304608,0.999515059258477,0.999286253785165,0.999441437283934,0.999041657808285,0.999019252149482,0.99879862807666
"S2896",0.998152518495057,0.998415227503841,1,0.999865944988315,0.99793542666669,0.999900841972457,0.998467950740172,0.999879698687751,0.999879698687751,0.999879698687751,0.998669333465024,0.998425631235615,0.998669333465024,0.998515587857907,0.998670955127841,0.998670955127841,0.999764525717609,0.998538324672327,0.999764525717609,0.998976054572072,0.999491629027572,0.998862909386858,0.999014579069565,0.998896386172196,0.998906212904407
"S2966",0.998575995575182,0.998763937111247,0.999865944988315,1,0.998245468814102,0.999770728328311,0.998784227625457,0.99973770062673,0.99973770062673,0.99973770062673,0.998846176326729,0.998645102719898,0.998846176326729,0.998616900755767,0.998735542290852,0.998735542290852,0.999612802967039,0.998661291012343,0.999612802967039,0.999083301775466,0.99952517916788,0.998951648908331,0.998980623977829,0.998882060334451,0.998851586455116
"S2976",0.999924570300613,0.999821108450727,0.99793542666669,0.998245468814102,1,0.997260351311764,0.999929678928879,0.99753400463989,0.99753400463989,0.99753400463989,0.999712084187166,0.999849548492407,0.999712084187166,0.999800344201519,0.999726784114964,0.999726784114964,0.99742540756923,0.999539599304436,0.99742540756923,0.999532231996857,0.999169040274836,0.999561787647913,0.999123498071906,0.999093277091939,0.998919026306657
"S3039",0.997577656591428,0.997977436861704,0.999900841972457,0.999770728328311,0.997260351311764,1,0.997887337432001,0.999864381402751,0.999864381402751,0.999864381402751,0.998114147566585,0.9978132643391,0.998114147566585,0.997840200282376,0.998046256864776,0.998046256864776,0.99976082717071,0.997950685481494,0.99976082717071,0.998468907721546,0.999086066363493,0.998269780867861,0.998518680691385,0.998341933231741,0.998353349396035
"S3090",0.999933277870856,0.999856698230349,0.998467950740172,0.998784227625457,0.999929678928879,0.997887337432001,1,0.998127347366647,0.998127347366647,0.998127347366647,0.999841501948817,0.999898408318036,0.999841501948817,0.999855798572033,0.999813637996629,0.999813637996629,0.998010992940982,0.999697062536574,0.998010992940982,0.999727873065256,0.99947767874834,0.999736624319845,0.999414330705024,0.999365860719445,0.999200064643688
"S3103",0.997748905874208,0.998135672323819,0.999879698687751,0.99973770062673,0.99753400463989,0.999864381402751,0.998127347366647,1,1,1,0.998541882518264,0.998202948600574,0.998541882518264,0.998221700590806,0.998437700781229,0.998437700781229,0.99994547901443,0.998438559378999,0.99994547901443,0.998891894271641,0.999388187911486,0.99873328512711,0.998942408989815,0.998887752092093,0.998928174788433
"S3109",0.997748905874208,0.998135672323819,0.999879698687751,0.99973770062673,0.99753400463989,0.999864381402751,0.998127347366647,1,1,1,0.998541882518264,0.998202948600574,0.998541882518264,0.998221700590806,0.998437700781229,0.998437700781229,0.99994547901443,0.998438559378999,0.99994547901443,0.998891894271641,0.999388187911486,0.99873328512711,0.998942408989815,0.998887752092093,0.998928174788433
"S3115",0.997748905874208,0.998135672323819,0.999879698687751,0.99973770062673,0.99753400463989,0.999864381402751,0.998127347366647,1,1,1,0.998541882518264,0.998202948600574,0.998541882518264,0.998221700590806,0.998437700781229,0.998437700781229,0.99994547901443,0.998438559378999,0.99994547901443,0.998891894271641,0.999388187911486,0.99873328512711,0.998942408989815,0.998887752092093,0.998928174788433
