"","S2805","S2867","S2896","S2966","S2976","S3039","S3090","S3103","S3109","S3115","S3149","S3151","S3154","S3165","S3176","S3191","S3217","S3224","S3253","S3269","S3271","S3282","S3338","S3346","S3410"
"S3149",0.99964409184726,0.999656623516703,0.998669333465024,0.998846176326729,0.999712084187166,0.998114147566585,0.999841501948817,0.998541882518264,0.998541882518264,0.998541882518264,1,0.999933768714078,1,0.99988796563955,0.999907864537127,0.999907864537127,0.998466483397915,0.999926718445082,0.998466483397915,0.999953119764833,0.999703695737447,0.999945383549356,0.999709293406921,0.999717140871444,0.999596111501628
"S3151",0.999753512661927,0.999726775035797,0.998425631235615,0.998645102719898,0.999849548492407,0.9978132643391,0.999898408318036,0.998202948600574,0.998202948600574,0.998202948600574,0.999933768714078,1,0.999933768714078,0.999933820357526,0.999926496513532,0.999926496513532,0.998092743480364,0.999882718666113,0.998092743480364,0.999879212525452,0.999621015939408,0.999864052810649,0.999586718910611,0.999600390918093,0.999482945965481
"S3154",0.99964409184726,0.999656623516703,0.998669333465024,0.998846176326729,0.999712084187166,0.998114147566585,0.999841501948817,0.998541882518264,0.998541882518264,0.998541882518264,1,0.999933768714078,1,0.99988796563955,0.999907864537127,0.999907864537127,0.998466483397915,0.999926718445082,0.998466483397915,0.999953119764833,0.999703695737447,0.999945383549356,0.999709293406921,0.999717140871444,0.999596111501628
"S3165",0.999636461180483,0.999564908156933,0.998515587857907,0.998616900755767,0.999800344201519,0.997840200282376,0.999855798572033,0.998221700590806,0.998221700590806,0.998221700590806,0.99988796563955,0.999933820357526,0.99988796563955,1,0.999974061857021,0.999974061857021,0.998088440385392,0.999879851990383,0.998088440385392,0.99985564671877,0.999623565809631,0.999904359145063,0.999698124294912,0.999686785366106,0.999587578431652
"S3176",0.99957717335193,0.999560698239127,0.998670955127841,0.998735542290852,0.999726784114964,0.998046256864776,0.999813637996629,0.998437700781229,0.998437700781229,0.998437700781229,0.999907864537127,0.999926496513532,0.999907864537127,0.999974061857021,1,1,0.99831317725997,0.99991353611235,0.99831317725997,0.999906013142942,0.999707835486792,0.999925228675081,0.999786633556872,0.999756901384794,0.999679112662289
"S3191",0.99957717335193,0.999560698239127,0.998670955127841,0.998735542290852,0.999726784114964,0.998046256864776,0.999813637996629,0.998437700781229,0.998437700781229,0.998437700781229,0.999907864537127,0.999926496513532,0.999907864537127,0.999974061857021,1,1,0.99831317725997,0.99991353611235,0.99831317725997,0.999906013142942,0.999707835486792,0.999925228675081,0.999786633556872,0.999756901384794,0.999679112662289
"S3217",0.997655488995056,0.998115433304608,0.999764525717609,0.999612802967039,0.99742540756923,0.99976082717071,0.998010992940982,0.99994547901443,0.99994547901443,0.99994547901443,0.998466483397915,0.998092743480364,0.998466483397915,0.998088440385392,0.99831317725997,0.99831317725997,1,0.998305597021786,1,0.998790950415466,0.999272128923175,0.998636083020577,0.998779051557282,0.998818584010764,0.998789478278389
"S3224",0.999389581075473,0.999387446197406,0.998538324672327,0.998661291012343,0.999539599304436,0.997950685481494,0.999697062536574,0.998438559378999,0.998438559378999,0.998438559378999,0.999926718445082,0.999882718666113,0.999926718445082,0.999879851990383,0.99991353611235,0.99991353611235,0.998305597021786,1,0.998305597021786,0.999942955321176,0.999693605432415,0.999935166696905,0.999855554087078,0.999839161172687,0.99976639873647
"S3253",0.997655488995056,0.998115433304608,0.999764525717609,0.999612802967039,0.99742540756923,0.99976082717071,0.998010992940982,0.99994547901443,0.99994547901443,0.99994547901443,0.998466483397915,0.998092743480364,0.998466483397915,0.998088440385392,0.99831317725997,0.99831317725997,1,0.998305597021786,1,0.998790950415466,0.999272128923175,0.998636083020577,0.998779051557282,0.998818584010764,0.998789478278389
"S3269",0.999461813892387,0.999515059258477,0.998976054572072,0.999083301775466,0.999532231996857,0.998468907721546,0.999727873065256,0.998891894271641,0.998891894271641,0.998891894271641,0.999953119764833,0.999879212525452,0.999953119764833,0.99985564671877,0.999906013142942,0.999906013142942,0.998790950415466,0.999942955321176,0.998790950415466,1,0.99987105738299,0.999970257333946,0.999847812828921,0.999855088285753,0.999788249944667
"S3271",0.999185127276513,0.999286253785165,0.999491629027572,0.99952517916788,0.999169040274836,0.999086066363493,0.99947767874834,0.999388187911486,0.999388187911486,0.999388187911486,0.999703695737447,0.999621015939408,0.999703695737447,0.999623565809631,0.999707835486792,0.999707835486792,0.999272128923175,0.999693605432415,0.999272128923175,0.99987105738299,1,0.999809797498155,0.999777370648567,0.999786732479572,0.999755997993985
"S3282",0.999454599154373,0.999441437283934,0.998862909386858,0.998951648908331,0.999561787647913,0.998269780867861,0.999736624319845,0.99873328512711,0.99873328512711,0.99873328512711,0.999945383549356,0.999864052810649,0.999945383549356,0.999904359145063,0.999925228675081,0.999925228675081,0.998636083020577,0.999935166696905,0.998636083020577,0.999970257333946,0.999809797498155,1,0.999841370514007,0.999872951934985,0.999799936165469
"S3338",0.998981159235888,0.999041657808285,0.999014579069565,0.998980623977829,0.999123498071906,0.998518680691385,0.999414330705024,0.998942408989815,0.998942408989815,0.998942408989815,0.999709293406921,0.999586718910611,0.999709293406921,0.999698124294912,0.999786633556872,0.999786633556872,0.998779051557282,0.999855554087078,0.998779051557282,0.999847812828921,0.999777370648567,0.999841370514007,1,0.999916927587026,0.999909847553419
"S3346",0.99894123772487,0.999019252149482,0.998896386172196,0.998882060334451,0.999093277091939,0.998341933231741,0.999365860719445,0.998887752092093,0.998887752092093,0.998887752092093,0.999717140871444,0.999600390918093,0.999717140871444,0.999686785366106,0.999756901384794,0.999756901384794,0.998818584010764,0.999839161172687,0.998818584010764,0.999855088285753,0.999786732479572,0.999872951934985,0.999916927587026,1,0.999948717950132
"S3410",0.998734733782594,0.99879862807666,0.998906212904407,0.998851586455116,0.998919026306657,0.998353349396035,0.999200064643688,0.998928174788433,0.998928174788433,0.998928174788433,0.999596111501628,0.999482945965481,0.999596111501628,0.999587578431652,0.999679112662289,0.999679112662289,0.998789478278389,0.99976639873647,0.998789478278389,0.999788249944667,0.999755997993985,0.999799936165469,0.999909847553419,0.999948717950132,1
