"","S6914","S6916","S6939","S7049","S7064","S7080","S7081","S7084","S7085","S7087","S7090","S7091","S7092","S7095","S7109","S7111","S7112","S7113","S7116","S7124","S7125","S7129","S7132","S7140","S7144","S7148","S7151","S7153","S7154","S7155","S7158","S7159","S7164","S7168","S7169","S7170","S7171","S7173","S7174","S7178","S7185"
"S6914",1,0.941979326294118,0.925104898813615,0.93529759585273,0.929754243552106,0.931473040655323,0.944551444046886,0.899086184840371,0.930540782729813,0.94758984184033,0.95881416868292,0.94758984184033,0.929394647275744,0.902752809808373,0.907047140719231,0.959115649452416,0.900747602711901,0.944074228134446,0.941639700617288,0.90802896253361,0.907377286231647,0.940863736230596,0.920936661039129,0.936026594808444,0.948264293268916,0.938065288749511,0.876201449017725,0.925846544028718,0.900657436214388,0.892144633798029,0.931339979413292,0.886653499783121,0.949250786348278,0.944858544730661,0.939162909414853,0.90237607387543,0.928267315868506,0.886317047367229,0.918404236102354,0.940807120903926,0.935370801460179
"S6916",0.941979326294118,1,0.994168081541404,0.984510309233165,0.981253657775797,0.915713742013931,0.926048251830759,0.903624082514684,0.868448111713628,0.943502827324213,0.911807118040654,0.943502827324213,0.947383611757566,0.929047860513028,0.903992978064801,0.904356711616614,0.933654216708189,0.931844132576179,0.92768180865292,0.945058178668571,0.921503112961431,0.940085827989506,0.943219481826064,0.948579627362929,0.939133322970533,0.94882764264139,0.929347523021255,0.948057774457933,0.89657213652814,0.898157543519745,0.95323087392193,0.917717390948328,0.951053869216772,0.925470736586553,0.945079461702016,0.896730700965618,0.918930768474881,0.93163974450577,0.937310424549037,0.93513484229142,0.929964839678063
"S6939",0.925104898813615,0.994168081541404,1,0.990014825400221,0.984736830075521,0.890401185787043,0.900790900039292,0.863353517546549,0.830385986184853,0.915095603669284,0.8781027346079,0.915095603669284,0.924240636140247,0.909486796827263,0.872363828770161,0.870202291535468,0.916608831756259,0.90675381502337,0.902314327039301,0.929776134663142,0.899621809313868,0.919947266494627,0.919853606416678,0.919671110041093,0.911685380333096,0.923898964385209,0.909304697944266,0.91978419555921,0.872950480639521,0.876239789779804,0.928003739084675,0.895916762511882,0.925721026931252,0.891314224495808,0.92213384270046,0.869077207833856,0.897061022115491,0.915690856875875,0.911636128800584,0.908245455814878,0.904235790932879
"S7049",0.93529759585273,0.984510309233165,0.990014825400221,1,0.978084489204745,0.879470377040951,0.889419407952968,0.844105927812987,0.832777074839796,0.900314181235355,0.870025099604599,0.900314181235355,0.9059785493675,0.888956444304375,0.855623512217555,0.861621146125563,0.892811167546529,0.901086263025826,0.897030734625542,0.911792672597296,0.877981467677591,0.902948873067118,0.907184535432472,0.90968519829326,0.898277394262361,0.906536474013225,0.890232906220648,0.901388315560412,0.851508822828332,0.852127483549999,0.913806843172119,0.867019822804392,0.915813167437314,0.87920629565602,0.900355052956965,0.841461077194456,0.876119947010736,0.885031057387478,0.893199911500334,0.900480334296819,0.889602325464649
"S7064",0.929754243552106,0.981253657775797,0.984736830075521,0.978084489204745,1,0.892205587577203,0.895202933350667,0.868942308548939,0.822973410193801,0.901917058926129,0.871102196074713,0.901917058926129,0.932487709674679,0.914951682573659,0.879743155645339,0.862477819748647,0.931166872316919,0.914908480725634,0.912176924919709,0.941158173046607,0.910883241441174,0.927438893711886,0.926250249832299,0.909351707407125,0.906274053735602,0.920764092696109,0.915339612012223,0.911744664903915,0.88545175822786,0.901078200050061,0.920994490606516,0.902024474252457,0.925758998562452,0.882355358661919,0.933258736083939,0.890040745694527,0.910320976524257,0.920863653231774,0.912786820973412,0.905489610502794,0.90980087397109
"S7080",0.931473040655323,0.915713742013931,0.890401185787043,0.879470377040951,0.892205587577203,1,0.997436653157891,0.959322700961974,0.945946341495829,0.968853580745747,0.948988953189484,0.968853580745747,0.98175027806972,0.983017497465265,0.986502263950422,0.952282086168411,0.953856366123176,0.995516177058839,0.995793382630579,0.963608477432713,0.979724127467524,0.989206952392947,0.973342307975997,0.981345139980694,0.988314649803869,0.978787367936365,0.95107334559646,0.975438752767966,0.982535379416189,0.960171968914285,0.979307190849627,0.974071459634882,0.99063379843706,0.964317288200434,0.974202781186107,0.970294781225336,0.988459318156968,0.963287515640453,0.9822958031623,0.980965103065704,0.991913766454134
"S7081",0.944551444046886,0.926048251830759,0.900790900039292,0.889419407952968,0.895202933350667,0.997436653157891,1,0.963384684446001,0.960166684475749,0.981265240452315,0.965768340437034,0.981265240452315,0.980503676103438,0.977525088614147,0.985854651620675,0.968749654175021,0.948797961412123,0.9935600426009,0.992784148055354,0.957193685505499,0.973262590040719,0.989276196622903,0.974668792685159,0.987023324923357,0.994543343104621,0.984567652533145,0.94537560134875,0.981254540540143,0.975844449221493,0.950269038522917,0.984255040976975,0.968136502200008,0.991211002817106,0.976344757625433,0.977253250918695,0.963790396312747,0.985606961241746,0.958445009777973,0.983550009116834,0.986472875488906,0.98945054417483
"S7084",0.899086184840371,0.903624082514684,0.863353517546549,0.844105927812987,0.868942308548939,0.959322700961974,0.963384684446001,1,0.955594341863449,0.968429529213775,0.958296897908315,0.968429529213775,0.956863559688535,0.95290789025554,0.983604378892714,0.955094437254126,0.917529352956792,0.962897439629535,0.960778231524169,0.922400308422077,0.944340658020076,0.96070792555664,0.970513416396644,0.976511863608985,0.975649072171834,0.971595788818017,0.917534552597839,0.975072445391585,0.947789161858665,0.912950358985881,0.973443832214174,0.941086569132881,0.962169687813694,0.96678784365433,0.976277783061687,0.937529171352671,0.950155062887164,0.935371763855986,0.981307826675548,0.971070344357202,0.95837458393352
"S7085",0.930540782729813,0.868448111713628,0.830385986184853,0.832777074839796,0.822973410193801,0.945946341495829,0.960166684475749,0.955594341863449,1,0.969518209359715,0.987266278080569,0.969518209359715,0.923091731752054,0.899806784812015,0.959110133501681,0.986849648564862,0.862420692678352,0.950296193632043,0.947695868158136,0.865450492736651,0.890138547243964,0.940111654226855,0.941616582008679,0.961316950165676,0.971179073500739,0.94956100571938,0.868050866315856,0.947457498624516,0.900863273844673,0.859909633606522,0.950192355908031,0.888833776558745,0.93973779798034,0.979833767783098,0.936369311917693,0.88760617042865,0.92858557632779,0.867069862868679,0.945442976891203,0.971642293459027,0.927754088893342
"S7087",0.94758984184033,0.943502827324213,0.915095603669284,0.900314181235355,0.901917058926129,0.968853580745747,0.981265240452315,0.968429529213775,0.969518209359715,1,0.984530060275242,1,0.977090092560052,0.958116767881336,0.976691712751551,0.985220600465727,0.94578046122406,0.974573118142556,0.97118140608341,0.94540068706292,0.953049732000643,0.976873530478418,0.979505260666631,0.989674506189166,0.991469497132157,0.993557352087919,0.946211290167501,0.992736976603084,0.948597677130214,0.93052940081791,0.991125072141503,0.952902997607134,0.97929789913255,0.990853889330302,0.978564753138571,0.947173819130054,0.967664898673286,0.948051671544196,0.979343483792149,0.986202853047503,0.971031291791259
