"","S4939","S4948","S5173","S5226","S5241","S5258","S5263","S5267","S5358","S5373","S5432","S5537","S5603","S5648"
"S4939",1,0.998540828314085,0.999430415858267,0.999430415858267,0.999430415858267,0.998870837368911,0.999015373553208,0.999015373553208,0.99836403128014,0.998804688894762,0.998856254848965,0.997874173533045,0.997126492194888,0.997279191657181
"S4948",0.998540828314085,1,0.998867498353974,0.998867498353974,0.998867498353974,0.998774081533026,0.998794067613694,0.998794067613694,0.99881316763169,0.998937294856337,0.998464699173352,0.998155088699447,0.997439344197251,0.997819449121067
"S5173",0.999430415858267,0.998867498353974,1,1,1,0.999837441697007,0.999870237734261,0.999870237734261,0.999532540846675,0.999736834182491,0.999505408084651,0.999251326825338,0.998739661432786,0.998912268447615
"S5226",0.999430415858267,0.998867498353974,1,1,1,0.999837441697007,0.999870237734261,0.999870237734261,0.999532540846675,0.999736834182491,0.999505408084651,0.999251326825338,0.998739661432786,0.998912268447615
"S5241",0.999430415858267,0.998867498353974,1,1,1,0.999837441697007,0.999870237734261,0.999870237734261,0.999532540846675,0.999736834182491,0.999505408084651,0.999251326825338,0.998739661432786,0.998912268447615
"S5258",0.998870837368911,0.998774081533026,0.999837441697007,0.999837441697007,0.999837441697007,1,0.999962413736989,0.999962413736989,0.999781147335354,0.999900805573036,0.999406183155546,0.999573999234144,0.999006518962065,0.999221080314761
"S5263",0.999015373553208,0.998794067613694,0.999870237734261,0.999870237734261,0.999870237734261,0.999962413736989,1,1,0.999781905891162,0.999870393000805,0.99939112578465,0.999556097177393,0.99893488843881,0.999128103153971
"S5267",0.999015373553208,0.998794067613694,0.999870237734261,0.999870237734261,0.999870237734261,0.999962413736989,1,1,0.999781905891162,0.999870393000805,0.99939112578465,0.999556097177393,0.99893488843881,0.999128103153971
"S5358",0.99836403128014,0.99881316763169,0.999532540846675,0.999532540846675,0.999532540846675,0.999781147335354,0.999781905891162,0.999781905891162,1,0.999929652672032,0.99935472939177,0.999819252768524,0.999288916461678,0.999496279946568
"S5373",0.998804688894762,0.998937294856337,0.999736834182491,0.999736834182491,0.999736834182491,0.999900805573036,0.999870393000805,0.999870393000805,0.999929652672032,1,0.999455651889216,0.999680893568274,0.999117775654594,0.999343129819828
"S5432",0.998856254848965,0.998464699173352,0.999505408084651,0.999505408084651,0.999505408084651,0.999406183155546,0.99939112578465,0.99939112578465,0.99935472939177,0.999455651889216,1,0.999529192968014,0.999495971782815,0.999512789010813
"S5537",0.997874173533045,0.998155088699447,0.999251326825338,0.999251326825338,0.999251326825338,0.999573999234144,0.999556097177393,0.999556097177393,0.999819252768524,0.999680893568274,0.999529192968014,1,0.999704726383031,0.999797805599834
"S5603",0.997126492194888,0.997439344197251,0.998739661432786,0.998739661432786,0.998739661432786,0.999006518962065,0.99893488843881,0.99893488843881,0.999288916461678,0.999117775654594,0.999495971782815,0.999704726383031,1,0.999965327102152
"S5648",0.997279191657181,0.997819449121067,0.998912268447615,0.998912268447615,0.998912268447615,0.999221080314761,0.999128103153971,0.999128103153971,0.999496279946568,0.999343129819828,0.999512789010813,0.999797805599834,0.999965327102152,1
