"","S6801","S6809","S6812","S6817","S6831","S6833","S6837","S6840","S6841","S6842","S6844","S6850","S6851","S6853","S6855","S6857","S6859","S6860","S6863","S6869","S6870","S6882","S6897","S6898","S6900","S6959","S6964"
"S6801",1,0.99980979617071,0.999892736876888,0.999892736876888,0.999885705136019,0.999681968405554,0.999681968405554,0.999602125788616,0.999602125788616,0.999681968405554,0.999681968405554,0.99948909321227,0.99948909321227,0.99948909321227,0.999422904522474,0.9993787558098,0.9993787558098,0.999354333192174,0.999454861327734,0.999494238903676,0.999454861327734,0.999397584307538,0.99905669680933,0.99905669680933,0.998811296834322,0.998639752105366,0.998831214373924
"S6809",0.99980979617071,1,0.999897880188503,0.999897880188503,0.999924944013241,0.999889229542996,0.999889229542996,0.999793248880468,0.999793248880468,0.999889229542996,0.999889229542996,0.999715127446563,0.999715127446563,0.999715127446563,0.999743233869086,0.999552861218706,0.999552861218706,0.999628225293319,0.999597871383976,0.999485022070824,0.999597871383976,0.999587161327385,0.999257772403467,0.999257772403467,0.998956375775296,0.998766773346421,0.999131753763031
"S6812",0.999892736876888,0.999897880188503,1,1,0.999923246023522,0.99983710893671,0.99983710893671,0.999795616496142,0.999795616496142,0.99983710893671,0.99983710893671,0.999714439582695,0.999714439582695,0.999714439582695,0.999716450229814,0.999580875688775,0.999580875688775,0.999560337342305,0.999531439651213,0.999535466127009,0.999531439651213,0.999618932122587,0.999333337272334,0.999333337272334,0.99903760946145,0.998887321569223,0.999172725829297
"S6817",0.999892736876888,0.999897880188503,1,1,0.999923246023522,0.99983710893671,0.99983710893671,0.999795616496142,0.999795616496142,0.99983710893671,0.99983710893671,0.999714439582695,0.999714439582695,0.999714439582695,0.999716450229814,0.999580875688775,0.999580875688775,0.999560337342305,0.999531439651213,0.999535466127009,0.999531439651213,0.999618932122587,0.999333337272334,0.999333337272334,0.99903760946145,0.998887321569223,0.999172725829297
"S6831",0.999885705136019,0.999924944013241,0.999923246023522,0.999923246023522,1,0.999846796624991,0.999846796624991,0.999858410783213,0.999858410783213,0.999846796624991,0.999846796624991,0.999776261252922,0.999776261252922,0.999776261252922,0.999757502823235,0.999729090514421,0.999729090514421,0.999734817811026,0.999748590960455,0.999711799406376,0.999748590960455,0.999727272721305,0.999467913087617,0.999467913087617,0.999212472198225,0.999021031654779,0.999325278592827
"S6833",0.999681968405554,0.999889229542996,0.99983710893671,0.99983710893671,0.999846796624991,1,1,0.999889789937088,0.999889789937088,1,1,0.999878184433234,0.999878184433234,0.999878184433234,0.999893847169674,0.999572277943886,0.999572277943886,0.999759066597462,0.99962622590456,0.999523793225638,0.99962622590456,0.999557716701114,0.999374150059304,0.999374150059304,0.999027533263096,0.998864283678299,0.999257467834886
"S6837",0.999681968405554,0.999889229542996,0.99983710893671,0.99983710893671,0.999846796624991,1,1,0.999889789937088,0.999889789937088,1,1,0.999878184433234,0.999878184433234,0.999878184433234,0.999893847169674,0.999572277943886,0.999572277943886,0.999759066597462,0.99962622590456,0.999523793225638,0.99962622590456,0.999557716701114,0.999374150059304,0.999374150059304,0.999027533263096,0.998864283678299,0.999257467834886
"S6840",0.999602125788616,0.999793248880468,0.999795616496142,0.999795616496142,0.999858410783213,0.999889789937088,0.999889789937088,1,1,0.999889789937088,0.999889789937088,0.999958979847466,0.999958979847466,0.999958979847466,0.999946554354344,0.999733866146793,0.999733866146793,0.999904656828401,0.999808927735489,0.999697039772966,0.999808927735489,0.999753274600042,0.999555131786852,0.999555131786852,0.999239375869293,0.999106187993029,0.999446003201383
"S6841",0.999602125788616,0.999793248880468,0.999795616496142,0.999795616496142,0.999858410783213,0.999889789937088,0.999889789937088,1,1,0.999889789937088,0.999889789937088,0.999958979847466,0.999958979847466,0.999958979847466,0.999946554354344,0.999733866146793,0.999733866146793,0.999904656828401,0.999808927735489,0.999697039772966,0.999808927735489,0.999753274600042,0.999555131786852,0.999555131786852,0.999239375869293,0.999106187993029,0.999446003201383
"S6842",0.999681968405554,0.999889229542996,0.99983710893671,0.99983710893671,0.999846796624991,1,1,0.999889789937088,0.999889789937088,1,1,0.999878184433234,0.999878184433234,0.999878184433234,0.999893847169674,0.999572277943886,0.999572277943886,0.999759066597462,0.99962622590456,0.999523793225638,0.99962622590456,0.999557716701114,0.999374150059304,0.999374150059304,0.999027533263096,0.998864283678299,0.999257467834886
"S6844",0.999681968405554,0.999889229542996,0.99983710893671,0.99983710893671,0.999846796624991,1,1,0.999889789937088,0.999889789937088,1,1,0.999878184433234,0.999878184433234,0.999878184433234,0.999893847169674,0.999572277943886,0.999572277943886,0.999759066597462,0.99962622590456,0.999523793225638,0.99962622590456,0.999557716701114,0.999374150059304,0.999374150059304,0.999027533263096,0.998864283678299,0.999257467834886
"S6850",0.99948909321227,0.999715127446563,0.999714439582695,0.999714439582695,0.999776261252922,0.999878184433234,0.999878184433234,0.999958979847466,0.999958979847466,0.999878184433234,0.999878184433234,1,1,1,0.999971411668709,0.999769838723363,0.999769838723363,0.999949340258235,0.999845533502883,0.999762695335722,0.999845533502883,0.999801732372473,0.999673368377574,0.999673368377574,0.999420236188108,0.999330612718686,0.999599910421173
"S6851",0.99948909321227,0.999715127446563,0.999714439582695,0.999714439582695,0.999776261252922,0.999878184433234,0.999878184433234,0.999958979847466,0.999958979847466,0.999878184433234,0.999878184433234,1,1,1,0.999971411668709,0.999769838723363,0.999769838723363,0.999949340258235,0.999845533502883,0.999762695335722,0.999845533502883,0.999801732372473,0.999673368377574,0.999673368377574,0.999420236188108,0.999330612718686,0.999599910421173
"S6853",0.99948909321227,0.999715127446563,0.999714439582695,0.999714439582695,0.999776261252922,0.999878184433234,0.999878184433234,0.999958979847466,0.999958979847466,0.999878184433234,0.999878184433234,1,1,1,0.999971411668709,0.999769838723363,0.999769838723363,0.999949340258235,0.999845533502883,0.999762695335722,0.999845533502883,0.999801732372473,0.999673368377574,0.999673368377574,0.999420236188108,0.999330612718686,0.999599910421173
"S6855",0.999422904522474,0.999743233869086,0.999716450229814,0.999716450229814,0.999757502823235,0.999893847169674,0.999893847169674,0.999946554354344,0.999946554354344,0.999893847169674,0.999893847169674,0.999971411668709,0.999971411668709,0.999971411668709,1,0.999740261905609,0.999740261905609,0.999912712917348,0.999754397256484,0.999641041996889,0.999754397256484,0.99976859701522,0.999642180083948,0.999642180083948,0.999333827526907,0.99921537807342,0.999582447047379
"S6857",0.9993787558098,0.999552861218706,0.999580875688775,0.999580875688775,0.999729090514421,0.999572277943886,0.999572277943886,0.999733866146793,0.999733866146793,0.999572277943886,0.999572277943886,0.999769838723363,0.999769838723363,0.999769838723363,0.999740261905609,1,1,0.999852736947956,0.999791716215505,0.999781757241028,0.999791716215505,0.99991434082281,0.999793562422062,0.999793562422062,0.999723628123692,0.999579651849372,0.99982945031134
"S6859",0.9993787558098,0.999552861218706,0.999580875688775,0.999580875688775,0.999729090514421,0.999572277943886,0.999572277943886,0.999733866146793,0.999733866146793,0.999572277943886,0.999572277943886,0.999769838723363,0.999769838723363,0.999769838723363,0.999740261905609,1,1,0.999852736947956,0.999791716215505,0.999781757241028,0.999791716215505,0.99991434082281,0.999793562422062,0.999793562422062,0.999723628123692,0.999579651849372,0.99982945031134
"S6860",0.999354333192174,0.999628225293319,0.999560337342305,0.999560337342305,0.999734817811026,0.999759066597462,0.999759066597462,0.999904656828401,0.999904656828401,0.999759066597462,0.999759066597462,0.999949340258235,0.999949340258235,0.999949340258235,0.999912712917348,0.999852736947956,0.999852736947956,1,0.999920171335491,0.999814642803244,0.999920171335491,0.999846715050873,0.999734449572175,0.999734449572175,0.999535146360607,0.999414475846532,0.999704162796022
"S6863",0.999454861327734,0.999597871383976,0.999531439651213,0.999531439651213,0.999748590960455,0.99962622590456,0.99962622590456,0.999808927735489,0.999808927735489,0.99962622590456,0.99962622590456,0.999845533502883,0.999845533502883,0.999845533502883,0.999754397256484,0.999791716215505,0.999791716215505,0.999920171335491,1,0.999940571645781,1,0.999864455799382,0.999662230422192,0.999662230422192,0.99954168913223,0.999455579179967,0.999587762242588
"S6869",0.999494238903676,0.999485022070824,0.999535466127009,0.999535466127009,0.999711799406376,0.999523793225638,0.999523793225638,0.999697039772966,0.999697039772966,0.999523793225638,0.999523793225638,0.999762695335722,0.999762695335722,0.999762695335722,0.999641041996889,0.999781757241028,0.999781757241028,0.999814642803244,0.999940571645781,1,0.999940571645781,0.999860905799125,0.999709631484036,0.999709631484036,0.999637891645733,0.999572866135005,0.99961430915474
"S6870",0.999454861327734,0.999597871383976,0.999531439651213,0.999531439651213,0.999748590960455,0.99962622590456,0.99962622590456,0.999808927735489,0.999808927735489,0.99962622590456,0.99962622590456,0.999845533502883,0.999845533502883,0.999845533502883,0.999754397256484,0.999791716215505,0.999791716215505,0.999920171335491,1,0.999940571645781,1,0.999864455799382,0.999662230422192,0.999662230422192,0.99954168913223,0.999455579179967,0.999587762242588
"S6882",0.999397584307538,0.999587161327385,0.999618932122587,0.999618932122587,0.999727272721305,0.999557716701114,0.999557716701114,0.999753274600042,0.999753274600042,0.999557716701114,0.999557716701114,0.999801732372473,0.999801732372473,0.999801732372473,0.99976859701522,0.99991434082281,0.99991434082281,0.999846715050873,0.999864455799382,0.999860905799125,0.999864455799382,1,0.999844778744934,0.999844778744934,0.999762341453306,0.999688021486426,0.999819060949827
