"","S8188","S8189","S8190","S8191","S8192","S8193","S8194","S8195","S8196","S8197","S8198","S8199","S8200","S8201","S8202","S8203","S8204","S8205"
"S8188",1,0.998843556411919,0.99944693797073,0.998348366417128,0.999038497838536,0.999137167908354,0.998731522327641,0.997453719104802,0.997329910053264,0.994423739102616,0.998156444428542,0.996955487491379,0.989899190032427,0.994300766149028,0.998502780720613,0.997718771372196,0.98191256464739,0.981268491374911
"S8189",0.998843556411919,1,0.999442835039729,0.999264160243358,0.999078831088415,0.99753728261675,0.99772345906888,0.997434352429267,0.998108636909475,0.994772566116866,0.997245975511425,0.996460090879878,0.989281911707253,0.993222111012876,0.999544185397627,0.998872748073379,0.980937519575523,0.980001241727859
"S8190",0.99944693797073,0.999442835039729,1,0.999089655778756,0.999392221187396,0.99880200874852,0.998837704445377,0.997750432280584,0.997855258875677,0.994895839173539,0.998361039389849,0.996995178169926,0.990025661280167,0.993783666859268,0.999306329075745,0.997999368808232,0.981737976515572,0.980692007555955
"S8191",0.998348366417128,0.999264160243358,0.999089655778756,1,0.999333504968753,0.998274190517659,0.998732619437419,0.998805798856173,0.999213296709145,0.997160562507191,0.9985909940676,0.998148027563288,0.993168182978405,0.996086255120334,0.999069266993856,0.998019137220596,0.986271814372974,0.985483783472149
"S8192",0.999038497838536,0.999078831088415,0.999392221187396,0.999333504968753,1,0.999009908209698,0.999410050525266,0.998194906238382,0.998612259745655,0.995242051335377,0.99905112960522,0.997624928257509,0.991434463666933,0.995297138551178,0.999062123509427,0.997123147126397,0.984271445975505,0.983952776884442
"S8193",0.999137167908354,0.99753728261675,0.99880200874852,0.998274190517659,0.999009908209698,1,0.999743450905932,0.998753226960857,0.998300174634953,0.996425509628131,0.999510047886552,0.998642136873568,0.99379078041113,0.996980054931416,0.997144917469996,0.995661256677998,0.987584169711196,0.987102756307977
"S8194",0.998731522327641,0.99772345906888,0.998837704445377,0.998732619437419,0.999410050525266,0.999743450905932,1,0.998688769083759,0.998566622419425,0.996533182475997,0.999824088828453,0.998797298280046,0.994017896556585,0.99702686177904,0.997574329198021,0.995438639226684,0.987939554152238,0.987492309237921
"S8195",0.997453719104802,0.997434352429267,0.997750432280584,0.998805798856173,0.998194906238382,0.998753226960857,0.998688769083759,1,0.999728024717032,0.998801865715576,0.998997147886445,0.999404568880726,0.996520721925636,0.998367546596873,0.996338861338876,0.996271532817037,0.991289042184322,0.990622766626038
"S8196",0.997329910053264,0.998108636909475,0.997855258875677,0.999213296709145,0.998612259745655,0.998300174634953,0.998566622419425,0.999728024717032,1,0.998490355086625,0.99874213167479,0.999197922502141,0.99583800895069,0.997893312146889,0.997114992746072,0.996644843707942,0.990481543544878,0.989891151443467
"S8197",0.994423739102616,0.994772566116866,0.994895839173539,0.997160562507191,0.995242051335377,0.996425509628131,0.996533182475997,0.998801865715576,0.998490355086625,1,0.997062877760693,0.999165400605178,0.99869089578694,0.998806550265719,0.993557197683403,0.993938230039767,0.994852414752481,0.993493996641642
"S8198",0.998156444428542,0.997245975511425,0.998361039389849,0.9985909940676,0.99905112960522,0.999510047886552,0.999824088828453,0.998997147886445,0.99874213167479,0.997062877760693,1,0.999096285224788,0.995008509831158,0.997687047201567,0.996832699726111,0.995160247036412,0.989366581042272,0.988990148031024
"S8199",0.996955487491379,0.996460090879878,0.996995178169926,0.998148027563288,0.997624928257509,0.998642136873568,0.998797298280046,0.999404568880726,0.999197922502141,0.999165400605178,0.999096285224788,1,0.997707619566927,0.999109327456365,0.995438055880539,0.994868870606773,0.993233687239527,0.992376411862028
"S8200",0.989899190032427,0.989281911707253,0.990025661280167,0.993168182978405,0.991434463666933,0.99379078041113,0.994017896556585,0.996520721925636,0.99583800895069,0.99869089578694,0.995008509831158,0.997707619566927,1,0.998959515265134,0.987935167538442,0.987970053595826,0.998596576574396,0.997639116424027
"S8201",0.994300766149028,0.993222111012876,0.993783666859268,0.996086255120334,0.995297138551178,0.996980054931416,0.99702686177904,0.998367546596873,0.997893312146889,0.998806550265719,0.997687047201567,0.999109327456365,0.998959515265134,1,0.992133371107989,0.991789588861821,0.996265976176507,0.996060684001916
"S8202",0.998502780720613,0.999544185397627,0.999306329075745,0.999069266993856,0.999062123509427,0.997144917469996,0.997574329198021,0.996338861338876,0.997114992746072,0.993557197683403,0.996832699726111,0.995438055880539,0.987935167538442,0.992133371107989,1,0.998308566342706,0.979189881386251,0.978192574251226
"S8203",0.997718771372196,0.998872748073379,0.997999368808232,0.998019137220596,0.997123147126397,0.995661256677998,0.995438639226684,0.996271532817037,0.996644843707942,0.993938230039767,0.995160247036412,0.994868870606773,0.987970053595826,0.991789588861821,0.998308566342706,1,0.978924826105483,0.977435382657519
"S8204",0.98191256464739,0.980937519575523,0.981737976515572,0.986271814372974,0.984271445975505,0.987584169711196,0.987939554152238,0.991289042184322,0.990481543544878,0.994852414752481,0.989366581042272,0.993233687239527,0.998596576574396,0.996265976176507,0.979189881386251,0.978924826105483,1,0.999550103254447
"S8205",0.981268491374911,0.980001241727859,0.980692007555955,0.985483783472149,0.983952776884442,0.987102756307977,0.987492309237921,0.990622766626038,0.989891151443467,0.993493996641642,0.988990148031024,0.992376411862028,0.997639116424027,0.996060684001916,0.978192574251226,0.977435382657519,0.999550103254447,1
