"","S1468","S1481","S1548","S1578","S3412","S3440","S5166","S5193","S5212","S5448","S5449","S5471","S5472","S5490","S5546"
"S1468",1,0.0853934778238617,0.340230700222183,-0.439818702610305,-0.436171240160184,-0.387220843783318,NA,-0.186892652027148,0.385286473123923,NA,0.176165307203614,-0.364766295610568,0.131931386658444,-0.139555750014475,-0.285579323335825
"S1481",0.0853934778238617,1,0.318873030946575,0.135002412755662,-0.306413755239818,0.499927131429542,NA,0.35090843089145,-0.433557618070706,NA,0.472856542607051,-0.365647265194681,-0.26534400050475,-0.197737440524157,0.348380857503852
"S1548",0.340230700222183,0.318873030946575,1,0.152175713831126,-0.289157402669388,-0.252067309223089,NA,-0.223303852121266,-0.0404900487065087,NA,0.13587628816159,0.0791669808538433,-0.261530274750914,0.249238028501006,-0.351520116245775
"S1578",-0.439818702610305,0.135002412755662,0.152175713831126,1,-0.0334333353339773,0.482614010948648,NA,0.20901847554108,-0.172331363660695,NA,0.458828660672513,0.509197075188964,-0.419356384193624,0.250989266760658,0.318638576362688
"S3412",-0.436171240160184,-0.306413755239818,-0.289157402669388,-0.0334333353339773,1,0.14464385339276,NA,0.562875652081848,0.394023021346772,NA,0.108691962939027,-0.243042567086728,0.19712081911127,0.0738624346686759,0.486852394167038
"S3440",-0.387220843783318,0.499927131429542,-0.252067309223089,0.482614010948648,0.14464385339276,1,NA,0.588336846040272,-0.361298280911087,NA,0.294562069936996,0.0747565029694637,-0.295976264381421,0.151756663490014,0.670039630613741
"S5166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S5193",-0.186892652027148,0.35090843089145,-0.223303852121266,0.20901847554108,0.562875652081848,0.588336846040272,NA,1,0.25204692119902,NA,0.579372384861286,-0.437763282732928,-0.197699437960122,-0.299151539931839,0.971194831598989
"S5212",0.385286473123923,-0.433557618070706,-0.0404900487065087,-0.172331363660695,0.394023021346772,-0.361298280911087,NA,0.25204692119902,1,NA,0.30606852731788,-0.3229179779762,0.279137581921912,-0.200786481439234,0.152195051680018
"S5448",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S5449",0.176165307203614,0.472856542607051,0.13587628816159,0.458828660672513,0.108691962939027,0.294562069936996,NA,0.579372384861286,0.30606852731788,NA,1,-0.457064365077035,-0.205558234835209,-0.326375612289126,0.569826759466397
"S5471",-0.364766295610568,-0.365647265194681,0.0791669808538433,0.509197075188964,-0.243042567086728,0.0747565029694637,NA,-0.437763282732928,-0.3229179779762,NA,-0.457064365077035,1,0.0320145833222038,0.704559017579921,-0.309720417209337
"S5472",0.131931386658444,-0.26534400050475,-0.261530274750914,-0.419356384193624,0.19712081911127,-0.295976264381421,NA,-0.197699437960122,0.279137581921912,NA,-0.205558234835209,0.0320145833222038,1,0.3852570294294,-0.164130241837146
"S5490",-0.139555750014475,-0.197737440524157,0.249238028501006,0.250989266760658,0.0738624346686759,0.151756663490014,NA,-0.299151539931839,-0.200786481439234,NA,-0.326375612289126,0.704559017579921,0.3852570294294,1,-0.2640864205053
"S5546",-0.285579323335825,0.348380857503852,-0.351520116245775,0.318638576362688,0.486852394167038,0.670039630613741,NA,0.971194831598989,0.152195051680018,NA,0.569826759466397,-0.309720417209337,-0.164130241837146,-0.2640864205053,1
