"","S1034","S1087","S11286","S1199","S1236","S1275","S2447","S2462","S2483","S2494","S2751","S2806","S2928","S2992","S3042","S3058","S3189","S3209","S3383","S3473","S3680","S479","S5707","S6137","S6354","S663","S690"
"S1034",1,-0.12087375523423,0.328154278179576,0.987065531371269,0.408023153986829,0.984861976919171,-0.152996541908085,-0.184685120390294,-0.116527930223856,-0.125447094401317,0.552211687009242,-0.112132301324173,0.62731811201181,0.202307565647304,-0.00499679297644399,0.0185406369463508,0.410130287560805,0.994902773118838,0.993680717941346,0.995224512272903,-0.140175866613791,-0.0764312500100505,0.245114553473025,-0.0874420800707435,-0.128157680676557,-0.153160248924241,-0.12264792676616
"S1087",-0.12087375523423,1,-0.420326435345056,-0.057417753169556,0.425065845685455,-0.138356227589486,-0.173089209116599,-0.22011662102944,-0.144377174613449,-0.161167937308147,-0.0197234710338882,-0.18271452768953,0.0334578523125824,-0.116418473786955,0.392370440272789,-0.375332616542688,-0.248675576612919,-0.0928149470324306,-0.0854621187044608,-0.067203254905797,-0.142312973339931,-0.0675803187958963,0.295744698569473,-0.094894130909218,-0.106262706492062,-0.14729281512922,-0.217500790356117
"S11286",0.328154278179576,-0.420326435345056,1,0.371260187432505,-0.218246873515614,0.352754267683777,-0.250075155561804,-0.435068129832752,-0.167688694116351,-0.235494705272551,0.464362408252723,-0.260984289564546,0.121177299109473,0.167925727100888,-0.599605434759577,-0.194816275938353,0.443642555387911,0.374223766959625,0.373045101789662,0.339991243268629,-0.313190076345803,-0.288146142425716,-0.0693105784098786,-0.301529801848189,-0.310157396027877,0.081441935981717,0.0476488259938426
"S1199",0.987065531371269,-0.057417753169556,0.371260187432505,1,0.460110632524493,0.969254982857708,-0.234953687241303,-0.248283761759053,-0.17405037164423,-0.196713076289736,0.576603027856114,-0.123157090092228,0.62129324309186,0.132274794256246,-0.0166425615740199,-0.00880578873998251,0.430104751461685,0.994696681664972,0.995285479690124,0.995416930503148,-0.217383476345868,-0.142108792451408,0.209745776512436,-0.159248161117282,-0.19599099647023,-0.133073961710681,-0.135270104537986
"S1236",0.408023153986829,0.425065845685455,-0.218246873515614,0.460110632524493,1,0.350952458755146,-0.28961490091545,-0.374423710960052,-0.286945577713035,-0.324601828966844,0.400198260686105,-0.243378769364848,0.245848696512382,-0.13180911898055,0.210889212348272,-0.204537448967044,-0.270464875831004,0.396009563374914,0.411940048420972,0.447693758424169,-0.344322745272971,-0.185916369847696,0.48422368865987,-0.196474311321431,-0.20337552659562,-0.385592480967625,-0.141298682866086
"S1275",0.984861976919171,-0.138356227589486,0.352754267683777,0.969254982857708,0.350952458755146,1,-0.18645764114926,-0.238449253218784,-0.163572739200391,-0.135582197279495,0.515597858287129,-0.145394512768239,0.702322441614225,0.22222450754952,-0.0768696788542214,-0.0120410062239676,0.384908002953649,0.975982417902564,0.983407194466511,0.977228073510155,-0.17044375489796,-0.133799077713997,0.277306179880145,-0.130250078079822,-0.182159514757336,-0.0240112746689118,-0.0202848974696409
"S2447",-0.152996541908085,-0.173089209116599,-0.250075155561804,-0.234953687241303,-0.28961490091545,-0.18645764114926,1,0.594065585565169,0.977078477393616,0.948695810292093,-0.0704748562827863,-0.228458888285562,-0.0793287154778867,-0.197609473385353,0.248915053214678,0.602216382232145,0.0673040762181811,-0.197432725005209,-0.20217294330094,-0.202774722837169,0.96318574802369,0.973749469275027,0.300320540330722,0.985003825649544,0.972846434706865,-0.0669134237281435,0.0335530756890626
"S2462",-0.184685120390294,-0.22011662102944,-0.435068129832752,-0.248283761759053,-0.374423710960052,-0.238449253218784,0.594065585565169,1,0.619665397994634,0.601923194880904,-0.379322251676751,0.639877715247529,-0.18140894613817,-0.475257978362642,0.145025089592442,0.455100424092444,0.0803466649960542,-0.203644900974489,-0.213180546827836,-0.202815760570025,0.753177682209993,0.650591255939345,-0.292799277420498,0.648360041561502,0.680710238508812,-0.240022196697138,-0.140739435588039
"S2483",-0.116527930223856,-0.144377174613449,-0.167688694116351,-0.17405037164423,-0.286945577713035,-0.163572739200391,0.977078477393616,0.619665397994634,1,0.9286789214989,6.08612204433043e-06,-0.191007309317072,-0.102240687205887,-0.315516266043705,0.255389903337811,0.64335345216155,0.201260474841925,-0.142946249279035,-0.14888250397238,-0.15243635015522,0.964814266589139,0.98561829516591,0.21760841931357,0.980327320048926,0.980294174038116,-0.0757742902833524,-0.0558870130238108
"S2494",-0.125447094401317,-0.161167937308147,-0.235494705272551,-0.196713076289736,-0.324601828966844,-0.135582197279495,0.948695810292093,0.601923194880904,0.9286789214989,1,-0.267492094806455,-0.182978229417293,0.156009571621436,-0.241836106858033,0.0952647607085293,0.517570561435283,-0.03862287258877,-0.167018980769631,-0.167639084675687,-0.172890217376235,0.93159916270092,0.908691194928023,0.287452242148487,0.949871470714992,0.896939713619012,-0.000460295586056994,0.285625804030512
