"","S3119","S3294","S3299","S3340","S3432","S4155","S4268","S4732","S4734","S4739","S5332","S5333","S5336","S5515","S5747","S5795","S5804","S5848"
"S3119",1,0.998511496459949,0.998238336886056,0.998141878491711,0.998185800988994,0.995185281524431,0.99429702597631,0.993165591489732,0.993165591489732,0.993165591489732,0.988273821230291,0.988273821230291,0.988273821230291,0.98837700368241,0.980710544348903,0.979369722032969,0.979599703117398,0.976133862017151
"S3294",0.998511496459949,1,0.99994428429096,0.999969560020723,0.99994082046761,0.997002147212506,0.997512947716205,0.99562767754487,0.99562767754487,0.99562767754487,0.992841906011322,0.992841906011322,0.992841906011322,0.992774513699845,0.986606398705351,0.985570136824587,0.985824150224728,0.982889139198033
"S3299",0.998238336886056,0.99994428429096,1,0.999921718337387,0.999928595576029,0.996715245488511,0.997489675230634,0.995232368121938,0.995232368121938,0.995232368121938,0.992867471640393,0.992867471640393,0.992867471640393,0.992512623311891,0.986593220168615,0.985595061784821,0.985872659416146,0.982950482616868
"S3340",0.998141878491711,0.999969560020723,0.999921718337387,1,0.999918926617079,0.996975920552316,0.997608513145396,0.995705851288518,0.995705851288518,0.995705851288518,0.993008102306194,0.993008102306194,0.993008102306194,0.993012232277131,0.986819605632153,0.985850584798358,0.98610064770332,0.983207167697475
"S3432",0.998185800988994,0.99994082046761,0.999928595576029,0.999918926617079,1,0.997487768069831,0.998095169256564,0.996184943521661,0.996184943521661,0.996184943521661,0.993920524567748,0.993920524567748,0.993920524567748,0.993690221911175,0.988060230053654,0.987082414251743,0.987326759812032,0.984520711817678
"S4155",0.995185281524431,0.997002147212506,0.996715245488511,0.996975920552316,0.997487768069831,1,0.999278895419743,0.99967368849219,0.99967368849219,0.99967368849219,0.997870699499718,0.997870699499718,0.997870699499718,0.998203568179239,0.994028711874316,0.993353297089351,0.993485072145533,0.991600335160494
"S4268",0.99429702597631,0.997512947716205,0.997489675230634,0.997608513145396,0.998095169256564,0.999278895419743,1,0.998938529208677,0.998938529208677,0.998938529208677,0.99870595049117,0.99870595049117,0.99870595049117,0.998249007302985,0.995044249037781,0.994449386247023,0.99462961107972,0.992759026760422
"S4732",0.993165591489732,0.99562767754487,0.995232368121938,0.995705851288518,0.996184943521661,0.99967368849219,0.998938529208677,1,1,1,0.998125298703801,0.998125298703801,0.998125298703801,0.998853762757568,0.994828872372565,0.994111931507383,0.994241158798803,0.99253603262381
"S4734",0.993165591489732,0.99562767754487,0.995232368121938,0.995705851288518,0.996184943521661,0.99967368849219,0.998938529208677,1,1,1,0.998125298703801,0.998125298703801,0.998125298703801,0.998853762757568,0.994828872372565,0.994111931507383,0.994241158798803,0.99253603262381
"S4739",0.993165591489732,0.99562767754487,0.995232368121938,0.995705851288518,0.996184943521661,0.99967368849219,0.998938529208677,1,1,1,0.998125298703801,0.998125298703801,0.998125298703801,0.998853762757568,0.994828872372565,0.994111931507383,0.994241158798803,0.99253603262381
"S5332",0.988273821230291,0.992841906011322,0.992867471640393,0.993008102306194,0.993920524567748,0.997870699499718,0.99870595049117,0.998125298703801,0.998125298703801,0.998125298703801,1,1,1,0.999258451038014,0.998404754655211,0.998109376371277,0.998228543835205,0.997142523514954
"S5333",0.988273821230291,0.992841906011322,0.992867471640393,0.993008102306194,0.993920524567748,0.997870699499718,0.99870595049117,0.998125298703801,0.998125298703801,0.998125298703801,1,1,1,0.999258451038014,0.998404754655211,0.998109376371277,0.998228543835205,0.997142523514954
"S5336",0.988273821230291,0.992841906011322,0.992867471640393,0.993008102306194,0.993920524567748,0.997870699499718,0.99870595049117,0.998125298703801,0.998125298703801,0.998125298703801,1,1,1,0.999258451038014,0.998404754655211,0.998109376371277,0.998228543835205,0.997142523514954
"S5515",0.98837700368241,0.992774513699845,0.992512623311891,0.993012232277131,0.993690221911175,0.998203568179239,0.998249007302985,0.998853762757568,0.998853762757568,0.998853762757568,0.999258451038014,0.999258451038014,0.999258451038014,1,0.998219152106522,0.997888325566064,0.997952487927521,0.996895274061166
"S5747",0.980710544348903,0.986606398705351,0.986593220168615,0.986819605632153,0.988060230053654,0.994028711874316,0.995044249037781,0.994828872372565,0.994828872372565,0.994828872372565,0.998404754655211,0.998404754655211,0.998404754655211,0.998219152106522,1,0.99985518390751,0.999888066012694,0.999586231269382
"S5795",0.979369722032969,0.985570136824587,0.985595061784821,0.985850584798358,0.987082414251743,0.993353297089351,0.994449386247023,0.994111931507383,0.994111931507383,0.994111931507383,0.998109376371277,0.998109376371277,0.998109376371277,0.997888325566064,0.99985518390751,1,0.999988977813301,0.999836683674872
"S5804",0.979599703117398,0.985824150224728,0.985872659416146,0.98610064770332,0.987326759812032,0.993485072145533,0.99462961107972,0.994241158798803,0.994241158798803,0.994241158798803,0.998228543835205,0.998228543835205,0.998228543835205,0.997952487927521,0.999888066012694,0.999988977813301,1,0.999828694355878
"S5848",0.976133862017151,0.982889139198033,0.982950482616868,0.983207167697475,0.984520711817678,0.991600335160494,0.992759026760422,0.99253603262381,0.99253603262381,0.99253603262381,0.997142523514954,0.997142523514954,0.997142523514954,0.996895274061166,0.999586231269382,0.999836683674872,0.999828694355878,1
