"","S6914","S6916","S6939","S7049","S7064","S7080","S7081","S7084","S7085","S7087","S7090","S7091","S7092","S7095","S7109","S7111","S7112","S7113","S7116","S7124","S7125","S7129","S7132","S7140","S7144","S7148","S7151","S7153","S7154","S7155","S7158","S7159","S7164","S7168","S7169","S7170","S7171","S7173","S7174","S7178","S7185"
"S6914",1,0.236284770510252,0.303314906618977,0.290871666751631,0.541996762491682,NA,0.326699860443915,-0.0179485570216685,0.257292692116056,0.482909540137357,0.403079832334173,0.0231100330753224,0.115549551731146,0.133955931883774,NA,0.378269334793474,-0.257414763272954,0.215335726728589,-0.087357596282811,0.147445359241566,-0.358288414773913,-0.194423309280443,-0.284020285108649,0.695078131983833,0.185242126409587,0.357234599759093,-0.545554708625271,-0.365426601428511,-0.244439854345341,0.35927933293476,0.859134572437048,-0.0380437133101773,-0.0927736250512451,-0.0303073333540353,-0.520177195564794,-0.467992546682624,0.229633084130216,0.226927013586028,-0.238704743656626,0.31762394654568,-0.13986895111034
"S6916",0.236284770510252,1,-0.131814987779891,0.668615964967642,0.293265829714198,NA,0.148410282756756,0.364120410144012,0.0321444367702594,0.1830158988731,0.549690468871861,0.444061807741695,0.0112786651184339,-0.00604735860958373,NA,0.205457203019609,-0.116954141908285,0.303093057351696,-0.00197962098928866,-0.334771451815261,-0.0873370283802465,-0.0134124246914046,-0.0414334966671897,0.0912621741930667,-0.013474183330861,-0.160475383320658,-0.0708559519596728,0.423095524672683,0.475460981520344,-0.412898070849501,0.0514903334147425,0.191476906825454,0.596734834654824,-0.0217738475393793,0.148456193741683,-0.149943286585954,0.171812200753572,0.0300481240428031,0.21532398546157,0.126354947406673,-0.0093960313446809
"S6939",0.303314906618977,-0.131814987779891,1,0.117740849155482,0.280546206774958,NA,0.613879972414606,0.722409076261774,0.767914443921263,0.403718469001342,0.0371492433017473,0.0477598854826802,0.722342040191782,-0.427400571584171,NA,-0.138097441918345,0.148102528366606,0.19373799165166,-0.295600692722312,0.248987247486604,-0.149959123148255,-0.21173358611184,-0.0764268708979556,0.60372709074942,-0.0979428211424,0.213088940427566,-0.715061824741012,-0.511833191251269,-0.11014708639181,0.053819872366425,0.394257945338268,-0.237373590572608,-0.0170996790459289,0.397842261102497,0.0896751767987456,-0.247372854401131,0.239576402899655,-0.214852533484835,-0.227145014656827,0.0923839580415014,-0.809780135987057
"S7049",0.290871666751631,0.668615964967642,0.117740849155482,1,0.599622865262913,NA,0.293189992007919,0.228607899140484,-0.153922114403898,0.301033833278143,0.900119647757069,0.241094305598925,0.0754283201253008,-0.166666666666667,NA,0.386820942032898,-0.200972773536684,0.601149728711246,-0.144304442695233,-0.187673246329375,-0.03758494017895,-0.325074011596892,-0.340669285779868,0.188122002924751,-0.26626206215225,0.10473327710737,-0.104710026462761,0.141850549653204,0.16618905654747,-0.717763568020694,0.182219611647092,0.0769687039253486,0.212244649488164,0.111111111111111,0.048448838817233,-0.349021109895427,-0.111111111111111,0.254773846506024,-0.062454573702207,0.125735635606679,-0.0162966848339631
"S7064",0.541996762491682,0.293265829714198,0.280546206774958,0.599622865262913,1,NA,0.577929732676569,0.175265294044786,0.109719275986086,0.75124233005409,0.628455941256534,0.581760523302159,0.136480707119712,-0.27616397245572,NA,0.691323595182651,0.316657354483918,0.798807652105291,-0.092461905684969,0.26409573267031,-0.687185275030182,-0.326658079091448,-0.190786941585272,0.388212657045369,0.086542498823454,0.685734191135214,-0.630395666552167,-0.31807467938781,-0.513356192919472,-0.319093896553711,0.456041339214177,-0.0900766885002936,-0.0230624889020047,0.303776851231141,-0.544773842739769,-0.937424971764064,0.294284839982315,0.128048772192859,-0.616635815470462,-0.306648465919583,0.0959361524524974
"S7080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S7081",0.326699860443915,0.148410282756756,0.613879972414606,0.293189992007919,0.577929732676569,NA,1,0.652731347245376,0.572783603303196,0.7348363364095,0.354349867877942,0.619489787975164,0.141308291447681,-0.389810664521077,NA,0.0229268675488008,0.544100675034989,0.650599422990903,-0.0107224707972473,0.494593387427857,-0.610711203124324,-0.0238663698616029,0.248772157202591,0.30627207106777,-0.307975074146046,0.574740308974052,-0.766825629926287,-0.287324722309056,-0.210033572567911,-0.0136625573431743,0.152607744212147,-0.558095170569235,0.092162481595838,-0.0176442588600981,-0.236662005984771,-0.666461238146888,0.411271887474189,-0.628464234214592,-0.468354813622516,-0.252491472466409,-0.396985527385178
"S7084",-0.0179485570216685,0.364120410144012,0.722409076261774,0.228607899140484,0.175265294044786,NA,0.652731347245376,1,0.779868992869651,0.385134075021882,0.0668995197407819,0.458464004305308,0.605918207004142,-0.390560762956967,NA,-0.21108431972007,0.332899597667987,0.225208126284076,-0.0627896249264679,0.0882029828268722,-0.212210977868765,-0.0560229518200844,0.123487174662699,0.273743413806545,-0.0951829387082126,0.0625670298174959,-0.59900602829508,-0.0425970543726056,0.300946529913446,-0.201043712321448,-0.0444888795324663,-0.214818784311914,0.455129126064171,0.224833273252759,0.283805319491851,-0.169316209074706,0.426836754037107,-0.536051269794466,0.0276346803160652,-0.0273857292131017,-0.698568614133961
"S7085",0.257292692116056,0.0321444367702594,0.767914443921263,-0.153922114403898,0.109719275986086,NA,0.572783603303196,0.779868992869651,1,0.567500449785156,-0.253219421098247,0.345161747949134,0.701525712714398,-0.29945082011199,NA,-0.283050089717193,0.303783037494885,-0.0239989253859644,0.130268758787126,0.471374093112198,-0.434590650524771,-0.286107065289714,0.00294096365681868,0.619484918076259,0.239647064635065,0.261662004151373,-0.806177526432127,-0.103466810875147,0.193042898481005,0.313286320068669,0.312634723686376,-0.463318204939961,0.176977741996799,0.236499456258431,0.0282386733651097,-0.188692068273288,0.730434788569405,-0.44253631863388,0.117505553807769,0.222352469946089,-0.563742823414851
"S7087",0.482909540137357,0.1830158988731,0.403718469001342,0.301033833278143,0.75124233005409,NA,0.7348363364095,0.385134075021882,0.567500449785156,1,0.30370204633307,0.737995316135888,0.297378099705874,-0.355128313658875,NA,0.252401501691465,0.480260055012189,0.587568228031963,0.284473673158602,0.742720277666952,-0.906826594401378,-0.552300588455592,-0.12210512145893,0.592607041769656,0.204541679740497,0.789733588621038,-0.854275987661404,-0.00435575601805152,-0.171029503135726,0.00128983509786782,0.443763916609816,-0.635504581116486,-0.0101452554270552,0.199640873439882,-0.44865056835463,-0.80542370841344,0.782203725269086,-0.214050511188098,-0.24365302412224,-0.0133517941220763,0.089165953358193
