"","S7162","S7166","S7194","S7198","S7199","S7201","S7207","S7213","S7214","S7215","S7216","S7220","S7224","S7225","S7230","S7235","S7273"
"S7162",1,-0.537356854124331,0.378518426008163,0.407723576684421,0.393673247849525,0.326886862988212,0.352154755815707,-0.189712929984224,0.207665036880308,0.350817523459363,-0.138363230998558,0.111329060197002,-0.377925612292053,-0.139738525752706,-0.413927247833819,0.395224353667227,0.343471393962935
"S7166",-0.537356854124331,1,-0.482079760356833,-0.250588592038599,0.0641088864955668,0.139209560334108,-0.0777328815817987,-0.0153036413942702,0.14819385161062,-0.146489214208858,-0.165527627593331,-0.447104546746801,0.841155738759102,0.494541756875873,0.254416573518303,-0.249094723674857,-0.1351264930067
"S7194",0.378518426008163,-0.482079760356833,1,0.666664786209671,-0.24900960689034,0.427524074456351,0.527854700404466,0.193273877337027,-0.123147244921898,-0.12199752084404,0.093819085657963,0.22374155452759,-0.430582894393732,-0.166666666666667,-0.663623468281307,0.666472996263647,-0.279188369545432
"S7198",0.407723576684421,-0.250588592038599,0.666664786209671,1,0.436303348648896,0.0198364397358929,0.102117997611272,-0.580160175629914,0.653797855228398,0.445494735777402,-0.672906207288829,-0.326042980119923,-0.28630692443005,0.375249863826243,-0.995269679912554,0.999698496386481,-0.100378499215761
"S7199",0.393673247849525,0.0641088864955668,-0.24900960689034,0.436303348648896,1,-0.155284047917743,-0.124129810201777,-0.817541028069754,0.821024502991286,0.687040280368906,-0.772662356390984,-0.49683622700994,-0.0461166664049796,0.511688405900799,-0.419984327180865,0.437719060051991,0.255992972324335
"S7201",0.326886862988212,0.139209560334108,0.427524074456351,0.0198364397358929,-0.155284047917743,1,0.838325430773815,0.523126095749804,-0.393270718360518,-0.469794282675942,0.421842180917327,0.120687712557651,0.132785952257605,-0.043254119148147,0.00499871946989351,0.0164364849236285,-0.054278721029391
"S7207",0.352154755815707,-0.0777328815817987,0.527854700404466,0.102117997611272,-0.124129810201777,0.838325430773815,1,0.458305865934182,-0.419441146070928,-0.174199608724486,0.396867936475685,0.161216883056513,-0.227622780079604,-0.074608838119141,-0.0699962679009394,0.107390481001961,-0.170206916564412
"S7213",-0.189712929984224,-0.0153036413942702,0.193273877337027,-0.580160175629914,-0.817541028069754,0.523126095749804,0.458305865934182,1,-0.962099333053369,-0.783634523801108,0.96670777713899,0.587805242837043,0.079946808003819,-0.577986030117552,0.57357883072368,-0.580006585988824,-0.237123908864994
"S7214",0.207665036880308,0.14819385161062,-0.123147244921898,0.653797855228398,0.821024502991286,-0.393270718360518,-0.419441146070928,-0.962099333053369,1,0.69889166928981,-0.986558459807959,-0.654966800676923,0.0770177196122706,0.653765526608926,-0.656102726531481,0.6511481788989,0.200339047397422
"S7215",0.350817523459363,-0.146489214208858,-0.12199752084404,0.445494735777402,0.687040280368906,-0.469794282675942,-0.174199608724486,-0.783634523801108,0.69889166928981,1,-0.735203612997442,-0.411087246500375,-0.171437089786956,0.381742013824865,-0.426803877756029,0.448283752903932,-0.0561205887980693
"S7216",-0.138363230998558,-0.165527627593331,0.093819085657963,-0.672906207288829,-0.772662356390984,0.421842180917327,0.396867936475685,0.96670777713899,-0.986558459807959,-0.735203612997442,1,0.653779568615445,-0.0670099687017982,-0.662555370079632,0.667874002442554,-0.672416201146125,-0.115107523833396
"S7220",0.111329060197002,-0.447104546746801,0.22374155452759,-0.326042980119923,-0.49683622700994,0.120687712557651,0.161216883056513,0.587805242837043,-0.654966800676923,-0.411087246500375,0.653779568615445,1,-0.292856114948589,-0.987113796784446,0.319449219947847,-0.326046892975746,-0.108152742241931
"S7224",-0.377925612292053,0.841155738759102,-0.430582894393732,-0.28630692443005,-0.0461166664049796,0.132785952257605,-0.227622780079604,0.079946808003819,0.0770177196122706,-0.171437089786956,-0.0670099687017982,-0.292856114948589,1,0.292741067723262,0.292971861033069,-0.292447017492425,-0.291211400288609
"S7225",-0.139738525752706,0.494541756875873,-0.166666666666667,0.375249863826243,0.511688405900799,-0.043254119148147,-0.074608838119141,-0.577986030117552,0.653765526608926,0.381742013824865,-0.662555370079632,-0.987113796784446,0.292741067723262,1,-0.361932723169505,0.377437343612966,0.0582774331369341
"S7230",-0.413927247833819,0.254416573518303,-0.663623468281307,-0.995269679912554,-0.419984327180865,0.00499871946989351,-0.0699962679009394,0.57357883072368,-0.656102726531481,-0.426803877756029,0.667874002442554,0.319449219947847,0.292971861033069,-0.361932723169505,1,-0.993872489837024,0.0534065026450519
"S7235",0.395224353667227,-0.249094723674857,0.666472996263647,0.999698496386481,0.437719060051991,0.0164364849236285,0.107390481001961,-0.580006585988824,0.6511481788989,0.448283752903932,-0.672416201146125,-0.326046892975746,-0.292447017492425,0.377437343612966,-0.993872489837024,1,-0.112297515351575
"S7273",0.343471393962935,-0.1351264930067,-0.279188369545432,-0.100378499215761,0.255992972324335,-0.054278721029391,-0.170206916564412,-0.237123908864994,0.200339047397422,-0.0561205887980693,-0.115107523833396,-0.108152742241931,-0.291211400288609,0.0582774331369341,0.0534065026450519,-0.112297515351575,1
