"","S6887","S6890","S6934","S6969","S7067","S7082","S7086","S7102"
"S6887",1,1,0.999901227685927,0.999901227685927,0.999877632921552,0.999464291768707,0.999541336175669,0.999541336175669
"S6890",1,1,0.999901227685927,0.999901227685927,0.999877632921552,0.999464291768707,0.999541336175669,0.999541336175669
"S6934",0.999901227685927,0.999901227685927,1,1,0.999983392702951,0.999787382656682,0.999820120979576,0.999820120979576
"S6969",0.999901227685927,0.999901227685927,1,1,0.999983392702951,0.999787382656682,0.999820120979576,0.999820120979576
"S7067",0.999877632921552,0.999877632921552,0.999983392702951,0.999983392702951,1,0.999772880783768,0.999774783299084,0.999774783299084
"S7082",0.999464291768707,0.999464291768707,0.999787382656682,0.999787382656682,0.999772880783768,1,0.99994355215364,0.99994355215364
"S7086",0.999541336175669,0.999541336175669,0.999820120979576,0.999820120979576,0.999774783299084,0.99994355215364,1,1
"S7102",0.999541336175669,0.999541336175669,0.999820120979576,0.999820120979576,0.999774783299084,0.99994355215364,1,1
