"","S4128","S4129","S4130","S4201","S4207","S4210","S4223","S4233","S4234","S4239","S4241","S4244","S4248","S4255","S4265","S4283","S4284","S4291"
"S4128",1,0.996824693043768,0.680875229967564,0.91591959810688,0.953338149019762,0.9641420445002,0.708232237303671,0.496925881677136,0.894595081630581,0.869055341032979,0.433935253714843,0.853853495985459,0.898774044944512,0.914931881192415,0.566334217809244,0.950760129776759,0.950760129776759,0.951490910123049
"S4129",0.996824693043768,1,0.661279608837017,0.928279229934181,0.965353074469274,0.973256908707682,0.703161676387306,0.474656860304281,0.912602635369853,0.858388648626005,0.411544495366929,0.845055963369352,0.897606037168804,0.903073310295838,0.55434198447418,0.959447444005596,0.959447444005596,0.958920113241709
"S4130",0.680875229967564,0.661279608837017,1,0.643462185007875,0.476549335479426,0.507789491660933,0.885337758971983,0.808385530666736,0.336805788205497,0.863343527467716,0.797878823092366,0.864418974273336,0.856462984961236,0.850621434806256,0.838797872759003,0.569007577519156,0.569007577519156,0.566708302518826
"S4201",0.91591959810688,0.928279229934181,0.643462185007875,1,0.88104965476687,0.88649429974569,0.76604293060345,0.547028527961086,0.84601465300862,0.800814802451907,0.522864571748984,0.811155511174439,0.926767536530643,0.839162144488926,0.647681654382559,0.926982366160339,0.926982366160339,0.921767722129971
"S4207",0.953338149019762,0.965353074469274,0.476549335479426,0.88104965476687,1,0.998618957291648,0.529562871421169,0.304958984103316,0.966115056950839,0.705391977846943,0.218296408447761,0.716852437769993,0.801903617740702,0.822678534827935,0.371699039428821,0.949238084226187,0.949238084226187,0.95073084083967
"S4210",0.9641420445002,0.973256908707682,0.507789491660933,0.88649429974569,0.998618957291648,1,0.54962676884436,0.328462981680405,0.956713268987566,0.726705232303975,0.249878980076954,0.733967266896945,0.820111272915547,0.842930579217867,0.39730680608356,0.949235134849214,0.949235134849214,0.951411093574824
"S4223",0.708232237303671,0.703161676387306,0.885337758971983,0.76604293060345,0.529562871421169,0.54962676884436,1,0.742785345115309,0.460044226491521,0.88465649188165,0.740970484907463,0.782506429837547,0.873360832801112,0.769182855771133,0.799681739239385,0.694953954357029,0.694953954357029,0.688552968683737
"S4233",0.496925881677136,0.474656860304281,0.808385530666736,0.547028527961086,0.304958984103316,0.328462981680405,0.742785345115309,1,0.186459347978429,0.638849957892292,0.952646573864392,0.745396716277738,0.695812473204272,0.629331113664442,0.955667762724992,0.375382107577242,0.375382107577242,0.367878648692015
"S4234",0.894595081630581,0.912602635369853,0.336805788205497,0.84601465300862,0.966115056950839,0.956713268987566,0.460044226491521,0.186459347978429,1,0.629298803725606,0.0902294301063259,0.618301105588518,0.705937189765901,0.701934467327107,0.26811932862158,0.94947026378516,0.94947026378516,0.949166985692352
"S4239",0.869055341032979,0.858388648626005,0.863343527467716,0.800814802451907,0.705391977846943,0.726705232303975,0.88465649188165,0.638849957892292,0.629298803725606,1,0.634618996987869,0.921792530718107,0.886406984628064,0.884694254976024,0.720379244591797,0.787220954812762,0.787220954812762,0.784076105044599
"S4241",0.433935253714843,0.411544495366929,0.797878823092366,0.522864571748984,0.218296408447761,0.249878980076954,0.740970484907463,0.952646573864392,0.0902294301063259,0.634618996987869,1,0.693786330498925,0.679698195987883,0.583312848166814,0.965789347785978,0.291902799628592,0.291902799628592,0.286235588584022
"S4244",0.853853495985459,0.845055963369352,0.864418974273336,0.811155511174439,0.716852437769993,0.733967266896945,0.782506429837547,0.745396716277738,0.618301105588518,0.921792530718107,0.693786330498925,1,0.893585865264808,0.918207261863344,0.787221893660965,0.748713943926793,0.748713943926793,0.742928149498201
"S4248",0.898774044944512,0.897606037168804,0.856462984961236,0.926767536530643,0.801903617740702,0.820111272915547,0.873360832801112,0.695812473204272,0.705937189765901,0.886406984628064,0.679698195987883,0.893585865264808,1,0.953784978891827,0.760112839359348,0.861624701100913,0.861624701100913,0.860925701163607
"S4255",0.914931881192415,0.903073310295838,0.850621434806256,0.839162144488926,0.822678534827935,0.842930579217867,0.769182855771133,0.629331113664442,0.701934467327107,0.884694254976024,0.583312848166814,0.918207261863344,0.953784978891827,1,0.655310166268759,0.837889032824644,0.837889032824644,0.841701732266219
"S4265",0.566334217809244,0.55434198447418,0.838797872759003,0.647681654382559,0.371699039428821,0.39730680608356,0.799681739239385,0.955667762724992,0.26811932862158,0.720379244591797,0.965789347785978,0.787221893660965,0.760112839359348,0.655310166268759,1,0.444025383671883,0.444025383671883,0.434345996120405
"S4283",0.950760129776759,0.959447444005596,0.569007577519156,0.926982366160339,0.949238084226187,0.949235134849214,0.694953954357029,0.375382107577242,0.94947026378516,0.787220954812762,0.291902799628592,0.748713943926793,0.861624701100913,0.837889032824644,0.444025383671883,1,1,0.999541389529761
"S4284",0.950760129776759,0.959447444005596,0.569007577519156,0.926982366160339,0.949238084226187,0.949235134849214,0.694953954357029,0.375382107577242,0.94947026378516,0.787220954812762,0.291902799628592,0.748713943926793,0.861624701100913,0.837889032824644,0.444025383671883,1,1,0.999541389529761
"S4291",0.951490910123049,0.958920113241709,0.566708302518826,0.921767722129971,0.95073084083967,0.951411093574824,0.688552968683737,0.367878648692015,0.949166985692352,0.784076105044599,0.286235588584022,0.742928149498201,0.860925701163607,0.841701732266219,0.434345996120405,0.999541389529761,0.999541389529761,1
