"","S1559","S1581","S1587","S1598","S1619","S1674","S417","S469","S491","S517","S561","S591","S666","S678"
"S1559",1,0.462770402399515,-0.0393832106561208,0.145719127557406,0.114924568179701,0.367657754898773,-0.102713468727512,-0.132364592571424,0.0392710141300364,-0.0462504372254828,-0.0025743511168403,0.0752114163693663,-0.837658477601311,-0.0290902045014574
"S1581",0.462770402399515,1,-0.559417158844613,-0.189819975593228,0.0440161643987668,-0.0617658196321962,-0.0444957653761985,-0.00837209575776419,-0.29141737653927,0.0510337180066305,0.388176846196314,0.388362773089165,-0.348053450985936,-0.162993184386007
"S1587",-0.0393832106561208,-0.559417158844613,1,-0.0722483695771373,-0.333120493112878,0.21566512519421,-0.0656796429271204,0.487944348194318,0.113549960554949,-0.108040229264115,0.0276546023333244,-0.120660179458974,0.110168457478531,-0.0155299320285062
"S1598",0.145719127557406,-0.189819975593228,-0.0722483695771373,1,0.902155121970667,0.688547221297741,-0.511084776778819,-0.0966831112836845,-0.00435339834029532,0.183724932768132,-0.195385933979991,-0.628084400181721,-0.120154919820683,-0.478310042941149
"S1619",0.114924568179701,0.0440161643987668,-0.333120493112878,0.902155121970667,1,0.470793274100063,-0.388068035956504,-0.208737305327588,-0.339425182414596,0.0901336005931472,-0.0652882085087575,-0.471614051337607,-0.120263993262998,-0.33729553470081
"S1674",0.367657754898773,-0.0617658196321962,0.21566512519421,0.688547221297741,0.470793274100063,1,-0.66647004236679,0.262514131794314,0.369211403558731,-0.200476156013667,0.0796983310519238,-0.512939924152468,-0.221790734806559,-0.60326975611782
"S417",-0.102713468727512,-0.0444957653761985,-0.0656796429271204,-0.511084776778819,-0.388068035956504,-0.66647004236679,1,0.216195004569756,-0.194677477315019,0.381172258008825,0.355431635048543,0.657514637960576,0.285518016718298,0.660051506128291
"S469",-0.132364592571424,-0.00837209575776419,0.487944348194318,-0.0966831112836845,-0.208737305327588,0.262514131794314,0.216195004569756,1,0.0481912045643261,0.211947936137939,0.797093688247754,0.270396187287027,0.512894098354912,-0.21922743446073
"S491",0.0392710141300364,-0.29141737653927,0.113549960554949,-0.00435339834029532,-0.339425182414596,0.369211403558731,-0.194677477315019,0.0481912045643261,1,0.0229406979951683,-0.263863532139232,-0.138496076382455,-0.0854767232585958,-0.0776155478683666
"S517",-0.0462504372254828,0.0510337180066305,-0.108040229264115,0.183724932768132,0.0901336005931472,-0.200476156013667,0.381172258008825,0.211947936137939,0.0229406979951683,1,0.0606014123623698,0.183561488988533,0.228543136726357,-0.0846841414260252
"S561",-0.0025743511168403,0.388176846196314,0.0276546023333244,-0.195385933979991,-0.0652882085087575,0.0796983310519238,0.355431635048543,0.797093688247754,-0.263863532139232,0.0606014123623698,1,0.577188030422057,0.410145500087152,-0.0998027992795555
"S591",0.0752114163693663,0.388362773089165,-0.120660179458974,-0.628084400181721,-0.471614051337607,-0.512939924152468,0.657514637960576,0.270396187287027,-0.138496076382455,0.183561488988533,0.577188030422057,1,0.12108866984541,0.40083773626151
"S666",-0.837658477601311,-0.348053450985936,0.110168457478531,-0.120154919820683,-0.120263993262998,-0.221790734806559,0.285518016718298,0.512894098354912,-0.0854767232585958,0.228543136726357,0.410145500087152,0.12108866984541,1,-0.1880943870511
"S678",-0.0290902045014574,-0.162993184386007,-0.0155299320285062,-0.478310042941149,-0.33729553470081,-0.60326975611782,0.660051506128291,-0.21922743446073,-0.0776155478683666,-0.0846841414260252,-0.0998027992795555,0.40083773626151,-0.1880943870511,1
