"","S4939","S4948","S5173","S5226","S5241","S5258","S5263","S5267","S5358","S5373","S5432","S5537","S5603","S5648"
"S4939",1,0.722792913214316,-0.065283385115919,-0.0684492857756042,0.177552742824399,-0.372512116592695,NA,NA,-0.114052679837635,0.851699108249108,0.659305547083275,0.700144631415944,-0.174007943098369,-0.171755228247876
"S4948",0.722792913214316,1,-0.0871539265834605,-0.124430119295158,0.0536549698655378,-0.222627154002309,NA,NA,0.396603455371445,0.847956104661411,0.48243393122479,0.683814538565378,0.0560619880713066,-0.232822829463225
"S5173",-0.065283385115919,-0.0871539265834605,1,-0.180149244975173,0.0858701392756106,-0.293082429437953,NA,NA,-0.178863001979365,-0.172180593315601,-0.18812621903797,-0.165948740262834,-0.302398452458941,-0.111111111111111
"S5226",-0.0684492857756042,-0.124430119295158,-0.180149244975173,1,-0.94099207200306,0.296550848025925,NA,NA,-0.124982815620184,-0.0605895224387859,-0.210501943982372,-0.18315752931428,0.202380588881258,0.000116090263514147
"S5241",0.177552742824399,0.0536549698655378,0.0858701392756106,-0.94099207200306,1,-0.441036861560826,NA,NA,0.0363828453397835,0.128625227720835,0.204992283704035,0.14826636940681,-0.0914930138187179,0.177828168085071
"S5258",-0.372512116592695,-0.222627154002309,-0.293082429437953,0.296550848025925,-0.441036861560826,1,NA,NA,-0.0650599519754449,-0.296719402544778,0.309860634332416,-0.217489719216725,-0.0689626419835518,-0.0873312432647883
"S5263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S5267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S5358",-0.114052679837635,0.396603455371445,-0.178863001979365,-0.124982815620184,0.0363828453397835,-0.0650599519754449,NA,NA,1,0.356085609512527,-0.185651765287911,-0.267981112005465,0.383594918937829,-0.178863001979365
"S5373",0.851699108249108,0.847956104661411,-0.172180593315601,-0.0605895224387859,0.128625227720835,-0.296719402544778,NA,NA,0.356085609512527,1,0.500168406172685,0.479809413828824,0.152229824487294,-0.0925287174267859
"S5432",0.659305547083275,0.48243393122479,-0.18812621903797,-0.210501943982372,0.204992283704035,0.309860634332416,NA,NA,-0.185651765287911,0.500168406172685,1,0.534372778855772,-0.365678154713033,-0.18812621903797
"S5537",0.700144631415944,0.683814538565378,-0.165948740262834,-0.18315752931428,0.14826636940681,-0.217489719216725,NA,NA,-0.267981112005465,0.479809413828824,0.534372778855772,1,-0.32785748148683,-0.165948740262834
"S5603",-0.174007943098369,0.0560619880713066,-0.302398452458941,0.202380588881258,-0.0914930138187179,-0.0689626419835518,NA,NA,0.383594918937829,0.152229824487294,-0.365678154713033,-0.32785748148683,1,0.579376671301725
"S5648",-0.171755228247876,-0.232822829463225,-0.111111111111111,0.000116090263514147,0.177828168085071,-0.0873312432647883,NA,NA,-0.178863001979365,-0.0925287174267859,-0.18812621903797,-0.165948740262834,0.579376671301725,1
