"","S1468","S1481","S1548","S1578","S3412","S3440","S5166","S5193","S5212","S5448","S5449","S5471","S5472","S5490","S5546"
"S1468",1,0.933548747808272,0.382672590263887,0.318379638072219,0.335328275556116,-0.00187255806321345,0.52897675625917,0.874803462331096,-0.367784877227639,0.616583281344915,0.98431653959143,0.871466588808864,0.638169538569542,0.270996038392585,0.885401527668144
"S1481",0.933548747808272,1,0.306831660139607,0.378381274969536,0.390053108368753,0.00449465207225302,0.499504798714456,0.849915467643713,-0.318886689255909,0.752292462512269,0.977752739698613,0.875010482198209,0.694631505377394,0.326686309265198,0.886809122443595
"S1548",0.382672590263887,0.306831660139607,1,0.830050287855787,-0.235498604102611,-0.384127566452629,-0.111354133316715,0.293575123268046,-0.34712412980682,0.375875714197005,0.341657005571295,0.497118513137889,0.622734701822491,0.256072987644966,0.462189116629945
"S1578",0.318379638072219,0.378381274969536,0.830050287855787,1,0.15363684535532,-0.162243137895338,0.0857942443737334,0.387280149753419,-0.10142726713361,0.660399365558823,0.325067071697247,0.45149490047373,0.840278154207785,0.330336169900816,0.425965432746928
"S3412",0.335328275556116,0.390053108368753,-0.235498604102611,0.15363684535532,1,0.768588557131607,0.821138157932595,0.672245575398,0.480473845871306,0.538220357420303,0.339950315516157,0.284788234803002,0.524769732015239,0.37611536625807,0.301436931601364
"S3440",-0.00187255806321345,0.00449465207225302,-0.384127566452629,-0.162243137895338,0.768588557131607,1,0.659704499029267,0.368059379369916,0.688000943415921,0.187127137592099,-0.00360000568137881,0.0545135506035022,0.205614231111848,0.417633352076648,0.032980827278151
"S5166",0.52897675625917,0.499504798714456,-0.111354133316715,0.0857942443737334,0.821138157932595,0.659704499029267,1,0.808188012099193,0.515147439745787,0.408433960058716,0.495531107003162,0.528812302342145,0.547053293450462,0.216807137017438,0.559377296207749
"S5193",0.874803462331096,0.849915467643713,0.293575123268046,0.387280149753419,0.672245575398,0.368059379369916,0.808188012099193,1,0.0818570018360218,0.654925843837986,0.859049046125745,0.877313064741735,0.772168531468485,0.333629444687928,0.888001380691976
"S5212",-0.367784877227639,-0.318886689255909,-0.34712412980682,-0.10142726713361,0.480473845871306,0.688000943415921,0.515147439745787,0.0818570018360218,1,-0.190554263002631,-0.375549515547393,-0.0892664110756463,0.0383433935689614,-0.167007627503311,-0.0873138258443936
"S5448",0.616583281344915,0.752292462512269,0.375875714197005,0.660399365558823,0.538220357420303,0.187127137592099,0.408433960058716,0.654925843837986,-0.190554263002631,1,0.674649756198758,0.572093922338315,0.871657789085037,0.682576421026318,0.56146744225306
"S5449",0.98431653959143,0.977752739698613,0.341657005571295,0.325067071697247,0.339950315516157,-0.00360000568137881,0.495531107003162,0.859049046125745,-0.375549515547393,0.674649756198758,1,0.879061755101259,0.648479598702111,0.301830997218419,0.889461745276261
"S5471",0.871466588808864,0.875010482198209,0.497118513137889,0.45149490047373,0.284788234803002,0.0545135506035022,0.528812302342145,0.877313064741735,-0.0892664110756463,0.572093922338315,0.879061755101259,1,0.718247620644317,0.198972848641383,0.995545864607407
"S5472",0.638169538569542,0.694631505377394,0.622734701822491,0.840278154207785,0.524769732015239,0.205614231111848,0.547053293450462,0.772168531468485,0.0383433935689614,0.871657789085037,0.648479598702111,0.718247620644317,1,0.518082208961009,0.704320013513355
"S5490",0.270996038392585,0.326686309265198,0.256072987644966,0.330336169900816,0.37611536625807,0.417633352076648,0.216807137017438,0.333629444687928,-0.167007627503311,0.682576421026318,0.301830997218419,0.198972848641383,0.518082208961009,1,0.15346395134498
"S5546",0.885401527668144,0.886809122443595,0.462189116629945,0.425965432746928,0.301436931601364,0.032980827278151,0.559377296207749,0.888001380691976,-0.0873138258443936,0.56146744225306,0.889461745276261,0.995545864607407,0.704320013513355,0.15346395134498,1
