"","S6720","S6728","S6742","S7053","S7179","S7181","S7186","S7203","S7313","S7315","S7327","S7331"
"S6720",1,0.534053501817553,0.911152353212573,NA,-0.280691966919339,-0.447042365240788,-0.0619339304460851,-0.549116674166091,0.310776476907716,-0.340318663834024,0.463052225705785,NA
"S6728",0.534053501817553,1,0.555868506620333,NA,-0.74006743583495,-0.499957627842096,-0.571188639145775,-0.0887337684791427,-0.210928259193846,-0.405640631708497,0.355303601707884,NA
"S6742",0.911152353212573,0.555868506620333,1,NA,-0.141758290511759,-0.442223756184773,-0.190797519074726,-0.294358105969673,0.441500559348862,-0.335043879281145,0.597915846931899,NA
"S7053",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S7179",-0.280691966919339,-0.74006743583495,-0.141758290511759,NA,1,0.1019909213715,0.484375799971262,0.143777439878364,0.557474816720067,0.438453224905228,-0.404288790239202,NA
"S7181",-0.447042365240788,-0.499957627842096,-0.442223756184773,NA,0.1019909213715,1,0.260843341105408,0.216771355625963,-0.0302636519820481,-0.348827742585826,0.177562934751992,NA
"S7186",-0.0619339304460851,-0.571188639145775,-0.190797519074726,NA,0.484375799971262,0.260843341105408,1,-0.11571770549323,0.117447005596248,0.113057173993327,-0.388176463693072,NA
"S7203",-0.549116674166091,-0.0887337684791427,-0.294358105969673,NA,0.143777439878364,0.216771355625963,-0.11571770549323,1,-0.117182638704731,-0.135803040553164,0.134275934417332,NA
"S7313",0.310776476907716,-0.210928259193846,0.441500559348862,NA,0.557474816720067,-0.0302636519820481,0.117447005596248,-0.117182638704731,1,0.209029991604476,0.101649985534177,NA
"S7315",-0.340318663834024,-0.405640631708497,-0.335043879281145,NA,0.438453224905228,-0.348827742585826,0.113057173993327,-0.135803040553164,0.209029991604476,1,-0.642183039132869,NA
"S7327",0.463052225705785,0.355303601707884,0.597915846931899,NA,-0.404288790239202,0.177562934751992,-0.388176463693072,0.134275934417332,0.101649985534177,-0.642183039132869,1,NA
"S7331",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
