"","S7831","S7850","S7878","S7935","S7987","S8057","S8064","S8079","S8081","S8084","S8143","S8146","S8174","S8177","S8180","S8261","S8272","S8289","S8321","S8329","S8335","S8337","S8338","S8345","S8346","S8347","S8354","S8356","S8370","S8383"
"S7831",1,0.99996805994014,0.999917250223379,0.999800803855513,0.99970406669322,0.999293443002467,0.999043946912587,0.999053910680579,0.998767647457563,0.998917595773525,0.997977162662267,0.998697770209157,0.997710958762165,0.995395698655756,0.996951641899636,0.99102657405342,0.990618459341986,0.991394686174076,0.990382616246565,0.989533683705842,0.98965337029573,0.98965337029573,0.987490013739904,0.986833427385534,0.98911729686491,0.986637884370521,0.986047068370413,0.98558555146538,0.98543433713793,0.982863397576749
"S7850",0.99996805994014,1,0.999907647208888,0.999798568461339,0.9997044622455,0.999300569011354,0.999079606098815,0.999024845263891,0.998774944570258,0.998875273678262,0.998008650652118,0.998671317236882,0.9976536289937,0.995432246049166,0.996910124900028,0.99103875608616,0.99065573752544,0.991354526449156,0.990376586287024,0.989526281170049,0.989672069144896,0.989672069144896,0.987528078852325,0.986905718337444,0.989155756030508,0.986711962839131,0.986044802603667,0.985610750307769,0.985451224389923,0.982862783667115
"S7878",0.999917250223379,0.999907647208888,1,0.999938470150737,0.999922728312608,0.999606343774571,0.999456212564558,0.999360295245438,0.999204896058903,0.999249976203116,0.99853998366211,0.999057290784566,0.998074544440027,0.996013228255409,0.997346329906456,0.9915056779056,0.991071658880652,0.991764272121049,0.990809802095123,0.989984119505873,0.990001490292959,0.990001490292959,0.987923632399182,0.987208818020516,0.989470085915729,0.987003214209435,0.98645113701245,0.986021245057435,0.985836027328492,0.983159632204118
"S7935",0.999800803855513,0.999798568461339,0.999938470150737,1,0.999921742631011,0.999559844272173,0.999459376806558,0.999214360398464,0.999262212850683,0.999120312703285,0.998590345987892,0.998924778346833,0.997871003695557,0.995982153917867,0.997078298405039,0.991207484007967,0.990796946402944,0.991264967683034,0.990374021965682,0.989633819599811,0.989569346849194,0.989569346849194,0.987569653038096,0.986817069810556,0.989062010806683,0.986634428656471,0.986002583445241,0.985577456381388,0.985404920242884,0.982605992810548
"S7987",0.99970406669322,0.9997044622455,0.999922728312608,0.999921742631011,1,0.999800560535591,0.999725123608103,0.999547262544918,0.999505942985116,0.999494948206192,0.998909058708299,0.999333021077726,0.998426836417359,0.996544316809679,0.997745916617351,0.992144095782193,0.99168705124277,0.992328933842749,0.991422044904637,0.990655613634195,0.990565612477623,0.990565612477623,0.98862899274056,0.987846372413624,0.990057358352916,0.987596536546536,0.987135281089657,0.986757742687789,0.986510655667615,0.983787988624013
"S8057",0.999293443002467,0.999300569011354,0.999606343774571,0.999559844272173,0.999800560535591,1,0.999888799424399,0.999896972856485,0.999726113933275,0.999868165019348,0.999290038437244,0.999799488115742,0.999269075759534,0.997708655568814,0.998818374418266,0.994216403090048,0.993792950485019,0.99437943842752,0.993628393749418,0.99295641001672,0.992827761118363,0.992827761118363,0.991115735629416,0.990368640729986,0.99238974390331,0.990113607825852,0.989828802024746,0.989472052281254,0.989266109146705,0.986791816553593
"S8064",0.999043946912587,0.999079606098815,0.999456212564558,0.999459376806558,0.999725123608103,0.999888799424399,1,0.999795885106828,0.999904601414624,0.999752918767605,0.999631069145746,0.999759916682433,0.99915826560777,0.998003449392369,0.998670352341054,0.994169327738592,0.99368760662296,0.993997227237907,0.993414861903179,0.992722856286588,0.992588424580256,0.992588424580256,0.99100635460878,0.990237424603472,0.992110626959929,0.990032776515085,0.989575781516635,0.989280059948014,0.989057079193068,0.986471689752901
"S8079",0.999053910680579,0.999024845263891,0.999360295245438,0.999214360398464,0.999547262544918,0.999896972856485,0.999795885106828,1,0.999685228497391,0.999960213078376,0.999374290482249,0.99994611764658,0.999602000494804,0.998100570939619,0.999192397394407,0.995035186789206,0.994562535338125,0.995183330294777,0.994533550988926,0.993804459316388,0.993724871150448,0.993724871150448,0.992067961009046,0.991342162752629,0.99328446326459,0.991093142444941,0.99094573304402,0.990584349442992,0.990361466194097,0.988096581937975
"S8081",0.998767647457563,0.998774944570258,0.999204896058903,0.999262212850683,0.999505942985116,0.999726113933275,0.999904601414624,0.999685228497391,1,0.999585445154303,0.999853170307473,0.999669671360613,0.999158250689021,0.998506007166832,0.998692252247626,0.994655408256299,0.994197848657438,0.994275119737179,0.993811178933806,0.993202917005878,0.993024048243699,0.993024048243699,0.991600234419058,0.990891023876922,0.992579329984274,0.990756087367195,0.990205667162524,0.989921192042173,0.989718327421724,0.987126555314185
"S8084",0.998917595773525,0.998875273678262,0.999249976203116,0.999120312703285,0.999494948206192,0.999868165019348,0.999752918767605,0.999960213078376,0.999585445154303,1,0.999208884632344,0.999954376483547,0.999637587709978,0.997894681565281,0.999201804552138,0.994988880080101,0.994484676154336,0.995175504558834,0.994510319728383,0.993787514089295,0.993668212776017,0.993668212776017,0.992025417060007,0.991212136581294,0.993228076366815,0.990899470139146,0.990893503458889,0.990543107238036,0.99027281247021,0.988036113596325
"S8143",0.997977162662267,0.998008650652118,0.99853998366211,0.998590345987892,0.998909058708299,0.999290038437244,0.999631069145746,0.999374290482249,0.999853170307473,0.999208884632344,1,0.999405316318597,0.998995171889346,0.999000840994499,0.998606475858465,0.995148844304837,0.994689042331442,0.994467817312589,0.994228921221082,0.993627693930988,0.993445729292815,0.993445729292815,0.992179993307655,0.991532519508553,0.992998177550977,0.991490093470867,0.990826273842141,0.99057200125683,0.990401954724971,0.987829443838536
"S8146",0.998697770209157,0.998671317236882,0.999057290784566,0.998924778346833,0.999333021077726,0.999799488115742,0.999759916682433,0.99994611764658,0.999669671360613,0.999954376483547,0.999405316318597,1,0.999773477192618,0.998352401837225,0.999415805078051,0.995583551951256,0.995053431847449,0.995619296127654,0.995075865347099,0.994368752593835,0.994263655355439,0.994263655355439,0.992768715973305,0.99199266438635,0.993836133053299,0.991720772371405,0.991639178388497,0.991316473735237,0.991088342603165,0.988891236255812
"S8174",0.997710958762165,0.9976536289937,0.998074544440027,0.997871003695557,0.998426836417359,0.999269075759534,0.99915826560777,0.999602000494804,0.999158250689021,0.999637587709978,0.998995171889346,0.999773477192618,1,0.998832667487618,0.999865451587142,0.997220655924628,0.996747457435048,0.99728482894357,0.996878497814998,0.996289494631402,0.996184687052697,0.996184687052697,0.994930493634333,0.994221871217889,0.995829792974868,0.993933131295945,0.994042868231758,0.993752689967401,0.993534534710565,0.991685381559521
"S8177",0.995395698655756,0.995432246049166,0.996013228255409,0.995982153917867,0.996544316809679,0.997708655568814,0.998003449392369,0.998100570939619,0.998506007166832,0.997894681565281,0.999000840994499,0.998352401837225,0.998832667487618,1,0.998977427896339,0.998262140491477,0.998010283472054,0.997381183651817,0.997549839952806,0.997274260743855,0.997103514284756,0.997103514284756,0.996441606479944,0.996053863395906,0.996825075495329,0.996091161265493,0.995493824227224,0.995333575153813,0.995277333012066,0.993303775742492
"S8180",0.996951641899636,0.996910124900028,0.997346329906456,0.997078298405039,0.997745916617351,0.998818374418266,0.998670352341054,0.999192397394407,0.998692252247626,0.999201804552138,0.998606475858465,0.999415805078051,0.999865451587142,0.998977427896339,1,0.997897506637671,0.997460861626518,0.998128152684298,0.99769542013164,0.997167270192144,0.99705937357971,0.99705937357971,0.995922093143328,0.995293854213675,0.996728152624797,0.995005529427701,0.995122924235972,0.994866371821015,0.994708255231387,0.992942468318384
"S8261",0.99102657405342,0.99103875608616,0.9915056779056,0.991207484007967,0.992144095782193,0.994216403090048,0.994169327738592,0.995035186789206,0.994655408256299,0.994988880080101,0.995148844304837,0.995583551951256,0.997220655924628,0.998262140491477,0.997897506637671,1,0.999916634488479,0.999452649870186,0.999868687994976,0.999832823671926,0.999797384370943,0.999797384370943,0.99961355548692,0.999379337942619,0.999719052265947,0.999258162268125,0.999287200196949,0.999217125915874,0.999133472531336,0.998253638570672
"S8272",0.990618459341986,0.99065573752544,0.991071658880652,0.990796946402944,0.99168705124277,0.993792950485019,0.99368760662296,0.994562535338125,0.994197848657438,0.994484676154336,0.994689042331442,0.995053431847449,0.996747457435048,0.998010283472054,0.997460861626518,0.999916634488479,1,0.999354629053663,0.999783330663735,0.999860253214183,0.999837967044144,0.999837967044144,0.999650056102772,0.999523816709266,0.999799706088538,0.999437824609297,0.999359677206583,0.999296409577283,0.999218715001655,0.998377119854663
"S8289",0.991394686174076,0.991354526449156,0.991764272121049,0.991264967683034,0.992328933842749,0.99437943842752,0.993997227237907,0.995183330294777,0.994275119737179,0.995175504558834,0.994467817312589,0.995619296127654,0.99728482894357,0.997381183651817,0.998128152684298,0.999452649870186,0.999354629053663,1,0.999773436991179,0.999618874042524,0.999567275746001,0.999567275746001,0.999005174477597,0.998764252897043,0.999476948976366,0.998417134559303,0.998877000206281,0.998782727373677,0.998541571686865,0.997667718570917
"S8321",0.990382616246565,0.990376586287024,0.990809802095123,0.990374021965682,0.991422044904637,0.993628393749418,0.993414861903179,0.994533550988926,0.993811178933806,0.994510319728383,0.994228921221082,0.995075865347099,0.996878497814998,0.997549839952806,0.99769542013164,0.999868687994976,0.999783330663735,0.999773436991179,1,0.999916584669372,0.999910704367013,0.999910704367013,0.999631688987622,0.999419404551777,0.999847338580745,0.999203031516098,0.999487876002574,0.999409163187181,0.999278736977656,0.998566673649232
"S8329",0.989533683705842,0.989526281170049,0.989984119505873,0.989633819599811,0.990655613634195,0.99295641001672,0.992722856286588,0.993804459316388,0.993202917005878,0.993787514089295,0.993627693930988,0.994368752593835,0.996289494631402,0.997274260743855,0.997167270192144,0.999832823671926,0.999860253214183,0.999618874042524,0.999916584669372,1,0.999929989352171,0.999929989352171,0.999789128818583,0.999618516142196,0.999921887958983,0.999430764663261,0.999654533206382,0.999592722732867,0.9994925366037,0.998797308080301
"S8335",0.98965337029573,0.989672069144896,0.990001490292959,0.989569346849194,0.990565612477623,0.992827761118363,0.992588424580256,0.993724871150448,0.993024048243699,0.993668212776017,0.993445729292815,0.994263655355439,0.996184687052697,0.997103514284756,0.99705937357971,0.999797384370943,0.999837967044144,0.999567275746001,0.999910704367013,0.999929989352171,1,1,0.999812000920512,0.999717084453005,0.999971470400096,0.999561122125568,0.99968414637652,0.999622022162222,0.999552388404467,0.99897555350745
"S8337",0.98965337029573,0.989672069144896,0.990001490292959,0.989569346849194,0.990565612477623,0.992827761118363,0.992588424580256,0.993724871150448,0.993024048243699,0.993668212776017,0.993445729292815,0.994263655355439,0.996184687052697,0.997103514284756,0.99705937357971,0.999797384370943,0.999837967044144,0.999567275746001,0.999910704367013,0.999929989352171,1,1,0.999812000920512,0.999717084453005,0.999971470400096,0.999561122125568,0.99968414637652,0.999622022162222,0.999552388404467,0.99897555350745
"S8338",0.987490013739904,0.987528078852325,0.987923632399182,0.987569653038096,0.98862899274056,0.991115735629416,0.99100635460878,0.992067961009046,0.991600234419058,0.992025417060007,0.992179993307655,0.992768715973305,0.994930493634333,0.996441606479944,0.995922093143328,0.99961355548692,0.999650056102772,0.999005174477597,0.999631688987622,0.999789128818583,0.999812000920512,0.999812000920512,1,0.999921678534807,0.999846375476056,0.999809087077507,0.999865154940599,0.99987434571115,0.999847666087031,0.999376574108062
"S8345",0.986833427385534,0.986905718337444,0.987208818020516,0.986817069810556,0.987846372413624,0.990368640729986,0.990237424603472,0.991342162752629,0.990891023876922,0.991212136581294,0.991532519508553,0.99199266438635,0.994221871217889,0.996053863395906,0.995293854213675,0.999379337942619,0.999523816709266,0.998764252897043,0.999419404551777,0.999618516142196,0.999717084453005,0.999717084453005,0.999921678534807,1,0.999780397372597,0.999947185264344,0.999841648960847,0.999864094681458,0.999866730366351,0.999462005262262
"S8346",0.98911729686491,0.989155756030508,0.989470085915729,0.989062010806683,0.990057358352916,0.99238974390331,0.992110626959929,0.99328446326459,0.992579329984274,0.993228076366815,0.992998177550977,0.993836133053299,0.995829792974868,0.996825075495329,0.996728152624797,0.999719052265947,0.999799706088538,0.999476948976366,0.999847338580745,0.999921887958983,0.999971470400096,0.999971470400096,0.999846375476056,0.999780397372597,1,0.999614015323591,0.999770640085219,0.999714821021232,0.999633877889237,0.999108439065569
"S8347",0.986637884370521,0.986711962839131,0.987003214209435,0.986634428656471,0.987596536546536,0.990113607825852,0.990032776515085,0.991093142444941,0.990756087367195,0.990899470139146,0.991490093470867,0.991720772371405,0.993933131295945,0.996091161265493,0.995005529427701,0.999258162268125,0.999437824609297,0.998417134559303,0.999203031516098,0.999430764663261,0.999561122125568,0.999561122125568,0.999809087077507,0.999947185264344,0.999614015323591,1,0.999705860700098,0.999703536309013,0.999813732128678,0.999396126426959
"S8354",0.986047068370413,0.986044802603667,0.98645113701245,0.986002583445241,0.987135281089657,0.989828802024746,0.989575781516635,0.99094573304402,0.990205667162524,0.990893503458889,0.990826273842141,0.991639178388497,0.994042868231758,0.995493824227224,0.995122924235972,0.999287200196949,0.999359677206583,0.998877000206281,0.999487876002574,0.999654533206382,0.99968414637652,0.99968414637652,0.999865154940599,0.999841648960847,0.999770640085219,0.999705860700098,1,0.99997013095784,0.99993011865238,0.999699160964179
"S8356",0.98558555146538,0.985610750307769,0.986021245057435,0.985577456381388,0.986757742687789,0.989472052281254,0.989280059948014,0.990584349442992,0.989921192042173,0.990543107238036,0.99057200125683,0.991316473735237,0.993752689967401,0.995333575153813,0.994866371821015,0.999217125915874,0.999296409577283,0.998782727373677,0.999409163187181,0.999592722732867,0.999622022162222,0.999622022162222,0.99987434571115,0.999864094681458,0.999714821021232,0.999703536309013,0.99997013095784,1,0.999897167717376,0.999659760179307
"S8370",0.98543433713793,0.985451224389923,0.985836027328492,0.985404920242884,0.986510655667615,0.989266109146705,0.989057079193068,0.990361466194097,0.989718327421724,0.99027281247021,0.990401954724971,0.991088342603165,0.993534534710565,0.995277333012066,0.994708255231387,0.999133472531336,0.999218715001655,0.998541571686865,0.999278736977656,0.9994925366037,0.999552388404467,0.999552388404467,0.999847666087031,0.999866730366351,0.999633877889237,0.999813732128678,0.99993011865238,0.999897167717376,1,0.999777646623032
"S8383",0.982863397576749,0.982862783667115,0.983159632204118,0.982605992810548,0.983787988624013,0.986791816553593,0.986471689752901,0.988096581937975,0.987126555314185,0.988036113596325,0.987829443838536,0.988891236255812,0.991685381559521,0.993303775742492,0.992942468318384,0.998253638570672,0.998377119854663,0.997667718570917,0.998566673649232,0.998797308080301,0.99897555350745,0.99897555350745,0.999376574108062,0.999462005262262,0.999108439065569,0.999396126426959,0.999699160964179,0.999659760179307,0.999777646623032,1
