"","S7162","S7166","S7194","S7198","S7199","S7201","S7207","S7213","S7214","S7215","S7216","S7220","S7224","S7225","S7230","S7235","S7273"
"S7162",1,0.481890493116383,0.409927516323818,0.429732438913417,0.59371890395221,-0.232439798104948,0.205124058483259,0.277381831447704,0.213504813355576,0.347182044119468,0.0876505656323955,0.16806895900766,-0.304018761478629,-0.133082974099326,-0.478137579929955,0.434646593574387,0.30893256243067
"S7166",0.481890493116383,1,0.122405140608355,-0.251443642833442,-0.125841731298337,-0.251526248802193,0.112484799981259,-0.329194833143991,-0.405432104165465,-0.0865430952459471,-0.15940370975199,0.0991887856560203,-0.314372576613925,-0.604761253064518,0.246680682072454,-0.238445695132516,0.405707104684384
"S7194",0.409927516323818,0.122405140608355,1,0.666345428350987,0.455576207742164,-0.262579791811394,-0.199648989231618,-0.139099690156204,-0.122087575238312,-0.131033235091019,-0.243513115168416,-0.216449726504839,-0.376671555532634,-0.166666666666667,-0.659216998416462,0.666654183997834,0.374747376162476
"S7198",0.429732438913417,-0.251443642833442,0.666345428350987,1,0.763936762544305,0.166634119352773,0.272174645444474,0.628053452053409,0.654520856473867,0.41524475771453,-0.0126016830359432,-0.0440126976168301,-0.333955523926131,0.371540102964355,-0.987619502805495,0.999526562947097,0.205202659837655
"S7199",0.59371890395221,-0.125841731298337,0.455576207742164,0.763936762544305,1,-0.00284198813110923,0.145228845801126,0.503998199491552,0.545555023829154,0.410282933665082,-0.0827299893112034,0.312403991398846,-0.336756780018711,0.265717942777337,-0.794771691609117,0.768085992759741,0.36014882223774
"S7201",-0.232439798104948,-0.251526248802193,-0.262579791811394,0.166634119352773,-0.00284198813110923,1,0.361299202906093,0.430196846161866,0.443878460297563,0.560299068140137,-0.196871072795067,-0.345214773229562,-0.25869813145233,0.156094454487459,-0.0610504541124819,0.154609797145462,-0.273185063498585
"S7207",0.205124058483259,0.112484799981259,-0.199648989231618,0.272174645444474,0.145228845801126,0.361299202906093,1,0.658499737451947,0.621314598171698,0.231268685923314,0.454564460576246,-0.197709033444075,0.24974133794882,0.27124752415071,-0.259783393344235,0.274847772214003,-0.471689110683484
"S7213",0.277381831447704,-0.329194833143991,-0.139099690156204,0.628053452053409,0.503998199491552,0.430196846161866,0.658499737451947,1,0.99224302352362,0.698249655623255,0.340071279742898,0.123482221070197,-0.00935323060569946,0.618394852394041,-0.629234610884476,0.628651684426159,-0.138592099509278
"S7214",0.213504813355576,-0.405432104165465,-0.122087575238312,0.654520856473867,0.545555023829154,0.443878460297563,0.621314598171698,0.99224302352362,1,0.675788223669033,0.294312643528821,0.144870416715503,-0.0191743270527767,0.655242074065638,-0.652264645933696,0.65467022499442,-0.128663777964973
"S7215",0.347182044119468,-0.0865430952459471,-0.131033235091019,0.41524475771453,0.410282933665082,0.560299068140137,0.231268685923314,0.698249655623255,0.675788223669033,1,-0.0260030551514133,0.0638264549528496,-0.273738796855095,0.364106926208972,-0.389960747290717,0.420534791883747,0.279772012316534
"S7216",0.0876505656323955,-0.15940370975199,-0.243513115168416,-0.0126016830359432,-0.0827299893112034,-0.196871072795067,0.454564460576246,0.340071279742898,0.294312643528821,-0.0260030551514133,1,-0.324036912397042,0.703015883401597,0.0263511143559587,-0.0967858690218604,-0.0102748782491908,-0.500076853318157
"S7220",0.16806895900766,0.0991887856560203,-0.216449726504839,-0.0440126976168301,0.312403991398846,-0.345214773229562,-0.197709033444075,0.123482221070197,0.144870416715503,0.0638264549528496,-0.324036912397042,1,-0.331788990913024,0.249936502134809,0.0159588528522902,-0.0358064566639646,0.490964682561103
"S7224",-0.304018761478629,-0.314372576613925,-0.376671555532634,-0.333955523926131,-0.336756780018711,-0.25869813145233,0.24974133794882,-0.00935323060569946,-0.0191743270527767,-0.273738796855095,0.703015883401597,-0.331788990913024,1,0.297017253191618,0.270467765503633,-0.328357599348001,-0.608589526691636
"S7225",-0.133082974099326,-0.604761253064518,-0.166666666666667,0.371540102964355,0.265717942777337,0.156094454487459,0.27124752415071,0.618394852394041,0.655242074065638,0.364106926208972,0.0263511143559587,0.249936502134809,0.297017253191618,1,-0.341228823931797,0.37563946329231,-0.159312667820558
"S7230",-0.478137579929955,0.246680682072454,-0.659216998416462,-0.987619502805495,-0.794771691609117,-0.0610504541124819,-0.259783393344235,-0.629234610884476,-0.652264645933696,-0.389960747290717,-0.0967858690218604,0.0159588528522902,0.270467765503633,-0.341228823931797,1,-0.988516239626891,-0.214617149946815
"S7235",0.434646593574387,-0.238445695132516,0.666654183997834,0.999526562947097,0.768085992759741,0.154609797145462,0.274847772214003,0.628651684426159,0.65467022499442,0.420534791883747,-0.0102748782491908,-0.0358064566639646,-0.328357599348001,0.37563946329231,-0.988516239626891,1,0.222665182276795
"S7273",0.30893256243067,0.405707104684384,0.374747376162476,0.205202659837655,0.36014882223774,-0.273185063498585,-0.471689110683484,-0.138592099509278,-0.128663777964973,0.279772012316534,-0.500076853318157,0.490964682561103,-0.608589526691636,-0.159312667820558,-0.214617149946815,0.222665182276795,1
