"","S416","S419","S420","S4396","S4402","S4408","S482","S484"
"S416",1,0.968728809463508,0.39675758354602,0.985213636754771,0.911232147971357,0.934345172418218,0.923831282020253,0.685750111487621
"S419",0.968728809463508,1,0.510463839044508,0.981280498257034,0.819399284496007,0.841711323687316,0.941389284423474,0.761246437596881
"S420",0.39675758354602,0.510463839044508,1,0.484145602837904,0.206134661772752,0.195125526991756,0.416528320896964,0.789686215888849
"S4396",0.985213636754771,0.981280498257034,0.484145602837904,1,0.888202313100556,0.896219204682567,0.900404513076901,0.724317125029344
"S4402",0.911232147971357,0.819399284496007,0.206134661772752,0.888202313100556,1,0.973290241620599,0.723716528453276,0.40154064753909
"S4408",0.934345172418218,0.841711323687316,0.195125526991756,0.896219204682567,0.973290241620599,1,0.791661372899939,0.452083562179561
"S482",0.923831282020253,0.941389284423474,0.416528320896964,0.900404513076901,0.723716528453276,0.791661372899939,1,0.736712050758905
"S484",0.685750111487621,0.761246437596881,0.789686215888849,0.724317125029344,0.40154064753909,0.452083562179561,0.736712050758905,1
