"","S1177","S1193","S1242","S1249","S1251","S1277","S1288","S1397","S1427","S1438","S1542","S1917","S2081","S2172","S2292","S2432","S2445","S2463","S2478","S2580","S2581","S2611","S2628","S2709","S2715","S2723","S2740","S2768","S2783","S2803","S2813","S2855"
"S1177",1,0.914270121688662,0.397523195999963,0.75967515828293,0.870989964530844,0.658730158730159,0.868081417239277,0.911682372686185,0.699235326018547,0.860744160657323,NA,0.388888888888889,0.933020528695904,0.935068174518945,0.853460638652068,0.92804133806954,0.887517504075083,0.890606721276877,0.929586090777701,0.890896953607066,0.839595331994058,0.833066368476684,0.84632726605601,0.885218306565175,0.885218306565175,0.878635637716421,0.932922405278578,0.683000951553973,0.397523195999963,0.909329310022684,0.909865937948621,0.853460638652068
"S1193",0.914270121688662,1,0.376706426725569,0.858130702647713,0.934024835094462,0.759229872291195,0.960630789974373,0.998341183218985,0.799349524816649,0.93279021577545,NA,0.436042787496033,0.931556540091421,0.982128309013049,0.932358226996862,0.966876540943036,0.964293801896343,0.963173800211692,0.962134854036095,0.96178281153164,0.910323147540909,0.894249524240049,0.90493218273098,0.920230680169652,0.920230680169652,0.925803478635078,0.966226973498527,0.708148534773236,0.376706426725569,0.926950588312192,0.912672702087455,0.932358226996862
"S1242",0.397523195999963,0.376706426725569,1,0.586395471608374,0.489762299115144,0.734708049749931,0.528498197563233,0.358400841697907,0.516397779494322,0.507914013147861,NA,0.670820393249937,0.465778007791666,0.353041541160775,0.465778007791666,0.275019591010016,0.236311830408658,0.238459948342664,0.288774403901253,0.239214642909206,0.332538092853597,0.311226716342793,0.370520868893662,0.421926507844646,0.421926507844646,0.323522922709284,0.32429029420452,0.567733589433837,1,0.268126351796881,0.318446935460565,0.465778007791666
"S1249",0.75967515828293,0.858130702647713,0.586395471608374,1,0.928523229903904,0.916516115619229,0.891603129397198,0.860570936396665,0.897625196923553,0.961465788051986,NA,0.70243935868627,0.823048336236905,0.85867586860939,0.890111534004356,0.805212299715433,0.774115534157586,0.768903130832538,0.809867839306576,0.767999705765057,0.783006892116215,0.758785008052512,0.773467439327117,0.765810789564585,0.765810789564585,0.775671294461728,0.829279464696881,0.801001878914814,0.586395471608374,0.74847405394209,0.761393160819185,0.890111534004356
"S1251",0.870989964530844,0.934024835094462,0.489762299115144,0.928523229903904,1,0.885170998617218,0.94983130952502,0.933185999087337,0.911814906126419,0.981740648386841,NA,0.624422952512921,0.896723707329324,0.951283077484399,0.937995509758707,0.937412544601141,0.915500949561846,0.913917750019632,0.920756685272092,0.914573540464447,0.906991452092358,0.8567402728146,0.879607335702333,0.891226468993964,0.891226468993964,0.898646384088871,0.9437118236866,0.777936435253377,0.489762299115144,0.890955586269622,0.923466927181608,0.937995509758707
"S1277",0.658730158730159,0.759229872291195,0.734708049749931,0.916516115619229,0.885170998617218,1,0.862870844506748,0.761541651258109,0.923760430703401,0.887274130723223,NA,0.833333333333333,0.771834257957742,0.768345448737429,0.87412554515696,0.733835397255903,0.7183028230841,0.716499642117404,0.741975475141358,0.718061824036409,0.809609784422842,0.767204729137522,0.805601743478879,0.771238129873983,0.771238129873983,0.778655692460271,0.768752293700335,0.868599036215379,0.734708049749931,0.724675031338978,0.737500030449037,0.87412554515696
"S1288",0.868081417239277,0.960630789974373,0.528498197563233,0.891603129397198,0.94983130952502,0.862870844506748,1,0.955011091584216,0.856650789244161,0.953978450278786,NA,0.547110136915511,0.923110640934333,0.947440385091954,0.923110640934333,0.927695708677166,0.921148196918946,0.92301542844774,0.921598743745225,0.923595321797575,0.913033645828941,0.858620689655172,0.898383880119803,0.949761143463153,0.949761143463153,0.902401208034074,0.932103844772724,0.763275366898661,0.528498197563233,0.8850848885117,0.888242776888454,0.923110640934333
"S1397",0.911682372686185,0.998341183218985,0.358400841697907,0.860570936396665,0.933185999087337,0.761541651258109,0.955011091584216,1,0.807407658516883,0.931987850161008,NA,0.433831793336804,0.937239351767236,0.984861096458208,0.937369248361196,0.96961131088204,0.970470726912392,0.968660114947508,0.967870812279343,0.966975316144735,0.919464275388065,0.908803694929209,0.917372544611344,0.921728359311333,0.921728359311333,0.936334711911116,0.970856354605977,0.719047756922533,0.358400841697907,0.936270488928932,0.915889337129619,0.937369248361196
"S1427",0.699235326018547,0.799349524816649,0.516397779494322,0.897625196923553,0.911814906126419,0.923760430703401,0.856650789244161,0.807407658516883,1,0.899600696058455,NA,0.769800358919501,0.819294170523083,0.850779383648495,0.901975233603395,0.822730232105522,0.792257562292761,0.79250610228152,0.820173535221719,0.795816888217109,0.860930230393113,0.844521220546898,0.836324156794538,0.817057169102883,0.817057169102883,0.832452137290479,0.846127770132756,0.887244262282028,0.516397779494322,0.790303768245097,0.842782113087864,0.901975233603395
"S1438",0.860744160657323,0.93279021577545,0.507914013147861,0.961465788051986,0.981740648386841,0.887274130723223,0.953978450278786,0.931987850161008,0.899600696058455,1,NA,0.620413843589764,0.877446739218058,0.935301446222634,0.921142527539279,0.912301511942332,0.88507087713585,0.882749051969849,0.901165385129512,0.883332376100883,0.874141474675392,0.827463902649654,0.850989999004062,0.863251235881492,0.863251235881492,0.865755292306939,0.920211147504094,0.764278177342341,0.507914013147861,0.856173779663226,0.892004219796281,0.921142527539279
"S1542",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S1917",0.388888888888889,0.436042787496033,0.670820393249937,0.70243935868627,0.624422952512921,0.833333333333333,0.547110136915511,0.433831793336804,0.769800358919501,0.620413843589764,NA,1,0.455661188432884,0.472179370417515,0.694340858564394,0.460932345114405,0.392665844214462,0.395410298335366,0.486628960272891,0.402397005323774,0.569406408666183,0.560240780201483,0.552339899952344,0.436785348634133,0.436785348634133,0.52801289900624,0.508866766515588,0.84632726605601,0.670820393249937,0.472072677678342,0.474712663277541,0.694340858564394
"S2081",0.933020528695904,0.931556540091421,0.465778007791666,0.823048336236905,0.896723707329324,0.771834257957742,0.923110640934333,0.937239351767236,0.819294170523083,0.877446739218058,NA,0.455661188432884,1,0.961788771556724,0.906779661016949,0.926924381041529,0.913695244537533,0.915848549679562,0.939340353354356,0.914768579572743,0.897413904199943,0.900887606985914,0.915094035840576,0.962149182098288,0.962149182098288,0.922325882019584,0.944045544879716,0.800272350735104,0.465778007791666,0.917061232054059,0.89613370758319,0.906779661016949
"S2172",0.935068174518945,0.982128309013049,0.353041541160775,0.85867586860939,0.951283077484399,0.768345448737429,0.947440385091954,0.984861096458208,0.850779383648495,0.935301446222634,NA,0.472179370417515,0.961788771556724,1,0.944179456498262,0.986373118336626,0.970450930794605,0.970944506605936,0.982486388563865,0.970800798535095,0.933208000060784,0.921671556622173,0.923065635407534,0.943552716484892,0.943552716484892,0.947759649552035,0.989075231217126,0.764730039017848,0.353041541160775,0.951354480428951,0.949716873895363,0.944179456498262
"S2292",0.853460638652068,0.932358226996862,0.465778007791666,0.890111534004356,0.937995509758707,0.87412554515696,0.923110640934333,0.937369248361196,0.901975233603395,0.921142527539279,NA,0.694340858564394,0.906779661016949,0.944179456498262,1,0.938119393085339,0.920431128350879,0.920304937907052,0.953960436675046,0.921508508309065,0.954973979687986,0.957299923931901,0.953367930875733,0.887087898388492,0.887087898388492,0.958049771816117,0.95895152716729,0.895957088322997,0.465778007791666,0.938261246525361,0.89613370758319,1
"S2432",0.92804133806954,0.966876540943036,0.275019591010016,0.805212299715433,0.937412544601141,0.733835397255903,0.927695708677166,0.96961131088204,0.822730232105522,0.912301511942332,NA,0.460932345114405,0.926924381041529,0.986373118336626,0.938119393085339,1,0.986270795535611,0.988006340856438,0.99336675306629,0.989219625279766,0.95797496320365,0.933831684719314,0.938034289243791,0.935934693782334,0.935934693782334,0.966930810880318,0.996349966074882,0.743198568851217,0.275019591010016,0.977863784326399,0.967947481707667,0.938119393085339
"S2445",0.887517504075083,0.964293801896343,0.236311830408658,0.774115534157586,0.915500949561846,0.7183028230841,0.921148196918946,0.970470726912392,0.792257562292761,0.88507087713585,NA,0.392665844214462,0.913695244537533,0.970450930794605,0.920431128350879,0.986270795535611,1,0.999636932914698,0.979322697320323,0.999143207404948,0.962989011581263,0.935821296505692,0.949772382240507,0.937219314728514,0.937219314728514,0.970976431803133,0.980446794893361,0.698541073039405,0.236311830408658,0.975890497592913,0.947049779610146,0.920431128350879
