"","S8188","S8189","S8190","S8191","S8192","S8193","S8194","S8195","S8196","S8197","S8198","S8199","S8200","S8201","S8202","S8203","S8204","S8205"
"S8188",1,0.837196561623064,0.799675229602164,0.811933861017885,0.877506643488997,0.971331319841355,0.968003756619207,0.542154392146081,0.560548479454368,0.690843621251299,0.990387800207304,0.982817585618092,0.872797400871193,0.966611884814331,0.832901015827587,0.794995411938283,0.695171564653245,0.662788236774637
"S8189",0.837196561623064,1,0.976705652985239,0.970500274650746,0.97037979409229,0.720581429007902,0.890906574223699,0.731615849877348,0.727288336942595,0.702636286904395,0.780506706129832,0.78964615792723,0.806994218977573,0.826294785191518,0.998602916936257,0.968293966872891,0.681074835490594,0.692774001620038
"S8190",0.799675229602164,0.976705652985239,1,0.99761671389876,0.986593911165691,0.663752153523843,0.890213252984816,0.829568930984813,0.832408961830001,0.764048662101144,0.751889359505734,0.778709759375199,0.846703537414959,0.837496547661243,0.982798082230109,0.950470103931191,0.719923698744784,0.75318344723156
"S8191",0.811933861017885,0.970500274650746,0.99761671389876,1,0.990745483194682,0.683568597933549,0.907255327898753,0.819427240449386,0.825227797560904,0.76943111248145,0.771331792454459,0.800601064900228,0.860798820507893,0.855877422570935,0.977403639595492,0.93792660919577,0.725309275991172,0.756763353034769
"S8192",0.877506643488997,0.97037979409229,0.986593911165691,0.990745483194682,1,0.768897468105133,0.950176251451235,0.778979577730353,0.788961948351364,0.760222632313794,0.842686356910681,0.861613843533174,0.881447001910956,0.905019142689644,0.974352924237755,0.927121407341227,0.721596348471509,0.741791181839147
"S8193",0.971331319841355,0.720581429007902,0.663752153523843,0.683568597933549,0.768897468105133,1,0.9171164648448,0.364388245777979,0.381699051058853,0.577654967905512,0.985222538918305,0.957121962951403,0.7857833096648,0.918714313806409,0.712813805162425,0.656624380528763,0.598096537830116,0.543299030192779
"S8194",0.968003756619207,0.890906574223699,0.890213252984816,0.907255327898753,0.950176251451235,0.9171164648448,1,0.647835855962301,0.667340413197753,0.748218873205654,0.96317723129011,0.970129996399409,0.91664383452085,0.982145916774848,0.893324423313308,0.835242121063277,0.730938316307694,0.721125015655424
"S8195",0.542154392146081,0.731615849877348,0.829568930984813,0.819427240449386,0.778979577730353,0.364388245777979,0.647835855962301,1,0.99206776852888,0.899178027215753,0.506025615693442,0.562158022652787,0.813574387571614,0.674115827129492,0.757449559052247,0.810302876149585,0.844676817145678,0.900435178609354
"S8196",0.560548479454368,0.727288336942595,0.832408961830001,0.825227797560904,0.788961948351364,0.381699051058853,0.667340413197753,0.99206776852888,1,0.900364644089047,0.52603230672876,0.590849265863783,0.833961188419885,0.697032904468188,0.752172750391953,0.799401743002795,0.841355882988543,0.900274037101579
"S8197",0.690843621251299,0.702636286904395,0.764048662101144,0.76943111248145,0.760222632313794,0.577654967905512,0.748218873205654,0.899178027215753,0.900364644089047,1,0.690098433404282,0.737445967292865,0.940059675066694,0.813299642745072,0.728472933897907,0.792637856172209,0.990803386207752,0.998147988775648
"S8198",0.990387800207304,0.780506706129832,0.751889359505734,0.771331792454459,0.842686356910681,0.985222538918305,0.96317723129011,0.506025615693442,0.52603230672876,0.690098433404282,1,0.990130802215383,0.873976259259192,0.971754818589077,0.778844646575225,0.733200833615862,0.696703600498654,0.658654621779324
"S8199",0.982817585618092,0.78964615792723,0.778709759375199,0.800601064900228,0.861613843533174,0.957121962951403,0.970129996399409,0.562158022652787,0.590849265863783,0.737445967292865,0.990130802215383,1,0.910197028442579,0.984625212817537,0.790953058973606,0.753235352752141,0.736394950222827,0.709309834218299
"S8200",0.872797400871193,0.806994218977573,0.846703537414959,0.860798820507893,0.881447001910956,0.7857833096648,0.91664383452085,0.813574387571614,0.833961188419885,0.940059675066694,0.873976259259192,0.910197028442579,1,0.95726552304761,0.822525033202971,0.827670291508435,0.926936281267263,0.925816973546561
"S8201",0.966611884814331,0.826294785191518,0.837496547661243,0.855877422570935,0.905019142689644,0.918714313806409,0.982145916774848,0.674115827129492,0.697032904468188,0.813299642745072,0.971754818589077,0.984625212817537,0.95726552304761,1,0.832315408612095,0.796218892023986,0.801735200711439,0.787025301979813
"S8202",0.832901015827587,0.998602916936257,0.982798082230109,0.977403639595492,0.974352924237755,0.712813805162425,0.893324423313308,0.757449559052247,0.752172750391953,0.728472933897907,0.778844646575225,0.790953058973606,0.822525033202971,0.832315408612095,1,0.974279166390174,0.705425034991556,0.718928256968174
"S8203",0.794995411938283,0.968293966872891,0.950470103931191,0.93792660919577,0.927121407341227,0.656624380528763,0.835242121063277,0.810302876149585,0.799401743002795,0.792637856172209,0.733200833615862,0.753235352752141,0.827670291508435,0.796218892023986,0.974279166390174,1,0.77997069261048,0.790501079716458
"S8204",0.695171564653245,0.681074835490594,0.719923698744784,0.725309275991172,0.721596348471509,0.598096537830116,0.730938316307694,0.844676817145678,0.841355882988543,0.990803386207752,0.696703600498654,0.736394950222827,0.926936281267263,0.801735200711439,0.705425034991556,0.77997069261048,1,0.990566854828861
"S8205",0.662788236774637,0.692774001620038,0.75318344723156,0.756763353034769,0.741791181839147,0.543299030192779,0.721125015655424,0.900435178609354,0.900274037101579,0.998147988775648,0.658654621779324,0.709309834218299,0.925816973546561,0.787025301979813,0.718928256968174,0.790501079716458,0.990566854828861,1
