"","S1095","S1657","S2075","S4061","S4714","S5118","S522","S5934","S8253"
"S1095",1,0.999582727527723,0.99958926830251,0.999512358042807,0.999066156829465,0.999189119835947,0.999577548550236,0.998848030594345,0.999868092069421
"S1657",0.999582727527723,1,0.999733907466832,0.999873801128899,0.999473875019425,0.999254059584126,0.999816345674834,0.998540713899862,0.999749254696653
"S2075",0.99958926830251,0.999733907466832,1,0.999841851732365,0.999166534543256,0.999236760851849,0.999757803672687,0.99846907038884,0.999785621702058
"S4061",0.999512358042807,0.999873801128899,0.999841851732365,1,0.99923095039688,0.999336363996971,0.999733061928744,0.998585190172744,0.999645572742824
"S4714",0.999066156829465,0.999473875019425,0.999166534543256,0.99923095039688,1,0.998042394691324,0.999569015612071,0.99684738115422,0.999386815353186
"S5118",0.999189119835947,0.999254059584126,0.999236760851849,0.999336363996971,0.998042394691324,1,0.999087783742937,0.999627509843368,0.999276363734744
"S522",0.999577548550236,0.999816345674834,0.999757803672687,0.999733061928744,0.999569015612071,0.999087783742937,1,0.998236100644569,0.999777497536125
"S5934",0.998848030594345,0.998540713899862,0.99846907038884,0.998585190172744,0.99684738115422,0.999627509843368,0.998236100644569,1,0.998578559481281
"S8253",0.999868092069421,0.999749254696653,0.999785621702058,0.999645572742824,0.999386815353186,0.999276363734744,0.999777497536125,0.998578559481281,1
