"","S1559","S1581","S1587","S1598","S1619","S1674","S417","S469","S491","S517","S561","S591","S666","S678"
"S1559",1,0.364122969861105,0.30719526695383,0.466666666666667,0.466666666666667,0.352635805851651,0.196617959156894,0.196505040059848,0.196505040059848,0.195771535195607,0.195802187580656,0.195651979284321,0.590790839828379,0.193606399629305
"S1581",0.364122969861105,1,0.987369247795674,0.802999662011576,0.802999662011576,0.958897930121984,0.926994231825354,0.926597173727396,0.926597173727396,0.925121238283209,0.924968642939457,0.924654456086493,-0.366551279054114,0.922722661980285
"S1587",0.30719526695383,0.987369247795674,1,0.79415665308805,0.79415665308805,0.941738358675648,0.923603226768976,0.923340404142178,0.923340404142178,0.922433878960101,0.922310020268554,0.922165576938803,-0.431775728828785,0.921383543825021
"S1598",0.466666666666667,0.802999662011576,0.79415665308805,1,1,0.857190929143174,0.698736231394613,0.698574458227729,0.698574458227729,0.696731503424838,0.696673661351136,0.696276561983711,-0.208514414057075,0.692619830745354
"S1619",0.466666666666667,0.802999662011576,0.79415665308805,1,1,0.857190929143174,0.698736231394613,0.698574458227729,0.698574458227729,0.696731503424838,0.696673661351136,0.696276561983711,-0.208514414057075,0.692619830745354
"S1674",0.352635805851651,0.958897930121984,0.941738358675648,0.857190929143174,0.857190929143174,1,0.956336220233929,0.956240439190934,0.956240439190934,0.955444810409205,0.955416011424911,0.955224019788484,-0.419417089235719,0.953156962511372
"S417",0.196617959156894,0.926994231825354,0.923603226768976,0.698736231394613,0.698736231394613,0.956336220233929,1,0.999998191393121,0.999998191393121,0.999956390330455,0.999949845136014,0.99992931442487,-0.548631182728916,0.999714788248153
"S469",0.196505040059848,0.926597173727396,0.923340404142178,0.698574458227729,0.698574458227729,0.956240439190934,0.999998191393121,1,1,0.999971403886615,0.999966225913609,0.999948935155223,-0.549077386518943,0.999750746695737
"S491",0.196505040059848,0.926597173727396,0.923340404142178,0.698574458227729,0.698574458227729,0.956240439190934,0.999998191393121,1,1,0.999971403886615,0.999966225913609,0.999948935155223,-0.549077386518943,0.999750746695737
"S517",0.195771535195607,0.925121238283209,0.922433878960101,0.696731503424838,0.696731503424838,0.955444810409205,0.999956390330455,0.999971403886615,0.999971403886615,1,0.999999728223701,0.999996726236263,-0.551018861626994,0.999878344843877
"S561",0.195802187580656,0.924968642939457,0.922310020268554,0.696673661351136,0.696673661351136,0.955416011424911,0.999949845136014,0.999966225913609,0.999966225913609,0.999999728223701,1,0.999998173192052,-0.551108448983697,0.999885400793381
"S591",0.195651979284321,0.924654456086493,0.922165576938803,0.696276561983711,0.696276561983711,0.955224019788484,0.99992931442487,0.999948935155223,0.999948935155223,0.999996726236263,0.999998173192052,1,-0.551584163652448,0.999907523087202
"S666",0.590790839828379,-0.366551279054114,-0.431775728828785,-0.208514414057075,-0.208514414057075,-0.419417089235719,-0.548631182728916,-0.549077386518943,-0.549077386518943,-0.551018861626994,-0.551108448983697,-0.551584163652448,1,-0.557028215586858
"S678",0.193606399629305,0.922722661980285,0.921383543825021,0.692619830745354,0.692619830745354,0.953156962511372,0.999714788248153,0.999750746695737,0.999750746695737,0.999878344843877,0.999885400793381,0.999907523087202,-0.557028215586858,1
