"","S1041","S1060","S1081","S1100","S1111","S1121","S1129","S1173","S1191","S1208","S1213","S1215","S1266"
"S1041",1,0.886313181331052,0.821271730495863,0.835944399122514,0.829284804728328,0.800763721278866,0.796612558234706,0.793737035512167,0.792358339011205,0.836529652802228,0.825064073231118,0.821145215956632,0.7875896065578
"S1060",0.886313181331052,1,0.985745715612802,0.988112028463029,0.992357304436044,0.977791294249798,0.976230217435828,0.974962639034337,0.974566233175161,0.990045185727997,0.988666776017888,0.988075814187614,0.972265266371908
"S1081",0.821271730495863,0.985745715612802,1,0.997016665037645,0.993428684949682,0.9947297672415,0.994275061582913,0.993811467844146,0.994550429272409,0.995622450808987,0.992907915974787,0.9920717468892,0.992817828440097
"S1100",0.835944399122514,0.988112028463029,0.997016665037645,1,0.995642944732044,0.993516383553633,0.992953274855103,0.992103264763217,0.991617924316887,0.997262368496316,0.994622637738354,0.99388811201905,0.989509209725058
"S1111",0.829284804728328,0.992357304436044,0.993428684949682,0.995642944732044,1,0.988684408187691,0.988054814360209,0.987106524661628,0.986297927558553,0.99729870142851,0.997995339226539,0.998104698801584,0.984092146480924
"S1121",0.800763721278866,0.977791294249798,0.9947297672415,0.993516383553633,0.988684408187691,1,0.999935578117463,0.99982770073659,0.999464624616452,0.990756076530204,0.989154746342992,0.988525081594288,0.99728739931717
"S1129",0.796612558234706,0.976230217435828,0.994275061582913,0.992953274855103,0.988054814360209,0.999935578117463,1,0.999961323483503,0.99958306314206,0.990375981819412,0.988944727863958,0.98833295664926,0.997413989628407
"S1173",0.793737035512167,0.974962639034337,0.993811467844146,0.992103264763217,0.987106524661628,0.99982770073659,0.999961323483503,1,0.999650536883059,0.989605161773884,0.988281814893455,0.987676285560542,0.997519467339512
"S1191",0.792358339011205,0.974566233175161,0.994550429272409,0.991617924316887,0.986297927558553,0.999464624616452,0.99958306314206,0.999650536883059,1,0.988639901682459,0.986783912990725,0.986077624989571,0.99861698471292
"S1208",0.836529652802228,0.990045185727997,0.995622450808987,0.997262368496316,0.99729870142851,0.990756076530204,0.990375981819412,0.989605161773884,0.988639901682459,1,0.998900230138055,0.998301773624039,0.986207150051167
"S1213",0.825064073231118,0.988666776017888,0.992907915974787,0.994622637738354,0.997995339226539,0.989154746342992,0.988944727863958,0.988281814893455,0.986783912990725,0.998900230138055,1,0.999919461953018,0.984070365857602
"S1215",0.821145215956632,0.988075814187614,0.9920717468892,0.99388811201905,0.998104698801584,0.988525081594288,0.98833295664926,0.987676285560542,0.986077624989571,0.998301773624039,0.999919461953018,1,0.983369298100079
"S1266",0.7875896065578,0.972265266371908,0.992817828440097,0.989509209725058,0.984092146480924,0.99728739931717,0.997413989628407,0.997519467339512,0.99861698471292,0.986207150051167,0.984070365857602,0.983369298100079,1
