"","S6785","S6791","S6793","S6795","S6796","S6797","S6798","S6806","S6816","S6821","S6835","S6836","S6861","S6862","S6866","S6867","S6872","S6931","S6955","S7041","S7054"
"S6785",1,0.999967203365227,0.999943377459146,0.999933537778458,0.999943377459146,0.999943377459146,0.99998044294261,0.999969867710694,0.999755175876897,0.999764653749376,0.999708210445262,0.999713409291448,0.99937721040443,0.99937721040443,0.999441514772125,0.999441514772125,0.999377181036352,0.998867016292102,0.998867016292102,0.998704431088666,0.998120296912567
"S6791",0.999967203365227,1,0.999960035578475,0.999941733430902,0.999960035578475,0.999960035578475,0.999948279439041,0.999949650600564,0.999691852666639,0.999711784188885,0.999696125658552,0.999682839240785,0.999363701647035,0.999363701647035,0.999454040274874,0.999454040274874,0.999358460679114,0.998877574624816,0.998877574624816,0.998656956314347,0.998094699172251
"S6793",0.999943377459146,0.999960035578475,1,0.999920026431424,1,1,0.999937873768394,0.999938232085185,0.999689483006748,0.999789302710044,0.999722964773765,0.999714925012103,0.999448354535612,0.999448354535612,0.999515850583517,0.999515850583517,0.999440076482515,0.999056694102037,0.999056694102037,0.998833645011652,0.998347034640117
"S6795",0.999933537778458,0.999941733430902,0.999920026431424,1,0.999920026431424,0.999920026431424,0.999904452653838,0.999901359070787,0.999708256147358,0.999682020393093,0.999689975639193,0.999627808501683,0.999283786816057,0.999283786816057,0.999363681571361,0.999363681571361,0.999283745515421,0.998778104150412,0.998778104150412,0.998628280871767,0.998041499673824
"S6796",0.999943377459146,0.999960035578475,1,0.999920026431424,1,1,0.999937873768394,0.999938232085185,0.999689483006748,0.999789302710044,0.999722964773765,0.999714925012103,0.999448354535612,0.999448354535612,0.999515850583517,0.999515850583517,0.999440076482515,0.999056694102037,0.999056694102037,0.998833645011652,0.998347034640117
"S6797",0.999943377459146,0.999960035578475,1,0.999920026431424,1,1,0.999937873768394,0.999938232085185,0.999689483006748,0.999789302710044,0.999722964773765,0.999714925012103,0.999448354535612,0.999448354535612,0.999515850583517,0.999515850583517,0.999440076482515,0.999056694102037,0.999056694102037,0.998833645011652,0.998347034640117
"S6798",0.99998044294261,0.999948279439041,0.999937873768394,0.999904452653838,0.999937873768394,0.999937873768394,1,0.999964321712372,0.999785595477033,0.999830230728964,0.999745012634593,0.999783504733862,0.99948833169011,0.99948833169011,0.999560238077467,0.999560238077467,0.999480002334106,0.999001533702499,0.999001533702499,0.998838287383863,0.998299140103801
"S6806",0.999969867710694,0.999949650600564,0.999938232085185,0.999901359070787,0.999938232085185,0.999938232085185,0.999964321712372,1,0.999839095511101,0.999863561845547,0.999811275500581,0.999821936670446,0.999548166342569,0.999548166342569,0.999593666268247,0.999593666268247,0.999533362656212,0.999073832923681,0.999073832923681,0.99893449368238,0.998387479960891
"S6816",0.999755175876897,0.999691852666639,0.999689483006748,0.999708256147358,0.999689483006748,0.999689483006748,0.999785595477033,0.999839095511101,1,0.999915993430557,0.999936203799896,0.999941987432275,0.999782015665314,0.999782015665314,0.999785387371623,0.999785387371623,0.999775154329191,0.999359160362306,0.999359160362306,0.999367341778243,0.998906995255093
"S6821",0.999764653749376,0.999711784188885,0.999789302710044,0.999682020393093,0.999789302710044,0.999789302710044,0.999830230728964,0.999863561845547,0.999915993430557,1,0.999895151748438,0.999956138323943,0.999844305094781,0.999844305094781,0.999849487921978,0.999849487921978,0.999814349895063,0.999510005948993,0.999510005948993,0.999435953025871,0.999065768800433
"S6835",0.999708210445262,0.999696125658552,0.999722964773765,0.999689975639193,0.999722964773765,0.999722964773765,0.999745012634593,0.999811275500581,0.999936203799896,0.999895151748438,1,0.999953997963339,0.999840662529153,0.999840662529153,0.99985847106387,0.99985847106387,0.999848176391265,0.999510246536323,0.999510246536323,0.999485597433137,0.99903595906556
"S6836",0.999713409291448,0.999682839240785,0.999714925012103,0.999627808501683,0.999714925012103,0.999714925012103,0.999783504733862,0.999821936670446,0.999941987432275,0.999956138323943,0.999953997963339,1,0.999921904747014,0.999921904747014,0.999935350957699,0.999935350957699,0.999904681450948,0.999611340599404,0.999611340599404,0.999553500855071,0.999175602338645
"S6861",0.99937721040443,0.999363701647035,0.999448354535612,0.999283786816057,0.999448354535612,0.999448354535612,0.99948833169011,0.999548166342569,0.999782015665314,0.999844305094781,0.999840662529153,0.999921904747014,1,1,0.999981004706401,0.999981004706401,0.999975786951838,0.999862503879481,0.999862503879481,0.999814424486435,0.999583103279308
"S6862",0.99937721040443,0.999363701647035,0.999448354535612,0.999283786816057,0.999448354535612,0.999448354535612,0.99948833169011,0.999548166342569,0.999782015665314,0.999844305094781,0.999840662529153,0.999921904747014,1,1,0.999981004706401,0.999981004706401,0.999975786951838,0.999862503879481,0.999862503879481,0.999814424486435,0.999583103279308
"S6866",0.999441514772125,0.999454040274874,0.999515850583517,0.999363681571361,0.999515850583517,0.999515850583517,0.999560238077467,0.999593666268247,0.999785387371623,0.999849487921978,0.99985847106387,0.999935350957699,0.999981004706401,0.999981004706401,1,1,0.999946206335601,0.999803900954998,0.999803900954998,0.999708510599657,0.999470186493439
"S6867",0.999441514772125,0.999454040274874,0.999515850583517,0.999363681571361,0.999515850583517,0.999515850583517,0.999560238077467,0.999593666268247,0.999785387371623,0.999849487921978,0.99985847106387,0.999935350957699,0.999981004706401,0.999981004706401,1,1,0.999946206335601,0.999803900954998,0.999803900954998,0.999708510599657,0.999470186493439
"S6872",0.999377181036352,0.999358460679114,0.999440076482515,0.999283745515421,0.999440076482515,0.999440076482515,0.999480002334106,0.999533362656212,0.999775154329191,0.999814349895063,0.999848176391265,0.999904681450948,0.999975786951838,0.999975786951838,0.999946206335601,0.999946206335601,1,0.999838044231235,0.999838044231235,0.999834941498185,0.999539655733431
"S6931",0.998867016292102,0.998877574624816,0.999056694102037,0.998778104150412,0.999056694102037,0.999056694102037,0.999001533702499,0.999073832923681,0.999359160362306,0.999510005948993,0.999510246536323,0.999611340599404,0.999862503879481,0.999862503879481,0.999803900954998,0.999803900954998,0.999838044231235,1,1,0.999915463505324,0.999871083559545
"S6955",0.998867016292102,0.998877574624816,0.999056694102037,0.998778104150412,0.999056694102037,0.999056694102037,0.999001533702499,0.999073832923681,0.999359160362306,0.999510005948993,0.999510246536323,0.999611340599404,0.999862503879481,0.999862503879481,0.999803900954998,0.999803900954998,0.999838044231235,1,1,0.999915463505324,0.999871083559545
"S7041",0.998704431088666,0.998656956314347,0.998833645011652,0.998628280871767,0.998833645011652,0.998833645011652,0.998838287383863,0.99893449368238,0.999367341778243,0.999435953025871,0.999485597433137,0.999553500855071,0.999814424486435,0.999814424486435,0.999708510599657,0.999708510599657,0.999834941498185,0.999915463505324,0.999915463505324,1,0.999861297338008
"S7054",0.998120296912567,0.998094699172251,0.998347034640117,0.998041499673824,0.998347034640117,0.998347034640117,0.998299140103801,0.998387479960891,0.998906995255093,0.999065768800433,0.99903595906556,0.999175602338645,0.999583103279308,0.999583103279308,0.999470186493439,0.999470186493439,0.999539655733431,0.999871083559545,0.999871083559545,0.999861297338008,1
