"","S10203","S10328","S10458","S10580","S10806","S10918","S11151","S11264","S11383","S11384","S11498","S11618","S11784","S11804","S11816","S11830","S11849","S11872","S11988","S1296","S1298","S1664","S1697","S176","S3234","S4287","S4401","S4573","S4668","S5110","S5557","S5610","S5646","S6018","S6120","S6165","S6923","S8633","S8702","S8888","S9019","S9163","S9165","S9269","S9272","S9313","S936","S9445","S9447","S9840","S995","S9964"
"S10203",1,0.325540470396555,0.389810113741494,0.297794582833415,0.116835540149312,0.0229157499875954,-0.483004924433978,-0.25724205567643,-0.0958468237164485,0.604918107045648,0.130720760033109,-0.0127674786886815,0.477311959521935,0.421046590377628,-0.219696198904343,-0.42673169089641,0.0269508689310338,-0.410114882244973,0.164875544113557,-0.133318371111154,0.242994252333595,0.363609950802037,0.221825091121353,0.123976280225548,0.400384280740182,0.545723252324683,0.210963108145199,-0.176990504710378,0.634352228840772,0.217516691582865,0.31321449909938,0.421621060761421,0.395375723249469,0.205368689735429,0.0462340500136786,0.448161721241862,0.640788229132395,0.262109851481721,-0.10786340720969,0.248432383428781,0.797850090056476,-0.0226886815589412,0.350778426525593,-0.0251417927634288,-0.0908229848897801,-0.174458276566536,-0.100825355931514,0.319875926442857,-0.480893488310784,0.130368317132011,-0.0770128972272723,0.340935594920981
"S10328",0.325540470396555,1,0.152570638303277,0.118663779224244,0.00937002937111724,-0.153880618862055,0.263971038250774,0.102092031292648,-0.0238422374060274,-0.0708195292430802,-0.146422251898962,0.29549992621353,0.562429464523589,-0.198291495261635,0.339970657728159,0.078953160285958,0.101020826571057,0.167175191677322,-0.063641526672928,0.0196480087169459,0.0698514221574323,0.690515467740218,0.592394995100723,0.478898536142369,-0.228720451196109,0.226154541621047,-0.399300930518985,-0.071529470725206,0.308211917190451,-0.430365625500644,-0.291560896274461,0.585313401412183,0.275027258744501,-0.29025071299316,0.687884927095406,0.744355097731156,0.365059778949312,0.381419319702259,0.0407359714471064,0.421950400524057,0.311893935573634,-0.415911776416081,0.0445843104356222,0.177379538261967,0.130826811274371,-0.38868113146259,0.240808540725139,0.0804698258418444,-0.407735955378474,-0.0380124274687974,-0.394444098974876,0.500349708477139
"S10458",0.389810113741494,0.152570638303277,1,0.876424580219286,0.646765967126334,0.298744727926999,0.361491195672676,-0.484874927852986,0.197740549479185,0.46502807394931,-0.134067090269005,0.725800447559879,0.644761832823555,-0.218263077675499,0.308427265231326,-0.130597503734597,0.587399545819398,0.0765429735696239,0.00435426780971379,0.320741876900182,-0.662467295565546,0.509695816611903,0.350947499826623,0.523570360034323,0.101236830440983,-0.249070056679438,-0.244130689279451,-0.167193092518546,0.438288098531371,0.327593621151971,0.16798842809826,-0.108220885931131,-0.551422426815691,0.134679332744936,-0.120993130972559,-0.0790663895637022,0.615374642015706,0.254816115630635,-0.854287075184584,0.666426977263131,0.310066466924864,0.387220871713083,0.303290200382446,-0.618993607548619,-0.7252077622423,0.178428665060907,0.0728087815303187,0.763171672177601,-0.250311252168159,0.37928554308618,0.312304200107826,0.458769581675578
"S10580",0.297794582833415,0.118663779224244,0.876424580219286,1,0.552826478433754,0.205960358074101,0.353775880479187,-0.401439255431367,0.0233033483069072,0.366297882763137,0.000308832566505021,0.57423502349936,0.502645414649184,-0.337860148941378,0.311039962394063,-0.394790515042712,0.458575344154003,0.188178040228144,-0.0727017055763393,0.355234193356506,-0.621461326874842,0.354037522176469,0.4122165357026,0.490688386576876,0.190518755651419,-0.063286025558068,-0.0227381751491373,0.095460423220849,0.470595851348402,0.379345551712326,-0.0120923412922407,0.0561273795518838,-0.448643447986921,-0.0159870235357842,0.10034637943119,0.0107429201491192,0.597669127907625,0.279989578035526,-0.70647560134957,0.551874137245466,0.238240931374912,0.299662921601197,0.485774659311277,-0.605297206505903,-0.642130860901761,0.215485958052557,0.32655801968391,0.706245092569975,-0.0315276845553954,0.270462611092685,0.515894475067845,0.203340282581212
"S10806",0.116835540149312,0.00937002937111724,0.646765967126334,0.552826478433754,1,0.15790402923576,0.0964352004559557,-0.00532198556909515,-0.0617790737004286,0.112540824527609,-0.729463335367405,0.639487166641511,0.469392515663689,-0.272118111148824,0.377098293243847,0.182838596894488,0.259422540074251,0.41750776966585,-0.480670708300192,0.745547648248719,-0.237940253290441,0.325841060813081,0.334106150951179,0.190211910839065,-0.132592884105033,0.107677104518639,0.0782597834027643,-0.603157973998993,0.14253461440974,0.118688838498601,0.345315114112401,-0.472160093270668,-0.364796783693768,0.122100868701616,-0.125385913290175,0.0409190121632115,0.424091259582321,0.368028021091639,-0.535581570934937,0.657481505889413,0.228072885763868,0.39200414755097,-0.0921614201092856,-0.71194632488033,-0.80897053413411,0.174832317302192,-0.376085807799397,0.667471226266171,-0.369115813113504,0.351118080455796,0.0407679613443004,0.615205651324792
"S10918",0.0229157499875954,-0.153880618862055,0.298744727926999,0.205960358074101,0.15790402923576,1,-0.118519462571306,-0.433596745289538,-0.494861775452642,-0.0377959535742583,-0.237255877053386,0.24912698994274,0.109416836201959,-0.141285905044287,-0.392196776360175,0.0225080081894803,0.321693769949075,0.256182583039661,-0.141565605037132,0.0169110107163316,-0.376809612845897,0.527678392903019,0.304246403545922,0.245187484663262,0.195826670782837,-0.286418946668325,-0.341634167066198,-0.0352920635816085,0.0804471572127149,0.403334610933987,0.371795758966567,0.0426851690114602,-0.271792987797668,-0.44146244513489,0.118665677790533,0.0013342014078251,0.0965655228425611,-0.0173017042708814,-0.503096111781404,-0.0341136095144796,-0.444942323027999,0.0580051820628693,-0.476086298836717,-0.467432152126143,-0.145983550711614,-0.0723405357440777,-0.0372724327447215,-0.167278852114559,-0.2963760169963,-0.457472673539569,0.578117589116377,-0.041591451598935
"S11151",-0.483004924433978,0.263971038250774,0.361491195672676,0.353775880479187,0.0964352004559557,-0.118519462571306,1,-0.192839679956323,0.544416545369919,-0.0898364977800033,-0.00159619757165148,0.551924128799002,0.329474058797993,-0.642423851227742,0.569312587171559,0.364703595751817,0.61393968818379,0.417294317438458,-0.0365618562025525,0.266727883317643,-0.744140933977234,0.13693960219786,0.185284098731132,0.428473857168497,-0.400529561539182,-0.6762647091574,-0.628877594105149,0.180177607704493,-0.231329232613954,-0.381532661069367,-0.334267035531506,-0.182333085349969,-0.730504697022214,-0.160725400380977,0.106031540098091,-0.324014847381105,-0.0562595523656175,-0.0254869460228509,-0.445481085096014,0.315624186543105,-0.333537068875886,0.139692970271683,0.139045926137739,-0.0262219306872956,-0.158370003919262,0.0165296723837463,0.38721365897465,0.186107752171047,0.165871560510656,0.216312681863727,0.0063924832193526,0.031109936441023
"S11264",-0.25724205567643,0.102092031292648,-0.484874927852986,-0.401439255431367,-0.00532198556909515,-0.433596745289538,-0.192839679956323,1,0.0687271200752631,-0.60386451680454,-0.315155670465899,-0.321530987294124,-0.459309185500244,0.0213068303793569,0.285806824567057,0.135532435552991,-0.74175872957493,0.00165457081777845,-0.274487433687398,0.186290428740747,0.635141794242655,-0.101804323019453,-0.293507548494897,-0.622032120491003,-0.275185082375272,0.315519908279673,0.210653488200865,-0.320232275034341,-0.253435792183238,-0.112002181713143,-0.136012511997586,-0.17207363684198,0.470387118297019,-0.160242130925018,0.0969018555908517,0.42065355292767,-0.134613225784999,0.00512129464086262,0.372407736703544,-0.341560922572573,-0.0409571320503639,-0.679662130870609,0.0216436537919532,-0.129324190228649,-0.106471912288372,0.21147450362217,-0.465023616659659,-0.207016700381859,0.0787729730908235,0.163796625256189,-0.601096618887011,-0.062037171044465
"S11383",-0.0958468237164485,-0.0238422374060274,0.197740549479185,0.0233033483069072,-0.0617790737004286,-0.494861775452642,0.544416545369919,0.0687271200752631,1,0.162845928506252,0.171953540529433,0.141805655776771,0.148596277936643,-0.133905812432994,0.356594391728304,0.362623448109099,0.305299696553843,-0.183026054554005,0.1305380581125,0.119743485487661,-0.258255987351412,-0.213767974078118,-0.444973194987875,-0.241199752370639,-0.283731282999809,-0.469079020887569,-0.322224482252354,-0.153002978163795,-0.314800944764163,-0.325504580888244,0.0302127218907478,-0.467230636232994,-0.457478159394741,0.22926353053609,-0.482225808945066,-0.444248304445084,-0.0456805876006237,-0.285532234764894,-0.317100544131641,-0.0653306210002891,0.0791559651107657,0.00445618652499554,0.42617651673193,0.105333725353361,-0.172214908690289,0.114787438205851,-0.203297646502377,0.130754867198551,0.0549327056920222,0.626813256992016,-0.498202176830226,-0.0997003780064348
"S11384",0.604918107045648,-0.0708195292430802,0.46502807394931,0.366297882763137,0.112540824527609,-0.0377959535742583,-0.0898364977800033,-0.60386451680454,0.162845928506252,1,0.236639150382638,-0.105976935735809,0.294250552327463,0.519145683467227,0.124994877768737,-0.426889944092003,0.416934223028923,-0.196535907065063,0.525046037810408,-0.00470089308173252,-0.312603503219198,-0.0187393709157346,0.277281431251465,0.310869020279417,0.702875403659639,0.14468131664407,-0.0212847202318493,0.237651772288416,0.645993911270313,0.251081287300317,0.401821625990672,0.158988339037921,-0.083900586524942,0.580893445761107,-0.129578840877508,-0.222946787477306,0.650290753797638,0.468309052897274,-0.205540433426123,0.389727076524589,0.65856490573381,0.47198733245935,0.52061180736528,0.05345045875873,-0.193455661598009,0.275218385623671,0.141937817610584,0.469990154504534,0.0512350385935051,-0.0612485208781557,0.180039301548337,0.158985662086113
