"","S1026","S1029","S1031","S1038","S1054","S1065","S1528","S1531","S1554","S2123","S2310","S2329","S2355","S2364","S2366","S2376","S2380","S998"
"S1026",1,0.992929878826086,0.992929878826086,NA,0.993650651423629,0.691042541830576,0.890602350336257,0.888710746549034,0.886935983324197,NA,0.772434237093877,0.88788712119182,0.522389114314129,0.807181531655117,0.549076098191666,0.802709236314668,0.797060018190431,0.802486378238751
"S1029",0.992929878826086,1,1,NA,0.998575264047889,0.644714629212706,0.927371145084676,0.875897579368423,0.924630729860704,NA,0.79233082584898,0.874481198012863,0.517984429521676,0.840397228237504,0.563117933952973,0.837146039856149,0.830766834108331,0.78929009101198
"S1031",0.992929878826086,1,1,NA,0.998575264047889,0.644714629212706,0.927371145084676,0.875897579368423,0.924630729860704,NA,0.79233082584898,0.874481198012863,0.517984429521676,0.840397228237504,0.563117933952973,0.837146039856149,0.830766834108331,0.78929009101198
"S1038",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S1054",0.993650651423629,0.998575264047889,0.998575264047889,NA,1,0.659517033503577,0.919610951613126,0.881327159394456,0.916629131327918,NA,0.797980142813748,0.888256237019966,0.53370394456358,0.839198648623587,0.584143658246026,0.835326869178317,0.829872882938996,0.813205455462771
"S1065",0.691042541830576,0.644714629212706,0.644714629212706,NA,0.659517033503577,1,0.380501383120208,0.595229110444319,0.379019249098763,NA,0.564432521030158,0.654585367335606,0.590790839828379,0.469987195360737,0.222222222222222,0.457236191958077,0.455816694022352,0.670820393249937
"S1528",0.890602350336257,0.927371145084676,0.927371145084676,NA,0.919610951613126,0.380501383120208,1,0.816398956725921,0.999780973256663,NA,0.76908309782196,0.802812639505333,0.447020931141742,0.875328971988808,0.618080294697072,0.876544168475122,0.87028247012962,0.618785784150224
"S1531",0.888710746549034,0.875897579368423,0.875897579368423,NA,0.881327159394456,0.595229110444319,0.816398956725921,1,0.818672043705602,NA,0.762385899096881,0.933163747042027,0.701720608904601,0.821856394517031,0.663909392418664,0.818774361011536,0.815220161818334,0.737154140200741
"S1554",0.886935983324197,0.924630729860704,0.924630729860704,NA,0.916629131327918,0.379019249098763,0.999780973256663,0.818672043705602,1,NA,0.769223083955651,0.801512456080258,0.456991438185673,0.879234688992215,0.61770192491606,0.880496100731088,0.874077218262883,0.617102983206993
"S2123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S2310",0.772434237093877,0.79233082584898,0.79233082584898,NA,0.797980142813748,0.564432521030158,0.76908309782196,0.762385899096881,0.769223083955651,NA,1,0.891219791040161,0.657115433218599,0.945647293161636,0.815291419265784,0.943873110803738,0.948337810905697,0.610019584771923
"S2329",0.88788712119182,0.874481198012863,0.874481198012863,NA,0.888256237019966,0.654585367335606,0.802812639505333,0.933163747042027,0.801512456080258,NA,0.891219791040161,1,0.724875139701153,0.873956278709901,0.804963086858651,0.868929237368538,0.871342533702544,0.765474169535035
"S2355",0.522389114314129,0.517984429521676,0.517984429521676,NA,0.53370394456358,0.590790839828379,0.447020931141742,0.701720608904601,0.456991438185673,NA,0.657115433218599,0.724875139701153,1,0.706812195231715,0.556038437485533,0.702197648036767,0.702886129700888,0.65275336576822
"S2364",0.807181531655117,0.840397228237504,0.840397228237504,NA,0.839198648623587,0.469987195360737,0.875328971988808,0.821856394517031,0.879234688992215,NA,0.945647293161636,0.873956278709901,0.706812195231715,1,0.788994048170356,0.999793549364051,0.999600567430443,0.647706365815957
"S2366",0.549076098191666,0.563117933952973,0.563117933952973,NA,0.584143658246026,0.222222222222222,0.618080294697072,0.663909392418664,0.61770192491606,NA,0.815291419265784,0.804963086858651,0.556038437485533,0.788994048170356,1,0.78603525134366,0.797679214539116,0.559016994374947
"S2376",0.802709236314668,0.837146039856149,0.837146039856149,NA,0.835326869178317,0.457236191958077,0.876544168475122,0.818774361011536,0.880496100731088,NA,0.943873110803738,0.868929237368538,0.702197648036767,0.999793549364051,0.78603525134366,1,0.999689659227047,0.638432616051092
"S2380",0.797060018190431,0.830766834108331,0.830766834108331,NA,0.829872882938996,0.455816694022352,0.87028247012962,0.815220161818334,0.874077218262883,NA,0.948337810905697,0.871342533702544,0.702886129700888,0.999600567430443,0.797679214539116,0.999689659227047,1,0.638208355129603
"S998",0.802486378238751,0.78929009101198,0.78929009101198,NA,0.813205455462771,0.670820393249937,0.618785784150224,0.737154140200741,0.617102983206993,NA,0.610019584771923,0.765474169535035,0.65275336576822,0.647706365815957,0.559016994374947,0.638432616051092,0.638208355129603,1
