"","S416","S419","S420","S4396","S4402","S4408","S482","S484"
"S416",1,0.995267976389645,0.995848418916182,0.988493268792446,0.97659866742034,0.985901768556495,0.998930231988125,0.99702003942816
"S419",0.995267976389645,1,0.999770405578302,0.996431867734694,0.984472965776881,0.990959225166505,0.994136153649588,0.993315893379657
"S420",0.995848418916182,0.999770405578302,1,0.996157421597832,0.983595719191005,0.990523853409866,0.994597038665783,0.993746098975242
"S4396",0.988493268792446,0.996431867734694,0.996157421597832,1,0.994248386697654,0.996835141393848,0.990275044099013,0.992080218231967
"S4402",0.97659866742034,0.984472965776881,0.983595719191005,0.994248386697654,1,0.998374502546455,0.98300275830597,0.987081624371641
"S4408",0.985901768556495,0.990959225166505,0.990523853409866,0.996835141393848,0.998374502546455,1,0.990609137644608,0.993608524066294
"S482",0.998930231988125,0.994136153649588,0.994597038665783,0.990275044099013,0.98300275830597,0.990609137644608,1,0.999200789313419
"S484",0.99702003942816,0.993315893379657,0.993746098975242,0.992080218231967,0.987081624371641,0.993608524066294,0.999200789313419,1
