"","S8188","S8189","S8190","S8191","S8192","S8193","S8194","S8195","S8196","S8197","S8198","S8199","S8200","S8201","S8202","S8203","S8204","S8205"
"S8188",1,0.157567346970197,-0.539936910802005,0.34269130365655,0.479491500709523,0.144616859028211,-0.322364980935654,0.116831260134073,0.572001200263455,0.000125355115941247,-0.275823246100356,-0.307811932883856,-0.657153623686761,0.140171948485749,0.132347145748436,0.17773194128499,-0.478496569791741,-0.298864264565753
"S8189",0.157567346970197,1,-0.30330518421271,0.519560842905185,0.380288337922959,-0.156147722775226,-0.239291841492106,0.403390648102256,0.000325715288145806,-0.0945869590193438,0.391761109001926,0.0537280914088846,0.376825179257587,0.362948256803356,0.171373066119227,-0.0269468435736648,0.346013377589009,-0.465628034294531
"S8190",-0.539936910802005,-0.30330518421271,1,-0.191840105350943,-0.0602895673014954,-0.388828673498161,0.138176278908465,-0.111196600720478,0.0260610364732261,0.16072775063747,-0.513053023936412,-0.129991328912999,0.275602596068677,-0.3686228326178,0.329480081825809,0.13140283802257,0.326236093444187,0.360857315342019
"S8191",0.34269130365655,0.519560842905185,-0.191840105350943,1,0.818712499732851,0.0687088242212864,-0.391329114334673,0.712680460142039,0.631910369903637,-0.139158932877662,0.140224463964207,-0.0499009198146462,-0.156329724817437,0.466185670739487,0.406596371641265,0.306866322715504,0.0459743806635585,0.253337148428035
"S8192",0.479491500709523,0.380288337922959,-0.0602895673014954,0.818712499732851,1,0.0427411251880605,-0.0503052249420522,0.598810443473329,0.606953559624823,-0.0246505182280923,-0.164473567363743,-0.03264800659925,-0.180158115457383,0.276249044389398,0.322561086402925,0.716579472312012,0.130520277552534,0.335279011282036
"S8193",0.144616859028211,-0.156147722775226,-0.388828673498161,0.0687088242212864,0.0427411251880605,1,0.137989468378922,0.273997751124119,-0.0880984459679725,0.552583212402426,0.385300349532489,0.432208133721564,0.0572581706099929,0.032037544489352,-0.465546710749531,0.0176291387804476,-0.00603375005701368,-0.0979928861440371
"S8194",-0.322364980935654,-0.239291841492106,0.138176278908465,-0.391329114334673,-0.0503052249420522,0.137989468378922,1,0.0527472206015941,-0.517531576539694,0.241871846609645,-0.0193890418415834,0.698951018292365,0.173782890261577,-0.165362365454468,-0.428413210778902,0.364685162929216,0.145154544769929,0.312487755008803
"S8195",0.116831260134073,0.403390648102256,-0.111196600720478,0.712680460142039,0.598810443473329,0.273997751124119,0.0527472206015941,1,0.287323235119843,-0.133352389849516,-0.00209527351098606,0.154853734113077,-0.0442079770883085,-0.0707158764258411,-0.119846826874328,0.125715493560174,-0.168696150106599,0.150113748698275
"S8196",0.572001200263455,0.000325715288145806,0.0260610364732261,0.631910369903637,0.606953559624823,-0.0880984459679725,-0.517531576539694,0.287323235119843,1,-0.221420246569974,-0.396232147685009,-0.416351076801525,-0.453998559958452,0.172049344525131,0.329223963596585,0.130015204701085,-0.316162165104853,0.207114568941331
"S8197",0.000125355115941247,-0.0945869590193438,0.16072775063747,-0.139158932877662,-0.0246505182280923,0.552583212402426,0.241871846609645,-0.133352389849516,-0.221420246569974,1,0.182219181887019,0.519126233606829,0.193966142265418,0.204427842733415,0.153946049182474,0.175489381063945,0.416869558896407,-0.118369196883314
"S8198",-0.275823246100356,0.391761109001926,-0.513053023936412,0.140224463964207,-0.164473567363743,0.385300349532489,-0.0193890418415834,-0.00209527351098606,-0.396232147685009,0.182219181887019,1,0.556733600296095,0.47613201213096,0.647404932447303,-0.15646539259308,-0.177912943672176,0.450040955366306,-0.139900044133306
"S8199",-0.307811932883856,0.0537280914088846,-0.129991328912999,-0.0499009198146462,-0.03264800659925,0.432208133721564,0.698951018292365,0.154853734113077,-0.416351076801525,0.519126233606829,0.556733600296095,1,0.322222739087818,0.420612347841091,-0.259185746699912,0.124156771476143,0.342727494992609,0.18392920454484
"S8200",-0.657153623686761,0.376825179257587,0.275602596068677,-0.156329724817437,-0.180158115457383,0.0572581706099929,0.173782890261577,-0.0442079770883085,-0.453998559958452,0.193966142265418,0.47613201213096,0.322222739087818,1,0.0253189318823568,-0.245571596394436,-0.0919068403798992,0.801295887806884,-0.205842212277987
"S8201",0.140171948485749,0.362948256803356,-0.3686228326178,0.466185670739487,0.276249044389398,0.032037544489352,-0.165362365454468,-0.0707158764258411,0.172049344525131,0.204427842733415,0.647404932447303,0.420612347841091,0.0253189318823568,1,0.440709213631296,0.166498131858488,0.364937092541054,0.1515872231017
"S8202",0.132347145748436,0.171373066119227,0.329480081825809,0.406596371641265,0.322561086402925,-0.465546710749531,-0.428413210778902,-0.119846826874328,0.329223963596585,0.153946049182474,-0.15646539259308,-0.259185746699912,-0.245571596394436,0.440709213631296,1,0.280284944786316,0.229355457418878,0.235663009015257
"S8203",0.17773194128499,-0.0269468435736648,0.13140283802257,0.306866322715504,0.716579472312012,0.0176291387804476,0.364685162929216,0.125715493560174,0.130015204701085,0.175489381063945,-0.177912943672176,0.124156771476143,-0.0919068403798992,0.166498131858488,0.280284944786316,1,0.367412989749891,0.566555945437671
"S8204",-0.478496569791741,0.346013377589009,0.326236093444187,0.0459743806635585,0.130520277552534,-0.00603375005701368,0.145154544769929,-0.168696150106599,-0.316162165104853,0.416869558896407,0.450040955366306,0.342727494992609,0.801295887806884,0.364937092541054,0.229355457418878,0.367412989749891,1,0.0761366555650647
"S8205",-0.298864264565753,-0.465628034294531,0.360857315342019,0.253337148428035,0.335279011282036,-0.0979928861440371,0.312487755008803,0.150113748698275,0.207114568941331,-0.118369196883314,-0.139900044133306,0.18392920454484,-0.205842212277987,0.1515872231017,0.235663009015257,0.566555945437671,0.0761366555650647,1
