"","S6785","S6791","S6793","S6795","S6796","S6797","S6798","S6806","S6816","S6821","S6835","S6836","S6861","S6862","S6866","S6867","S6872","S6931","S6955","S7041","S7054"
"S6835",0.99956332306897,0.99974520489318,0.999843634772057,0.99980090689394,0.999843634772057,0.999843634772057,0.99983105074278,0.999901320078071,0.999920842339032,0.999922869602519,1,0.999930866223464,0.999886627970223,0.999886627970223,0.999775987521462,0.999775987521462,0.999744759807903,0.998918759275504,0.998918759275504,0.999059663080286,0.998584807013348
"S6836",0.999420686090535,0.999648500165706,0.999793866589293,0.999714436158511,0.999793866589293,0.999793866589293,0.999756843344798,0.999860842500655,0.999849278385603,0.999829730220581,0.999930866223464,1,0.999948437042862,0.999948437042862,0.999909940935828,0.999909940935828,0.999842204019515,0.99914521765967,0.99914521765967,0.999215547065595,0.998747705757199
"S6861",0.999322006848722,0.999590148658625,0.999700280218663,0.99963506784922,0.999700280218663,0.999700280218663,0.999679421044143,0.999759036470678,0.999819396204542,0.999715428915109,0.999886627970223,0.999948437042862,1,1,0.9999325060619,0.9999325060619,0.999923032420681,0.999302618993216,0.999302618993216,0.999457955445843,0.999000386944689
"S6862",0.999322006848722,0.999590148658625,0.999700280218663,0.99963506784922,0.999700280218663,0.999700280218663,0.999679421044143,0.999759036470678,0.999819396204542,0.999715428915109,0.999886627970223,0.999948437042862,1,1,0.9999325060619,0.9999325060619,0.999923032420681,0.999302618993216,0.999302618993216,0.999457955445843,0.999000386944689
"S6866",0.999129137206313,0.99948485294991,0.999624169358483,0.999446972697094,0.999624169358483,0.999624169358483,0.999517584672247,0.999645646457355,0.999691177065419,0.999536207018198,0.999775987521462,0.999909940935828,0.9999325060619,0.9999325060619,1,1,0.999880873694272,0.999240245706664,0.999240245706664,0.999357581245925,0.998849293530427
"S6867",0.999129137206313,0.99948485294991,0.999624169358483,0.999446972697094,0.999624169358483,0.999624169358483,0.999517584672247,0.999645646457355,0.999691177065419,0.999536207018198,0.999775987521462,0.999909940935828,0.9999325060619,0.9999325060619,1,1,0.999880873694272,0.999240245706664,0.999240245706664,0.999357581245925,0.998849293530427
"S6872",0.998916534959509,0.999306853478615,0.999423169629849,0.999354257219352,0.999423169629849,0.999423169629849,0.999442716870452,0.99949835709655,0.99962290587798,0.999490551836037,0.999744759807903,0.999842204019515,0.999923032420681,0.999923032420681,0.999880873694272,0.999880873694272,1,0.999609959379661,0.999609959379661,0.999703984887739,0.999312333428835
"S6931",0.99777129753113,0.998232543415604,0.998344453901939,0.998477918095116,0.998344453901939,0.998344453901939,0.998519100628445,0.998616460965931,0.998641585864486,0.998572749644868,0.998918759275504,0.99914521765967,0.999302618993216,0.999302618993216,0.999240245706664,0.999240245706664,0.999609959379661,1,1,0.999861684452934,0.999858219359669
"S6955",0.99777129753113,0.998232543415604,0.998344453901939,0.998477918095116,0.998344453901939,0.998344453901939,0.998519100628445,0.998616460965931,0.998641585864486,0.998572749644868,0.998918759275504,0.99914521765967,0.999302618993216,0.999302618993216,0.999240245706664,0.999240245706664,0.999609959379661,1,1,0.999861684452934,0.999858219359669
"S7041",0.998002899621328,0.998468888038436,0.998523388525788,0.998607447220538,0.998523388525788,0.998523388525788,0.998677871894474,0.998707292972409,0.998844265276771,0.998676474811993,0.999059663080286,0.999215547065595,0.999457955445843,0.999457955445843,0.999357581245925,0.999357581245925,0.999703984887739,0.999861684452934,0.999861684452934,1,0.999771245859678
"S7054",0.997409799769709,0.997812177688122,0.997916946792122,0.998138070401136,0.997916946792122,0.997916946792122,0.998081848476556,0.998226184339243,0.998208430715342,0.998158282516855,0.998584807013348,0.998747705757199,0.999000386944689,0.999000386944689,0.998849293530427,0.998849293530427,0.999312333428835,0.999858219359669,0.999858219359669,0.999771245859678,1
