"","S1562","S1566","S1628","S1633","S1681","S1743","S1750","S1761","S1808","S1838","S2162","S2163"
"S1562",1,0.0928126685012,-0.107247989073481,0.0780838964286864,-0.157461245577832,0.465671816018485,-0.386022885917428,-0.295535045366376,0.496405795126296,0.117420718142508,0.146924964698199,-0.0317580412292363
"S1566",0.0928126685012,1,0.375799469101811,0.309312736667824,-0.0873017789150059,-0.173226091779292,0.0898264303863466,-0.00609895155854261,0.154734195374281,0.49325856400871,-0.445547762396161,-0.224367689431569
"S1628",-0.107247989073481,0.375799469101811,1,0.420087870038811,0.330044580360152,0.234697927976208,0.0689399972120316,0.296243280594336,0.586473499138079,0.490237074114442,0.207181391120946,-0.210739576324066
"S1633",0.0780838964286864,0.309312736667824,0.420087870038811,1,0.733260909620529,-0.0608629728874095,0.0103990709624383,0.509045933060871,0.640372230205178,0.433888536401073,0.593117226211367,-0.400971014071255
"S1681",-0.157461245577832,-0.0873017789150059,0.330044580360152,0.733260909620529,1,0.0141757871887187,0.434981773472044,0.563043597844535,0.569930417175135,0.413669721864861,0.673417155943486,-0.113002532412446
"S1743",0.465671816018485,-0.173226091779292,0.234697927976208,-0.0608629728874095,0.0141757871887187,1,-0.425185867364152,0.297336692877064,0.520400510799113,-0.0520162605679406,0.0542485911756073,0.370361303174682
"S1750",-0.386022885917428,0.0898264303863466,0.0689399972120316,0.0103990709624383,0.434981773472044,-0.425185867364152,1,-0.0719426511683852,0.0482365086678088,0.36477437007356,-0.112266753492313,0.0978071740563199
"S1761",-0.295535045366376,-0.00609895155854261,0.296243280594336,0.509045933060871,0.563043597844535,0.297336692877064,-0.0719426511683852,1,0.30199478880541,0.186139331740689,0.316232494407908,0.394541345816374
"S1808",0.496405795126296,0.154734195374281,0.586473499138079,0.640372230205178,0.569930417175135,0.520400510799113,0.0482365086678088,0.30199478880541,1,0.543554674717052,0.47570616580464,-0.111481192418245
"S1838",0.117420718142508,0.49325856400871,0.490237074114442,0.433888536401073,0.413669721864861,-0.0520162605679406,0.36477437007356,0.186139331740689,0.543554674717052,1,0.202291066355982,-0.248921345604004
"S2162",0.146924964698199,-0.445547762396161,0.207181391120946,0.593117226211367,0.673417155943486,0.0542485911756073,-0.112266753492313,0.316232494407908,0.47570616580464,0.202291066355982,1,-0.303940176985751
"S2163",-0.0317580412292363,-0.224367689431569,-0.210739576324066,-0.400971014071255,-0.113002532412446,0.370361303174682,0.0978071740563199,0.394541345816374,-0.111481192418245,-0.248921345604004,-0.303940176985751,1
