"","S10203","S10328","S10458","S10580","S10806","S10918","S11151","S11264","S11383","S11384","S11498","S11618","S11784","S11804","S11816","S11830","S11849","S11872","S11988","S1296","S1298","S1664","S1697","S176","S3234","S4287","S4401","S4573","S4668","S5110","S5557","S5610","S5646","S6018","S6120","S6165","S6923","S8633","S8702","S8888","S9019","S9163","S9165","S9269","S9272","S9313","S936","S9445","S9447","S9840","S995","S9964"
"S10203",1,0.342580710882476,0.349137557207314,0.178751629849523,0.0939976681549644,0.165492612621155,-0.475198121108578,-0.207129799664891,-0.146404288926813,0.611840355131771,0.173152109542525,-0.131160298696762,0.38097472793331,0.614832608717348,-0.346701620703103,0.0135752119625982,0.0790610763808372,-0.442337952658718,0.324711461498498,-0.157472902998075,0.487980777158779,0.598835502899555,0.254051451846385,0.273637050983852,0.570596728566476,0.518133272688304,0.190333991083764,-0.354703500969418,0.652008504321152,0.182269803313332,0.480468898906107,0.265756354302659,0.323491134665456,0.447422368894256,-0.0230467725297914,0.209629642391257,0.708306278116337,0.49226428521561,0.0932264124267513,0.259933050409454,0.78983414096995,0.258746476609202,-0.0374781000489104,0.117092897098762,-0.0152942952213729,0.518200594888279,0.0656500621194302,0.339442722466644,-0.56042849996213,0.148922985691994,-0.104766211113475,0.60662551289294
"S10328",0.342580710882476,1,0.267713826306799,0.163903747872739,-0.106083458468156,-0.14259076721635,0.226186667878722,0.125747482373375,0.087494924429326,-0.0880662405006265,0.132972742821471,0.231935814363873,0.595075911767656,-0.122734745947347,0.194009046943259,0.049636087221548,0.166958407452743,-0.0100037813212892,0.108813748098482,-0.0916687266737551,0.200915815051476,0.789049975309001,0.477495033365122,0.496704766963251,-0.129706301280272,0.267878325219276,-0.0501931429563916,-0.0396472943253528,0.396438812427538,-0.409309281719136,-0.174479096734238,0.683578521556255,0.40863484225606,-0.124561346400934,0.592985009009029,0.631287223243509,0.419718196507335,0.467464860317572,0.102963207969335,0.343942180488556,0.467123427953759,-0.290545424022376,0.265774319452455,0.294976821709167,0.23379984157788,0.198879912028123,0.394787369597877,0.155106109690373,-0.525448272756438,0.185620601718489,-0.598937934649289,0.44881897450491
"S10458",0.349137557207314,0.267713826306799,1,0.881917855932099,0.506942004251403,0.345732524066424,0.371559534873275,-0.435609059521351,0.21433598661239,0.509233540133317,0.0152675560845829,0.667933608029561,0.572627752892309,-0.151744620836574,0.302437819029089,-0.161601222747769,0.565145378482298,-0.0814403323222323,0.122193805899266,0.134145554586845,-0.456171061949359,0.63413119808031,0.255619043977364,0.695940891010078,0.0913953376756215,-0.216562339086321,-0.406190395050338,-0.200840889198796,0.486953960641956,0.487107296158666,0.0992846115392985,-0.106504831188629,-0.451569463133074,0.204187446619572,-0.215023725294566,-0.167928775602498,0.69524681708074,0.266708184984999,-0.699470804236968,0.743130625264447,0.385933835054135,0.236896233553401,0.115707784591719,-0.487256663011935,-0.666723373352941,0.231576681877897,0.0349802909585921,0.707497581897288,-0.384551978834276,0.388188195762045,0.137015971448441,0.605934472386888
"S10580",0.178751629849523,0.163903747872739,0.881917855932099,1,0.47744460449303,0.23813963131925,0.247903881360526,-0.371814656507232,0.0503669058056719,0.452711874091773,0.0932179415891075,0.453566059387378,0.28233978044748,-0.263308377126154,0.302740642607167,-0.510091557383233,0.401574069021471,0.0281801544784599,0.00399299570731525,0.219697022649457,-0.376894551201855,0.372580217695294,0.296451755558454,0.600537983948872,0.225746713607534,-0.117889687214785,-0.200481629090611,0.112587766094542,0.470837427952112,0.546430906890855,-0.0978885361419135,0.0010205337221347,-0.35881959781829,-0.00396398181793887,-0.0406670821288925,-0.086434977702661,0.562499962749626,0.267622642133075,-0.673047198620645,0.601640009254245,0.275999658693646,0.117374064521934,0.287616325578834,-0.618410273665745,-0.712712021109968,0.294574905452396,0.298675297701709,0.621465985816612,-0.0949559183839274,0.243704075405843,0.364356878195588,0.312843383521413
"S10806",0.0939976681549644,-0.106083458468156,0.506942004251403,0.47744460449303,1,0.190964975571302,0.0971062222937989,0.123460312978258,-0.190680069102277,0.308064817202233,-0.625476324108698,0.525127919481485,0.172319522674606,-0.130626726984339,0.386016001052171,0.0851877242404798,0.130301426041064,0.354287532776753,-0.477562291218627,0.724867563353418,-0.182834810920151,0.166263629041269,0.29542743314372,0.277189728845597,-0.0769146232757937,0.235789313983286,-0.0385793043357416,-0.587816020948858,0.154018587354812,0.169528725952779,0.289576064198804,-0.50895793943232,-0.105077942277165,0.0704258311611045,-0.154992466825173,0.102861958520533,0.422619966029905,0.293060174644585,-0.43424884861215,0.613867571482545,0.0733332110763954,0.149656314023926,-0.379137944327844,-0.687506991185035,-0.743636319151548,0.0769589012457844,-0.334608431266985,0.475875067062159,-0.318177100517568,0.252201156514497,0.00105208906699044,0.561175432963655
"S10918",0.165492612621155,-0.14259076721635,0.345732524066424,0.23813963131925,0.190964975571302,1,-0.0929729031010303,-0.525434205520261,-0.422515204437572,0.0672689144875241,-0.3864213968396,0.271313316013167,0.275020894678379,-0.0196548392199007,-0.280961935144334,0.115835814842736,0.355219651336272,0.224608328920214,-0.0299681866187542,-0.119582255778665,-0.348666849703209,0.246648548044325,0.280095718349502,0.117483449948155,0.22615517502645,-0.435332592214069,-0.239649594983161,-0.115800141877039,0.189645723259238,0.449811176243583,0.404247705131708,0.0353885752824231,-0.207492373432205,-0.301330676375999,0.0331769645336944,-0.0599338447185204,0.279130511329324,-0.100382446471405,-0.616149287279795,0.0909560005054103,-0.327734072088037,0.0219160994795949,-0.665371419443124,-0.436625847278757,-0.213352020568719,-0.372301008170596,-0.33308238929221,-0.181514989891802,-0.260154693434797,-0.435572134775233,0.366303895231024,0.170115715832717
"S11151",-0.475198121108578,0.226186667878722,0.371559534873275,0.247903881360526,0.0971062222937989,-0.0929729031010303,1,-0.0624722293349382,0.723715097606471,-0.0674587611971986,-0.163611043800964,0.637467646869534,0.473023326724312,-0.749208086197344,0.617692602127333,0.32104579225003,0.616934132109257,0.399954988443177,-0.201019131369093,0.265620474900058,-0.675672286882535,0.200931748868912,-0.079680619738621,0.217581449372508,-0.690980901552306,-0.568199490942895,-0.702221234548805,-0.103007137280794,-0.3776304931298,-0.303477235373292,-0.0807175984175129,-0.281426563840443,-0.596677026823505,-0.207118925976589,-0.122706528862774,-0.253251411381872,-0.0301934723666442,-0.248695335759289,-0.508602120585456,0.235235186288818,-0.298387042668297,-0.177534014527447,0.129224825657662,-0.0505423308172554,-0.178951418326297,-0.288975751143368,-0.0612041367205336,0.0735868705237701,-0.18843648266934,0.338671810114984,-0.229879248686455,-0.0351712601280109
"S11264",-0.207129799664891,0.125747482373375,-0.435609059521351,-0.371814656507232,0.123460312978258,-0.525434205520261,-0.0624722293349382,1,0.042809476444645,-0.458449057515244,-0.126907841605066,-0.167808853923449,-0.39660126663528,0.0824649896656287,0.104732235357436,-0.0123825554956272,-0.71466513187828,0.025542092143974,-0.246709642561592,0.234514050175155,0.479293578576797,-0.0933732501261526,-0.215321966651722,-0.468072907029921,-0.215702364325743,0.418313760044494,0.397633566870605,-0.311406609957148,-0.24777230588713,-0.384588626446856,-0.182896880578758,-0.124771077481199,0.588352489130718,-0.172468521750196,0.0829582778737878,0.557356543257957,-0.139730703533812,0.0988206932198594,0.398800849785567,-0.316537526915396,-0.0176755434694592,-0.634931090606713,0.107941590078424,-0.0932171565100411,-0.0759761639505886,0.0709315741642119,-0.319997779449615,-0.123420312116588,0.0241018861870218,0.341035270263633,-0.654250398606809,-0.0191339108716638
"S11383",-0.146404288926813,0.087494924429326,0.21433598661239,0.0503669058056719,-0.190680069102277,-0.422515204437572,0.723715097606471,0.042809476444645,1,0.223691474881307,0.235939057903636,0.19359795112649,0.229216262722051,-0.234356249194342,0.413495890570789,0.203657919205845,0.364541028394407,-0.11927872212797,0.216029984126075,0.0486246930977412,-0.341747635432671,0.138851262733514,-0.412633717228468,-0.00267577022263166,-0.345300374008609,-0.371096495874187,-0.583228403222006,-0.128394661721473,-0.273600630689858,-0.20776060695292,0.0527820843321658,-0.369198864835035,-0.531690279261302,0.252406528903743,-0.456253358804283,-0.461068022911428,0.0555326132793924,-0.176798355422705,-0.203753340221518,-0.0282663048284465,0.0883380923398922,-0.080421376983218,0.454292188958485,0.191755384852615,-0.097983967792698,0.138519002360842,-0.0910039726167472,0.189191777980544,-0.0699945097566908,0.542862419093386,-0.247648270821329,-0.0897798476024497
"S11384",0.611840355131771,-0.0880662405006265,0.509233540133317,0.452711874091773,0.308064817202233,0.0672689144875241,-0.0674587611971986,-0.458449057515244,0.223691474881307,1,-0.0494698157461973,-0.09880528846826,0.229390257824286,0.272834734106781,0.197641624424933,-0.075114524885087,0.460106911326149,-0.0829167246708508,0.224271099441706,0.356260579422709,-0.0864860002074729,0.25278711942208,0.268867217412651,0.360170048096743,0.526609525081689,0.203808087659478,-0.31119233479208,-0.182310869985125,0.47924703007472,0.251364378906063,0.609293574910492,-0.209799659187046,-0.361540611365462,0.521503927896094,-0.244297448044588,-0.400977463516462,0.67016877144673,0.437459440510522,-0.347530616092886,0.365975517440542,0.512163582946542,0.473120779988865,0.083590455677699,-0.1337060521831,-0.352279415227468,0.633943416427013,0.158752697284869,0.474802433516854,-0.205719121338647,0.0494542067609633,0.405219148931137,0.30214206110041
