"","S1835","S1849","S1852","S1908","S2071","S2168","S2201","S2267","S2301","S2308","S2446","S2472","S2749"
"S1835",1,0.989002738425607,0.509665945579047,-0.15802334714364,0.892699498267305,0.957584165668733,0.96686870831262,0.947893035634563,0.91969693776307,0.899377728629221,0.935699087300291,0.906452013511969,0.817332572471272
"S1849",0.989002738425607,1,0.497640640340394,-0.188303090148222,0.891547471955286,0.984617916272464,0.980496568864667,0.951249066164398,0.941125198763949,0.923929966579626,0.956987397788506,0.931900593439222,0.859406214165
"S1852",0.509665945579047,0.497640640340394,1,0.629978600353272,0.779256345158274,0.411093802840289,0.351703784456629,0.500199815661921,0.249420663488481,0.221421278506397,0.258924823605053,0.190647979430368,0.22211964075863
"S1908",-0.15802334714364,-0.188303090148222,0.629978600353272,1,0.220936659890794,-0.304000039019336,-0.370578107783776,-0.146967219212266,-0.468181998605605,-0.485700838149195,-0.419111491194692,-0.499210041607075,-0.481764864104936
"S2071",0.892699498267305,0.891547471955286,0.779256345158274,0.220936659890794,1,0.831739526381834,0.799594690807139,0.880238659440248,0.722191321415483,0.69139656983254,0.734857261614992,0.689189714733213,0.632645858146879
"S2168",0.957584165668733,0.984617916272464,0.411093802840289,-0.304000039019336,0.831739526381834,1,0.98713566982274,0.9087905761195,0.967154497325379,0.957857832563394,0.979729320572139,0.964822973483829,0.921999319187079
"S2201",0.96686870831262,0.980496568864667,0.351703784456629,-0.370578107783776,0.799594690807139,0.98713566982274,1,0.926347071293338,0.98543473470382,0.974113450377374,0.980087506754844,0.979314488732526,0.915026004556255
"S2267",0.947893035634563,0.951249066164398,0.500199815661921,-0.146967219212266,0.880238659440248,0.9087905761195,0.926347071293338,1,0.885454599574736,0.851238749284136,0.877039701454539,0.861985574544885,0.733270487108548
"S2301",0.91969693776307,0.941125198763949,0.249420663488481,-0.468181998605605,0.722191321415483,0.967154497325379,0.98543473470382,0.885454599574736,1,0.996922295604466,0.966625418742957,0.98876741429092,0.950810892315111
"S2308",0.899377728629221,0.923929966579626,0.221421278506397,-0.485700838149195,0.69139656983254,0.957857832563394,0.974113450377374,0.851238749284136,0.996922295604466,1,0.959385135293133,0.985918733998032,0.967350566525473
"S2446",0.935699087300291,0.956987397788506,0.258924823605053,-0.419111491194692,0.734857261614992,0.979729320572139,0.980087506754844,0.877039701454539,0.966625418742957,0.959385135293133,1,0.980076243001901,0.905711721156032
"S2472",0.906452013511969,0.931900593439222,0.190647979430368,-0.499210041607075,0.689189714733213,0.964822973483829,0.979314488732526,0.861985574544885,0.98876741429092,0.985918733998032,0.980076243001901,1,0.945686952490346
"S2749",0.817332572471272,0.859406214165,0.22211964075863,-0.481764864104936,0.632645858146879,0.921999319187079,0.915026004556255,0.733270487108548,0.950810892315111,0.967350566525473,0.905711721156032,0.945686952490346,1
