"","S8045","S8090","S8091","S8092","S8093","S8094","S8095","S8096","S8097","S8098","S8099","S8100","S8101","S8102","S8103","S8104","S8105","S8108","S8109","S8110","S8114","S8115","S8116","S8119","S8120","S8121","S8122","S8123","S8124","S8126","S8128","S8129","S8130","S8131","S8132","S8134","S8135","S8136","S8138"
"S8045",1,-0.0474143324418147,0.979128013627327,0.988147216075548,0.979934292647091,0.991405776622214,0.9833019687653,NA,0.984316682728741,0.989335631616061,0.978878423038816,0.992094557198094,0.965422338910668,0.73457871667315,0.965069677768112,0.990732563138697,0.981282855112861,0.813523618039872,0.18478062563737,0.987604893590166,0.207265416104656,0.96566943201441,0.965034570145813,0.986236337179823,0.696098944653372,0.980665605026384,0.985390184008835,0.867004936078897,-0.18478062563737,0.937636143460004,0.982916258647978,0.766915494089671,0.951025171035892,0.567278620285997,0.971788644211222,0.986217844115185,0.182839050093949,NA,0.990845893517978
"S8090",-0.0474143324418147,1,-0.0440619711372393,-0.0345398474293878,-0.0367681160747067,-0.0928904540209509,-0.0695922702312517,NA,-0.16322635774702,-0.125798642473541,-0.0397920991731491,-0.157777521229171,0.00953419252991711,0.260874597374975,0.0720731250107351,0.0166205623828634,0.0211614642851014,0.208514414057075,0.670820393249937,-0.123505872461601,0.240562612162344,-0.108165907342524,-0.246066621890739,-0.173548180142131,-0.240562612162344,-0.18206614857339,-0.150738543882045,-0.388888888888889,0.149071198499986,-0.307856618164945,0.0116913093386239,0.208514414057075,0.174532024400843,0.541666666666667,-0.216052967617139,0.0208072603187053,0.623609564462324,NA,-0.0156298851025111
"S8091",0.979128013627327,-0.0440619711372393,1,0.997820480849163,0.999622632446352,0.994508278226804,0.998263219687574,NA,0.97449391270801,0.982729792951369,0.996491241164366,0.98175111045823,0.948999717906169,0.741572507417152,0.931708262212227,0.988682572704241,0.959748793075744,0.859637774626968,0.138967469044366,0.981746433577952,0.247133082249156,0.953806616368588,0.939775878802612,0.975604920116139,0.658289010518164,0.958331308492637,0.968473778364497,0.843406107213335,-0.251317560944377,0.885237671669433,0.951141176082902,0.753283394922406,0.931412304155469,0.586531736211681,0.930523113771303,0.988652801321252,0.128735116658083,NA,0.972774523282154
"S8092",0.988147216075548,-0.0345398474293878,0.997820480849163,1,0.997292157827486,0.997591538377623,0.997458030815111,NA,0.98209274663097,0.990004779742247,0.993778173171223,0.986512600852634,0.957595596994836,0.755600554375832,0.946343411030638,0.992251021382922,0.967329539783295,0.851042956381154,0.175062479378387,0.989069372372226,0.265887869481675,0.963457222257078,0.950437389319767,0.982192518173669,0.684661263915314,0.967567312629362,0.975955858324737,0.857739544496464,-0.231700340353747,0.901115711066655,0.96202441454646,0.758616570427207,0.939334276849962,0.598690688776055,0.944453248695729,0.992150492307496,0.147698600311101,NA,0.980770478572716
"S8093",0.979934292647091,-0.0367681160747067,0.999622632446352,0.997292157827486,1,0.993961109102752,0.997746723142569,NA,0.973160828944828,0.98146839679573,0.997476319558309,0.98136066580052,0.951868417171826,0.745908092541007,0.934663400989606,0.990937172456046,0.96371363870078,0.859862395568537,0.13545424095473,0.98019196020291,0.240773426809973,0.952783387180993,0.937870576491068,0.974565390596317,0.646368988070349,0.957319251828761,0.967882188394351,0.835721195698046,-0.248871896440705,0.885029146057656,0.954813054292126,0.757210548520287,0.935367570784196,0.583166431184897,0.930193994915439,0.990721221142736,0.140392826164194,NA,0.974924435041079
"S8094",0.991405776622214,-0.0928904540209509,0.994508278226804,0.997591538377623,0.993961109102752,1,0.996973209938809,NA,0.990540567098,0.995442526724492,0.991449966639785,0.994718687598444,0.955171724387822,0.739037742583158,0.942543431389435,0.990018062045238,0.96616666753004,0.825750146640041,0.142317776867801,0.994134488536903,0.242344146823803,0.967444433693489,0.96515539630985,0.990721762236743,0.696130622719794,0.977163006652096,0.983162929990211,0.882168424512121,-0.233900697265361,0.922098064093489,0.962758982976991,0.745686227618089,0.929423532387866,0.557197279782249,0.959265376217076,0.988741425692086,0.117858799931611,NA,0.981136035792908
"S8095",0.9833019687653,-0.0695922702312517,0.998263219687574,0.997458030815111,0.997746723142569,0.996973209938809,1,NA,0.980574671476468,0.986360839564923,0.997034048709781,0.988128288276702,0.941094939594993,0.723600668297104,0.926305458183714,0.989563468532443,0.955912914754628,0.847441900689989,0.124490437556491,0.98445389679213,0.241074695709182,0.952869037872687,0.946506178743283,0.98158580996455,0.664964368997827,0.965222075658184,0.974018550027717,0.860624408526479,-0.227195048540596,0.894947377720551,0.949662818530502,0.767631447714049,0.935435007836784,0.561957582117357,0.937195647425869,0.986458634375639,0.113455831074007,NA,0.970724111904336
"S8096",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S8097",0.984316682728741,-0.16322635774702,0.97449391270801,0.98209274663097,0.973160828944828,0.990540567098,0.980574671476468,NA,1,0.997225585374729,0.96923561682466,0.992153966536707,0.944979463669144,0.711372489697219,0.93644798776601,0.972000749178946,0.951853679881731,0.75765919721844,0.159012674167614,0.997320714832979,0.258406340585658,0.976838365005917,0.987010807999801,0.996638189838056,0.732001236571917,0.985138783175702,0.984634617688165,0.929454546661377,-0.189699330585925,0.947777608634557,0.955015768018299,0.721889878894822,0.899033159593469,0.511511898162637,0.974242701033087,0.971671585960114,0.0683536525779639,NA,0.97118197503435
"S8098",0.989335631616061,-0.125798642473541,0.982729792951369,0.990004779742247,0.98146839679573,0.995442526724492,0.986360839564923,NA,0.997225585374729,1,0.977398372835184,0.993100002580299,0.959348098864407,0.742661881757659,0.949862350171907,0.980272277374609,0.963629716778831,0.781064827643659,0.167429967903056,0.999420414171265,0.257295213530825,0.978782371593841,0.979579092878101,0.99384888117986,0.740303232625291,0.981381695695962,0.982136951897661,0.909698161929677,-0.231618936831038,0.941438201738164,0.96466391364744,0.716603957623764,0.909911804645373,0.535731585799888,0.971140518089164,0.981595118142282,0.0904014189733453,NA,0.981065551928607
