"","S2805","S2867","S2896","S2966","S2976","S3039","S3090","S3103","S3109","S3115","S3149","S3151","S3154","S3165","S3176","S3191","S3217","S3224","S3253","S3269","S3271","S3282","S3338","S3346","S3410"
"S3149",0.984932707441698,0.956196981674203,0.906750051129886,0.827032745079564,0.975816634051399,0.799540961947952,0.880775861007484,0.796346566213802,0.796346566213802,0.796346566213802,1,0.999961188231107,1,0.962464686205783,0.999076802808773,0.998366095426548,0.650322015831518,0.990243466175944,-0.0336210075601781,0.834816956343205,0.900608167587482,0.947074227038846,0.626670265482147,0.942949585743933,0.855280315940789
"S3151",0.983999737199553,0.954441063901771,0.905183784721648,0.82477167027501,0.974317207263159,0.797085165821421,0.880925300457184,0.79381302465141,0.79381302465141,0.79381302465141,0.999961188231107,1,0.999961188231107,0.962490560959598,0.998755511621457,0.998269320938019,0.647049654471401,0.989329739031027,-0.0330588813094621,0.835954844902406,0.898208575803058,0.947277882871556,0.628650431199872,0.94334215203757,0.857113828413418
"S3154",0.984932707441698,0.956196981674203,0.906750051129886,0.827032745079564,0.975816634051399,0.799540961947952,0.880775861007484,0.796346566213802,0.796346566213802,0.796346566213802,1,0.999961188231107,1,0.962464686205783,0.999076802808773,0.998366095426548,0.650322015831518,0.990243466175944,-0.0336210075601781,0.834816956343205,0.900608167587482,0.947074227038846,0.626670265482147,0.942949585743933,0.855280315940789
"S3165",0.930151391717218,0.891554061836175,0.831719376618941,0.729840683305393,0.948759002618525,0.698704745187384,0.807208417801371,0.693027749652217,0.693027749652217,0.693027749652217,0.962464686205783,0.962490560959598,0.962464686205783,1,0.955169178883906,0.958793698709374,0.514103744367692,0.949613181835789,-0.112157993481989,0.777200999957869,0.830338280486439,0.89663812112803,0.551399620548964,0.879065910523428,0.835986061824909
"S3176",0.989720435873911,0.964357707902002,0.917665711358011,0.843312326715401,0.980188874615638,0.817208349800248,0.878361593444123,0.814740679722193,0.814740679722193,0.814740679722193,0.999076802808773,0.998755511621457,0.999076802808773,0.955169178883906,1,0.997992388434572,0.67615433236665,0.993394996692934,-0.029723398295224,0.828437016848911,0.913854844036843,0.947349690565319,0.617386655215717,0.944795957068012,0.851645020042342
"S3191",0.989136279345862,0.962929455256477,0.919629287426979,0.842973635023917,0.974988329669494,0.814318613948576,0.891362608461815,0.810813208635941,0.810813208635941,0.810813208635941,0.998366095426548,0.998269320938019,0.998366095426548,0.958793698709374,0.997992388434572,1,0.668966580176945,0.990128448294362,-0.0235833964526628,0.846364910531274,0.91110908889981,0.955056224672332,0.650721780543094,0.951841501529035,0.859660222549363
"S3217",0.743548208412961,0.792200560703013,0.895165311837233,0.95553101775314,0.683882444537592,0.967634361710731,0.645778678040482,0.970244670015847,0.970244670015847,0.970244670015847,0.650322015831518,0.647049654471401,0.650322015831518,0.514103744367692,0.67615433236665,0.668966580176945,1,0.714174562668961,0.316560968558341,0.63847466190819,0.89360286752132,0.762783431998017,0.478498432815458,0.784292592348874,0.621740212785353
"S3224",0.994630284210581,0.983011670693331,0.932384841076045,0.866268707605361,0.988638728750869,0.844102396782891,0.87771538927594,0.840579887737429,0.840579887737429,0.840579887737429,0.990243466175944,0.989329739031027,0.990243466175944,0.949613181835789,0.993394996692934,0.990128448294362,0.714174562668961,1,0.0298045195050246,0.826231262413153,0.934942462637845,0.949672728004533,0.614180874986942,0.941342466806753,0.836617550658527
"S3253",0.0191933538203304,0.116634484665516,0.149502482793576,0.223925210527873,-0.0428890336673015,0.259789400230877,0.255771175656031,0.244887277573409,0.244887277573409,0.244887277573409,-0.0336210075601781,-0.0330588813094621,-0.0336210075601781,-0.112157993481989,-0.029723398295224,-0.0235833964526628,0.316560968558341,0.0298045195050246,1,0.352137203955146,0.126546987802607,0.157151228139651,0.431830539499967,0.157593236623738,-0.0379776180674495
"S3269",0.826021925759281,0.832474762827243,0.834058966295155,0.796268174944095,0.758339034793894,0.774970808087847,0.962857670978218,0.763721099998954,0.763721099998954,0.763721099998954,0.834816956343205,0.835954844902406,0.834816956343205,0.777200999957869,0.828437016848911,0.846364910531274,0.63847466190819,0.826231262413153,0.352137203955146,1,0.788040130880207,0.916047551444814,0.893125227878304,0.904855613801434,0.7798628435122
"S3271",0.943312858929027,0.962883407898183,0.989476411074119,0.974618829692146,0.927514365025602,0.965558059027828,0.829270254736981,0.96377783626391,0.96377783626391,0.96377783626391,0.900608167587482,0.898208575803058,0.900608167587482,0.830338280486439,0.913854844036843,0.91110908889981,0.89360286752132,0.934942462637845,0.126546987802607,0.788040130880207,1,0.923223641141699,0.574195817314337,0.9269241169206,0.782475601734527
"S3282",0.956966909437917,0.939420717434586,0.958019309260642,0.910918998953478,0.90076899442137,0.891994811801431,0.894344853111932,0.885508217641862,0.885508217641862,0.885508217641862,0.947074227038846,0.947277882871556,0.947074227038846,0.89663812112803,0.947349690565319,0.955056224672332,0.762783431998017,0.949672728004533,0.157151228139651,0.916047551444814,0.923223641141699,1,0.756285366374611,0.992891728430683,0.873986249632994
"S3338",0.643176377842058,0.653710627129923,0.643586090140004,0.611381028466335,0.529278792471456,0.585130343474511,0.840842421766643,0.568539032831589,0.568539032831589,0.568539032831589,0.626670265482147,0.628650431199872,0.626670265482147,0.551399620548964,0.617386655215717,0.650721780543094,0.478498432815458,0.614180874986942,0.431830539499967,0.893125227878304,0.574195817314337,0.756285366374611,1,0.734640556647158,0.527550660917379
"S3346",0.951485881274078,0.93038441564745,0.963765685683999,0.921951162246245,0.893083650065529,0.903898627922963,0.883777909928577,0.899639800805753,0.899639800805753,0.899639800805753,0.942949585743933,0.94334215203757,0.942949585743933,0.879065910523428,0.944795957068012,0.951841501529035,0.784292592348874,0.941342466806753,0.157593236623738,0.904855613801434,0.9269241169206,0.992891728430683,0.734640556647158,1,0.886457422507188
"S3410",0.834764622833471,0.786799885073,0.828166727074375,0.772554434504327,0.797279345088775,0.745875424734366,0.755020985392533,0.745649789425604,0.745649789425604,0.745649789425604,0.855280315940789,0.857113828413418,0.855280315940789,0.835986061824909,0.851645020042342,0.859660222549363,0.621740212785353,0.836617550658527,-0.0379776180674495,0.7798628435122,0.782475601734527,0.873986249632994,0.527550660917379,0.886457422507188,1
