"","S7831","S7850","S7878","S7935","S7987","S8057","S8064","S8079","S8081","S8084","S8143","S8146","S8174","S8177","S8180","S8261","S8272","S8289","S8321","S8329","S8335","S8337","S8338","S8345","S8346","S8347","S8354","S8356","S8370","S8383"
"S7831",1,0.818785281752428,0.466887821948612,0.841549729267646,0.899314615197763,0.19837994605879,0.205109455405631,-0.0654352934356368,-0.0217685967807445,0.212971821583536,-0.2846403772273,-0.235259843998339,0.36485863900162,-0.417738868557723,0.220946652301122,-0.0223043152327177,-0.219373666579082,-0.215942298936796,-0.422946742249602,-0.359523996762967,-0.362922641850879,-0.332523866640184,0.257023778607357,0.352314019756714,0.104756042497005,0.0556141035898803,0.40153155168756,0.0237841499168012,0.360246390067686,0.353495571308361
"S7850",0.818785281752428,1,0.757711154703592,0.962416667150912,0.702892858840043,0.372465724095508,0.546693229111132,0.360263821355937,0.287099506525087,0.386499866054193,-0.255945961275743,0.0287117138234528,0.167138082189563,-0.431307157807131,0.416818915755409,-0.203256725592465,-0.277693669818787,0.0848115957441299,-0.161662201922678,-0.0665696262691135,-0.0454817302249526,-0.0765258679121166,0.216652569996539,0.003337465466009,-0.147240032338578,-0.243551142778345,0.321124007367289,0.0410231314839794,0.209992468243621,0.266766781908439
"S7878",0.466887821948612,0.757711154703592,1,0.717561407602988,0.169364981014472,0.235014594132159,0.542942215617421,0.366892733549376,0.234984633432203,0.362977044443451,-0.644182513582612,-0.0266561253409445,0.00717380039004222,-0.736416658228553,0.15470542494572,-0.175169637389795,-0.660021663001411,0.337430138951824,-0.0696423514158653,-0.00555566649898975,-0.0118210187973985,-0.0871884961925962,0.162005679583466,-0.28590165925222,-0.589412743604212,-0.528246038599969,0.267690631106377,0.277002037311916,-0.0143132994165908,0.398916956842003
"S7935",0.841549729267646,0.962416667150912,0.717561407602988,1,0.69160504395528,0.24346382243509,0.427074388588068,0.199845458562649,0.245114797275322,0.204553691531789,-0.327471673471869,-0.14124628552846,0.174465548272929,-0.540488825570946,0.24456472717482,-0.148929899274831,-0.387312839132923,-0.0804316190209185,-0.334201995002421,-0.219164885940256,-0.154027328997892,-0.164273489055118,0.305035110676117,0.0922070056036544,-0.0537637536278264,-0.181071700708848,0.371948134088768,0.0130537889390963,0.288641106870916,0.307217713897685
"S7987",0.899314615197763,0.702892858840043,0.169364981014472,0.69160504395528,1,0.306858708449168,0.128114863824067,0.00566361342325535,-0.00730539438302258,0.314639238161525,0.0991974945389987,-0.0445325969857672,0.530538794233928,-0.0534483897992216,0.445054447764373,0.008217001458874,0.178059773738527,-0.221742957097736,-0.186738772182964,-0.133515525355775,-0.19467903973026,-0.10347550900933,0.100082329809674,0.497732412399881,0.297422127380584,0.293904849395275,0.332850061185171,-0.0639251467739367,0.387080652335499,0.255155251750528
"S8057",0.19837994605879,0.372465724095508,0.235014594132159,0.24346382243509,0.306858708449168,1,0.245379277655607,0.683707954346622,-0.307075341989888,0.117014416759366,-0.102530733968,0.592744303587564,0.31651317089596,0.0493540335018226,0.324853497272686,-0.646208548532143,0.203338808575301,0.214280696408074,0.113067937300263,0.262742706688381,0.222628087360731,0.334608348458679,-0.0120956631891879,0.0959422013085175,-0.243329215116277,-0.195447286467964,-0.446215457322769,-0.476733565542088,-0.437193483180042,-0.44420657768018
"S8064",0.205109455405631,0.546693229111132,0.542942215617421,0.427074388588068,0.128114863824067,0.245379277655607,1,0.541489065598675,0.718394659871997,0.41235274301806,0.0239811809039727,0.344667495587896,-0.303442153423225,-0.0459643786820833,0.347826915067531,0.125473289239673,0.0479214526246744,0.589970015034545,0.363174178316875,0.490606659279499,0.599178809951306,0.466958585043673,0.128358967293616,-0.290402925241605,-0.119434359577148,-0.202203731730627,0.242757937378592,0.294250169247381,0.2455194919941,-0.0412308119498504
"S8079",-0.0654352934356368,0.360263821355937,0.366892733549376,0.199845458562649,0.00566361342325535,0.683707954346622,0.541489065598675,1,0.254989681818766,0.376223434408341,0.0606043232798905,0.855962497879362,-0.157479341905339,-0.0105941777814121,0.546961343634542,-0.262759103381902,0.132010873750874,0.743273648838979,0.469534912292863,0.479364793307126,0.309162126182213,0.349618486687621,0.0552833087046006,-0.371895839534443,-0.424527947749073,-0.359924407293506,-0.388686701651675,-0.0664422605003677,-0.548779797092199,-0.391107823044305
"S8081",-0.0217685967807445,0.287099506525087,0.234984633432203,0.245114797275322,-0.00730539438302258,-0.307075341989888,0.718394659871997,0.254989681818766,1,0.379230685161167,0.338524855595968,0.0807304595174585,-0.421771728660303,0.139000690990446,0.299947200463482,0.505347254155322,0.191821744186301,0.438429571200719,0.519273881390067,0.533484645144168,0.495784004491536,0.343773652704986,0.183746020853472,-0.186757185240816,0.210361574374275,0.152779413928959,0.549152763624939,0.604686424233129,0.478838568782165,0.230332211464605
"S8084",0.212971821583536,0.386499866054193,0.362977044443451,0.204553691531789,0.314639238161525,0.117014416759366,0.41235274301806,0.376223434408341,0.379230685161167,1,0.304800203590576,0.408046478028961,0.344697698930354,0.0588244446695032,0.875213275620532,0.271311031795102,0.138585607149229,0.583608903320977,0.622270063317763,0.490211500775455,0.321116878235269,0.327348872271004,-0.515281843312906,-0.261902762107021,-0.407509987698677,-0.12563205365316,0.216178278718552,0.418840964270931,0.111816380714701,0.479926759076437
