"","S6785","S6791","S6793","S6795","S6796","S6797","S6798","S6806","S6816","S6821","S6835","S6836","S6861","S6862","S6866","S6867","S6872","S6931","S6955","S7041","S7054"
"S6785",1,0.969713787447025,0.882851400753229,0.974533731597284,0.96817391803479,0.96817391803479,0.977742484125615,0.964237375027148,0.941164331394682,0.973568814001248,0.876982162794165,0.258590216416589,0.945676474297301,0.972054006865082,0.95735810855624,0.824347709645966,0.571587671868183,0.959858506099024,0.97024614410718,0.886293054874041,0.937876135990133
"S6791",0.969713787447025,1,0.828804343611108,0.973536600480951,0.955606910012138,0.955606910012138,0.972947733453605,0.980084007212257,0.908521236070477,0.976038981806094,0.829700023547789,0.169053512194578,0.893222278401291,0.924366959389252,0.920967866644835,0.770077487054919,0.506519632912948,0.921939870912582,0.967099469607127,0.840303255788982,0.879426997454274
"S6793",0.882851400753229,0.828804343611108,1,0.854092741385011,0.909133386526422,0.909133386526422,0.861330188176204,0.846476419471356,0.945884394932286,0.830942848867757,0.995711810368468,0.151805887124277,0.961632268797821,0.941063422827838,0.832972986916919,0.705793087737862,0.477986945727326,0.834424087922336,0.802883892260004,0.99281278349233,0.977036474873812
"S6795",0.974533731597284,0.973536600480951,0.854092741385011,1,0.967884373083579,0.967884373083579,0.991747866036138,0.96987791822748,0.938619020900833,0.978060822443651,0.851054832010301,0.201664199098057,0.944238667043332,0.964741912018574,0.932363401891311,0.784571786685039,0.49584365192298,0.952045098734244,0.984372269034913,0.860885658713788,0.921154614411726
"S6796",0.96817391803479,0.955606910012138,0.909133386526422,0.967884373083579,1,1,0.973542418655155,0.964461504144397,0.984011121302561,0.974223554662364,0.905087992529941,0.0801165388685086,0.961168075021373,0.967306136346575,0.8824136030828,0.713526670631113,0.407165951871087,0.910779760454128,0.934124944667533,0.906357893085876,0.939071354076706
"S6797",0.96817391803479,0.955606910012138,0.909133386526422,0.967884373083579,1,1,0.973542418655155,0.964461504144397,0.984011121302561,0.974223554662364,0.905087992529941,0.0801165388685086,0.961168075021373,0.967306136346575,0.8824136030828,0.713526670631113,0.407165951871087,0.910779760454128,0.934124944667533,0.906357893085876,0.939071354076706
"S6798",0.977742484125615,0.972947733453605,0.861330188176204,0.991747866036138,0.973542418655155,0.973542418655155,1,0.974975590211138,0.949983397302054,0.978760774270309,0.851979948972145,0.137586018150422,0.941676025324851,0.965945296953494,0.916704924102623,0.755152208364992,0.461585286235307,0.952835792101685,0.975050818691926,0.86032048798691,0.917133878873735
"S6806",0.964237375027148,0.980084007212257,0.846476419471356,0.96987791822748,0.964461504144397,0.964461504144397,0.974975590211138,1,0.919722465146455,0.989407856142357,0.84058728194874,0.139706895430169,0.904067082506099,0.924720007493318,0.882441314641547,0.726112911665891,0.508665835380724,0.894694139557999,0.948189325162821,0.855276759478738,0.901214303771242
"S6816",0.941164331394682,0.908521236070477,0.945884394932286,0.938619020900833,0.984011121302561,0.984011121302561,0.949983397302054,0.919722465146455,1,0.927311976971802,0.935098238655574,0.0196649758976215,0.980568139295989,0.971778999652549,0.853203321590612,0.670701770941211,0.350636752462209,0.889552971309689,0.890706625455013,0.92868535419887,0.952545254221556
"S6821",0.973568814001248,0.976038981806094,0.830942848867757,0.978060822443651,0.974223554662364,0.974223554662364,0.978760774270309,0.989407856142357,0.927311976971802,1,0.825281359989572,0.158044753547505,0.913272926477742,0.936168520614668,0.893026276955196,0.729482937135007,0.480678940975447,0.91546621277286,0.965853004863815,0.838934531403457,0.898732130872105
"S6835",0.876982162794165,0.829700023547789,0.995711810368468,0.851054832010301,0.905087992529941,0.905087992529941,0.851979948972145,0.84058728194874,0.935098238655574,0.825281359989572,1,0.190659602969123,0.954683774981217,0.936216146053368,0.837924614234694,0.731223043260235,0.490506920806184,0.831214247115471,0.79995338176147,0.997672534754475,0.972592762462027
"S6836",0.258590216416589,0.169053512194578,0.151805887124277,0.201664199098057,0.0801165388685086,0.0801165388685086,0.137586018150422,0.139706895430169,0.0196649758976215,0.158044753547505,0.190659602969123,1,0.174777996902319,0.229115956361557,0.46357080549988,0.696402484025275,0.8261605342861,0.346756556546081,0.290861018680239,0.230367231890011,0.26753859721471
"S6861",0.945676474297301,0.893222278401291,0.961632268797821,0.944238667043332,0.961168075021373,0.961168075021373,0.941676025324851,0.904067082506099,0.980568139295989,0.913272926477742,0.954683774981217,0.174777996902319,1,0.990967819728519,0.894171990645911,0.74483480721995,0.455385852142606,0.914411860271809,0.90399912601417,0.954515329214887,0.984973881251222
"S6862",0.972054006865082,0.924366959389252,0.941063422827838,0.964741912018574,0.967306136346575,0.967306136346575,0.965945296953494,0.924720007493318,0.971778999652549,0.936168520614668,0.936216146053368,0.229115956361557,0.990967819728519,1,0.93384623916506,0.798015169051214,0.501696357338346,0.95730168994844,0.942335740916913,0.940325990943927,0.977746817598145
"S6866",0.95735810855624,0.920967866644835,0.832972986916919,0.932363401891311,0.8824136030828,0.8824136030828,0.916704924102623,0.882441314641547,0.853203321590612,0.893026276955196,0.837924614234694,0.46357080549988,0.894171990645911,0.93384623916506,1,0.934680626655452,0.707372287209127,0.972050492712393,0.95654831233293,0.85085137329043,0.901938932729345
"S6867",0.824347709645966,0.770077487054919,0.705793087737862,0.784571786685039,0.713526670631113,0.713526670631113,0.755152208364992,0.726112911665891,0.670701770941211,0.729482937135007,0.731223043260235,0.696402484025275,0.74483480721995,0.798015169051214,0.934680626655452,1,0.832979453241498,0.867422395057932,0.822816097211734,0.750068455283347,0.783321155955039
"S6872",0.571587671868183,0.506519632912948,0.477986945727326,0.49584365192298,0.407165951871087,0.407165951871087,0.461585286235307,0.508665835380724,0.350636752462209,0.480678940975447,0.490506920806184,0.8261605342861,0.455385852142606,0.501696357338346,0.707372287209127,0.832979453241498,1,0.583710411305732,0.559495324195353,0.528774604519582,0.567227528736287
"S6931",0.959858506099024,0.921939870912582,0.834424087922336,0.952045098734244,0.910779760454128,0.910779760454128,0.952835792101685,0.894694139557999,0.889552971309689,0.91546621277286,0.831214247115471,0.346756556546081,0.914411860271809,0.95730168994844,0.972050492712393,0.867422395057932,0.583710411305732,1,0.975266417315701,0.843350015102699,0.904614490051506
"S6955",0.97024614410718,0.967099469607127,0.802883892260004,0.984372269034913,0.934124944667533,0.934124944667533,0.975050818691926,0.948189325162821,0.890706625455013,0.965853004863815,0.79995338176147,0.290861018680239,0.90399912601417,0.942335740916913,0.95654831233293,0.822816097211734,0.559495324195353,0.975266417315701,1,0.815699367939715,0.888553143052865
"S7041",0.886293054874041,0.840303255788982,0.99281278349233,0.860885658713788,0.906357893085876,0.906357893085876,0.86032048798691,0.855276759478738,0.92868535419887,0.838934531403457,0.997672534754475,0.230367231890011,0.954515329214887,0.940325990943927,0.85085137329043,0.750068455283347,0.528774604519582,0.843350015102699,0.815699367939715,1,0.979412820170259
"S7054",0.937876135990133,0.879426997454274,0.977036474873812,0.921154614411726,0.939071354076706,0.939071354076706,0.917133878873735,0.901214303771242,0.952545254221556,0.898732130872105,0.972592762462027,0.26753859721471,0.984973881251222,0.977746817598145,0.901938932729345,0.783321155955039,0.567227528736287,0.904614490051506,0.888553143052865,0.979412820170259,1
