"","S1112","S1117","S1209","S1265","S1355","S1387","S1392","S1414","S1416"
"S1112",1,0.999937364957093,0.999947077298948,0.999885580694815,0.999801640071103,0.999897948089486,0.999819830221353,0.999800696707654,0.999800696707654
"S1117",0.999937364957093,1,0.99994839496044,0.999937130412381,0.999829977023461,0.999901256237081,0.999753591121629,0.999748880133096,0.999748880133096
"S1209",0.999947077298948,0.99994839496044,1,0.999940476221343,0.999867345823565,0.999929276063866,0.999848841503302,0.999816983913602,0.999816983913602
"S1265",0.999885580694815,0.999937130412381,0.999940476221343,1,0.99990128441416,0.999960882172362,0.999800958753164,0.999766595936902,0.999766595936902
"S1355",0.999801640071103,0.999829977023461,0.999867345823565,0.99990128441416,1,0.99995979310121,0.999921629337549,0.999915450675865,0.999915450675865
"S1387",0.999897948089486,0.999901256237081,0.999929276063866,0.999960882172362,0.99995979310121,1,0.999917267778315,0.999869526416435,0.999869526416435
"S1392",0.999819830221353,0.999753591121629,0.999848841503302,0.999800958753164,0.999921629337549,0.999917267778315,1,0.999925962377615,0.999925962377615
"S1414",0.999800696707654,0.999748880133096,0.999816983913602,0.999766595936902,0.999915450675865,0.999869526416435,0.999925962377615,1,1
"S1416",0.999800696707654,0.999748880133096,0.999816983913602,0.999766595936902,0.999915450675865,0.999869526416435,0.999925962377615,1,1
