"","S8284","S8286","S8295","S8298","S8302","S8330","S8341","S8355","S8362","S8379","S8387","S8388","S8390","S8391","S8392","S8433","S8476","S8477","S8478","S8484","S8485","S8486","S8490","S8492","S8493","S8494","S8496"
"S8284",1,0.837020509161971,-0.114813355721193,0.0193641376059353,0.489084223836933,-0.108499749362776,-0.162381995983714,-0.171442418849845,-0.408962086472336,-0.186658051964384,-0.0275357313757364,-0.501205365122567,0.030549166925093,-0.0143423298465204,-0.255249192141898,-0.182948007057544,0.114697696128595,-0.525510149420908,-0.308691442268068,-0.177864626187044,0.189447581040986,-0.0973322141643941,-0.23595201819935,-0.022968221194116,0.0625451983968809,0.233803917972971,-0.484140471063733
"S8286",0.837020509161971,1,0.067177790899118,0.222274551092271,0.572127314444924,0.0872625649041083,0.150468238053256,-0.0963150893843114,-0.212191119121253,0.203350155638566,0.349066918507359,-0.422766843469776,0.429641785781201,0.101364728197709,0.10061540639582,-0.131296978376842,0.380349427933962,-0.607831709645404,-0.156926823840882,0.0348432038195013,0.362555609174872,0.0223127003615753,0.0395911243220275,0.200992890141458,0.234379853268451,0.639035372620724,-0.153962521816973
"S8295",-0.114813355721193,0.067177790899118,1,0.821897449696582,0.45054443307221,0.718475965143968,0.541478755000975,0.755219229317105,0.820608119032494,0.595662143061381,0.836708937263577,0.446025742956752,0.538234798667423,0.854100375147348,0.566785533073096,0.194370928696852,0.344616934921963,-0.073566049609809,-0.309658115584316,-0.210370454904133,0.259101004939546,-0.323284286479244,0.0321784957676224,0.675475972658529,0.661908911093483,0.601489139729473,0.0682637116266801
"S8298",0.0193641376059353,0.222274551092271,0.821897449696582,1,0.254931243506554,0.810231299735826,0.462823716657778,0.725315390973222,0.612602124366685,0.577384093175784,0.786154854694851,0.338154220334604,0.585081596144065,0.722842264328299,0.493170594860891,0.369712998712561,0.772588933879808,-0.156892528830778,-0.114812909438001,-0.20227278876672,0.339423440130746,-0.185747816033838,0.105986734387818,0.698206564924332,0.89649950723732,0.719608733902164,-0.107255026058077
"S8302",0.489084223836933,0.572127314444924,0.45054443307221,0.254931243506554,1,0.36885097703335,0.333992223298701,0.292334462681365,0.121055331834906,0.184689375883479,0.453330113893346,-0.382416802097109,0.321286040726164,0.44844463039149,0.245602011326386,-0.341488221538598,-0.0348356121330366,-0.22663729365425,-0.444171634141864,-0.207280384403212,0.266040701702648,-0.409833960178745,-0.289453431650212,0.165116291944716,-0.000960730985522071,0.483543572905129,0.0165152380436251
"S8330",-0.108499749362776,0.0872625649041083,0.718475965143968,0.810231299735826,0.36885097703335,1,0.659254648444321,0.772057842233948,0.624138950120937,0.594264728766086,0.619264032555837,0.211471772517033,0.470747190131312,0.677533609162636,0.310992487443458,0.35306649099886,0.501296729972144,0.240266016277169,-0.1883183331131,-0.201883212619616,0.19185481410871,-0.271859369679704,0.0273297898907971,0.364402523605559,0.640073966044455,0.671430767037834,0.0551657290320141
"S8341",-0.162381995983714,0.150468238053256,0.541478755000975,0.462823716657778,0.333992223298701,0.659254648444321,1,0.634277000102314,0.771796987755132,0.561659480902108,0.566494958756009,0.365402196362806,0.621126253529807,0.704059499239611,0.491577310805312,0.196608040323139,0.172218690317205,-0.0113261517256469,-0.523907175781228,-0.29748649197298,0.1417403908888,-0.244965550140207,-0.0967616258830881,0.306472887387706,0.367909590829737,0.720326403014968,-5.80792831514639e-05
"S8355",-0.171442418849845,-0.0963150893843114,0.755219229317105,0.725315390973222,0.292334462681365,0.772057842233948,0.634277000102314,1,0.801118567515579,0.594330337131107,0.560397684667106,0.470852959672753,0.388383519107498,0.919727849545973,0.544696043262703,-0.0269078930834554,0.38622444019135,-0.0970723168579759,-0.31786791770075,-0.569106572359234,-0.158902364171803,-0.432147507253153,-0.301733730732822,0.224629967385925,0.583083962234968,0.53677415778996,-0.203571662993059
"S8362",-0.408962086472336,-0.212191119121253,0.820608119032494,0.612602124366685,0.121055331834906,0.624138950120937,0.771796987755132,0.801118567515579,1,0.616685488332884,0.653671822586417,0.73281702122231,0.510483747703331,0.852461805758055,0.592660171950574,0.223506789036204,0.170272513378128,0.0121561545052701,-0.406990828740412,-0.341580857492231,-0.00257871368394455,-0.300861924387217,-0.0571448617275533,0.462691612215994,0.549778243147723,0.503207506520541,0.000583254467452921
"S8379",-0.186658051964384,0.203350155638566,0.595662143061381,0.577384093175784,0.184689375883479,0.594264728766086,0.561659480902108,0.594330337131107,0.616685488332884,1,0.786493748781443,0.496993365104829,0.758615815832505,0.548974112587463,0.750588536547229,-0.127070440563206,0.563641574646275,-0.27819385953715,0.171367433793499,-0.104048760216001,-0.213873202953024,-0.218700631259327,0.115790644127618,0.165695568130154,0.624431959831912,0.756277376615937,0.241645717415663
"S8387",-0.0275357313757364,0.349066918507359,0.836708937263577,0.786154854694851,0.453330113893346,0.619264032555837,0.566494958756009,0.560397684667106,0.653671822586417,0.786493748781443,1,0.425381328873075,0.883276156191541,0.657034990034615,0.806837806476237,0.0508627944481749,0.572106925062644,-0.35303758534806,-0.132742483387443,-0.148340618714414,0.222399362751411,-0.346300488239595,0.0593505755953816,0.639763998329888,0.737185271689868,0.808916078985571,0.110592994885673
"S8388",-0.501205365122567,-0.422766843469776,0.446025742956752,0.338154220334604,-0.382416802097109,0.211471772517033,0.365402196362806,0.470852959672753,0.73281702122231,0.496993365104829,0.425381328873075,1,0.464389340353632,0.414019351030923,0.55354709888419,0.14240341412865,0.153840048838595,-0.101932591272238,-0.164482890816678,-0.425786761535328,-0.401729829596508,-0.394905493276532,-0.185808969268835,0.209120203073342,0.556619968424704,0.121590865491879,-0.223674808420344
"S8390",0.030549166925093,0.429641785781201,0.538234798667423,0.585081596144065,0.321286040726164,0.470747190131312,0.621126253529807,0.388383519107498,0.510483747703331,0.758615815832505,0.883276156191541,0.464389340353632,1,0.44715367146688,0.809413687202133,-0.0127483183075285,0.54870053407919,-0.456821226508677,-0.181087890648537,-0.270290582434657,0.0480416073647596,-0.436735955914164,-0.103984513364622,0.42377322880334,0.676947526695751,0.794059940642107,-0.0637027823999754
"S8391",-0.0143423298465204,0.101364728197709,0.854100375147348,0.722842264328299,0.44844463039149,0.677533609162636,0.704059499239611,0.919727849545973,0.852461805758055,0.548974112587463,0.657034990034615,0.414019351030923,0.44715367146688,1,0.561167590760627,0.00780019072308258,0.300753978308084,-0.23753239270988,-0.490404560665345,-0.4815605366214,0.0768858224194973,-0.346160173817869,-0.214300928159033,0.438893975911122,0.554057627662078,0.637057091641521,-0.178120294700553
"S8392",-0.255249192141898,0.10061540639582,0.566785533073096,0.493170594860891,0.245602011326386,0.310992487443458,0.491577310805312,0.544696043262703,0.592660171950574,0.750588536547229,0.806837806476237,0.55354709888419,0.809413687202133,0.561167590760627,1,-0.346710495384693,0.448088257143963,-0.530216911767388,-0.0248660603240697,-0.343750900535725,-0.182772798552393,-0.428084379307572,-0.192579183033859,0.300006669112944,0.498102874251459,0.5913921094572,0.0404026864697956
"S8433",-0.182948007057544,-0.131296978376842,0.194370928696852,0.369712998712561,-0.341488221538598,0.35306649099886,0.196608040323139,-0.0269078930834554,0.223506789036204,-0.127070440563206,0.0508627944481749,0.14240341412865,-0.0127483183075285,0.00780019072308258,-0.346710495384693,1,0.192183095573904,0.52797655234592,-0.0986039610815336,0.337278875760345,0.612106411942309,0.369249046744237,0.518055265994107,0.589022910973166,0.368822900493456,0.0876304435110291,0.0651377128649524
"S8476",0.114697696128595,0.380349427933962,0.344616934921963,0.772588933879808,-0.0348356121330366,0.501296729972144,0.172218690317205,0.38622444019135,0.170272513378128,0.563641574646275,0.572106925062644,0.153840048838595,0.54870053407919,0.300753978308084,0.448088257143963,0.192183095573904,1,-0.384313034422457,0.338122406014214,-0.0152532977620441,0.181618943685332,0.0747828165976257,0.239039786650836,0.414520557150637,0.805626502388696,0.66694541045234,-0.0733620570862476
"S8477",-0.525510149420908,-0.607831709645404,-0.073566049609809,-0.156892528830778,-0.22663729365425,0.240266016277169,-0.0113261517256469,-0.0970723168579759,0.0121561545052701,-0.27819385953715,-0.35303758534806,-0.101932591272238,-0.456821226508677,-0.23753239270988,-0.530216911767388,0.52797655234592,-0.384313034422457,1,0.093824943875729,0.363349033532952,0.147732982583901,0.202456363485537,0.297712564744961,-0.0844708104559,-0.295751317541267,-0.400205648659996,0.419178413346993
