"","S6914","S6916","S6939","S7049","S7064","S7080","S7081","S7084","S7085","S7087","S7090","S7091","S7092","S7095","S7109","S7111","S7112","S7113","S7116","S7124","S7125","S7129","S7132","S7140","S7144","S7148","S7151","S7153","S7154","S7155","S7158","S7159","S7164","S7168","S7169","S7170","S7171","S7173","S7174","S7178","S7185"
"S6914",1,0.257056038128075,NA,NA,NA,0.867787075963559,0.841528896719478,NA,0.908756452654623,0.83941130922739,0.945368873656513,0.83941130922739,0.700937738114864,0.669561504718735,NA,0.950427409437641,0.700937738114864,0.913030776645689,0.913030776645689,0.700937738114864,0.43821466160809,0.707618973352878,0.700937738114864,0.887611793336876,0.81838305559031,0.725009611768076,NA,0.864009991263193,0.43821466160809,0.43821466160809,0.857376511841915,NA,0.700937738114864,0.854235753670903,NA,0.43821466160809,0.444231338884174,0.462942819010226,0.700937738114864,0.850120726250544,0.721550122433785
"S6916",0.257056038128075,1,NA,NA,NA,0.338501600193165,0.193649167310371,NA,0.0604538813485555,0.321797951467419,0.159632719097195,0.321797951467419,0.193649167310371,0.375,NA,0.218355792863528,0.193649167310371,0.108253175473055,0.108253175473055,0.193649167310371,0.288675134594813,0.149071198499986,0.193649167310371,0.099131448214768,-0.021053798026663,-0.108253175473055,NA,0.355934248407187,0.288675134594813,0.288675134594813,0.288675134594813,NA,0.193649167310371,0.084252325196847,NA,0.288675134594813,-0.288675134594813,-0.149071198499986,0.193649167310371,0.171498585142509,0.198148480975304
"S6939",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S7049",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S7064",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S7080",0.867787075963559,0.338501600193165,NA,NA,NA,1,0.786606636127614,NA,0.719099493080797,0.804399666539844,0.82274062467035,0.804399666539844,0.524404424085076,0.67700320038633,NA,0.832661418025609,0.524404424085076,0.879452954966893,0.879452954966893,0.524404424085076,0.390867979985286,0.605530070819498,0.524404424085076,0.644278153923165,0.855209318660294,0.586301969977929,NA,0.77109960095606,0.390867979985286,0.390867979985286,0.781735959970572,NA,0.524404424085076,0.789772067975842,NA,0.390867979985286,0.390867979985286,0.605530070819498,0.524404424085076,0.812735637022442,0.68989965825585
"S7081",0.841528896719478,0.193649167310371,NA,NA,NA,0.786606636127614,1,NA,0.834504671219769,0.747790864126186,0.853590584455962,0.747790864126186,0.45,0.516397779494322,NA,0.836483578159426,0.45,0.866476341281168,0.866476341281168,0.45,0.260874597374975,0.66395280956807,0.45,0.737154140200741,0.848026494969475,0.670820393249937,NA,0.827116449855534,0.260874597374975,0.260874597374975,0.670820393249937,NA,0.45,0.803219328902499,NA,0.260874597374975,0.559016994374947,0.606217782649107,0.45,0.763842838778332,0.701646415445623
"S7084",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S7085",0.908756452654623,0.0604538813485555,NA,NA,NA,0.719099493080797,0.834504671219769,NA,1,0.789122098046738,0.984627700242378,0.789122098046738,0.682862750804954,0.692583017630257,NA,0.972528367064591,0.682862750804954,0.860751980358394,0.860751980358394,0.682862750804954,0.449825478318987,0.7140482628983,0.682862750804954,0.953170492969489,0.853550232854121,0.6426893753865,NA,0.894703432282005,0.449825478318987,0.449825478318987,0.858876348378457,NA,0.682862750804954,0.935644032500768,NA,0.449825478318987,0.347943323814541,0.476453293608833,0.682862750804954,0.901058044461713,0.841110018060524
"S7087",0.83941130922739,0.321797951467419,NA,NA,NA,0.804399666539844,0.747790864126186,NA,0.789122098046738,1,0.835168352396654,1,0.536875492193159,0.495073771488337,NA,0.81892951538388,0.536875492193159,0.77174363314129,0.77174363314129,0.536875492193159,0.171498585142509,0.819193769124588,0.536875492193159,0.836278554190993,0.675422270920251,0.643119694284408,NA,0.831728714791036,0.171498585142509,0.171498585142509,0.800326730665041,NA,0.536875492193159,0.727698553667305,NA,0.171498585142509,0.457329560380024,0.642070792016569,0.536875492193159,0.755649617027598,0.672672793996312
