"","S8045","S8090","S8091","S8092","S8093","S8094","S8095","S8096","S8097","S8098","S8099","S8100","S8101","S8102","S8103","S8104","S8105","S8108","S8109","S8110","S8114","S8115","S8116","S8119","S8120","S8121","S8122","S8123","S8124","S8126","S8128","S8129","S8130","S8131","S8132","S8134","S8135","S8136","S8138"
"S8045",1,0.307098150683297,0.303629847205658,-0.249886310898278,0.566748781883097,0.705377494563809,0.462495310291384,0.663802691438593,0.814863361218159,-0.226434772495047,0.0916265761912489,-0.421364932830617,0.200384502496458,0.581448181892754,-0.432362470301497,0.494448480121014,0.622472816323179,0.629132623091424,-0.119754743877174,0.411640957249127,0.436534265171611,0.372772354618303,0.818116570950518,0.68134423859773,0.373302924731473,-0.414487819958532,-0.0159264478207555,0.794813111340977,0.291038565819548,-0.29992294609978,0.680127339064101,0.489018382266478,0.686253118211357,0.582821944129238,0.891499682081924,0.369598458104317,0.581679135421905,0.229281021099173,0.450224646019849
"S8090",0.307098150683297,1,0.650305196831764,0.439437918531709,0.664942093517219,0.672322337935801,0.814918463217571,0.569826054184644,0.468911755406621,-0.358754571340582,-0.179680197649481,0.599028481812618,-0.222635192262579,0.252226560838256,-0.458222245646335,-0.0145863619593626,0.102634459101069,0.100645985157301,-0.18810276505977,-0.339619289842433,0.404872960767637,0.323763995744458,0.462479313506005,0.616126099112711,-0.348816250125158,-0.450494540068191,-0.0213720282798315,0.211566380063703,-0.512920166334909,-0.39982437338458,0.610340939308124,0.217262729815323,-0.0570688866032779,0.298991217432919,0.418978842727374,0.244994726829123,0.433656546641834,0.428770066031989,0.271102853889095
"S8091",0.303629847205658,0.650305196831764,1,0.463022406912936,0.583469292610797,0.338633793776348,0.461403476919748,0.396989114328588,0.280325734458736,-0.866941022647825,-0.420674637334303,0.402183602669885,-0.136181330522167,0.433154200781608,0.0878169860827591,-0.384298341266217,-0.348584688625833,0.0699258721560135,-0.0334896559879272,-0.40108313004076,0.268471029809649,0.307567436986015,0.443127127056192,0.318349341619611,-0.0579672791387752,-0.397284765013787,-0.489016882326554,0.447552280476824,0.180243941953466,-0.0426332728352096,0.316660375108531,0.425989287083071,0.348216645788307,0.508348367001372,0.32886938479822,-0.371008378219554,0.069249244302427,0.371473191048095,-0.0527783776947962
"S8092",-0.249886310898278,0.439437918531709,0.463022406912936,1,0.450487903846649,-0.11629482007788,-0.146975552205409,-0.273966284691569,-0.270702476602048,-0.0941641050320098,-0.456483770681219,0.618855285204441,0.160375179692316,0.140918705119444,-0.205999163224686,-0.0714526881022363,-0.48052747951579,-0.51833687112089,-0.46529738083146,-0.257679206371757,-0.0477184971551856,-0.183218983858372,0.0844511920963745,-0.0920748711995129,0.112788087564061,0.310830462573917,0.230312515701389,-0.0942248631652569,-0.306457549156305,-0.0934031219166318,-0.0898006890810154,-0.0182792754623363,-0.236045892339827,-0.13898777041213,-0.173272070489141,-0.365907450163472,-0.243757601208412,0.268495652479291,0.0908114355608874
"S8093",0.566748781883097,0.664942093517219,0.583469292610797,0.450487903846649,1,0.525339881359011,0.433956824487781,0.179730685356394,0.269941873096302,-0.311316667928153,-0.482540720476194,0.137074715684067,-0.176744308077153,0.188988026107846,-0.445598388257909,0.18458484159015,0.0845941560417827,0.0768577407443381,-0.143748704510684,-0.0261580625569641,0.375104409684308,0.305039814348299,0.493100381784821,0.590295952270931,0.226123917255262,-0.429340323622808,0.0758649286176546,0.536102438450339,-0.211409762560525,-0.383974133612355,0.605562652011589,0.0202735595256199,0.260705452237022,0.233753947585516,0.406654843425703,-0.140668392826846,0.428120085478554,0.340812296439292,0.270220412868149
"S8094",0.705377494563809,0.672322337935801,0.338633793776348,-0.11629482007788,0.525339881359011,1,0.831116736200497,0.774960091309145,0.809572828437581,-0.185586475965496,0.173565829010996,-0.147089122572337,-0.125556559624791,0.452876431962138,-0.342260874186364,0.227415888970075,0.416179401584143,0.419368530189614,-0.205141473899317,0.0709356628760128,0.744024427640831,0.656477774454954,0.781293057967744,0.966438860953806,0.100349813017112,-0.516758958056384,0.084376425248022,0.476668887543411,-0.300347066926884,-0.250048853614898,0.961940516875819,0.346048671717066,0.314115347333378,0.463500970376477,0.829849688398338,0.54529724874896,0.60443708180182,0.593865991635176,0.309368343934644
"S8095",0.462495310291384,0.814918463217571,0.461403476919748,-0.146975552205409,0.433956824487781,0.831116736200497,1,0.79141575471301,0.666783322205591,-0.399236266639732,0.0679592392096567,0.238028201770154,-0.411228102995011,0.177784361126084,-0.258185348084408,-0.0635235490103741,0.314421721875172,0.401376362986127,0.101462052932767,-0.279917483742259,0.51238867566478,0.541057444874581,0.460715051139598,0.767920526703434,-0.422106884676855,-0.717890797516899,-0.193544503169094,0.283731627140142,-0.367616046719439,-0.289222776274203,0.760531302583274,0.260209454158527,0.0970004131363345,0.44669189506879,0.561851537583403,0.437528607664372,0.611541805143769,0.367211423088941,0.170137767997903
"S8096",0.663802691438593,0.569826054184644,0.396989114328588,-0.273966284691569,0.179730685356394,0.774960091309145,0.79141575471301,1,0.946694523826057,-0.373776011200062,0.365436952416506,0.026770379306331,0.0426925671183994,0.605041591097064,-0.283601676957437,0.186178453634217,0.506389136380032,0.579719365128115,-0.151192415372592,0.0261593360969838,0.435271096563796,0.386279498232355,0.725233371306383,0.639793452807373,-0.197396461917643,-0.455265222544668,-0.137100121745799,0.438990507870904,0.0571493240278525,-0.186444303036956,0.617691521483526,0.667381366577222,0.399129953198138,0.648695698172174,0.822968352174004,0.619096080177284,0.514092953930646,0.278710473117437,0.360960778043775
"S8097",0.814863361218159,0.468911755406621,0.280325734458736,-0.270702476602048,0.269941873096302,0.809572828437581,0.666783322205591,0.946694523826057,1,-0.223973055609679,0.377967856294485,-0.172357918812595,0.163744338281535,0.687876750147201,-0.401838950630309,0.409982004177428,0.62616611242012,0.575006375537967,-0.303339292561031,0.245981309019672,0.476512258090987,0.382146024233175,0.853245172891959,0.697342421052479,0.0641545236770991,-0.350213934958172,0.0726858493566688,0.563895235514205,0.10540731329432,-0.230227711907182,0.677666513927725,0.664039372194728,0.499158706307245,0.626831935362076,0.932433549457042,0.665307786304822,0.557391234050178,0.271053116954228,0.470962553650539
"S8098",-0.226434772495047,-0.358754571340582,-0.866941022647825,-0.0941641050320098,-0.311316667928153,-0.185586475965496,-0.399236266639732,-0.373776011200062,-0.223973055609679,1,0.386478369589793,-0.192455676750612,0.375816765930645,-0.251318950465752,-0.43619923197953,0.583911247777665,0.415762905560777,-0.0872524808107676,-0.213386824913634,0.496490912525832,-0.115286694254448,-0.354283727888834,-0.267811022632734,-0.186122404033949,0.123997740987715,0.492985075263384,0.6158987871945,-0.435544644338959,-0.426789342678075,-0.175896584683372,-0.18159626371358,-0.432172775942958,-0.396896350921835,-0.58925107319137,-0.221074918048631,0.485493621812433,-0.0730060151750719,-0.126124369699855,0.283025460385737
"S8099",0.0916265761912489,-0.179680197649481,-0.420674637334303,-0.456483770681219,-0.482540720476194,0.173565829010996,0.0679592392096567,0.365436952416506,0.377967856294485,0.386478369589793,1,-0.175031995754475,0.322590253303781,0.329716068782445,-0.198195422583664,0.524322670046206,0.515426563109002,0.542010350044706,-0.262578411699161,0.528663362801126,0.301102914370578,-0.336466605630261,0.060766586182008,-0.0118430062650816,-0.152399824158452,-0.0702599638669949,0.106525178449141,-0.373358958130528,-0.0846125818880736,0.20555385916572,-0.0184146664732347,0.0066783979531418,0.329277169581774,-0.180459702971971,0.16097956143521,0.634812294333837,-0.175935273432617,0.172301922401199,0.528004575254208
"S8100",-0.421364932830617,0.599028481812618,0.402183602669885,0.618855285204441,0.137074715684067,-0.147089122572337,0.238028201770154,0.026770379306331,-0.172357918812595,-0.192455676750612,-0.175031995754475,1,-0.139586019965315,-0.0726896630239519,-0.258261212959498,-0.22150130699573,-0.230742616102905,-0.279737135188438,-0.135456608335991,-0.448083258049716,-0.163645072965099,-0.322545257437391,-0.250634219180754,-0.245913734416785,-0.703570178227208,-0.0115894696844052,-0.0944328483860709,-0.368067586947458,-0.433045676747002,-0.251356380646533,-0.253481568429962,-0.104559744694754,-0.431017002562343,-0.197680632440021,-0.339212676768417,-0.0849099962951935,-0.175052040320812,-0.0604952101222571,0.0695580327315537
"S8101",0.200384502496458,-0.222635192262579,-0.136181330522167,0.160375179692316,-0.176744308077153,-0.125556559624791,-0.411228102995011,0.0426925671183994,0.163744338281535,0.375816765930645,0.322590253303781,-0.139586019965315,1,0.511829765178332,-0.362320792497701,0.52596085620821,0.30223724067784,0.280441350734858,-0.311283549851252,0.508228544787079,-0.138550334712815,-0.391463955656507,0.287514183333869,-0.202136557494961,0.383837812196924,0.523168372889561,0.0875771757951239,0.0484560504493267,0.296088583866426,-0.0400853379571732,-0.210306926728318,0.384297848746858,0.221238570762367,0.0609347636273895,0.250282697722523,0.299505233177454,-0.185734395876344,0.131873477669844,0.452524403462556
"S8102",0.581448181892754,0.252226560838256,0.433154200781608,0.140918705119444,0.188988026107846,0.452876431962138,0.177784361126084,0.605041591097064,0.687876750147201,-0.251318950465752,0.329716068782445,-0.0726896630239519,0.511829765178332,1,-0.265202177405337,0.326329679323921,0.266177682241167,0.285478461094276,-0.644939941036474,0.474608150705071,0.536856288451021,0.142087043481272,0.769950616105753,0.308385759648985,0.313010233488985,0.0958708441811401,-0.0357737655831564,0.5106191580136,0.349092707949794,-0.167221539156321,0.294750758789042,0.56368854270067,0.624013324344662,0.312730238656538,0.698628190010447,0.291558233551237,-0.122230156042189,0.310633476701125,0.331831083071922
"S8103",-0.432362470301497,-0.458222245646335,0.0878169860827591,-0.205999163224686,-0.445598388257909,-0.342260874186364,-0.258185348084408,-0.283601676957437,-0.401838950630309,-0.43619923197953,-0.198195422583664,-0.258261212959498,-0.362320792497701,-0.265202177405337,1,-0.779460567920027,-0.746501334221607,-0.269487631399157,0.391566653347255,-0.470642318986446,-0.161339683511267,0.231759704324846,-0.315750714062555,-0.245691508922287,0.105649430449669,-0.00495815192349696,-0.405227476917216,-0.138591299119588,0.383995045757906,0.685850820841242,-0.244783140083582,0.0338876015347621,0.00668518591767935,0.13560366364714,-0.348730678127456,-0.610684664286533,-0.324660389267334,0.0148974830974082,-0.698879358722115
"S8104",0.494448480121014,-0.0145863619593626,-0.384298341266217,-0.0714526881022363,0.18458484159015,0.227415888970075,-0.0635235490103741,0.186178453634217,0.409982004177428,0.583911247777665,0.524322670046206,-0.22150130699573,0.52596085620821,0.326329679323921,-0.779460567920027,1,0.774055454569333,0.444733306922565,-0.447178044992165,0.738893950581481,0.132526908927224,-0.399115830205692,0.335505435636272,0.143232611842209,0.264215881936404,0.0552956927813244,0.546562610701075,0.0507613946537032,-0.122501615026222,-0.231349033746296,0.145220013888192,0.00671774310990984,0.33505440844569,-0.117598787005676,0.366091140283408,0.585152280732496,0.211144511550028,0.0455330612411218,0.851404661243328
"S8105",0.622472816323179,0.102634459101069,-0.348584688625833,-0.48052747951579,0.0845941560417827,0.416179401584143,0.314421721875172,0.506389136380032,0.62616611242012,0.415762905560777,0.515426563109002,-0.230742616102905,0.30223724067784,0.266177682241167,-0.746501334221607,0.774055454569333,1,0.613539216064493,-0.112661586107517,0.633543621265955,0.196269034158628,-0.0651446137999517,0.333912013544856,0.304002599827964,-0.0898869294311967,-0.160223415111707,0.218721357007961,0.259137543957333,-0.0485133174695042,-0.522221615671369,0.298256277070611,0.1029055163008,0.233107946938484,0.0551543146366762,0.523344032193558,0.814248215589668,0.449647637909534,-0.164524501855131,0.592570165059094
"S8108",0.629132623091424,0.100645985157301,0.0699258721560135,-0.51833687112089,0.0768577407443381,0.419368530189614,0.401376362986127,0.579719365128115,0.575006375537967,-0.0872524808107676,0.542010350044706,-0.279737135188438,0.280441350734858,0.285478461094276,-0.269487631399157,0.444733306922565,0.613539216064493,1,0.299578288302935,0.303836526130585,0.212653143419142,-0.0933298828719008,0.323124031330658,0.319277059783394,-0.0702245474749108,-0.613988119608728,-0.36970128128029,0.148493633661836,0.192383900669629,0.0920083257932224,0.322873128113879,0.30376476596126,0.648363370582237,0.39898178100431,0.492137232185488,0.428486420681971,0.361707541633023,0.3053864254584,0.604777466939085
"S8109",-0.119754743877174,-0.18810276505977,-0.0334896559879272,-0.46529738083146,-0.143748704510684,-0.205141473899317,0.101462052932767,-0.151192415372592,-0.303339292561031,-0.213386824913634,-0.262578411699161,-0.135456608335991,-0.311283549851252,-0.644939941036474,0.391566653347255,-0.447178044992165,-0.112661586107517,0.299578288302935,1,-0.442645141218518,-0.390705366193328,0.0867460030560426,-0.452823180757186,-0.105514018929605,-0.301984103299916,-0.446902541174638,-0.623697220379102,-0.0916403145071832,0.153621952842721,0.190299986819521,-0.0939673470007316,-0.103837284952347,-0.124605150767755,0.203468696928909,-0.278579130317827,-0.259003164379047,0.26526665899325,-0.137151055808144,-0.330612387326765
