"","S7990","S7991","S7997","S7998","S7999","S8000","S8001","S8002"
"S7990",1,0.994428474567874,0.986883935391815,0.984751317886949,0.993311145620017,0.996292699553166,0.999356620395537,0.995207179895748
"S7991",0.994428474567874,1,0.992488497936228,0.980155235834429,0.994820055122079,0.999565164540267,0.994574845559566,0.989662402948461
"S7997",0.986883935391815,0.992488497936228,1,0.983939470801734,0.998309729352919,0.991530878488728,0.988527630133564,0.988931961299868
"S7998",0.984751317886949,0.980155235834429,0.983939470801734,1,0.988510968154226,0.981349861211414,0.987004258426224,0.990233515042837
"S7999",0.993311145620017,0.994820055122079,0.998309729352919,0.988510968154226,1,0.99500557917076,0.994579144100842,0.99521200414186
"S8000",0.996292699553166,0.999565164540267,0.991530878488728,0.981349861211414,0.99500557917076,1,0.996533944945648,0.991507579087701
"S8001",0.999356620395537,0.994574845559566,0.988527630133564,0.987004258426224,0.994579144100842,0.996533944945648,1,0.996874093303771
"S8002",0.995207179895748,0.989662402948461,0.988931961299868,0.990233515042837,0.99521200414186,0.991507579087701,0.996874093303771,1
