"","S1034","S1087","S11286","S1199","S1236","S1275","S2447","S2462","S2483","S2494","S2751","S2806","S2928","S2992","S3042","S3058","S3189","S3209","S3383","S3473","S3680","S479","S5707","S6137","S6354","S663","S690"
"S1034",1,0.9998219982514,0.996754293202567,0.9998219982514,0.999598038319593,0.999675340614988,0.998731498447698,0.998731498447698,0.999125668420946,0.999125668420946,0.998782541553562,0.998811262072316,0.998979101050071,0.997954544687779,0.998202972179255,0.998202972179255,0.997105224497767,0.997383110959269,0.996843600888516,0.995820658114093,0.993854201823064,0.999616869224278,0.977957709545691,0.982602438769881,0.982602438769881,0.999862435201337,0.999862435201337
"S1087",0.9998219982514,1,0.997019801471479,1,0.999590014617177,0.999797295945471,0.998796745054484,0.998796745054484,0.999244206323303,0.999244206323303,0.998862563853379,0.998933736691964,0.999007886663246,0.998291483418115,0.99852616093938,0.99852616093938,0.997397759133533,0.997971377741872,0.997182732114093,0.996495336104397,0.994695311844989,0.999618686617419,0.980031201975307,0.984144165028561,0.984144165028561,0.999716550313564,0.999716550313564
"S11286",0.996754293202567,0.997019801471479,1,0.997019801471479,0.997478719328143,0.996208136927076,0.994525921449822,0.994525921449822,0.995750486065432,0.995750486065432,0.994036957543571,0.994086956991297,0.994782647528958,0.992811582200008,0.994331991556798,0.994331991556798,0.992695823550869,0.99363790355591,0.992628884252138,0.991869030328917,0.990453654916499,0.998028688399917,0.977902089896625,0.980547235398309,0.980547235398309,0.99686900964044,0.99686900964044
"S1199",0.9998219982514,1,0.997019801471479,1,0.999590014617177,0.999797295945471,0.998796745054484,0.998796745054484,0.999244206323303,0.999244206323303,0.998862563853379,0.998933736691964,0.999007886663246,0.998291483418115,0.99852616093938,0.99852616093938,0.997397759133533,0.997971377741872,0.997182732114093,0.996495336104397,0.994695311844989,0.999618686617419,0.980031201975307,0.984144165028561,0.984144165028561,0.999716550313564,0.999716550313564
"S1236",0.999598038319593,0.999590014617177,0.997478719328143,0.999590014617177,1,0.999560546422586,0.998886236980275,0.998886236980275,0.999291390434287,0.999291390434287,0.998645717270441,0.998473349698597,0.998761279142392,0.997824087256491,0.997979789574053,0.997979789574053,0.997227737135945,0.997457718284457,0.996537752950408,0.995696784895632,0.993942709482196,0.99980336176995,0.978743780822943,0.982926067888343,0.982926067888343,0.999646648840324,0.999646648840324
"S1275",0.999675340614988,0.999797295945471,0.996208136927076,0.999797295945471,0.999560546422586,1,0.999318968471547,0.999318968471547,0.999414782957324,0.999414782957324,0.999264073695367,0.999214606770441,0.999085819378642,0.998625012267382,0.998691044373901,0.998691044373901,0.997737938749867,0.998061420489269,0.997300933792391,0.996672479993848,0.995008506128077,0.999492805875501,0.980738106504749,0.985030371520755,0.985030371520755,0.999539119224848,0.999539119224848
"S2447",0.998731498447698,0.998796745054484,0.994525921449822,0.998796745054484,0.998886236980275,0.999318968471547,1,1,0.999718485723019,0.999718485723019,0.999883685333887,0.999686295175252,0.999498610915045,0.999429810712332,0.999252126554345,0.999252126554345,0.998997350344211,0.998987336786586,0.998618132476795,0.997876969476443,0.996696634084758,0.998687087151737,0.983829471824152,0.988082635457314,0.988082635457314,0.998911979216467,0.998911979216467
"S2462",0.998731498447698,0.998796745054484,0.994525921449822,0.998796745054484,0.998886236980275,0.999318968471547,1,1,0.999718485723019,0.999718485723019,0.999883685333887,0.999686295175252,0.999498610915045,0.999429810712332,0.999252126554345,0.999252126554345,0.998997350344211,0.998987336786586,0.998618132476795,0.997876969476443,0.996696634084758,0.998687087151737,0.983829471824152,0.988082635457314,0.988082635457314,0.998911979216467,0.998911979216467
"S2483",0.999125668420946,0.999244206323303,0.995750486065432,0.999244206323303,0.999291390434287,0.999414782957324,0.999718485723019,0.999718485723019,1,1,0.999725713995533,0.999641443408633,0.999816544012717,0.999374723038122,0.999283821750601,0.999283821750601,0.998945838538912,0.999078454414015,0.9987182853018,0.998119491377599,0.996644566610929,0.999235057831971,0.983806434648507,0.987586113761638,0.987586113761638,0.999226006062725,0.999226006062725
"S2494",0.999125668420946,0.999244206323303,0.995750486065432,0.999244206323303,0.999291390434287,0.999414782957324,0.999718485723019,0.999718485723019,1,1,0.999725713995533,0.999641443408633,0.999816544012717,0.999374723038122,0.999283821750601,0.999283821750601,0.998945838538912,0.999078454414015,0.9987182853018,0.998119491377599,0.996644566610929,0.999235057831971,0.983806434648507,0.987586113761638,0.987586113761638,0.999226006062725,0.999226006062725
