"","S7371","S7385","S7392","S7397","S7398","S7401","S7406","S7417","S7448","S7578","S7584","S7585","S7593","S7595","S7598","S7615","S7627","S7637","S7652"
"S7371",1,0.540224451302685,0.94469737752372,0.927970672007641,0.865362882598723,0.832158649540389,0.856580503356315,0.891101072119769,NA,0.31943828249997,0.199204768222399,0.38575837490523,0.555492059863531,0.638310642391678,NA,0.429418394370233,0.415428627838795,0.621890211202489,NA
"S7385",0.540224451302685,1,0.669361534346439,0.698270777973316,0.823175269516653,0.825643839894668,0.59748361291182,0.757887729788266,NA,0.348698835110306,-0.135236746869875,0.197726230616876,0.491537688827075,0.157299098628521,NA,0.941387642443653,0.934997527455985,0.806180670834054,NA
"S7392",0.94469737752372,0.669361534346439,1,0.979238333274223,0.933101529399052,0.930482114181334,0.919319485128294,0.96776853275017,NA,0.485404289075218,0.17937941173235,0.538418442576203,0.729470148006469,0.660225291773525,NA,0.594362631955766,0.584539183906753,0.761784008354896,NA
"S7397",0.927970672007641,0.698270777973316,0.979238333274223,1,0.962632006322144,0.965924528748478,0.862662185627507,0.971345632261707,NA,0.432292813278176,0.0718885154689589,0.598609499868932,0.751742162626101,0.607008486205573,NA,0.649426964793461,0.641142263837019,0.755985854533406,NA
"S7398",0.865362882598723,0.823175269516653,0.933101529399052,0.962632006322144,1,0.990539004746541,0.809467418726776,0.977615266822219,NA,0.40202317342511,-0.0166590798051058,0.508758735899006,0.722839334955054,0.486976665940434,NA,0.768245614105173,0.7611749073534,0.784073832208625,NA
"S7401",0.832158649540389,0.825643839894668,0.930482114181334,0.965924528748478,0.990539004746541,1,0.793884716508653,0.973890427111243,NA,0.407810905013991,-0.0638931299091247,0.572853277591194,0.774326165016124,0.494512114712304,NA,0.78051600106577,0.774366972966445,0.798272873140032,NA
"S7406",0.856580503356315,0.59748361291182,0.919319485128294,0.862662185627507,0.809467418726776,0.793884716508653,1,0.876728293578141,NA,0.623609564462324,0.388888888888889,0.516397779494322,0.516397779494322,0.769800358919501,NA,0.530690964781507,0.521293920360103,0.81860742645845,NA
"S7417",0.891101072119769,0.757887729788266,0.96776853275017,0.971345632261707,0.977615266822219,0.973890427111243,0.876728293578141,1,NA,0.475678067605961,0.0428476233703603,0.574435840631445,0.714853490563577,0.636530004900455,NA,0.684471052892281,0.675176533201985,0.798855654705097,NA
"S7448",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S7578",0.31943828249997,0.348698835110306,0.485404289075218,0.432292813278176,0.40202317342511,0.407810905013991,0.623609564462324,0.475678067605961,NA,1,0.623609564462324,0.44854261357253,0.44854261357253,0.38575837490523,NA,0.489640111843425,0.492939660749413,0.504484675610678,NA
"S7584",0.199204768222399,-0.135236746869875,0.17937941173235,0.0718885154689589,-0.0166590798051058,-0.0638931299091247,0.388888888888889,0.0428476233703603,NA,0.623609564462324,1,0.0430331482911935,0.0430331482911935,0.240562612162344,NA,-0.0448047109029151,-0.0370731054611494,0.174693460532129,NA
"S7585",0.38575837490523,0.197726230616876,0.538418442576203,0.598609499868932,0.508758735899006,0.572853277591194,0.516397779494322,0.574435840631445,NA,0.44854261357253,0.0430331482911935,1,0.633333333333333,0.670820393249937,NA,0.287092661405008,0.295633819833529,0.534145944736009,NA
"S7593",0.555492059863531,0.491537688827075,0.729470148006469,0.751742162626101,0.722839334955054,0.774326165016124,0.516397779494322,0.714853490563577,NA,0.44854261357253,0.0430331482911935,0.633333333333333,1,0.260874597374975,NA,0.567776688923914,0.574208460295342,0.479306961076445,NA
"S7595",0.638310642391678,0.157299098628521,0.660225291773525,0.607008486205573,0.486976665940434,0.494512114712304,0.769800358919501,0.636530004900455,NA,0.38575837490523,0.240562612162344,0.670820393249937,0.260874597374975,1,NA,0.0387229913382068,0.0292411263540886,0.597724159675486,NA
"S7598",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S7615",0.429418394370233,0.941387642443653,0.594362631955766,0.649426964793461,0.768245614105173,0.78051600106577,0.530690964781507,0.684471052892281,NA,0.489640111843425,-0.0448047109029151,0.287092661405008,0.567776688923914,0.0387229913382068,NA,1,0.999426276031927,0.729300541817205,NA
"S7627",0.415428627838795,0.934997527455985,0.584539183906753,0.641142263837019,0.7611749073534,0.774366972966445,0.521293920360103,0.675176533201985,NA,0.492939660749413,-0.0370731054611494,0.295633819833529,0.574208460295342,0.0292411263540886,NA,0.999426276031927,1,0.728996663335644,NA
"S7637",0.621890211202489,0.806180670834054,0.761784008354896,0.755985854533406,0.784073832208625,0.798272873140032,0.81860742645845,0.798855654705097,NA,0.504484675610678,0.174693460532129,0.534145944736009,0.479306961076445,0.597724159675486,NA,0.729300541817205,0.728996663335644,1,NA
"S7652",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
