"","S1562","S1566","S1628","S1633","S1681","S1743","S1750","S1761","S1808","S1838","S2162","S2163"
"S1562",1,-0.42606446222488,-0.438177520320558,0.306169018950946,-0.028749864733217,0.412195270949024,-0.278403379786944,-0.116907092543752,0.617210690664251,0.0992087635080336,-0.173594617565572,-0.118979977090644
"S1566",-0.42606446222488,1,0.00923665174602485,-0.720657719108145,-0.513414753931505,-0.0102000507067938,0.0950956490486663,-0.197605175118962,-0.459089964625877,0.0309286194443018,-0.19081122554298,0.0380645414111817
"S1628",-0.438177520320558,0.00923665174602485,1,-0.0260433064831834,0.148188942971907,0.126505881776517,-0.0764968816724905,0.0278058187900426,0.0358858404467304,0.328713451856688,-0.163626571346014,0.160101934120338
"S1633",0.306169018950946,-0.720657719108145,-0.0260433064831834,1,0.628009272769564,-0.0992533036458886,0.0278667290728828,0.185586316585513,0.482025549757267,0.404298166430019,0.268255961469582,0.0813166198525786
"S1681",-0.028749864733217,-0.513414753931505,0.148188942971907,0.628009272769564,1,-0.0682427845055172,0.360035014910623,0.384918291913458,0.544269314647625,0.430764006895315,0.427011091252893,0.256007949056515
"S1743",0.412195270949024,-0.0102000507067938,0.126505881776517,-0.0992533036458886,-0.0682427845055172,1,-0.423160995762476,0.270538964220234,0.533301275395477,0.113666795786847,0.111699727690903,0.248543235093541
"S1750",-0.278403379786944,0.0950956490486663,-0.0764968816724905,0.0278667290728828,0.360035014910623,-0.423160995762476,1,0.0626609795881896,0.146939880801754,0.387797006669091,-0.303514569153182,0.217133602837674
"S1761",-0.116907092543752,-0.197605175118962,0.0278058187900426,0.185586316585513,0.384918291913458,0.270538964220234,0.0626609795881896,1,0.103439578863941,-0.135653644026524,0.365593411800777,0.72388430178287
"S1808",0.617210690664251,-0.459089964625877,0.0358858404467304,0.482025549757267,0.544269314647625,0.533301275395477,0.146939880801754,0.103439578863941,1,0.66158059172656,-0.105451074983604,0.0496501244782389
"S1838",0.0992087635080336,0.0309286194443018,0.328713451856688,0.404298166430019,0.430764006895315,0.113666795786847,0.387797006669091,-0.135653644026524,0.66158059172656,1,-0.338039523155121,-0.0328003946580458
"S2162",-0.173594617565572,-0.19081122554298,-0.163626571346014,0.268255961469582,0.427011091252893,0.111699727690903,-0.303514569153182,0.365593411800777,-0.105451074983604,-0.338039523155121,1,0.268157507180105
"S2163",-0.118979977090644,0.0380645414111817,0.160101934120338,0.0813166198525786,0.256007949056515,0.248543235093541,0.217133602837674,0.72388430178287,0.0496501244782389,-0.0328003946580458,0.268157507180105,1
