"","Sample","X","Y","site","year","HydroBasin","Country"
"S1034_2009","S1034_2009",0.584216404970509,-1.65199530209831,"S1034",2009,"2080053790","GBR"
"S1034_2010","S1034_2010",0.670219611314405,-1.64370614638762,"S1034",2010,"2080053790","GBR"
"S1034_2011","S1034_2011",0.00568517011778277,-1.73244864722843,"S1034",2011,"2080053790","GBR"
"S1034_2013","S1034_2013",0.548924025595262,0.643574277636086,"S1034",2013,"2080053790","GBR"
"S1038_2005","S1038_2005",0.886848533771289,0.341783135250252,"S1038",2005,"2080033010","SWE"
"S1038_2004","S1038_2004",0.193901890266753,-1.02050579602067,"S1038",2004,"2080033010","SWE"
"S1038_2006","S1038_2006",-0.49850790613102,-1.26301357662797,"S1038",2006,"2080033010","SWE"
"S1038_2007","S1038_2007",-0.0354037951293683,-1.11560168387389,"S1038",2007,"2080033010","SWE"
"S1038_2008","S1038_2008",-0.89901181165275,-1.37477802685544,"S1038",2008,"2080033010","SWE"
"S1038_2009","S1038_2009",-0.92950187433152,-1.37896658267225,"S1038",2009,"2080033010","SWE"
"S1038_2010","S1038_2010",-0.624515652077001,-1.29930678177313,"S1038",2010,"2080033010","SWE"
"S1038_2011","S1038_2011",-0.17355393710559,-1.15766515807039,"S1038",2011,"2080033010","SWE"
"S1038_2012","S1038_2012",0.500114124287347,0.14852612916112,"S1038",2012,"2080033010","SWE"
"S1038_2013","S1038_2013",0.868769671097892,0.332449490690918,"S1038",2013,"2080033010","SWE"
"S1041_2004","S1041_2004",1.73903373406556,0.506103768319432,"S1041",2004,"2080033020","SWE"
"S1041_2005","S1041_2005",1.73521369848308,0.555763544650029,"S1041",2005,"2080033020","SWE"
"S1041_2006","S1041_2006",1.67116529035628,0.491679640027228,"S1041",2006,"2080033020","SWE"
"S1041_2007","S1041_2007",1.46024766793889,0.471040706794438,"S1041",2007,"2080033020","SWE"
"S1041_2010","S1041_2010",1.74050093005157,0.576441396509754,"S1041",2010,"2080033020","SWE"
"S1041_2011","S1041_2011",1.65329601428581,0.534625011235518,"S1041",2011,"2080033020","SWE"
"S1041_2012","S1041_2012",1.77535445756609,0.562455291806988,"S1041",2012,"2080033020","SWE"
"S1041_2013","S1041_2013",1.7755575131451,0.562553928850877,"S1041",2013,"2080033020","SWE"
"S1041_2008","S1041_2008",0.711652867524628,0.0337961784809937,"S1041",2008,"2080033020","SWE"
"S10458_2004","S10458_2004",0.44094133705781,-1.90936011455076,"S10458",2004,"7080047060","USA"
"S10458_2008","S10458_2008",0.627752276121553,-1.88090473560333,"S10458",2008,"7080047060","USA"
"S10458_2012","S10458_2012",-0.0607321291573935,-1.85969049879752,"S10458",2012,"7080047060","USA"
"S10458_2009","S10458_2009",1.46074608270988,-1.44555409657881,"S10458",2009,"7080047060","USA"
"S10458_2011","S10458_2011",1.46317363244342,-1.42623161985718,"S10458",2011,"7080047060","USA"
"S10458_2013","S10458_2013",0.654936185652624,-1.87116644296312,"S10458",2013,"7080047060","USA"
"S10458_2005","S10458_2005",-0.0406710559176507,-1.96984078011677,"S10458",2005,"7080047060","USA"
"S10458_2010","S10458_2010",1.30359348336476,-1.58738713318459,"S10458",2010,"7080047060","USA"
"S10458_2006","S10458_2006",0.466824551287615,-1.92200401525695,"S10458",2006,"7080047060","USA"
"S10458_2007","S10458_2007",0.703467201311036,-1.82318366701998,"S10458",2007,"7080047060","USA"
"S10459_2004","S10459_2004",-3.11696212314994,0.984531881998377,"S10459",2004,"7080049270","USA"
"S10459_2005","S10459_2005",-3.21380020048481,1.01015721580981,"S10459",2005,"7080049270","USA"
"S10459_2006","S10459_2006",-3.04878150447791,0.960731626121358,"S10459",2006,"7080049270","USA"
"S10459_2007","S10459_2007",-3.29771537014999,1.050595168879,"S10459",2007,"7080049270","USA"
"S10459_2008","S10459_2008",-2.45850972214969,-1.41069693794832,"S10459",2008,"7080049270","USA"
"S10459_2009","S10459_2009",-2.5028668841361,-1.41623421887552,"S10459",2009,"7080049270","USA"
"S10459_2010","S10459_2010",-2.48455950458819,-1.45022046606911,"S10459",2010,"7080049270","USA"
"S10459_2011","S10459_2011",-3.08470081798455,0.938176419776228,"S10459",2011,"7080049270","USA"
"S10459_2012","S10459_2012",-3.02868548921977,0.952238267135214,"S10459",2012,"7080049270","USA"
"S10459_2013","S10459_2013",-3.03236871652644,0.949147663682873,"S10459",2013,"7080049270","USA"
"S1054_2007","S1054_2007",1.39189346958105,0.481606051956495,"S1054",2007,"2080033010","SWE"
"S1054_2011","S1054_2011",0.417359565891921,0.108968627549774,"S1054",2011,"2080033010","SWE"
"S1054_2005","S1054_2005",1.52390201796241,0.600874298961369,"S1054",2005,"2080033010","SWE"
"S1054_2006","S1054_2006",0.235947356166929,-0.0173640008411395,"S1054",2006,"2080033010","SWE"
"S1054_2009","S1054_2009",-0.926888684659593,-1.37832654174172,"S1054",2009,"2080033010","SWE"
"S1054_2012","S1054_2012",-0.66133123620832,-1.37865282936844,"S1054",2012,"2080033010","SWE"
"S1054_2004","S1054_2004",1.67887948153925,0.770478739959031,"S1054",2004,"2080033010","SWE"
"S1054_2008","S1054_2008",-0.560911818795382,-1.28136988023965,"S1054",2008,"2080033010","SWE"
"S1054_2010","S1054_2010",-1.40817442445163,-1.5271658606969,"S1054",2010,"2080033010","SWE"
"S1054_2013","S1054_2013",-0.0986086072955753,-1.18301579553709,"S1054",2013,"2080033010","SWE"
"S10580_2005","S10580_2005",0.824512406130748,-1.7509266793113,"S10580",2005,"7080047060","USA"
"S10580_2006","S10580_2006",0.871810434530894,-1.70521291968205,"S10580",2006,"7080047060","USA"
"S10580_2007","S10580_2007",0.833632244822603,-1.77408908427307,"S10580",2007,"7080047060","USA"
"S10580_2010","S10580_2010",1.76096237009615,-1.28521372915707,"S10580",2010,"7080047060","USA"
"S10580_2011","S10580_2011",1.48635876943605,-1.52027069890325,"S10580",2011,"7080047060","USA"
"S10580_2004","S10580_2004",0.949154384607374,-1.6833896050651,"S10580",2004,"7080047060","USA"
"S10580_2013","S10580_2013",1.0164737679894,-1.72547824644909,"S10580",2013,"7080047060","USA"
"S10580_2008","S10580_2008",0.800612473866404,-1.79839254148877,"S10580",2008,"7080047060","USA"
"S10580_2009","S10580_2009",1.706723483346,-1.30910199035959,"S10580",2009,"7080047060","USA"
"S10580_2012","S10580_2012",0.765528687840951,-1.75169604722379,"S10580",2012,"7080047060","USA"
"S1060_2004","S1060_2004",1.80235831035795,0.676850094351701,"S1060",2004,"2080033020","SWE"
"S1060_2006","S1060_2006",1.45583364079688,0.589091410248795,"S1060",2006,"2080033020","SWE"
"S1060_2007","S1060_2007",1.73874668006478,0.549306215027296,"S1060",2007,"2080033020","SWE"
"S1060_2008","S1060_2008",1.74118004882236,0.565133793623544,"S1060",2008,"2080033020","SWE"
"S1060_2009","S1060_2009",1.7864304110545,0.57552980588383,"S1060",2009,"2080033020","SWE"
"S1060_2010","S1060_2010",1.77248104553196,0.5714826454194,"S1060",2010,"2080033020","SWE"
"S1060_2011","S1060_2011",1.56380110883573,0.504427707149331,"S1060",2011,"2080033020","SWE"
"S1060_2012","S1060_2012",1.6845561183214,0.547196484495195,"S1060",2012,"2080033020","SWE"
"S1060_2013","S1060_2013",1.6400306012665,0.529188824870946,"S1060",2013,"2080033020","SWE"
"S1060_2005","S1060_2005",1.81437973308467,0.65254916634831,"S1060",2005,"2080033020","SWE"
"S1065_2011","S1065_2011",1.67887948153926,0.770478739959014,"S1065",2011,"2080033010","SWE"
"S1065_2012","S1065_2012",1.41351554049612,0.625115696134454,"S1065",2012,"2080033010","SWE"
"S1065_2013","S1065_2013",1.450004605435,0.64522825417269,"S1065",2013,"2080033010","SWE"
"S1065_2004","S1065_2004",1.41092252169438,0.472342990213732,"S1065",2004,"2080033010","SWE"
"S1065_2006","S1065_2006",1.67640535358692,0.734452821443047,"S1065",2006,"2080033010","SWE"
"S1065_2007","S1065_2007",1.67887948153926,0.770478739959014,"S1065",2007,"2080033010","SWE"
"S1065_2008","S1065_2008",1.62580975598784,0.707132478420504,"S1065",2008,"2080033010","SWE"
"S1065_2009","S1065_2009",1.67887948153927,0.770478739959015,"S1065",2009,"2080033010","SWE"
"S1065_2010","S1065_2010",1.62007354474089,0.700522729154063,"S1065",2010,"2080033010","SWE"
"S10806_2005","S10806_2005",0.292758892810922,-1.89124227362139,"S10806",2005,"7080047060","USA"
"S10806_2006","S10806_2006",-0.342733383591581,-1.97345932314004,"S10806",2006,"7080047060","USA"
"S10806_2008","S10806_2008",1.17453942299345,-1.66208864209683,"S10806",2008,"7080047060","USA"
"S10806_2010","S10806_2010",1.2431352879644,-1.52687845382184,"S10806",2010,"7080047060","USA"
"S10806_2013","S10806_2013",-0.509560775073277,-1.92408016024857,"S10806",2013,"7080047060","USA"
"S10806_2004","S10806_2004",1.01827760440262,-1.63291125822415,"S10806",2004,"7080047060","USA"
"S10806_2007","S10806_2007",0.822362487255478,-1.74759876385259,"S10806",2007,"7080047060","USA"
"S10806_2011","S10806_2011",1.67910387502463,-1.21069606269137,"S10806",2011,"7080047060","USA"
"S10806_2012","S10806_2012",0.837101862545073,-1.74161983333638,"S10806",2012,"7080047060","USA"
"S10806_2009","S10806_2009",1.15381501525556,-1.69461962724385,"S10806",2009,"7080047060","USA"
"S1081_2004","S1081_2004",1.40433071404477,0.620053537242351,"S1081",2004,"2080033020","SWE"
"S1081_2006","S1081_2006",0.425863624224576,0.0808342931507463,"S1081",2006,"2080033020","SWE"
"S1081_2007","S1081_2007",0.437676552362395,0.0983790077797427,"S1081",2007,"2080033020","SWE"
"S1081_2008","S1081_2008",1.6592599607023,0.614235301499657,"S1081",2008,"2080033020","SWE"
"S1081_2009","S1081_2009",1.11405746429366,0.388043212312967,"S1081",2009,"2080033020","SWE"
"S1081_2010","S1081_2010",1.45906104173226,0.61731124991861,"S1081",2010,"2080033020","SWE"
"S1081_2011","S1081_2011",1.63598966462512,0.572328575149703,"S1081",2011,"2080033020","SWE"
"S1081_2012","S1081_2012",1.42379847354947,0.496285478600858,"S1081",2012,"2080033020","SWE"
"S1081_2013","S1081_2013",0.5902822314941,0.184558985690528,"S1081",2013,"2080033020","SWE"
"S1081_2005","S1081_2005",1.67887948153927,0.770478739959005,"S1081",2005,"2080033020","SWE"
"S1087_2012","S1087_2012",0.863853869724677,-1.67188465933773,"S1087",2012,"2080053790","GBR"
"S1087_2005","S1087_2005",0.900101812431987,-1.66769955338528,"S1087",2005,"2080053790","GBR"
"S1087_2007","S1087_2007",0.111137556087382,-1.81241609490846,"S1087",2007,"2080053790","GBR"
"S1087_2004","S1087_2004",0.842125602285368,-1.67866711640313,"S1087",2004,"2080053790","GBR"
"S1087_2006","S1087_2006",0.84889191370163,-1.7114334272696,"S1087",2006,"2080053790","GBR"
"S1087_2008","S1087_2008",0.637292204912229,-1.73882690502134,"S1087",2008,"2080053790","GBR"
"S1087_2009","S1087_2009",0.836458798085182,-1.63011444712984,"S1087",2009,"2080053790","GBR"
"S1087_2010","S1087_2010",0.588093636749187,-1.71316859209715,"S1087",2010,"2080053790","GBR"
"S1087_2013","S1087_2013",0.882317152065482,-1.66598054899014,"S1087",2013,"2080053790","GBR"
"S10918_2006","S10918_2006",0.842794199756934,-1.83484563531272,"S10918",2006,"7080047060","USA"
"S10918_2008","S10918_2008",0.554625864724559,-1.89901938812576,"S10918",2008,"7080047060","USA"
"S10918_2010","S10918_2010",0.834239546658131,-1.79900775873907,"S10918",2010,"7080047060","USA"
"S10918_2007","S10918_2007",0.704492944886583,-1.87034435495681,"S10918",2007,"7080047060","USA"
"S10918_2012","S10918_2012",1.5373100378529,-1.25268022387791,"S10918",2012,"7080047060","USA"
"S10918_2013","S10918_2013",0.552788455672586,-1.89854185422125,"S10918",2013,"7080047060","USA"
"S10918_2005","S10918_2005",-1.74582144167022,-1.63857373769938,"S10918",2005,"7080047060","USA"
"S10918_2011","S10918_2011",0.514287403447475,-1.90447382934218,"S10918",2011,"7080047060","USA"
"S10918_2004","S10918_2004",0.249579786074447,-1.92782141616545,"S10918",2004,"7080047060","USA"
"S10918_2009","S10918_2009",1.07282752632839,-1.68350963870219,"S10918",2009,"7080047060","USA"
"S1095_2007","S1095_2007",-1.08542383402809,-1.28902950606734,"S1095",2007,"2080020120","ESP"
"S1095_2008","S1095_2008",-1.34221683923214,-1.27202990803213,"S1095",2008,"2080020120","ESP"
"S1095_2010","S1095_2010",-0.99436827003221,-1.32475754965088,"S1095",2010,"2080020120","ESP"
"S1095_2009","S1095_2009",-1.18559137393522,-1.31898252349103,"S1095",2009,"2080020120","ESP"
"S1095_2004","S1095_2004",-1.03781980550736,-1.29392107798119,"S1095",2004,"2080020120","ESP"
"S1095_2005","S1095_2005",-0.963803184509189,-1.30759721043801,"S1095",2005,"2080020120","ESP"
"S1095_2006","S1095_2006",-0.941782508219912,-1.30577630280841,"S1095",2006,"2080020120","ESP"
"S1095_2011","S1095_2011",-1.16029361977505,-1.28300562414512,"S1095",2011,"2080020120","ESP"
"S1095_2012","S1095_2012",0.114169673662049,-1.4144175828904,"S1095",2012,"2080020120","ESP"
"S1095_2013","S1095_2013",-0.374707070537591,-1.40927143542134,"S1095",2013,"2080020120","ESP"
"S1100_2004","S1100_2004",2.25946675503896,-0.860454328313458,"S1100",2004,"2080033020","SWE"
"S1100_2005","S1100_2005",1.83655165706229,0.41637333661273,"S1100",2005,"2080033020","SWE"
"S1100_2006","S1100_2006",1.74641583372858,0.138155567139879,"S1100",2006,"2080033020","SWE"
"S1100_2007","S1100_2007",1.84795772139547,0.328705598080972,"S1100",2007,"2080033020","SWE"
"S1100_2008","S1100_2008",1.80394171243916,0.266647639667819,"S1100",2008,"2080033020","SWE"
"S1100_2009","S1100_2009",1.81001697700144,0.245529056936403,"S1100",2009,"2080033020","SWE"
"S1100_2010","S1100_2010",2.16462561439529,-0.867964436605023,"S1100",2010,"2080033020","SWE"
"S1100_2011","S1100_2011",1.79732630701409,0.443778273180759,"S1100",2011,"2080033020","SWE"
"S1100_2012","S1100_2012",1.81449269855983,0.430626044463287,"S1100",2012,"2080033020","SWE"
"S1100_2013","S1100_2013",1.74149199496969,0.440363530964092,"S1100",2013,"2080033020","SWE"
"S1111_2004","S1111_2004",1.57830699477381,-0.0786528474477701,"S1111",2004,"2080033020","SWE"
"S1111_2005","S1111_2005",1.62825054498828,0.702675691219012,"S1111",2005,"2080033020","SWE"
"S1111_2006","S1111_2006",1.62042162517007,0.700922656265443,"S1111",2006,"2080033020","SWE"
"S1111_2007","S1111_2007",1.70703366526879,0.539854119669145,"S1111",2007,"2080033020","SWE"
"S1111_2008","S1111_2008",1.67887948153927,0.77047873995897,"S1111",2008,"2080033020","SWE"
"S1111_2009","S1111_2009",1.48997673034839,0.40389441448267,"S1111",2009,"2080033020","SWE"
"S1111_2010","S1111_2010",1.67887948153927,0.77047873995897,"S1111",2010,"2080033020","SWE"
"S1111_2011","S1111_2011",1.53682843831565,0.341396283485879,"S1111",2011,"2080033020","SWE"
"S1111_2012","S1111_2012",1.62837947757022,0.409322359728474,"S1111",2012,"2080033020","SWE"
"S1111_2013","S1111_2013",1.70846179014921,0.644863390784649,"S1111",2013,"2080033020","SWE"
"S1112_2005","S1112_2005",0.729622889243067,0.107790737125322,"S1112",2005,"2080033090","SWE"
"S1112_2008","S1112_2008",0.204419016863935,-0.358604171003348,"S1112",2008,"2080033090","SWE"
"S1112_2004","S1112_2004",0.940541303064831,0.060756085435529,"S1112",2004,"2080033090","SWE"
"S1112_2006","S1112_2006",0.818686753458922,0.200097763352953,"S1112",2006,"2080033090","SWE"
"S1112_2007","S1112_2007",-0.0531203457644626,-0.382564392505693,"S1112",2007,"2080033090","SWE"
"S1112_2010","S1112_2010",1.08498493654383,0.0318923405749456,"S1112",2010,"2080033090","SWE"
"S1112_2011","S1112_2011",0.339109164872479,-1.59462272584722,"S1112",2011,"2080033090","SWE"
"S1112_2012","S1112_2012",0.567800066064558,-0.0924420514863538,"S1112",2012,"2080033090","SWE"
"S1112_2009","S1112_2009",0.60913037950921,-0.198887419394276,"S1112",2009,"2080033090","SWE"
"S1112_2013","S1112_2013",0.77006445739422,-1.77821740563099,"S1112",2013,"2080033090","SWE"
"S11151_2004","S11151_2004",-1.75013662110396,-1.67160750015366,"S11151",2004,"7080047060","USA"
"S11151_2006","S11151_2006",-0.118395241293783,-1.87489486982229,"S11151",2006,"7080047060","USA"
"S11151_2007","S11151_2007",0.29415776559271,-1.92165456931749,"S11151",2007,"7080047060","USA"
"S11151_2010","S11151_2010",-0.65006141950433,-1.08851828894141,"S11151",2010,"7080047060","USA"
"S11151_2011","S11151_2011",0.82563129041695,-1.80359838228632,"S11151",2011,"7080047060","USA"
"S11151_2005","S11151_2005",0.177287080171734,0.500688940878104,"S11151",2005,"7080047060","USA"
"S11151_2009","S11151_2009",0.352910594618451,0.555045194379218,"S11151",2009,"7080047060","USA"
"S11151_2013","S11151_2013",-0.417415363394527,-1.15150787607046,"S11151",2013,"7080047060","USA"
"S11151_2008","S11151_2008",-0.459473971358115,0.400036660659495,"S11151",2008,"7080047060","USA"
"S11151_2012","S11151_2012",-0.536867232930688,0.455636184803861,"S11151",2012,"7080047060","USA"
"S1117_2005","S1117_2005",0.922624771314165,0.392158707841976,"S1117",2005,"2080033090","SWE"
"S1117_2004","S1117_2004",1.58815831289079,0.419653182412833,"S1117",2004,"2080033090","SWE"
"S1117_2006","S1117_2006",1.67887948153928,0.770478739958968,"S1117",2006,"2080033090","SWE"
"S1117_2007","S1117_2007",1.07118841135989,0.277504906439382,"S1117",2007,"2080033090","SWE"
"S1117_2010","S1117_2010",1.31662184353009,0.395741254539181,"S1117",2010,"2080033090","SWE"
"S1117_2011","S1117_2011",1.64216871461724,0.625084324803749,"S1117",2011,"2080033090","SWE"
"S1117_2012","S1117_2012",1.00328720803572,-0.165269579995694,"S1117",2012,"2080033090","SWE"
"S1117_2013","S1117_2013",1.31636702212533,0.145104402165102,"S1117",2013,"2080033090","SWE"
"S1117_2009","S1117_2009",1.68014165745399,0.627509256837005,"S1117",2009,"2080033090","SWE"
"S1121_2011","S1121_2011",1.36013057723542,0.393427231095469,"S1121",2011,"2080033020","SWE"
