"","Sample","X","Y","site","year","HydroBasin","Country"
"S2723_2008","S2723_2008",0.738048249703251,0.265843687464661,"S2723",2008,"2080033080","SWE"
"S2723_2009","S2723_2009",1.15167997243215,0.469151250745777,"S2723",2009,"2080033080","SWE"
"S2723_2010","S2723_2010",1.5735468675846,0.713198858841696,"S2723",2010,"2080033080","SWE"
"S2723_2011","S2723_2011",1.20148597896032,0.222985079482067,"S2723",2011,"2080033080","SWE"
"S2723_2012","S2723_2012",1.55186745566679,0.649340118869293,"S2723",2012,"2080033080","SWE"
"S2723_2013","S2723_2013",1.49589496724748,0.617403772394005,"S2723",2013,"2080033080","SWE"
"S2740_2008","S2740_2008",1.65868134239989,0.562487323859953,"S2740",2008,"2080033080","SWE"
"S2740_2009","S2740_2009",1.50832641944517,0.677389207670648,"S2740",2009,"2080033080","SWE"
"S2740_2010","S2740_2010",1.66247138093476,0.578783447132925,"S2740",2010,"2080033080","SWE"
"S2740_2011","S2740_2011",1.50812302649346,0.496432808227981,"S2740",2011,"2080033080","SWE"
"S2740_2012","S2740_2012",1.62620655232848,0.630113010497727,"S2740",2012,"2080033080","SWE"
"S2740_2004","S2740_2004",1.59418080098185,0.353230777653454,"S2740",2004,"2080033080","SWE"
"S2740_2005","S2740_2005",1.68211235586161,0.736636310914324,"S2740",2005,"2080033080","SWE"
"S2740_2006","S2740_2006",1.69697992381803,0.69015943770502,"S2740",2006,"2080033080","SWE"
"S2740_2007","S2740_2007",1.65950286407281,0.695399529569309,"S2740",2007,"2080033080","SWE"
"S2749_2004","S2749_2004",0.662069838823502,0.227837181388219,"S2749",2004,"2080033190","SWE"
"S2749_2006","S2749_2006",-0.148592911875146,-0.154936159687934,"S2749",2006,"2080033190","SWE"
"S2749_2007","S2749_2007",0.155403239267062,-0.0169825271405826,"S2749",2007,"2080033190","SWE"
"S2749_2008","S2749_2008",0.076972431826229,-0.0539611398744801,"S2749",2008,"2080033190","SWE"
"S2749_2012","S2749_2012",0.933768281926077,0.36615009925226,"S2749",2012,"2080033190","SWE"
"S2749_2013","S2749_2013",-0.386376160243789,-1.22824446609769,"S2749",2013,"2080033190","SWE"
"S2749_2005","S2749_2005",0.655433651807006,0.224536911373266,"S2749",2005,"2080033190","SWE"
"S2749_2009","S2749_2009",-0.199752787445967,-0.176820094322202,"S2749",2009,"2080033190","SWE"
"S2749_2010","S2749_2010",1.39214538119139,0.61333919414725,"S2749",2010,"2080033190","SWE"
"S2749_2011","S2749_2011",0.52288731006084,0.15952734732601,"S2749",2011,"2080033190","SWE"
"S2751_2013","S2751_2013",1.0103301114195,-1.69623764183441,"S2751",2013,"2080053790","GBR"
"S2751_2004","S2751_2004",0.854716986872604,-1.74575916321542,"S2751",2004,"2080053790","GBR"
"S2751_2005","S2751_2005",0.931045419745398,-1.73715761454594,"S2751",2005,"2080053790","GBR"
"S2751_2006","S2751_2006",1.00924822202287,-1.70955746538968,"S2751",2006,"2080053790","GBR"
"S2751_2008","S2751_2008",0.365587418536276,-1.78590037583685,"S2751",2008,"2080053790","GBR"
"S2751_2009","S2751_2009",0.948347209193252,-1.7196942080096,"S2751",2009,"2080053790","GBR"
"S2751_2010","S2751_2010",0.929031964578779,-1.72725410835547,"S2751",2010,"2080053790","GBR"
"S2751_2011","S2751_2011",0.919847428809833,-1.74326909280632,"S2751",2011,"2080053790","GBR"
"S2751_2012","S2751_2012",0.898053099508034,-1.73845205543212,"S2751",2012,"2080053790","GBR"
"S2751_2007","S2751_2007",0.681567206599751,-1.76882830373491,"S2751",2007,"2080053790","GBR"
"S2768_2006","S2768_2006",1.61012752952166,0.689149542798214,"S2768",2006,"2080033080","SWE"
"S2768_2008","S2768_2008",1.67887948153951,0.770478739958727,"S2768",2008,"2080033080","SWE"
"S2768_2009","S2768_2009",1.67887948153951,0.770478739958727,"S2768",2009,"2080033080","SWE"
"S2768_2010","S2768_2010",1.67887948153951,0.770478739958727,"S2768",2010,"2080033080","SWE"
"S2768_2011","S2768_2011",1.53200394829359,0.602226054660414,"S2768",2011,"2080033080","SWE"
"S2768_2012","S2768_2012",1.67887948153951,0.770478739958727,"S2768",2012,"2080033080","SWE"
"S2768_2013","S2768_2013",1.67887948153951,0.770478739958727,"S2768",2013,"2080033080","SWE"
"S2768_2004","S2768_2004",1.52295619054285,0.59233660421653,"S2768",2004,"2080033080","SWE"
"S2768_2005","S2768_2005",1.4865825742275,0.552946350434442,"S2768",2005,"2080033080","SWE"
"S2768_2007","S2768_2007",1.67887948153952,0.770478739958728,"S2768",2007,"2080033080","SWE"
"S2783_2006","S2783_2006",1.68894589858856,0.739571445890265,"S2783",2006,"2080033080","SWE"
"S2783_2008","S2783_2008",1.62429386063825,0.705381742293076,"S2783",2008,"2080033080","SWE"
"S2783_2009","S2783_2009",1.65230152742511,0.690662590143404,"S2783",2009,"2080033080","SWE"
"S2783_2010","S2783_2010",1.66712888613471,0.670047307681017,"S2783",2010,"2080033080","SWE"
"S2783_2012","S2783_2012",1.64144709520585,0.498793188939592,"S2783",2012,"2080033080","SWE"
"S2783_2004","S2783_2004",1.67887948153952,0.770478739958728,"S2783",2004,"2080033080","SWE"
"S2783_2005","S2783_2005",1.68179982797563,0.744631729216278,"S2783",2005,"2080033080","SWE"
"S2783_2007","S2783_2007",1.68181577410291,0.744333586709228,"S2783",2007,"2080033080","SWE"
"S2784_2006","S2784_2006",-0.0991054471912798,-0.00961631637933541,"S2784",2006,"2080032230","SWE"
"S2784_2008","S2784_2008",0.164263000246789,0.214505694724893,"S2784",2008,"2080032230","SWE"
"S2784_2009","S2784_2009",-0.531371253493173,-0.0360954544689426,"S2784",2009,"2080032230","SWE"
"S2784_2010","S2784_2010",0.0753839987047135,-1.11526735032608,"S2784",2010,"2080032230","SWE"
"S2784_2011","S2784_2011",-0.0955728946891956,-1.07853508192405,"S2784",2011,"2080032230","SWE"
"S2784_2004","S2784_2004",-0.909136971133661,-0.103559669843066,"S2784",2004,"2080032230","SWE"
"S2784_2005","S2784_2005",-0.080097713289822,-0.965000827114623,"S2784",2005,"2080032230","SWE"
"S2784_2012","S2784_2012",-1.29669462582019,1.5229285337661,"S2784",2012,"2080032230","SWE"
"S2784_2013","S2784_2013",-1.40626656986865,1.46986311712411,"S2784",2013,"2080032230","SWE"
"S2784_2007","S2784_2007",-0.175384736177046,0.0406994879804262,"S2784",2007,"2080032230","SWE"
"S2785_2005","S2785_2005",-0.12921162584183,0.126914718725903,"S2785",2005,"2080032230","SWE"
"S2785_2008","S2785_2008",-0.944389137948673,1.51762840465936,"S2785",2008,"2080032230","SWE"
"S2785_2004","S2785_2004",-1.05502589015722,1.47383335354718,"S2785",2004,"2080032230","SWE"
"S2785_2006","S2785_2006",0.568909610864531,0.33942261677365,"S2785",2006,"2080032230","SWE"
"S2785_2007","S2785_2007",-1.21108150746085,1.44316262732637,"S2785",2007,"2080032230","SWE"
"S2785_2009","S2785_2009",0.0749373543653754,0.121232596700133,"S2785",2009,"2080032230","SWE"
"S2785_2010","S2785_2010",-1.08380213093152,1.49287320828964,"S2785",2010,"2080032230","SWE"
"S2785_2011","S2785_2011",0.106793041551277,0.106073178693107,"S2785",2011,"2080032230","SWE"
"S2785_2012","S2785_2012",0.516123389900078,0.29808282133398,"S2785",2012,"2080032230","SWE"
"S2785_2013","S2785_2013",-0.571333748725411,0.0321811796979323,"S2785",2013,"2080032230","SWE"
"S2803_2004","S2803_2004",0.123147703613701,0.198705414985549,"S2803",2004,"2080033080","SWE"
"S2803_2005","S2803_2005",1.18166149551806,0.345757856739811,"S2803",2005,"2080033080","SWE"
"S2803_2006","S2803_2006",1.33410357648841,0.639947284847335,"S2803",2006,"2080033080","SWE"
"S2803_2010","S2803_2010",-0.212751064079611,0.180072379810635,"S2803",2010,"2080033080","SWE"
"S2803_2011","S2803_2011",-0.740451433645674,1.68587211441085,"S2803",2011,"2080033080","SWE"
"S2803_2012","S2803_2012",-0.425291963596874,1.67860582694792,"S2803",2012,"2080033080","SWE"
"S2803_2013","S2803_2013",-0.0417982256103443,0.192715761615505,"S2803",2013,"2080033080","SWE"
"S2803_2007","S2803_2007",-0.285924159680912,1.70496063260958,"S2803",2007,"2080033080","SWE"
"S2803_2008","S2803_2008",-0.145577865070983,0.225218078010994,"S2803",2008,"2080033080","SWE"
"S2803_2009","S2803_2009",0.301000872744147,0.30780794073942,"S2803",2009,"2080033080","SWE"
"S2805_2004","S2805_2004",1.48802629423339,0.698810941785536,"S2805",2004,"2080031960","SWE"
"S2805_2005","S2805_2005",1.46594965425447,0.690349472754642,"S2805",2005,"2080031960","SWE"
"S2805_2012","S2805_2012",1.44498055538743,0.682313913891904,"S2805",2012,"2080031960","SWE"
"S2805_2006","S2805_2006",1.66078613586473,0.764030347520452,"S2805",2006,"2080031960","SWE"
"S2805_2007","S2805_2007",1.62751783654139,0.751765091160347,"S2805",2007,"2080031960","SWE"
"S2805_2008","S2805_2008",1.67887948153951,0.770478739958737,"S2805",2008,"2080031960","SWE"
"S2805_2009","S2805_2009",1.36124630064202,0.65030006630816,"S2805",2009,"2080031960","SWE"
"S2805_2010","S2805_2010",1.54769309218983,0.714973620899289,"S2805",2010,"2080031960","SWE"
"S2805_2011","S2805_2011",1.60384979633634,0.74285686790249,"S2805",2011,"2080031960","SWE"
"S2805_2013","S2805_2013",1.58512446445383,0.73576642303698,"S2805",2013,"2080031960","SWE"
"S2806_2013","S2806_2013",-0.140479620981579,-1.72477385954358,"S2806",2013,"2080053790","GBR"
"S2806_2004","S2806_2004",0.310201074797725,-1.77230766342755,"S2806",2004,"2080053790","GBR"
"S2806_2005","S2806_2005",1.03302100150293,-1.65461943969109,"S2806",2005,"2080053790","GBR"
"S2806_2006","S2806_2006",0.326154679751039,-1.8006074302633,"S2806",2006,"2080053790","GBR"
"S2806_2008","S2806_2008",0.332684166440677,-1.7647592957907,"S2806",2008,"2080053790","GBR"
"S2806_2009","S2806_2009",0.384720777903692,-1.7786779926002,"S2806",2009,"2080053790","GBR"
"S2806_2010","S2806_2010",0.25836272579216,-1.7761832658989,"S2806",2010,"2080053790","GBR"
"S2806_2011","S2806_2011",0.854386355142407,-1.75958303822849,"S2806",2011,"2080053790","GBR"
"S2806_2012","S2806_2012",-0.0787797666590331,-1.8116092712341,"S2806",2012,"2080053790","GBR"
"S2813_2004","S2813_2004",0.183640353445679,0.282027682012239,"S2813",2004,"2080033080","SWE"
"S2813_2005","S2813_2005",-0.0372653827211006,0.218985100167339,"S2813",2005,"2080033080","SWE"
"S2813_2006","S2813_2006",0.665486798076848,0.328215611503823,"S2813",2006,"2080033080","SWE"
"S2813_2010","S2813_2010",-0.552123088499108,1.69299684666331,"S2813",2010,"2080033080","SWE"
"S2813_2011","S2813_2011",-0.277155107105124,1.70793955109133,"S2813",2011,"2080033080","SWE"
"S2813_2012","S2813_2012",0.048144507657528,0.225205924949826,"S2813",2012,"2080033080","SWE"
"S2813_2013","S2813_2013",-0.318501221651796,1.68918804532654,"S2813",2013,"2080033080","SWE"
"S2813_2007","S2813_2007",-0.745942184484714,1.6854877938462,"S2813",2007,"2080033080","SWE"
"S2813_2008","S2813_2008",-0.515113758870638,1.7039834587893,"S2813",2008,"2080033080","SWE"
"S2813_2009","S2813_2009",0.569026461493875,0.334203013094834,"S2813",2009,"2080033080","SWE"
"S2855_2005","S2855_2005",-0.0686970990632966,0.188153202631695,"S2855",2005,"2080033080","SWE"
"S2855_2008","S2855_2008",0.82361204459789,0.383855560417011,"S2855",2008,"2080033080","SWE"
"S2855_2009","S2855_2009",0.514351927338528,0.282622470731749,"S2855",2009,"2080033080","SWE"
"S2855_2010","S2855_2010",-0.421730193571481,1.61334288848788,"S2855",2010,"2080033080","SWE"
"S2855_2011","S2855_2011",-0.0102756815669578,0.115139786264404,"S2855",2011,"2080033080","SWE"
"S2855_2012","S2855_2012",-0.166727015763951,1.44663175620247,"S2855",2012,"2080033080","SWE"
"S2855_2013","S2855_2013",0.357030935874672,0.260621551132139,"S2855",2013,"2080033080","SWE"
"S2855_2004","S2855_2004",-0.716817337801233,1.66930235487696,"S2855",2004,"2080033080","SWE"
"S2855_2006","S2855_2006",0.0650965805858122,0.140698510968392,"S2855",2006,"2080033080","SWE"
"S2855_2007","S2855_2007",-0.464373699947526,1.64899070468043,"S2855",2007,"2080033080","SWE"
"S2867_2004","S2867_2004",1.67887948153952,0.770478739958742,"S2867",2004,"2080031960","SWE"
"S2867_2005","S2867_2005",1.67887948153952,0.770478739958742,"S2867",2005,"2080031960","SWE"
"S2867_2012","S2867_2012",1.67887948153952,0.770478739958742,"S2867",2012,"2080031960","SWE"
"S2867_2006","S2867_2006",1.67887948153952,0.770478739958742,"S2867",2006,"2080031960","SWE"
"S2867_2007","S2867_2007",1.67887948153952,0.770478739958742,"S2867",2007,"2080031960","SWE"
"S2867_2008","S2867_2008",1.67887948153952,0.770478739958742,"S2867",2008,"2080031960","SWE"
"S2867_2009","S2867_2009",1.67887948153952,0.770478739958742,"S2867",2009,"2080031960","SWE"
"S2867_2010","S2867_2010",1.67887948153952,0.770478739958742,"S2867",2010,"2080031960","SWE"
"S2867_2011","S2867_2011",1.68147197125947,0.74959801715724,"S2867",2011,"2080031960","SWE"
"S2867_2013","S2867_2013",1.67887948153952,0.770478739958742,"S2867",2013,"2080031960","SWE"
"S2896_2009","S2896_2009",0.921284213639565,0.359646969384583,"S2896",2009,"2080031960","SWE"
"S2896_2010","S2896_2010",1.57884607495623,0.513867678343402,"S2896",2010,"2080031960","SWE"
"S2896_2013","S2896_2013",1.32345158044787,-1.33598070103915,"S2896",2013,"2080031960","SWE"
"S2896_2004","S2896_2004",1.54137987954319,0.211641784886639,"S2896",2004,"2080031960","SWE"
"S2896_2005","S2896_2005",1.67887948153952,0.770478739958742,"S2896",2005,"2080031960","SWE"
"S2896_2006","S2896_2006",1.67887948153952,0.770478739958743,"S2896",2006,"2080031960","SWE"
"S2896_2012","S2896_2012",1.29234846888436,-1.3192013775879,"S2896",2012,"2080031960","SWE"
"S2896_2007","S2896_2007",0.486873750409715,0.217326736798384,"S2896",2007,"2080031960","SWE"
"S2896_2011","S2896_2011",1.39723760235342,-1.34212529843133,"S2896",2011,"2080031960","SWE"
"S2928_2004","S2928_2004",0.176549456221909,-1.78806436376677,"S2928",2004,"2080053790","GBR"
"S2928_2005","S2928_2005",-0.125855693627962,-1.78699897489954,"S2928",2005,"2080053790","GBR"
"S2928_2006","S2928_2006",0.294276323759938,-1.78746676120309,"S2928",2006,"2080053790","GBR"
"S2928_2007","S2928_2007",0.779842275708772,-1.68116868696448,"S2928",2007,"2080053790","GBR"
"S2928_2010","S2928_2010",1.09316337123245,-1.59026793566944,"S2928",2010,"2080053790","GBR"
"S2928_2012","S2928_2012",1.24612766642552,-1.4504605321701,"S2928",2012,"2080053790","GBR"
"S2928_2009","S2928_2009",1.25088056260597,-1.41686263506073,"S2928",2009,"2080053790","GBR"
"S2928_2011","S2928_2011",1.51567428136793,-1.21038429438447,"S2928",2011,"2080053790","GBR"
"S2966_2008","S2966_2008",1.55393092116212,0.667013469896534,"S2966",2008,"2080031960","SWE"
"S2966_2012","S2966_2012",1.61639458980639,0.74759258596924,"S2966",2012,"2080031960","SWE"
"S2966_2005","S2966_2005",1.67887948153952,0.77047873995874,"S2966",2005,"2080031960","SWE"
"S2966_2006","S2966_2006",1.64907416763255,0.739720164857437,"S2966",2006,"2080031960","SWE"
"S2966_2007","S2966_2007",1.20860899459551,0.59266535133868,"S2966",2007,"2080031960","SWE"
"S2966_2009","S2966_2009",1.47280272490291,0.639352751932641,"S2966",2009,"2080031960","SWE"
"S2966_2010","S2966_2010",1.3740652346255,0.592521095756407,"S2966",2010,"2080031960","SWE"
"S2966_2011","S2966_2011",1.63948766478125,0.745728633225407,"S2966",2011,"2080031960","SWE"
"S2966_2013","S2966_2013",1.63100184612614,0.729966130350658,"S2966",2013,"2080031960","SWE"
"S2976_2004","S2976_2004",1.67887948153953,0.770478739958742,"S2976",2004,"2080031960","SWE"
"S2976_2005","S2976_2005",1.67887948153953,0.770478739958742,"S2976",2005,"2080031960","SWE"
"S2976_2006","S2976_2006",1.67887948153953,0.770478739958743,"S2976",2006,"2080031960","SWE"
"S2976_2007","S2976_2007",1.67887948153953,0.770478739958742,"S2976",2007,"2080031960","SWE"
"S2976_2008","S2976_2008",1.67887948153952,0.770478739958742,"S2976",2008,"2080031960","SWE"
"S2976_2009","S2976_2009",1.67887948153953,0.770478739958742,"S2976",2009,"2080031960","SWE"
"S2976_2010","S2976_2010",1.67887948153952,0.770478739958742,"S2976",2010,"2080031960","SWE"
"S2976_2011","S2976_2011",1.67887948153953,0.770478739958742,"S2976",2011,"2080031960","SWE"
"S2976_2012","S2976_2012",1.67887948153952,0.770478739958742,"S2976",2012,"2080031960","SWE"
"S2976_2013","S2976_2013",1.67887948153953,0.770478739958742,"S2976",2013,"2080031960","SWE"
"S2992_2013","S2992_2013",0.957167778625236,-1.69178672153317,"S2992",2013,"2080053790","GBR"
"S2992_2004","S2992_2004",1.16564510574251,-1.58123395102289,"S2992",2004,"2080053790","GBR"
"S2992_2005","S2992_2005",0.908189140077416,-1.71576027409461,"S2992",2005,"2080053790","GBR"
"S2992_2006","S2992_2006",0.844797575424497,-1.74392016119942,"S2992",2006,"2080053790","GBR"
"S2992_2008","S2992_2008",0.645297467010189,-1.70932600962978,"S2992",2008,"2080053790","GBR"
"S2992_2009","S2992_2009",0.974890043116253,-1.7095248163046,"S2992",2009,"2080053790","GBR"
"S2992_2010","S2992_2010",0.625236579892523,-1.74386105840952,"S2992",2010,"2080053790","GBR"
"S2992_2011","S2992_2011",0.918423998032932,-1.73868751693631,"S2992",2011,"2080053790","GBR"
"S2992_2012","S2992_2012",0.752327171607478,-1.7617920132946,"S2992",2012,"2080053790","GBR"
"S2992_2007","S2992_2007",0.650882729128385,-1.7622567674062,"S2992",2007,"2080053790","GBR"
"S3039_2006","S3039_2006",0.451679797995066,-0.992099936654543,"S3039",2006,"2080031960","SWE"
"S3039_2012","S3039_2012",0.548716698271768,0.111935630863307,"S3039",2012,"2080031960","SWE"
"S3039_2005","S3039_2005",0.0629770213697436,-0.186036793596583,"S3039",2005,"2080031960","SWE"
"S3039_2007","S3039_2007",-1.3550160698651,-1.46726496337267,"S3039",2007,"2080031960","SWE"
"S3039_2008","S3039_2008",0.250294761282987,-0.0165110689072065,"S3039",2008,"2080031960","SWE"
"S3039_2009","S3039_2009",0.25041022980618,0.0079520155355741,"S3039",2009,"2080031960","SWE"
"S3039_2010","S3039_2010",0.0289964890327477,-0.0760786925007635,"S3039",2010,"2080031960","SWE"
"S3039_2011","S3039_2011",0.508064614898304,0.122919085116115,"S3039",2011,"2080031960","SWE"
"S3039_2013","S3039_2013",0.276554068904978,-1.01502165382576,"S3039",2013,"2080031960","SWE"
"S3042_2013","S3042_2013",1.3074966907656,0.373195562354718,"S3042",2013,"2080053790","GBR"
"S3042_2004","S3042_2004",1.32240814252331,0.485619423128783,"S3042",2004,"2080053790","GBR"
"S3042_2005","S3042_2005",1.52195072208691,0.64160149348692,"S3042",2005,"2080053790","GBR"
"S3042_2010","S3042_2010",1.2772347097848,0.402688609176264,"S3042",2010,"2080053790","GBR"
"S3042_2007","S3042_2007",1.14405140706327,0.303111807343013,"S3042",2007,"2080053790","GBR"
"S3042_2009","S3042_2009",1.19935194514291,0.369916726902583,"S3042",2009,"2080053790","GBR"
"S3042_2011","S3042_2011",1.51647654984509,0.60823487693746,"S3042",2011,"2080053790","GBR"
"S3042_2012","S3042_2012",1.53551662700975,0.588891238146139,"S3042",2012,"2080053790","GBR"
"S3048_2010","S3048_2010",-0.615476524506096,-1.61946672005297,"S3048",2010,"2080017150","ESP"
"S3048_2006","S3048_2006",-1.5635986494337,-2.04842590410736,"S3048",2006,"2080017150","ESP"
"S3048_2007","S3048_2007",-0.0953093323667959,-0.696048823305427,"S3048",2007,"2080017150","ESP"
"S3048_2008","S3048_2008",-0.505501804898082,-1.6108567926537,"S3048",2008,"2080017150","ESP"
"S3048_2012","S3048_2012",0.075231856550269,-0.68621256634376,"S3048",2012,"2080017150","ESP"
"S3048_2013","S3048_2013",0.312090777514325,-0.676007907303053,"S3048",2013,"2080017150","ESP"
"S3048_2011","S3048_2011",-0.244098937785181,-0.480408991658758,"S3048",2011,"2080017150","ESP"
"S3048_2004","S3048_2004",-1.09053219335916,-2.0453475971377,"S3048",2004,"2080017150","ESP"
"S3048_2005","S3048_2005",-0.327457937022783,-1.61268109845081,"S3048",2005,"2080017150","ESP"
"S3048_2009","S3048_2009",-0.413059246582219,-1.11878355902016,"S3048",2009,"2080017150","ESP"
"S3058_2013","S3058_2013",0.563982737249852,-1.71005027419226,"S3058",2013,"2080053790","GBR"
"S3058_2004","S3058_2004",-0.0310317211769675,-1.75003950433241,"S3058",2004,"2080053790","GBR"
"S3058_2005","S3058_2005",1.24183761528997,-1.62197497582224,"S3058",2005,"2080053790","GBR"
"S3058_2006","S3058_2006",0.562079084832423,-1.77047516271366,"S3058",2006,"2080053790","GBR"
"S3058_2008","S3058_2008",0.542771196063252,-1.75477643743106,"S3058",2008,"2080053790","GBR"
"S3058_2009","S3058_2009",0.681541961854818,-1.70181752301191,"S3058",2009,"2080053790","GBR"
"S3058_2010","S3058_2010",0.917287198755534,-1.70348361146168,"S3058",2010,"2080053790","GBR"
"S3058_2011","S3058_2011",0.55134514472546,-1.78045357660181,"S3058",2011,"2080053790","GBR"
"S3058_2012","S3058_2012",0.908547249900879,-1.60679951537012,"S3058",2012,"2080053790","GBR"
"S3058_2007","S3058_2007",0.602270219727323,-1.7209184229814,"S3058",2007,"2080053790","GBR"
"S3090_2004","S3090_2004",0.997329325723028,-1.6837652973983,"S3090",2004,"2080031960","SWE"
"S3090_2005","S3090_2005",1.67887948153953,0.770478739958698,"S3090",2005,"2080031960","SWE"
"S3090_2012","S3090_2012",1.68217017352712,0.73329996537419,"S3090",2012,"2080031960","SWE"
"S3090_2006","S3090_2006",1.66446803815331,0.587947644052055,"S3090",2006,"2080031960","SWE"
"S3090_2007","S3090_2007",1.67887948153953,0.770478739958698,"S3090",2007,"2080031960","SWE"
"S3090_2008","S3090_2008",1.65738132009821,0.557145669460834,"S3090",2008,"2080031960","SWE"
"S3090_2009","S3090_2009",1.67887948153953,0.770478739958698,"S3090",2009,"2080031960","SWE"
"S3090_2010","S3090_2010",1.49607648772142,0.513915787518558,"S3090",2010,"2080031960","SWE"
"S3090_2011","S3090_2011",1.67887948153953,0.770478739958698,"S3090",2011,"2080031960","SWE"
"S3090_2013","S3090_2013",1.68203499439556,0.718796994444529,"S3090",2013,"2080031960","SWE"
"S3103_2007","S3103_2007",1.67887948153953,0.770478739958697,"S3103",2007,"2080031960","SWE"
"S3103_2008","S3103_2008",1.68717261166492,0.754150250019187,"S3103",2008,"2080031960","SWE"
"S3103_2009","S3103_2009",1.54368043429219,0.696820421428037,"S3103",2009,"2080031960","SWE"
"S3103_2010","S3103_2010",1.54764478785535,0.668489678225824,"S3103",2010,"2080031960","SWE"
"S3103_2011","S3103_2011",1.67887948153953,0.770478739958699,"S3103",2011,"2080031960","SWE"
"S3103_2012","S3103_2012",1.6695284273844,0.757267241276093,"S3103",2012,"2080031960","SWE"
"S3103_2013","S3103_2013",1.43809079792917,0.580526463559314,"S3103",2013,"2080031960","SWE"
"S3103_2005","S3103_2005",1.67887948153953,0.7704787399587,"S3103",2005,"2080031960","SWE"
"S3103_2006","S3103_2006",1.67887948153953,0.770478739958701,"S3103",2006,"2080031960","SWE"
"S3109_2005","S3109_2005",1.67786938784243,0.759778939300214,"S3109",2005,"2080031960","SWE"
"S3109_2007","S3109_2007",1.41971757758724,0.453582674776914,"S3109",2007,"2080031960","SWE"
"S3109_2008","S3109_2008",1.67551611317498,0.766281802349803,"S3109",2008,"2080031960","SWE"
"S3109_2010","S3109_2010",1.62751877854577,0.704257798463586,"S3109",2010,"2080031960","SWE"
"S3109_2011","S3109_2011",1.53441252402716,0.654173391130441,"S3109",2011,"2080031960","SWE"
"S3109_2012","S3109_2012",1.66904399719998,0.757531686551482,"S3109",2012,"2080031960","SWE"
"S3109_2013","S3109_2013",1.66172938881935,0.74791914941831,"S3109",2013,"2080031960","SWE"
"S3109_2004","S3109_2004",1.68728764911536,0.753466404388703,"S3109",2004,"2080031960","SWE"
"S3109_2006","S3109_2006",1.66546774850468,0.752747875943763,"S3109",2006,"2080031960","SWE"
"S3109_2009","S3109_2009",1.67512804665839,0.765799853149757,"S3109",2009,"2080031960","SWE"
"S3115_2007","S3115_2007",1.63528677961259,0.754664824702376,"S3115",2007,"2080031960","SWE"
"S3115_2008","S3115_2008",1.61875344138522,0.748479524436549,"S3115",2008,"2080031960","SWE"
"S3115_2010","S3115_2010",1.55149749218129,0.667954756322274,"S3115",2010,"2080031960","SWE"
"S3115_2011","S3115_2011",1.1194619185244,0.543342534767172,"S3115",2011,"2080031960","SWE"
"S3115_2012","S3115_2012",1.22647289877666,0.587330874342435,"S3115",2012,"2080031960","SWE"
"S3115_2013","S3115_2013",1.68218959187364,0.731008627816309,"S3115",2013,"2080031960","SWE"
"S3115_2005","S3115_2005",1.32620396342272,0.616811813824888,"S3115",2005,"2080031960","SWE"
"S3115_2006","S3115_2006",1.45872323071417,0.65091837970208,"S3115",2006,"2080031960","SWE"
"S3115_2009","S3115_2009",1.56771719847302,0.72056025667247,"S3115",2009,"2080031960","SWE"
"S3119_2006","S3119_2006",0.753134843481749,0.273445809382159,"S3119",2006,"2080033320","SWE"
"S3119_2007","S3119_2007",1.63797972292958,0.715191649981576,"S3119",2007,"2080033320","SWE"
"S3119_2008","S3119_2008",1.53241427955606,0.690633526839195,"S3119",2008,"2080033320","SWE"
"S3119_2010","S3119_2010",0.287471367558333,0.0473522403144525,"S3119",2010,"2080033320","SWE"
"S3119_2012","S3119_2012",1.56078442625655,0.706200574213748,"S3119",2012,"2080033320","SWE"
"S3119_2013","S3119_2013",1.38153662431413,0.607494393074475,"S3119",2013,"2080033320","SWE"
"S3119_2004","S3119_2004",-0.188660475984196,-0.172105893962237,"S3119",2004,"2080033320","SWE"
"S3119_2005","S3119_2005",0.573631020241926,0.0379813249183221,"S3119",2005,"2080033320","SWE"
"S3119_2009","S3119_2009",1.12618250796405,0.468096279503484,"S3119",2009,"2080033320","SWE"
"S3119_2011","S3119_2011",1.44943511397143,0.644914356139603,"S3119",2011,"2080033320","SWE"
"S3149_2005","S3149_2005",1.67887948153954,0.770478739958711,"S3149",2005,"2080031960","SWE"
"S3149_2012","S3149_2012",1.67887948153954,0.770478739958711,"S3149",2012,"2080031960","SWE"
"S3149_2013","S3149_2013",1.67887948153954,0.770478739958712,"S3149",2013,"2080031960","SWE"
"S3149_2004","S3149_2004",1.65417842490664,0.75722053445363,"S3149",2004,"2080031960","SWE"
"S3149_2006","S3149_2006",1.67887948153954,0.770478739958711,"S3149",2006,"2080031960","SWE"
"S3149_2007","S3149_2007",1.70875716200384,0.723357220078326,"S3149",2007,"2080031960","SWE"
"S3149_2008","S3149_2008",1.67887948153954,0.770478739958711,"S3149",2008,"2080031960","SWE"
"S3149_2009","S3149_2009",1.67887948153954,0.770478739958711,"S3149",2009,"2080031960","SWE"
"S3149_2010","S3149_2010",1.67887948153954,0.770478739958711,"S3149",2010,"2080031960","SWE"
"S3149_2011","S3149_2011",1.67887948153954,0.770478739958711,"S3149",2011,"2080031960","SWE"
"S3151_2005","S3151_2005",1.67887948153954,0.770478739958711,"S3151",2005,"2080031960","SWE"
"S3151_2009","S3151_2009",1.67887948153954,0.770478739958711,"S3151",2009,"2080031960","SWE"
"S3151_2011","S3151_2011",1.67887948153954,0.770478739958711,"S3151",2011,"2080031960","SWE"
